Row,Experiment,ID,Plant,Microbes,Treatment,Bio_rep,Rep,Time_Point,Nb,Root_Length
347,Sugars,#REF!,RAPTOR1A,MF,Water,Rep 1,47,D07,NA,19
348,Sugars,#REF!,RAPTOR1A,MF,Water,Rep 1,48,D07,NA,14
349,Sugars,#REF!,RAPTOR1A,MF,Water,Rep 1,49,D07,NA,16
350,Sugars,#REF!,RAPTOR1A,MF,Water,Rep 1,50,D07,NA,17
351,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,1,D07,NA,14
352,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,2,D07,NA,21
353,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,3,D07,NA,13
354,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,4,D07,NA,17
355,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,5,D07,NA,13
356,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,6,D07,NA,14
357,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,7,D07,NA,8
358,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,8,D07,NA,13
359,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,9,D07,NA,18
360,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,10,D07,NA,16
361,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,11,D07,NA,16
362,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,12,D07,NA,15
363,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,13,D07,NA,9
364,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,14,D07,NA,15
365,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,15,D07,NA,15
366,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,16,D07,NA,17
367,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,17,D07,NA,18
368,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,18,D07,NA,15
369,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,19,D07,NA,16
370,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,20,D07,NA,15
371,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,21,D07,NA,15
372,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,22,D07,NA,13
373,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,23,D07,NA,25
374,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,24,D07,NA,12
375,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,25,D07,NA,15
376,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,26,D07,NA,15
377,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,27,D07,NA,14
378,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,28,D07,NA,10
379,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,29,D07,NA,3
380,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,30,D07,NA,14
381,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,31,D07,NA,14
382,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,32,D07,NA,5
383,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,33,D07,NA,16
384,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,34,D07,NA,13
385,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,35,D07,NA,17
386,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,36,D07,NA,14
387,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,37,D07,NA,14
388,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,38,D07,NA,12
389,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,39,D07,NA,13
390,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,40,D07,NA,14
391,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,41,D07,NA,13
392,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,42,D07,NA,16
393,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,43,D07,NA,13
394,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,44,D07,NA,17
395,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,45,D07,NA,14
396,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,46,D07,NA,16
397,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,47,D07,NA,15
398,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,48,D07,NA,13
399,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,49,D07,NA,15
400,Sugars,#REF!,RAPTOR1A,MF,3OMG,Rep 1,50,D07,NA,15
401,Sugars,#REF!,STP1_13,MF,Water,Rep 1,1,D07,NA,11
402,Sugars,#REF!,STP1_13,MF,Water,Rep 1,2,D07,NA,16
403,Sugars,#REF!,STP1_13,MF,Water,Rep 1,3,D07,NA,11
404,Sugars,#REF!,STP1_13,MF,Water,Rep 1,4,D07,NA,12
405,Sugars,#REF!,STP1_13,MF,Water,Rep 1,5,D07,NA,11
406,Sugars,#REF!,STP1_13,MF,Water,Rep 1,6,D07,NA,12
407,Sugars,#REF!,STP1_13,MF,Water,Rep 1,7,D07,NA,12
408,Sugars,#REF!,STP1_13,MF,Water,Rep 1,8,D07,NA,9
409,Sugars,#REF!,STP1_13,MF,Water,Rep 1,9,D07,NA,11
410,Sugars,#REF!,STP1_13,MF,Water,Rep 1,10,D07,NA,10
411,Sugars,#REF!,STP1_13,MF,Water,Rep 1,11,D07,NA,11
412,Sugars,#REF!,STP1_13,MF,Water,Rep 1,12,D07,NA,16
413,Sugars,#REF!,STP1_13,MF,Water,Rep 1,13,D07,NA,14
414,Sugars,#REF!,STP1_13,MF,Water,Rep 1,14,D07,NA,12
415,Sugars,#REF!,STP1_13,MF,Water,Rep 1,15,D07,NA,9
416,Sugars,#REF!,STP1_13,MF,Water,Rep 1,16,D07,NA,18
417,Sugars,#REF!,STP1_13,MF,Water,Rep 1,17,D07,NA,1
418,Sugars,#REF!,STP1_13,MF,Water,Rep 1,18,D07,NA,12
419,Sugars,#REF!,STP1_13,MF,Water,Rep 1,19,D07,NA,7
420,Sugars,#REF!,STP1_13,MF,Water,Rep 1,20,D07,NA,21
421,Sugars,#REF!,STP1_13,MF,Water,Rep 1,21,D07,NA,18
422,Sugars,#REF!,STP1_13,MF,Water,Rep 1,22,D07,NA,10
423,Sugars,#REF!,STP1_13,MF,Water,Rep 1,23,D07,NA,3
424,Sugars,#REF!,STP1_13,MF,Water,Rep 1,24,D07,NA,14
425,Sugars,#REF!,STP1_13,MF,Water,Rep 1,25,D07,NA,9
426,Sugars,#REF!,STP1_13,MF,Water,Rep 1,26,D07,NA,14
427,Sugars,#REF!,STP1_13,MF,Water,Rep 1,27,D07,NA,15
428,Sugars,#REF!,STP1_13,MF,Water,Rep 1,28,D07,NA,11
429,Sugars,#REF!,STP1_13,MF,Water,Rep 1,29,D07,NA,16
430,Sugars,#REF!,STP1_13,MF,Water,Rep 1,30,D07,NA,12
431,Sugars,#REF!,STP1_13,MF,Water,Rep 1,31,D07,NA,16
432,Sugars,#REF!,STP1_13,MF,Water,Rep 1,32,D07,NA,6
433,Sugars,#REF!,STP1_13,MF,Water,Rep 1,33,D07,NA,5
434,Sugars,#REF!,STP1_13,MF,Water,Rep 1,34,D07,NA,15
435,Sugars,#REF!,STP1_13,MF,Water,Rep 1,35,D07,NA,13
436,Sugars,#REF!,STP1_13,MF,Water,Rep 1,36,D07,NA,8
437,Sugars,#REF!,STP1_13,MF,Water,Rep 1,37,D07,NA,12
438,Sugars,#REF!,STP1_13,MF,Water,Rep 1,38,D07,NA,11
439,Sugars,#REF!,STP1_13,MF,Water,Rep 1,39,D07,NA,17
440,Sugars,#REF!,STP1_13,MF,Water,Rep 1,40,D07,NA,16
441,Sugars,#REF!,STP1_13,MF,Water,Rep 1,41,D07,NA,0.77
442,Sugars,#REF!,STP1_13,MF,Water,Rep 1,42,D07,NA,1
443,Sugars,#REF!,STP1_13,MF,Water,Rep 1,43,D07,NA,9
444,Sugars,#REF!,STP1_13,MF,Water,Rep 1,44,D07,NA,9
445,Sugars,#REF!,STP1_13,MF,Water,Rep 1,45,D07,NA,15
446,Sugars,#REF!,STP1_13,MF,Water,Rep 1,46,D07,NA,8
447,Sugars,#REF!,STP1_13,MF,Water,Rep 1,47,D07,NA,12
448,Sugars,#REF!,STP1_13,MF,Water,Rep 1,48,D07,NA,14
449,Sugars,#REF!,STP1_13,MF,Water,Rep 1,49,D07,NA,9
450,Sugars,#REF!,STP1_13,MF,Water,Rep 1,50,D07,NA,10
451,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,1,D07,NA,10
452,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,2,D07,NA,13
453,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,3,D07,NA,9
454,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,4,D07,NA,12
455,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,5,D07,NA,9
456,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,6,D07,NA,13
457,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,7,D07,NA,17
458,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,8,D07,NA,9
459,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,9,D07,NA,8
460,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,10,D07,NA,7
461,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,11,D07,NA,19
462,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,12,D07,NA,11
463,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,13,D07,NA,17
464,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,14,D07,NA,8
465,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,15,D07,NA,15
466,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,16,D07,NA,12
467,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,17,D07,NA,12
468,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,18,D07,NA,0.78
469,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,19,D07,NA,15
470,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,20,D07,NA,9
471,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,21,D07,NA,18
472,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,22,D07,NA,2
473,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,23,D07,NA,11
474,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,24,D07,NA,17
475,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,25,D07,NA,18
476,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,26,D07,NA,15
477,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,27,D07,NA,17
478,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,28,D07,NA,19
479,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,29,D07,NA,15
480,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,30,D07,NA,9
481,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,31,D07,NA,12
482,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,32,D07,NA,9
483,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,33,D07,NA,13
484,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,34,D07,NA,8
485,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,35,D07,NA,11
486,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,36,D07,NA,11
487,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,37,D07,NA,8
488,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,38,D07,NA,14
489,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,39,D07,NA,11
490,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,40,D07,NA,13
491,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,41,D07,NA,14
492,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,42,D07,NA,1
493,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,43,D07,NA,9
494,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,44,D07,NA,13
495,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,45,D07,NA,16
496,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,46,D07,NA,10
497,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,47,D07,NA,12
498,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,48,D07,NA,10
499,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,49,D07,NA,10
500,Sugars,#REF!,STP1_13,MF,3OMG,Rep 1,50,D07,NA,16
501,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,1,D07,NA,15
502,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,2,D07,NA,16
503,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,3,D07,NA,11
504,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,4,D07,NA,16
505,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,5,D07,NA,14
506,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,6,D07,NA,17
507,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,7,D07,NA,12
508,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,8,D07,NA,16
509,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,9,D07,NA,14
510,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,10,D07,NA,13
511,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,11,D07,NA,13
512,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,12,D07,NA,15
513,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,13,D07,NA,18
514,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,14,D07,NA,15
515,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,15,D07,NA,17
516,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,16,D07,NA,15
517,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,17,D07,NA,7
518,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,18,D07,NA,11
519,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,19,D07,NA,17
520,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,20,D07,NA,15
521,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,21,D07,NA,18
522,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,22,D07,NA,18
523,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,23,D07,NA,19
524,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,24,D07,NA,12
525,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,25,D07,NA,17
526,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,26,D07,NA,17
527,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,27,D07,NA,19
528,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,28,D07,NA,15
529,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,29,D07,NA,14
530,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,30,D07,NA,15
531,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,31,D07,NA,18
532,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,32,D07,NA,12
533,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,33,D07,NA,17
534,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,34,D07,NA,14
535,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,35,D07,NA,17
536,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,36,D07,NA,14
537,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,37,D07,NA,21
538,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,38,D07,NA,15
539,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,39,D07,NA,11
540,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,40,D07,NA,15
541,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,41,D07,NA,11
542,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,42,D07,NA,16
543,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,43,D07,NA,12
544,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,44,D07,NA,16
545,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,45,D07,NA,14
546,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,46,D07,NA,17
547,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,47,D07,NA,18
548,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,48,D07,NA,13
549,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,49,D07,NA,17
550,Sugars,#REF!,RAPTOR1B,MF,Water,Rep 1,50,D07,NA,15
551,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,1,D07,NA,12
552,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,2,D07,NA,17
553,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,3,D07,NA,16
554,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,4,D07,NA,16
555,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,5,D07,NA,16
556,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,6,D07,NA,13
557,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,7,D07,NA,19
558,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,8,D07,NA,15
559,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,9,D07,NA,16
560,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,10,D07,NA,12
561,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,11,D07,NA,15
562,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,12,D07,NA,16
563,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,13,D07,NA,12
564,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,14,D07,NA,13
565,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,15,D07,NA,16
566,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,16,D07,NA,8
567,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,17,D07,NA,16
568,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,18,D07,NA,16
569,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,19,D07,NA,14
570,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,20,D07,NA,13
571,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,21,D07,NA,12
572,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,22,D07,NA,11
573,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,23,D07,NA,10
574,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,24,D07,NA,12
575,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,25,D07,NA,9
576,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,26,D07,NA,14
577,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,27,D07,NA,14
578,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,28,D07,NA,14
579,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,29,D07,NA,15
580,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,30,D07,NA,15
581,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,31,D07,NA,11
582,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,32,D07,NA,11
583,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,33,D07,NA,11
584,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,34,D07,NA,14
585,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,35,D07,NA,14
586,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,36,D07,NA,13
587,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,37,D07,NA,11
588,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,38,D07,NA,16
589,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,39,D07,NA,17
590,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,40,D07,NA,14
591,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,41,D07,NA,15
592,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,42,D07,NA,14
593,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,43,D07,NA,14
594,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,44,D07,NA,11
595,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,45,D07,NA,12
596,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,46,D07,NA,13
597,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,47,D07,NA,13
598,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,48,D07,NA,13
599,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,49,D07,NA,16
600,Sugars,#REF!,RAPTOR1B,MF,3OMG,Rep 1,50,D07,NA,10
,Sugars,#REF!,Col0,F16,Water,Rep 1,1,D07,NA,30
,Sugars,#REF!,Col0,F16,Water,Rep 1,2,D07,NA,39
,Sugars,#REF!,Col0,F16,Water,Rep 1,3,D07,NA,34
,Sugars,#REF!,Col0,F16,Water,Rep 1,4,D07,NA,4
,Sugars,#REF!,Col0,F16,Water,Rep 1,5,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,6,D07,NA,3
,Sugars,#REF!,Col0,F16,Water,Rep 1,7,D07,NA,3
,Sugars,#REF!,Col0,F16,Water,Rep 1,8,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,9,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,10,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,11,D07,NA,1
,Sugars,#REF!,Col0,F16,Water,Rep 1,12,D07,NA,1
,Sugars,#REF!,Col0,F16,Water,Rep 1,13,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,14,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,15,D07,NA,3
,Sugars,#REF!,Col0,F16,Water,Rep 1,16,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,17,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,18,D07,NA,1
,Sugars,#REF!,Col0,F16,Water,Rep 1,19,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,20,D07,NA,3
,Sugars,#REF!,Col0,F16,Water,Rep 1,21,D07,NA,3
,Sugars,#REF!,Col0,F16,Water,Rep 1,22,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,23,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,24,D07,NA,1
,Sugars,#REF!,Col0,F16,Water,Rep 1,25,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,26,D07,NA,3
,Sugars,#REF!,Col0,F16,Water,Rep 1,27,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,28,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,29,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,30,D07,NA,0.68
,Sugars,#REF!,Col0,F16,Water,Rep 1,31,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,32,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,33,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,34,D07,NA,4
,Sugars,#REF!,Col0,F16,Water,Rep 1,35,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,36,D07,NA,1
,Sugars,#REF!,Col0,F16,Water,Rep 1,37,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,38,D07,NA,3
,Sugars,#REF!,Col0,F16,Water,Rep 1,39,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,40,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,41,D07,NA,0.98
,Sugars,#REF!,Col0,F16,Water,Rep 1,42,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,43,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,44,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,45,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,46,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,47,D07,NA,3
,Sugars,#REF!,Col0,F16,Water,Rep 1,48,D07,NA,2
,Sugars,#REF!,Col0,F16,Water,Rep 1,49,D07,NA,0.8
,Sugars,#REF!,Col0,F16,Water,Rep 1,50,D07,NA,2
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,1,D07,NA,4
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,2,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,3,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,4,D07,NA,2
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,5,D07,NA,2
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,6,D07,NA,4
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,7,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,8,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,9,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,10,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,11,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,12,D07,NA,7
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,13,D07,NA,9
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,14,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,15,D07,NA,2
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,16,D07,NA,6
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,17,D07,NA,7
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,18,D07,NA,1
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,19,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,20,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,21,D07,NA,8
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,22,D07,NA,14
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,23,D07,NA,7
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,24,D07,NA,6
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,25,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,26,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,27,D07,NA,6
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,28,D07,NA,2
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,29,D07,NA,5
