Row,Experiment,ID,Plant,Microbes,Treatment,Bio_rep,Rep,Time_Point,Nb,Root_Length
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,30,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,31,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,32,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,33,D07,NA,6
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,34,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,35,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,36,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,37,D07,NA,4
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,38,D07,NA,4
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,39,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,40,D07,NA,2
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,41,D07,NA,4
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,42,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,43,D07,NA,4
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,44,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,45,D07,NA,7
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,46,D07,NA,7
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,47,D07,NA,5
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,48,D07,NA,2
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,49,D07,NA,3
,Sugars,#REF!,Col0,F16,3OMG,Rep 1,50,D07,NA,6
,Sugars,#REF!,HXK1,F16,Water,Rep 1,1,D07,NA,2.62
,Sugars,#REF!,HXK1,F16,Water,Rep 1,2,D07,NA,1.52
,Sugars,#REF!,HXK1,F16,Water,Rep 1,3,D07,NA,1.27
,Sugars,#REF!,HXK1,F16,Water,Rep 1,4,D07,NA,1.33
,Sugars,#REF!,HXK1,F16,Water,Rep 1,5,D07,NA,0.9
,Sugars,#REF!,HXK1,F16,Water,Rep 1,6,D07,NA,1.81
,Sugars,#REF!,HXK1,F16,Water,Rep 1,7,D07,NA,1.49
,Sugars,#REF!,HXK1,F16,Water,Rep 1,8,D07,NA,0.67
,Sugars,#REF!,HXK1,F16,Water,Rep 1,9,D07,NA,1.46
,Sugars,#REF!,HXK1,F16,Water,Rep 1,10,D07,NA,2.01
,Sugars,#REF!,HXK1,F16,Water,Rep 1,11,D07,NA,1.93
,Sugars,#REF!,HXK1,F16,Water,Rep 1,12,D07,NA,0.79
,Sugars,#REF!,HXK1,F16,Water,Rep 1,13,D07,NA,0.88
,Sugars,#REF!,HXK1,F16,Water,Rep 1,14,D07,NA,1.22
,Sugars,#REF!,HXK1,F16,Water,Rep 1,15,D07,NA,1.36
,Sugars,#REF!,HXK1,F16,Water,Rep 1,16,D07,NA,1.27
,Sugars,#REF!,HXK1,F16,Water,Rep 1,17,D07,NA,1.21
,Sugars,#REF!,HXK1,F16,Water,Rep 1,18,D07,NA,2.05
,Sugars,#REF!,HXK1,F16,Water,Rep 1,19,D07,NA,1.05
,Sugars,#REF!,HXK1,F16,Water,Rep 1,20,D07,NA,1.39
,Sugars,#REF!,HXK1,F16,Water,Rep 1,21,D07,NA,0.87
,Sugars,#REF!,HXK1,F16,Water,Rep 1,22,D07,NA,0.8
,Sugars,#REF!,HXK1,F16,Water,Rep 1,23,D07,NA,2.15
,Sugars,#REF!,HXK1,F16,Water,Rep 1,24,D07,NA,1.55
,Sugars,#REF!,HXK1,F16,Water,Rep 1,25,D07,NA,1.05
,Sugars,#REF!,HXK1,F16,Water,Rep 1,26,D07,NA,1.45
,Sugars,#REF!,HXK1,F16,Water,Rep 1,27,D07,NA,1.58
,Sugars,#REF!,HXK1,F16,Water,Rep 1,28,D07,NA,1.25
,Sugars,#REF!,HXK1,F16,Water,Rep 1,29,D07,NA,1.38
,Sugars,#REF!,HXK1,F16,Water,Rep 1,30,D07,NA,0.8
,Sugars,#REF!,HXK1,F16,Water,Rep 1,31,D07,NA,0.94
,Sugars,#REF!,HXK1,F16,Water,Rep 1,32,D07,NA,1.74
,Sugars,#REF!,HXK1,F16,Water,Rep 1,33,D07,NA,1.15
,Sugars,#REF!,HXK1,F16,Water,Rep 1,34,D07,NA,0.81
,Sugars,#REF!,HXK1,F16,Water,Rep 1,35,D07,NA,1.41
,Sugars,#REF!,HXK1,F16,Water,Rep 1,36,D07,NA,2.39
,Sugars,#REF!,HXK1,F16,Water,Rep 1,37,D07,NA,0.97
,Sugars,#REF!,HXK1,F16,Water,Rep 1,38,D07,NA,1.11
,Sugars,#REF!,HXK1,F16,Water,Rep 1,39,D07,NA,1.12
,Sugars,#REF!,HXK1,F16,Water,Rep 1,40,D07,NA,0.96
,Sugars,#REF!,HXK1,F16,Water,Rep 1,41,D07,NA,0.89
,Sugars,#REF!,HXK1,F16,Water,Rep 1,42,D07,NA,2.09
,Sugars,#REF!,HXK1,F16,Water,Rep 1,43,D07,NA,1.59
,Sugars,#REF!,HXK1,F16,Water,Rep 1,44,D07,NA,1.47
,Sugars,#REF!,HXK1,F16,Water,Rep 1,45,D07,NA,0.81
,Sugars,#REF!,HXK1,F16,Water,Rep 1,46,D07,NA,0.93
,Sugars,#REF!,HXK1,F16,Water,Rep 1,47,D07,NA,0.84
,Sugars,#REF!,HXK1,F16,Water,Rep 1,48,D07,NA,1.02
,Sugars,#REF!,HXK1,F16,Water,Rep 1,49,D07,NA,0.74
,Sugars,#REF!,HXK1,F16,Water,Rep 1,50,D07,NA,2.32
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,1,D07,NA,4.41
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,2,D07,NA,4.27
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,3,D07,NA,1.32
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,4,D07,NA,2.68
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,5,D07,NA,1.03
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,6,D07,NA,5.64
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,7,D07,NA,1.17
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,8,D07,NA,2.89
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,9,D07,NA,4.26
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,10,D07,NA,1.16
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,11,D07,NA,4.46
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,12,D07,NA,1.77
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,13,D07,NA,1.5
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,14,D07,NA,1
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,15,D07,NA,2.46
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,16,D07,NA,5.6
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,17,D07,NA,1.37
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,18,D07,NA,4.03
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,19,D07,NA,0.84
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,20,D07,NA,2.99
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,21,D07,NA,3.4
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,22,D07,NA,1.46
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,23,D07,NA,3.84
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,24,D07,NA,5.13
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,25,D07,NA,5.13
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,26,D07,NA,5.54
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,27,D07,NA,2.19
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,28,D07,NA,1.6
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,29,D07,NA,8.13
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,30,D07,NA,5.53
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,31,D07,NA,6.09
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,32,D07,NA,5.03
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,33,D07,NA,4.69
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,34,D07,NA,4.09
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,35,D07,NA,4.14
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,36,D07,NA,5.64
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,37,D07,NA,2.52
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,38,D07,NA,5.97
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,39,D07,NA,1.65
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,40,D07,NA,1.7
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,41,D07,NA,5.33
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,42,D07,NA,4.85
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,43,D07,NA,2.84
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,44,D07,NA,1.91
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,45,D07,NA,3.6
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,46,D07,NA,4.48
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,47,D07,NA,2.78
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,48,D07,NA,1.66
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,49,D07,NA,1.99
,Sugars,#REF!,HXK1,F16,3OMG,Rep 1,50,D07,NA,2.43
,Sugars,#REF!,TOR,F16,Water,Rep 1,1,D07,NA,4.78
,Sugars,#REF!,TOR,F16,Water,Rep 1,2,D07,NA,2
,Sugars,#REF!,TOR,F16,Water,Rep 1,3,D07,NA,0.84
,Sugars,#REF!,TOR,F16,Water,Rep 1,4,D07,NA,1.44
,Sugars,#REF!,TOR,F16,Water,Rep 1,5,D07,NA,4.45
,Sugars,#REF!,TOR,F16,Water,Rep 1,6,D07,NA,3.8
,Sugars,#REF!,TOR,F16,Water,Rep 1,7,D07,NA,1.94
,Sugars,#REF!,TOR,F16,Water,Rep 1,8,D07,NA,4.66
,Sugars,#REF!,TOR,F16,Water,Rep 1,9,D07,NA,5.38
,Sugars,#REF!,TOR,F16,Water,Rep 1,10,D07,NA,4.37
,Sugars,#REF!,TOR,F16,Water,Rep 1,11,D07,NA,2.99
,Sugars,#REF!,TOR,F16,Water,Rep 1,12,D07,NA,3.53
,Sugars,#REF!,TOR,F16,Water,Rep 1,13,D07,NA,1.94
,Sugars,#REF!,TOR,F16,Water,Rep 1,14,D07,NA,2.21
,Sugars,#REF!,TOR,F16,Water,Rep 1,15,D07,NA,2.63
,Sugars,#REF!,TOR,F16,Water,Rep 1,16,D07,NA,3.7
,Sugars,#REF!,TOR,F16,Water,Rep 1,17,D07,NA,3.36
,Sugars,#REF!,TOR,F16,Water,Rep 1,18,D07,NA,7.15
,Sugars,#REF!,TOR,F16,Water,Rep 1,19,D07,NA,4.67
,Sugars,#REF!,TOR,F16,Water,Rep 1,20,D07,NA,5.89
,Sugars,#REF!,TOR,F16,Water,Rep 1,21,D07,NA,4.35
,Sugars,#REF!,TOR,F16,Water,Rep 1,22,D07,NA,3.42
,Sugars,#REF!,TOR,F16,Water,Rep 1,23,D07,NA,1.94
,Sugars,#REF!,TOR,F16,Water,Rep 1,24,D07,NA,2.15
,Sugars,#REF!,TOR,F16,Water,Rep 1,25,D07,NA,4.18
,Sugars,#REF!,TOR,F16,Water,Rep 1,26,D07,NA,5.59
,Sugars,#REF!,TOR,F16,Water,Rep 1,27,D07,NA,3.82
,Sugars,#REF!,TOR,F16,Water,Rep 1,28,D07,NA,2.04
,Sugars,#REF!,TOR,F16,Water,Rep 1,29,D07,NA,2.51
,Sugars,#REF!,TOR,F16,Water,Rep 1,30,D07,NA,3.29
,Sugars,#REF!,TOR,F16,Water,Rep 1,31,D07,NA,0.59
,Sugars,#REF!,TOR,F16,Water,Rep 1,32,D07,NA,1.24
,Sugars,#REF!,TOR,F16,Water,Rep 1,33,D07,NA,2.35
,Sugars,#REF!,TOR,F16,Water,Rep 1,34,D07,NA,0.74
,Sugars,#REF!,TOR,F16,Water,Rep 1,35,D07,NA,3.06
,Sugars,#REF!,TOR,F16,Water,Rep 1,36,D07,NA,1.38
,Sugars,#REF!,TOR,F16,Water,Rep 1,37,D07,NA,3.49
,Sugars,#REF!,TOR,F16,Water,Rep 1,38,D07,NA,2.56
,Sugars,#REF!,TOR,F16,Water,Rep 1,39,D07,NA,2.35
,Sugars,#REF!,TOR,F16,Water,Rep 1,40,D07,NA,2.14
,Sugars,#REF!,TOR,F16,Water,Rep 1,41,D07,NA,2.15
,Sugars,#REF!,TOR,F16,Water,Rep 1,42,D07,NA,1.25
,Sugars,#REF!,TOR,F16,Water,Rep 1,43,D07,NA,2.01
,Sugars,#REF!,TOR,F16,Water,Rep 1,44,D07,NA,1.19
,Sugars,#REF!,TOR,F16,Water,Rep 1,45,D07,NA,5.4
,Sugars,#REF!,TOR,F16,Water,Rep 1,46,D07,NA,1.72
,Sugars,#REF!,TOR,F16,Water,Rep 1,47,D07,NA,6.64
,Sugars,#REF!,TOR,F16,Water,Rep 1,48,D07,NA,1.87
,Sugars,#REF!,TOR,F16,Water,Rep 1,49,D07,NA,3.57
,Sugars,#REF!,TOR,F16,Water,Rep 1,50,D07,NA,2.36
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,1,D07,NA,8.12
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,2,D07,NA,8.45
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,3,D07,NA,10.06
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,4,D07,NA,6.11
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,5,D07,NA,8.44
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,6,D07,NA,10.14
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,7,D07,NA,7.99
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,8,D07,NA,4.21
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,9,D07,NA,6.94
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,10,D07,NA,5.75
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,11,D07,NA,7.32
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,12,D07,NA,11.17
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,13,D07,NA,5.89
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,14,D07,NA,9.94
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,15,D07,NA,7.6
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,16,D07,NA,6.12
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,17,D07,NA,6.77
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,18,D07,NA,13.71
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,19,D07,NA,9.96
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,20,D07,NA,7.99
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,21,D07,NA,9.22
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,22,D07,NA,5.95
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,23,D07,NA,5.16
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,24,D07,NA,7.76
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,25,D07,NA,7.35
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,26,D07,NA,10.49
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,27,D07,NA,12.18
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,28,D07,NA,10.75
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,29,D07,NA,6.88
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,30,D07,NA,10.63
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,31,D07,NA,10.54
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,32,D07,NA,6.36
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,33,D07,NA,11.87
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,34,D07,NA,6.65
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,35,D07,NA,7.48
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,36,D07,NA,9.86
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,37,D07,NA,11.46
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,38,D07,NA,9.59
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,39,D07,NA,8.85
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,40,D07,NA,9.68
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,41,D07,NA,9.5
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,42,D07,NA,9.68
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,43,D07,NA,7.28
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,44,D07,NA,8.48
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,45,D07,NA,4.63
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,46,D07,NA,5.88
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,47,D07,NA,9.67
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,48,D07,NA,9.03
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,49,D07,NA,5.86
,Sugars,#REF!,TOR,F16,3OMG,Rep 1,50,D07,NA,8.62
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,1,D07,NA,4.18
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,2,D07,NA,3.58
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,3,D07,NA,3.21
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,4,D07,NA,7.04
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,5,D07,NA,3.76
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,6,D07,NA,4.38
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,7,D07,NA,4.82
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,8,D07,NA,3.09
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,9,D07,NA,1.58
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,10,D07,NA,1.44
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,11,D07,NA,4.64
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,12,D07,NA,2.7
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,13,D07,NA,2.08
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,14,D07,NA,3.11
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,15,D07,NA,1.55
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,16,D07,NA,2.87
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,17,D07,NA,5.45
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,18,D07,NA,2.86
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,19,D07,NA,2.05
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,20,D07,NA,2.64
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,21,D07,NA,2.01
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,22,D07,NA,3.26
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,23,D07,NA,2.78
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,24,D07,NA,1.3
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,25,D07,NA,4.02
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,26,D07,NA,1.16
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,27,D07,NA,2.25
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,28,D07,NA,2.63
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,29,D07,NA,1.73
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,30,D07,NA,3.25
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,31,D07,NA,4.62
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,32,D07,NA,1.93
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,33,D07,NA,2.52
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,34,D07,NA,2.06
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,35,D07,NA,3.02
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,36,D07,NA,1.1
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,37,D07,NA,1.47
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,38,D07,NA,3.4
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,39,D07,NA,3.09
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,40,D07,NA,3.38
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,41,D07,NA,2.89
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,42,D07,NA,1.73
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,43,D07,NA,3.38
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,44,D07,NA,2.96
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,45,D07,NA,3.15
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,46,D07,NA,4.1
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,47,D07,NA,1.83
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,48,D07,NA,2.11
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,49,D07,NA,2.7
,Sugars,#REF!,RAPTOR1A,F16,Water,Rep 1,50,D07,NA,1.47
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,1,D07,NA,6.18
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,2,D07,NA,8.43
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,3,D07,NA,4.84
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,4,D07,NA,8.53
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,5,D07,NA,7.1
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,6,D07,NA,8.58
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,7,D07,NA,5.35
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,8,D07,NA,6.53
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,9,D07,NA,10.12
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,10,D07,NA,7.41
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,11,D07,NA,11.52
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,12,D07,NA,4.12
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,13,D07,NA,5.87
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,14,D07,NA,8.62
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,15,D07,NA,7.25
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,16,D07,NA,7.14
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,17,D07,NA,10.82
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,18,D07,NA,6.16
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,19,D07,NA,11.79
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,20,D07,NA,7.27
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,21,D07,NA,9.55
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,22,D07,NA,9.16
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,23,D07,NA,4.2
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,24,D07,NA,4.4
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,25,D07,NA,6.8
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,26,D07,NA,6.75
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,27,D07,NA,8.1
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,28,D07,NA,9.3
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,29,D07,NA,2.59
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,30,D07,NA,10.55
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,31,D07,NA,8.22
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,32,D07,NA,5.72
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,33,D07,NA,7.89
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,34,D07,NA,9.21
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,35,D07,NA,9.03
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,36,D07,NA,9.59
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,37,D07,NA,3.06
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,38,D07,NA,8.64
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,39,D07,NA,9.13
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,40,D07,NA,7.09
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,41,D07,NA,7.43
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,42,D07,NA,3.69
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,43,D07,NA,8.77
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,44,D07,NA,7.48
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,45,D07,NA,10.04
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,46,D07,NA,7.52
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,47,D07,NA,6.77
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,48,D07,NA,7.9
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,49,D07,NA,10.29
,Sugars,#REF!,RAPTOR1A,F16,3OMG,Rep 1,50,D07,NA,8.54
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,1,D07,NA,3.43
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,2,D07,NA,4.3
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,3,D07,NA,4.03
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,4,D07,NA,0.92
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,5,D07,NA,1.63
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,6,D07,NA,1.91
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,7,D07,NA,5.28
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,8,D07,NA,0.87
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,9,D07,NA,1.18
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,10,D07,NA,5.39
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,11,D07,NA,5.58
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,12,D07,NA,1.94
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,13,D07,NA,2.8
