,Time,Media,Plate,Well,Sample,Strain,Strain2,Phylum,Class,Order,Family,Genus,Phylum_alternative,OD600
1,T0,Glucose,P1.1,A1, S1 ,R4,Root4,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.087399997
2,T0,Glucose,P1.1,A2, S2 ,R9,Root9,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.085900001
3,T0,Glucose,P1.1,A3, S3 ,R11,Root11,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Firmicutes,0.0845
4,T0,Glucose,P1.1,A4, S4 ,R16D2,Root16D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.087099999
5,T0,Glucose,P1.1,A5, S5 ,R22,Root22,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.083499998
6,T0,Glucose,P1.1,A6, S6 ,R53,Root53,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.087800004
7,T0,3OMG,P1.1,A7, S1 ,R4,Root4,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.089599997
8,T0,3OMG,P1.1,A8, S2 ,R9,Root9,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.086599998
9,T0,3OMG,P1.1,A9, S3 ,R11,Root11,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Firmicutes,0.084600002
10,T0,3OMG,P1.1,A10, S4 ,R16D2,Root16D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.086900003
11,T0,3OMG,P1.1,A11, S5 ,R22,Root22,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.082500003
12,T0,3OMG,P1.1,A12, S6 ,R53,Root53,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.086800002
13,T0,Glucose,P1.1,B1, S7 ,R61,Root61,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.101499997
14,T0,Glucose,P1.1,B2, S8 ,R65,Root65,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Gammaproteobacteria,0.110699996
15,T0,Glucose,P1.1,B3, S9 ,R68,Root68,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.109499998
16,T0,Glucose,P1.1,B4, S10 ,R70,Root70,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Betaproteobacteria,0.0999
17,T0,Glucose,P1.1,B5, S11 ,R71,Root71,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.103399999
18,T0,Glucose,P1.1,B6, S12 ,R81,Root81,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.111500002
19,T0,3OMG,P1.1,B7, S7 ,R61,Root61,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.099299997
20,T0,3OMG,P1.1,B8, S8 ,R65,Root65,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Gammaproteobacteria,0.108000003
21,T0,3OMG,P1.1,B9, S9 ,R68,Root68,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.104999997
22,T0,3OMG,P1.1,B10, S10 ,R70,Root70,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Betaproteobacteria,0.101199999
23,T0,3OMG,P1.1,B11, S11 ,R71,Root71,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.102700002
24,T0,3OMG,P1.1,B12, S12 ,R81,Root81,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.090700001
25,T0,Glucose,P1.1,C1, S13 ,R83,Root83,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.096500002
26,T0,Glucose,P1.1,C2, S14 ,R85,Root85,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.109800003
27,T0,Glucose,P1.1,C3, S15 ,R101,Root101,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,Actinobacteria,0.101199999
28,T0,Glucose,P1.1,C4, S16 ,R107,Root107,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,#REF!,Actinobacteria,0.099600002
29,T0,Glucose,P1.1,C5, S17 ,R112D2,Root112D2,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.0995
30,T0,Glucose,P1.1,C6, S18 ,R123D2,Root123D2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Alphaproteobacteria,0.105099998
31,T0,3OMG,P1.1,C7, S13 ,R83,Root83,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.101599999
32,T0,3OMG,P1.1,C8, S14 ,R85,Root85,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.100900002
33,T0,3OMG,P1.1,C9, S15 ,R101,Root101,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,Actinobacteria,0.098399997
34,T0,3OMG,P1.1,C10, S16 ,R107,Root107,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,#REF!,Actinobacteria,0.1052
35,T0,3OMG,P1.1,C11, S17 ,R112D2,Root112D2,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.107600003
36,T0,3OMG,P1.1,C12, S18 ,R123D2,Root123D2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Alphaproteobacteria,0.095200002
37,T0,Glucose,P1.1,D1, S19 ,R135,Root135,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Actinobacteria,0.096900001
38,T0,Glucose,P1.1,D2, S20 ,R136,Root136,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Actinobacteria,0.107299998
39,T0,Glucose,P1.1,D3, S21 ,R140,Root140,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.1105
40,T0,Glucose,P1.1,D4, S22 ,R147,Root147,Firmicutes,Bacilli,Bacillales,Bacillaceae,#REF!,Firmicutes,0.100400001
41,T0,Glucose,P1.1,D5, S23 ,R149,Root149,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.106600001
42,T0,Glucose,P1.1,D6, S24 ,R157,Root157,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.110600002
43,T0,3OMG,P1.1,D7, S19 ,R135,Root135,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Actinobacteria,0.109999999
44,T0,3OMG,P1.1,D8, S20 ,R136,Root136,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Actinobacteria,0.108400002
45,T0,3OMG,P1.1,D9, S21 ,R140,Root140,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.101599999
46,T0,3OMG,P1.1,D10,S22,R147,Root147,Firmicutes,Bacilli,Bacillales,Bacillaceae,#REF!,Firmicutes,0.104800001
47,T0,3OMG,P1.1,D11,S23,R149,Root149,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.114699997
48,T0,3OMG,P1.1,D12,S24,R157,Root157,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.099399999
49,T0,Glucose,P1.1,E1,S25,R166,Root166,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.097099997
50,T0,Glucose,P1.1,E2,S26,R170,Root170,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.108199999
51,T0,Glucose,P1.1,E3,S27,R172,Root172,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.111000001
52,T0,Glucose,P1.1,E4,S28,R179,Root179,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Gammaproteobacteria,0.1074
53,T0,Glucose,P1.1,E5,S29,R186,Root186,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.106299996
54,T0,Glucose,P1.1,E6,S30,R189,Root189,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Betaproteobacteria,0.108400002
55,T0,3OMG,P1.1,E7,S25,R166,Root166,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.105400003
56,T0,3OMG,P1.1,E8,S26,R170,Root170,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.1017
57,T0,3OMG,P1.1,E9,S27,R172,Root172,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.103399999
58,T0,3OMG,P1.1,E10,S28,R179,Root179,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Gammaproteobacteria,0.117700003
59,T0,3OMG,P1.1,E11,S29,R186,Root186,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.115699999
60,T0,3OMG,P1.1,E12,S30,R189,Root189,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Betaproteobacteria,0.102799997
61,T0,Glucose,P1.1,F1,S31,R190,Root190,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.083899997
62,T0,Glucose,P1.1,F2,S32,R198D2,Root198D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,#REF!,Betaproteobacteria,0.1074
63,T0,Glucose,P1.1,F3,S33,R209,Root209,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.1105
64,T0,Glucose,P1.1,F4,S34,R224,Root224,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.108400002
65,T0,Glucose,P1.1,F5,S35,R227,Root227,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.105300002
66,T0,Glucose,P1.1,F6,S36,R240,Root240,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.101999998
67,T0,3OMG,P1.1,F7,S31,R190,Root190,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.103799999
68,T0,3OMG,P1.1,F8,S32,R198D2,Root198D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,#REF!,Betaproteobacteria,0.103600003
69,T0,3OMG,P1.1,F9,S33,R209,Root209,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.111100003
70,T0,3OMG,P1.1,F10,S34,R224,Root224,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.108800001
71,T0,3OMG,P1.1,F11,S35,R227,Root227,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.115599997
72,T0,3OMG,P1.1,F12,S36,R240,Root240,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.095899999
73,T0,Glucose,P1.1,G1,S37,R241,Root241,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria,0.085500002
74,T0,Glucose,P1.1,G2,S38,R265,Root265,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Actinobacteria,0.1109
75,T0,Glucose,P1.1,G3,S39,R268,Root268,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.109700002
76,T0,Glucose,P1.1,G4,S40,R280D1,Root280D1,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.105099998
77,T0,Glucose,P1.1,G5,S41,R318D1,Root318D1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Betaproteobacteria,0.099299997
78,T0,Glucose,P1.1,G6,S42,R329,Root329,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.098999999
79,T0,3OMG,P1.1,G7,S37,R241,Root241,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria,0.101199999
80,T0,3OMG,P1.1,G8,S38,R265,Root265,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Actinobacteria,0.103500001
81,T0,3OMG,P1.1,G9,S39,R268,Root268,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.104599997
82,T0,3OMG,P1.1,G10,S40,R280D1,Root280D1,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.114799999
83,T0,3OMG,P1.1,G11,S41,R318D1,Root318D1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Betaproteobacteria,0.108599998
84,T0,3OMG,P1.1,G12,S42,R329,Root329,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.085600004
85,T0,Glucose,P1.1,H1,S43,R332,Root332,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.086599998
86,T0,Glucose,P1.1,H2,S44,R336D2,Root336D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,#REF!,Betaproteobacteria,0.087800004
87,T0,Glucose,P1.1,H3,S45,R369,Root369,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.081
88,T0,Glucose,P1.1,H4,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.082400002
89,T0,Glucose,P1.1,H5,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0801
90,T0,Glucose,P1.1,H6,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.077500001
91,T0,3OMG,P1.1,H7,S43,R332,Root332,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.086300001
92,T0,3OMG,P1.1,H8,S44,R336D2,Root336D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,#REF!,Betaproteobacteria,0.084899999
93,T0,3OMG,P1.1,H9,S45,R369,Root369,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.077100001
94,T0,3OMG,P1.1,H10,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.077100001
95,T0,3OMG,P1.1,H11,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0766
96,T0,3OMG,P1.1,H12,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.076099999
97,T0,Glucose,P1.2,A1, S1 ,R4,Root4,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.086400002
98,T0,Glucose,P1.2,A2, S2 ,R9,Root9,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.085100003
99,T0,Glucose,P1.2,A3, S3 ,R11,Root11,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Firmicutes,0.084399998
100,T0,Glucose,P1.2,A4, S4 ,R16D2,Root16D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.085600004
101,T0,Glucose,P1.2,A5, S5 ,R22,Root22,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.082900003
102,T0,Glucose,P1.2,A6, S6 ,R53,Root53,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.085299999
103,T0,3OMG,P1.2,A7, S1 ,R4,Root4,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.086000003
104,T0,3OMG,P1.2,A8, S2 ,R9,Root9,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.085000001
105,T0,3OMG,P1.2,A9, S3 ,R11,Root11,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Firmicutes,0.083899997
106,T0,3OMG,P1.2,A10, S4 ,R16D2,Root16D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.085100003
107,T0,3OMG,P1.2,A11, S5 ,R22,Root22,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.086599998
108,T0,3OMG,P1.2,A12, S6 ,R53,Root53,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.085500002
109,T0,Glucose,P1.2,B1, S7 ,R61,Root61,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.086099997
110,T0,Glucose,P1.2,B2, S8 ,R65,Root65,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Gammaproteobacteria,0.086800002
111,T0,Glucose,P1.2,B3, S9 ,R68,Root68,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.083700001
112,T0,Glucose,P1.2,B4, S10 ,R70,Root70,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Betaproteobacteria,0.082999997
113,T0,Glucose,P1.2,B5, S11 ,R71,Root71,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.084200002
114,T0,Glucose,P1.2,B6, S12 ,R81,Root81,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.086199999
115,T0,3OMG,P1.2,B7, S7 ,R61,Root61,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.084299996
116,T0,3OMG,P1.2,B8, S8 ,R65,Root65,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Gammaproteobacteria,0.087300003
117,T0,3OMG,P1.2,B9, S9 ,R68,Root68,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.083700001
118,T0,3OMG,P1.2,B10, S10 ,R70,Root70,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Betaproteobacteria,0.082400002
119,T0,3OMG,P1.2,B11, S11 ,R71,Root71,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.083300002
120,T0,3OMG,P1.2,B12, S12 ,R81,Root81,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.086300001
121,T0,Glucose,P1.2,C1, S13 ,R83,Root83,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.0836
122,T0,Glucose,P1.2,C2, S14 ,R85,Root85,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.0889
123,T0,Glucose,P1.2,C3, S15 ,R101,Root101,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,Actinobacteria,0.079000004
124,T0,Glucose,P1.2,C4, S16 ,R107,Root107,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,#REF!,Actinobacteria,0.082699999
125,T0,Glucose,P1.2,C5, S17 ,R112D2,Root112D2,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.086199999
126,T0,Glucose,P1.2,C6, S18 ,R123D2,Root123D2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Alphaproteobacteria,0.0858
127,T0,3OMG,P1.2,C7, S13 ,R83,Root83,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.083700001
128,T0,3OMG,P1.2,C8, S14 ,R85,Root85,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.084799998
129,T0,3OMG,P1.2,C9, S15 ,R101,Root101,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,Actinobacteria,0.079099998
130,T0,3OMG,P1.2,C10, S16 ,R107,Root107,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,#REF!,Actinobacteria,0.082900003
131,T0,3OMG,P1.2,C11, S17 ,R112D2,Root112D2,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.0845
132,T0,3OMG,P1.2,C12, S18 ,R123D2,Root123D2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Alphaproteobacteria,0.085699998
133,T0,Glucose,P1.2,D1, S19 ,R135,Root135,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Actinobacteria,0.083300002
134,T0,Glucose,P1.2,D2, S20 ,R136,Root136,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Actinobacteria,0.083400004
135,T0,Glucose,P1.2,D3, S21 ,R140,Root140,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.081
136,T0,Glucose,P1.2,D4, S22 ,R147,Root147,Firmicutes,Bacilli,Bacillales,Bacillaceae,#REF!,Firmicutes,0.081
137,T0,Glucose,P1.2,D5, S23 ,R149,Root149,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.084899999
138,T0,Glucose,P1.2,D6, S24 ,R157,Root157,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.085600004
139,T0,3OMG,P1.2,D7, S19 ,R135,Root135,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Actinobacteria,0.083899997
140,T0,3OMG,P1.2,D8, S20 ,R136,Root136,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Actinobacteria,0.084200002
141,T0,3OMG,P1.2,D9, S21 ,R140,Root140,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.082699999
142,T0,3OMG,P1.2,D10,S22,R147,Root147,Firmicutes,Bacilli,Bacillales,Bacillaceae,#REF!,Firmicutes,0.082400002
143,T0,3OMG,P1.2,D11,S23,R149,Root149,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.084600002
144,T0,3OMG,P1.2,D12,S24,R157,Root157,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.084899999
145,T0,Glucose,P1.2,E1,S25,R166,Root166,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.084799998
146,T0,Glucose,P1.2,E2,S26,R170,Root170,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.081699997
147,T0,Glucose,P1.2,E3,S27,R172,Root172,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.086199999
148,T0,Glucose,P1.2,E4,S28,R179,Root179,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Gammaproteobacteria,0.087899998
149,T0,Glucose,P1.2,E5,S29,R186,Root186,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.084700003
150,T0,Glucose,P1.2,E6,S30,R189,Root189,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Betaproteobacteria,0.085900001
151,T0,3OMG,P1.2,E7,S25,R166,Root166,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Actinobacteria,0.0867
152,T0,3OMG,P1.2,E8,S26,R170,Root170,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.081699997
153,T0,3OMG,P1.2,E9,S27,R172,Root172,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.085500002
154,T0,3OMG,P1.2,E10,S28,R179,Root179,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Gammaproteobacteria,0.0858
155,T0,3OMG,P1.2,E11,S29,R186,Root186,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.086900003
156,T0,3OMG,P1.2,E12,S30,R189,Root189,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Betaproteobacteria,0.093599997
157,T0,Glucose,P1.2,F1,S31,R190,Root190,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.083300002
158,T0,Glucose,P1.2,F2,S32,R198D2,Root198D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,#REF!,Betaproteobacteria,0.084600002
159,T0,Glucose,P1.2,F3,S33,R209,Root209,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.0854
160,T0,Glucose,P1.2,F4,S34,R224,Root224,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Actinobacteria,0.084200002
161,T0,Glucose,P1.2,F5,S35,R227,Root227,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.085699998
