,Time,Media,Plate,Well,Sample,Strain,Strain2,Phylum,Class,Order,Family,Genus,Phylum_alternative,OD600
346,T0,3OMG,P2.1,E10,S73,R695,Root695,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.085000001
347,T0,3OMG,P2.1,E11,S74,R700,Root700,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,#REF!,Alphaproteobacteria,0.085299999
348,T0,3OMG,P2.1,E12,S75,R708,Root708,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.094499998
349,T0,Glucose,P2.1,F1,S76,R901,Root901,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.076700002
350,T0,Glucose,P2.1,F2,S77,R918,Root918,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.083899997
351,T0,Glucose,P2.1,F3,S78,R930,Root930,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,#REF!,Actinobacteria,0.085100003
352,T0,Glucose,P2.1,F4,S79,R935,Root935,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.082000002
353,T0,Glucose,P2.1,F5,S80,R1203,Root1203,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.0845
354,T0,Glucose,P2.1,F6,S81,R1212,Root1212,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.084399998
355,T0,3OMG,P2.1,F7,S76,R901,Root901,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.077600002
356,T0,3OMG,P2.1,F8,S77,R918,Root918,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.084299996
357,T0,3OMG,P2.1,F9,S78,R930,Root930,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,#REF!,Actinobacteria,0.086400002
358,T0,3OMG,P2.1,F10,S79,R935,Root935,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.082900003
359,T0,3OMG,P2.1,F11,S80,R1203,Root1203,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.086400002
360,T0,3OMG,P2.1,F12,S81,R1212,Root1212,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.084600002
361,T0,Glucose,P2.1,G1,S82,R1220,Root1220,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.085000001
362,T0,Glucose,P2.1,G2,S83,R1240,Root1240,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.082999997
363,T0,Glucose,P2.1,G3,S84,R1252,Root1252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.086800002
364,T0,Glucose,P2.1,G4,S85,R1280,Root1280,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,0.081200004
365,T0,Glucose,P2.1,G5,S86,R1294,Root1294,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria,0.079300001
366,T0,Glucose,P2.1,G6,S87,R1295,Root1295,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.077699997
367,T0,3OMG,P2.1,G7,S82,R1220,Root1220,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.0867
368,T0,3OMG,P2.1,G8,S83,R1240,Root1240,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.0854
369,T0,3OMG,P2.1,G9,S84,R1252,Root1252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.0876
370,T0,3OMG,P2.1,G10,S85,R1280,Root1280,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,0.082699999
371,T0,3OMG,P2.1,G11,S86,R1294,Root1294,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria,0.079099998
372,T0,3OMG,P2.1,G12,S87,R1295,Root1295,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.079800002
373,T0,Glucose,P2.1,H1,S88,R1310,Root1310,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.079800002
374,T0,Glucose,P2.1,H2,S89,R1464,Root1464,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.0845
375,T0,Glucose,P2.1,H3,S90,R1497,Root1497,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,0.0836
376,T0,Glucose,P2.1,H4,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.076800004
377,T0,Glucose,P2.1,H5,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.078299999
378,T0,Glucose,P2.1,H6,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.076200001
379,T0,3OMG,P2.1,H7,S88,R1310,Root1310,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.078699999
380,T0,3OMG,P2.1,H8,S89,R1464,Root1464,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.085199997
381,T0,3OMG,P2.1,H9,S90,R1497,Root1497,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,0.084299996
382,T0,3OMG,P2.1,H10,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.077699997
383,T0,3OMG,P2.1,H11,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.077399999
384,T0,3OMG,P2.1,H12,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.077
385,T0,Glucose,P2.2,A1,S46,R381,Root381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.080899999
386,T0,Glucose,P2.2,A2,S47,R401,Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.084899999
387,T0,Glucose,P2.2,A3,S48,R418,Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Betaproteobacteria,0.080899999
388,T0,Glucose,P2.2,A4,S49,R420,Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.083999999
389,T0,Glucose,P2.2,A5,S50,R431,Root431,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.077799998
390,T0,Glucose,P2.2,A6,S51,R436,Root436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.083899997
391,T0,3OMG,P2.2,A7,S46,R381,Root381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.090999998
392,T0,3OMG,P2.2,A8,S47,R401,Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.085500002
393,T0,3OMG,P2.2,A9,S48,R418,Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Betaproteobacteria,0.082099997
394,T0,3OMG,P2.2,A10,S49,R420,Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.084399998
395,T0,3OMG,P2.2,A11,S50,R431,Root431,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.079700001
396,T0,3OMG,P2.2,A12,S51,R436,Root436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.087499999
397,T0,Glucose,P2.2,B1,S52,R444D2,Root444D2,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Firmicutes,0.083899997
398,T0,Glucose,P2.2,B2,S53,R456,Root456,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.088299997
399,T0,Glucose,P2.2,B3,S54,R480,Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.083099999
400,T0,Glucose,P2.2,B4,S55,R482,Root482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.088600002
401,T0,Glucose,P2.2,B5,S56,R483D1,Root483D1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.082599998
402,T0,Glucose,P2.2,B6,S57,R487D2Y,Root487D2Y,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Alphaproteobacteria,0.0858
403,T0,3OMG,P2.2,B7,S52,R444D2,Root444D2,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Firmicutes,0.085500002
404,T0,3OMG,P2.2,B8,S53,R456,Root456,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.089900002
405,T0,3OMG,P2.2,B9,S54,R480,Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.084899999
406,T0,3OMG,P2.2,B10,S55,R482,Root482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.089900002
407,T0,3OMG,P2.2,B11,S56,R483D1,Root483D1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.084100001
408,T0,3OMG,P2.2,B12,S57,R487D2Y,Root487D2Y,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Alphaproteobacteria,0.1162
409,T0,Glucose,P2.2,C1,S58,R552,Root552,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.081200004
410,T0,Glucose,P2.2,C2,S59,R558,Root558,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.085600004
411,T0,Glucose,P2.2,C3,S60,R562,Root562,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.085900001
412,T0,Glucose,P2.2,C4,S61,R564,Root564,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.082199998
413,T0,Glucose,P2.2,C5,S62,R565,Root565,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.080200002
414,T0,Glucose,P2.2,C6,S63,R568,Root568,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.083899997
415,T0,3OMG,P2.2,C7,S58,R552,Root552,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.083800003
416,T0,3OMG,P2.2,C8,S59,R558,Root558,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.087300003
417,T0,3OMG,P2.2,C9,S60,R562,Root562,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.086599998
418,T0,3OMG,P2.2,C10,S61,R564,Root564,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.083700001
419,T0,3OMG,P2.2,C11,S62,R565,Root565,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.081799999
420,T0,3OMG,P2.2,C12,S63,R568,Root568,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.084700003
421,T0,Glucose,P2.2,D1,S64,R569,Root569,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.079800002
422,T0,Glucose,P2.2,D2,S65,R604,Root604,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.087200001
423,T0,Glucose,P2.2,D3,S66,R608,Root608,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Alphaproteobacteria,0.084799998
424,T0,Glucose,P2.2,D4,S67,R635,Root635,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.083400004
425,T0,Glucose,P2.2,D5,S68,R651,Root651,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.084100001
426,T0,Glucose,P2.2,D6,S69,R670,Root670,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.085299999
427,T0,3OMG,P2.2,D7,S64,R569,Root569,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.082900003
428,T0,3OMG,P2.2,D8,S65,R604,Root604,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.085199997
429,T0,3OMG,P2.2,D9,S66,R608,Root608,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Alphaproteobacteria,0.086199999
430,T0,3OMG,P2.2,D10,S67,R635,Root635,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.084600002
431,T0,3OMG,P2.2,D11,S68,R651,Root651,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.085100003
432,T0,3OMG,P2.2,D12,S69,R670,Root670,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.0867
433,T0,Glucose,P2.2,E1,S70,R672,Root672,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,0.087399997
434,T0,Glucose,P2.2,E2,S71,R682,Root682,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,#REF!,Actinobacteria,0.081900001
435,T0,Glucose,P2.2,E3,S72,R685,Root685,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.084299996
436,T0,Glucose,P2.2,E4,S73,R695,Root695,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.083300002
437,T0,Glucose,P2.2,E5,S74,R700,Root700,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,#REF!,Alphaproteobacteria,0.086599998
438,T0,Glucose,P2.2,E6,S75,R708,Root708,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.091200002
439,T0,3OMG,P2.2,E7,S70,R672,Root672,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,0.094499998
440,T0,3OMG,P2.2,E8,S71,R682,Root682,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,#REF!,Actinobacteria,0.086999997
441,T0,3OMG,P2.2,E9,S72,R685,Root685,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.089599997
442,T0,3OMG,P2.2,E10,S73,R695,Root695,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.093199998
443,T0,3OMG,P2.2,E11,S74,R700,Root700,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,#REF!,Alphaproteobacteria,0.087399997
444,T0,3OMG,P2.2,E12,S75,R708,Root708,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.086900003
445,T0,Glucose,P2.2,F1,S76,R901,Root901,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.075900003
446,T0,Glucose,P2.2,F2,S77,R918,Root918,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.082699999
447,T0,Glucose,P2.2,F3,S78,R930,Root930,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,#REF!,Actinobacteria,0.084600002
448,T0,Glucose,P2.2,F4,S79,R935,Root935,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.083400004
449,T0,Glucose,P2.2,F5,S80,R1203,Root1203,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.085299999
450,T0,Glucose,P2.2,F6,S81,R1212,Root1212,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.085299999
451,T0,3OMG,P2.2,F7,S76,R901,Root901,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.078900002
452,T0,3OMG,P2.2,F8,S77,R918,Root918,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.085900001
453,T0,3OMG,P2.2,F9,S78,R930,Root930,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,#REF!,Actinobacteria,0.086300001
454,T0,3OMG,P2.2,F10,S79,R935,Root935,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.083700001
455,T0,3OMG,P2.2,F11,S80,R1203,Root1203,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.087099999
456,T0,3OMG,P2.2,F12,S81,R1212,Root1212,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.0867
457,T0,Glucose,P2.2,G1,S82,R1220,Root1220,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.084899999
458,T0,Glucose,P2.2,G2,S83,R1240,Root1240,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.0845
459,T0,Glucose,P2.2,G3,S84,R1252,Root1252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.088
460,T0,Glucose,P2.2,G4,S85,R1280,Root1280,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,0.081299998
461,T0,Glucose,P2.2,G5,S86,R1294,Root1294,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria,0.079000004
462,T0,Glucose,P2.2,G6,S87,R1295,Root1295,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.0792
463,T0,3OMG,P2.2,G7,S82,R1220,Root1220,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.086400002
464,T0,3OMG,P2.2,G8,S83,R1240,Root1240,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.085699998
465,T0,3OMG,P2.2,G9,S84,R1252,Root1252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.088399999
466,T0,3OMG,P2.2,G10,S85,R1280,Root1280,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,0.083499998
467,T0,3OMG,P2.2,G11,S86,R1294,Root1294,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria,0.079899997
468,T0,3OMG,P2.2,G12,S87,R1295,Root1295,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.079999998
469,T0,Glucose,P2.2,H1,S88,R1310,Root1310,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.079499997
470,T0,Glucose,P2.2,H2,S89,R1464,Root1464,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.089000002
471,T0,Glucose,P2.2,H3,S90,R1497,Root1497,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,0.083899997
472,T0,Glucose,P2.2,H4,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.077100001
473,T0,Glucose,P2.2,H5,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.077500001
474,T0,Glucose,P2.2,H6,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.077200003
475,T0,3OMG,P2.2,H7,S88,R1310,Root1310,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.079099998
476,T0,3OMG,P2.2,H8,S89,R1464,Root1464,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.0854
477,T0,3OMG,P2.2,H9,S90,R1497,Root1497,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,0.0845
478,T0,3OMG,P2.2,H10,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0779
479,T0,3OMG,P2.2,H11,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.078100003
480,T0,3OMG,P2.2,H12,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0779
481,T0,Glucose,P2.3,A1,S46,R381,Root381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.078699999
482,T0,Glucose,P2.3,A2,S47,R401,Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.083899997
483,T0,Glucose,P2.3,A3,S48,R418,Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Betaproteobacteria,0.082000002
484,T0,Glucose,P2.3,A4,S49,R420,Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.083300002
485,T0,Glucose,P2.3,A5,S50,R431,Root431,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.078100003
486,T0,Glucose,P2.3,A6,S51,R436,Root436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.0832
487,T0,3OMG,P2.3,A7,S46,R381,Root381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.0836
488,T0,3OMG,P2.3,A8,S47,R401,Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.086199999
489,T0,3OMG,P2.3,A9,S48,R418,Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Betaproteobacteria,0.081900001
490,T0,3OMG,P2.3,A10,S49,R420,Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.084200002
491,T0,3OMG,P2.3,A11,S50,R431,Root431,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.079300001
492,T0,3OMG,P2.3,A12,S51,R436,Root436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.089400001
493,T0,Glucose,P2.3,B1,S52,R444D2,Root444D2,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Firmicutes,0.083999999
494,T0,Glucose,P2.3,B2,S53,R456,Root456,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.087800004
495,T0,Glucose,P2.3,B3,S54,R480,Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.082400002
496,T0,Glucose,P2.3,B4,S55,R482,Root482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.089100003
497,T0,Glucose,P2.3,B5,S56,R483D1,Root483D1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.0832
498,T0,Glucose,P2.3,B6,S57,R487D2Y,Root487D2Y,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Alphaproteobacteria,0.086800002
499,T0,3OMG,P2.3,B7,S52,R444D2,Root444D2,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Firmicutes,0.085100003
500,T0,3OMG,P2.3,B8,S53,R456,Root456,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.090499997
501,T0,3OMG,P2.3,B9,S54,R480,Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.084700003
502,T0,3OMG,P2.3,B10,S55,R482,Root482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.089400001
503,T0,3OMG,P2.3,B11,S56,R483D1,Root483D1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.083700001
504,T0,3OMG,P2.3,B12,S57,R487D2Y,Root487D2Y,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Alphaproteobacteria,0.085500002
505,T0,Glucose,P2.3,C1,S58,R552,Root552,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.080700003
