,Strain1,Strain2,Host,Media,Growth,OD600,Phylum,Class,Order,Phylum_alternative
1346,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,Glucose,Glucose [Tf-T0],0.538355556,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1356,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,Glucose,Glucose [Tf-T0],0.416822222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1357,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,Glucose,Glucose [Tf-T0],0.375588889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1358,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,Glucose,Glucose [Tf-T0],0.388655556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1362,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,Glucose,Glucose [Tf-T0],0.554077778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1363,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,Glucose,Glucose [Tf-T0],0.394,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1364,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,Glucose,Glucose [Tf-T0],0.3895,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1368,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,Glucose,Glucose [Tf-T0],0.500133333,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1369,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,Glucose,Glucose [Tf-T0],0.578855556,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1370,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,Glucose,Glucose [Tf-T0],0.592533333,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1374,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,Glucose,Glucose [Tf-T0],0.394322222,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1375,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,Glucose,Glucose [Tf-T0],0.428744444,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1376,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,Glucose,Glucose [Tf-T0],0.403955556,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1380,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,Glucose,Glucose [Tf-T0],0.408266667,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1381,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,Glucose,Glucose [Tf-T0],0.452088889,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1382,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,Glucose,Glucose [Tf-T0],0.617622222,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1386,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,Glucose,Glucose [Tf-T0],0.571322222,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1387,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,Glucose,Glucose [Tf-T0],0.475477778,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1388,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,Glucose,Glucose [Tf-T0],0.581977778,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1392,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,Glucose,Glucose [Tf-T0],0.592333333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1393,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,Glucose,Glucose [Tf-T0],0.565977778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1394,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,Glucose,Glucose [Tf-T0],0.6964,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1398,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,Glucose,Glucose [Tf-T0],0.642011111,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
1399,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,Glucose,Glucose [Tf-T0],0.536522222,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
1400,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,Glucose,Glucose [Tf-T0],0.587755556,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
1404,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,Glucose,Glucose [Tf-T0],0.522544444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1405,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,Glucose,Glucose [Tf-T0],0.492144444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1406,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,Glucose,Glucose [Tf-T0],0.477777778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1410,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,Glucose,Glucose [Tf-T0],0.7541,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1411,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,Glucose,Glucose [Tf-T0],0.660833333,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1412,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,Glucose,Glucose [Tf-T0],0.802166667,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1416,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,Glucose,Glucose [Tf-T0],0.493922222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1417,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,Glucose,Glucose [Tf-T0],0.555633333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1418,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,Glucose,Glucose [Tf-T0],0.416622222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1440,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,3OMG,3-O-MG [Tf-T0],0.234077778,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1441,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,3OMG,3-O-MG [Tf-T0],0.184933333,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1442,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,3OMG,3-O-MG [Tf-T0],0.123288889,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1452,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,3OMG,3-O-MG [Tf-T0],0.182322222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1453,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,3OMG,3-O-MG [Tf-T0],0.156833333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1454,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,3OMG,3-O-MG [Tf-T0],0.153833333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1458,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,3OMG,3-O-MG [Tf-T0],0.118577778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1459,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1460,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,3OMG,3-O-MG [Tf-T0],0.175744444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1464,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,3OMG,3-O-MG [Tf-T0],0.024111111,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1465,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1466,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1470,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,3OMG,3-O-MG [Tf-T0],0.151444444,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1471,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,3OMG,3-O-MG [Tf-T0],0.015122222,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1472,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,3OMG,3-O-MG [Tf-T0],0.040066667,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1476,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1477,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1478,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1482,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,3OMG,3-O-MG [Tf-T0],0.025866667,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1483,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,3OMG,3-O-MG [Tf-T0],0.129488889,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1484,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,3OMG,3-O-MG [Tf-T0],0.044444444,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1488,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,3OMG,3-O-MG [Tf-T0],0.064422222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1489,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,3OMG,3-O-MG [Tf-T0],0.034466667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1490,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,3OMG,3-O-MG [Tf-T0],0.038833333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1494,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
1495,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,3OMG,3-O-MG [Tf-T0],0.012344444,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
1496,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
1500,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,3OMG,3-O-MG [Tf-T0],0.040377778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1501,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,3OMG,3-O-MG [Tf-T0],0.036777778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1502,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,3OMG,3-O-MG [Tf-T0],0.024744444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1506,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1507,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1508,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,3OMG,3-O-MG [Tf-T0],0.006322222,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1512,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,3OMG,3-O-MG [Tf-T0],0.191844444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1513,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,3OMG,3-O-MG [Tf-T0],0.123855556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1514,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,3OMG,3-O-MG [Tf-T0],0.0931,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1591,Ta_10,Ta_10,T_aestivum,Water,Water [Tf - T0],0.089933334,#N/A,#N/A,#N/A,#N/A
1592,Ta_10,Ta_10,T_aestivum,Water,Water [Tf - T0],0.024633333,#N/A,#N/A,#N/A,#N/A
1593,Ta_10,Ta_10,T_aestivum,Water,Water [Tf - T0],0.0508,#N/A,#N/A,#N/A,#N/A
1597,Ta_12,Ta_12,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1598,Ta_12,Ta_12,T_aestivum,Water,Water [Tf - T0],0.0185,#N/A,#N/A,#N/A,#N/A
1599,Ta_12,Ta_12,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1603,Ta_13,Ta_13,T_aestivum,Water,Water [Tf - T0],0.127388888,#N/A,#N/A,#N/A,#N/A
1604,Ta_13,Ta_13,T_aestivum,Water,Water [Tf - T0],0.0909,#N/A,#N/A,#N/A,#N/A
1605,Ta_13,Ta_13,T_aestivum,Water,Water [Tf - T0],0.250833334,#N/A,#N/A,#N/A,#N/A
1609,Ta_14,Ta_14,T_aestivum,Water,Water [Tf - T0],0.115244445,#N/A,#N/A,#N/A,#N/A
1610,Ta_14,Ta_14,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1611,Ta_14,Ta_14,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1615,Ta_15,Ta_15,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1616,Ta_15,Ta_15,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1617,Ta_15,Ta_15,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1621,Ta_16,Ta_16,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1622,Ta_16,Ta_16,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1623,Ta_16,Ta_16,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1633,Ta_19,Ta_19,T_aestivum,Water,Water [Tf - T0],0.171877777,#N/A,#N/A,#N/A,#N/A
1634,Ta_19,Ta_19,T_aestivum,Water,Water [Tf - T0],0.023711111,#N/A,#N/A,#N/A,#N/A
1635,Ta_19,Ta_19,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1639,Ta_20,Ta_20,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1640,Ta_20,Ta_20,T_aestivum,Water,Water [Tf - T0],0.003433333,#N/A,#N/A,#N/A,#N/A
1641,Ta_20,Ta_20,T_aestivum,Water,Water [Tf - T0],0.003655556,#N/A,#N/A,#N/A,#N/A
1645,Ta_22,Ta_22,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1646,Ta_22,Ta_22,T_aestivum,Water,Water [Tf - T0],0.089088889,#N/A,#N/A,#N/A,#N/A
1647,Ta_22,Ta_22,T_aestivum,Water,Water [Tf - T0],0.032655555,#N/A,#N/A,#N/A,#N/A
1651,Ta_23,Ta_23,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1652,Ta_23,Ta_23,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1653,Ta_23,Ta_23,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1663,Ta_25,Ta_25,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1664,Ta_25,Ta_25,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1665,Ta_25,Ta_25,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1669,Ta_26,Ta_26,T_aestivum,Water,Water [Tf - T0],0.001622222,#N/A,#N/A,#N/A,#N/A
1670,Ta_26,Ta_26,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1671,Ta_26,Ta_26,T_aestivum,Water,Water [Tf - T0],0.040422222,#N/A,#N/A,#N/A,#N/A
1675,Ta_27,Ta_27,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1676,Ta_27,Ta_27,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1677,Ta_27,Ta_27,T_aestivum,Water,Water [Tf - T0],0.072588889,#N/A,#N/A,#N/A,#N/A
1687,Ta_30,Ta_30,T_aestivum,Water,Water [Tf - T0],0.151155555,#N/A,#N/A,#N/A,#N/A
1688,Ta_30,Ta_30,T_aestivum,Water,Water [Tf - T0],0.157266667,#N/A,#N/A,#N/A,#N/A
1689,Ta_30,Ta_30,T_aestivum,Water,Water [Tf - T0],0.173833333,#N/A,#N/A,#N/A,#N/A
1693,Ta_31,Ta_31,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1694,Ta_31,Ta_31,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1695,Ta_31,Ta_31,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1699,Ta_32,Ta_32,T_aestivum,Water,Water [Tf - T0],0.096166667,#N/A,#N/A,#N/A,#N/A
1700,Ta_32,Ta_32,T_aestivum,Water,Water [Tf - T0],0.1178,#N/A,#N/A,#N/A,#N/A
1701,Ta_32,Ta_32,T_aestivum,Water,Water [Tf - T0],0.182477778,#N/A,#N/A,#N/A,#N/A
1705,Ta_33,Ta_33,T_aestivum,Water,Water [Tf - T0],0.107944445,#N/A,#N/A,#N/A,#N/A
1706,Ta_33,Ta_33,T_aestivum,Water,Water [Tf - T0],0.075888889,#N/A,#N/A,#N/A,#N/A
1707,Ta_33,Ta_33,T_aestivum,Water,Water [Tf - T0],0.057644445,#N/A,#N/A,#N/A,#N/A
1711,Ta_34,Ta_34,T_aestivum,Water,Water [Tf - T0],0.056588889,#N/A,#N/A,#N/A,#N/A
1712,Ta_34,Ta_34,T_aestivum,Water,Water [Tf - T0],0.084677778,#N/A,#N/A,#N/A,#N/A
1713,Ta_34,Ta_34,T_aestivum,Water,Water [Tf - T0],0.031055555,#N/A,#N/A,#N/A,#N/A
1717,Ta_35,Ta_35,T_aestivum,Water,Water [Tf - T0],0.077633333,#N/A,#N/A,#N/A,#N/A
1718,Ta_35,Ta_35,T_aestivum,Water,Water [Tf - T0],0.096922222,#N/A,#N/A,#N/A,#N/A
1719,Ta_35,Ta_35,T_aestivum,Water,Water [Tf - T0],0.123311111,#N/A,#N/A,#N/A,#N/A
1729,Ta_36,Ta_36,T_aestivum,Water,Water [Tf - T0],0.0834,#N/A,#N/A,#N/A,#N/A
1730,Ta_36,Ta_36,T_aestivum,Water,Water [Tf - T0],0.027244444,#N/A,#N/A,#N/A,#N/A
1731,Ta_36,Ta_36,T_aestivum,Water,Water [Tf - T0],0.059733333,#N/A,#N/A,#N/A,#N/A
1735,Ta_37,Ta_37,T_aestivum,Water,Water [Tf - T0],0.215444444,#N/A,#N/A,#N/A,#N/A
1736,Ta_37,Ta_37,T_aestivum,Water,Water [Tf - T0],0.032033333,#N/A,#N/A,#N/A,#N/A
1737,Ta_37,Ta_37,T_aestivum,Water,Water [Tf - T0],0.108533333,#N/A,#N/A,#N/A,#N/A
1741,Ta_38,Ta_38,T_aestivum,Water,Water [Tf - T0],0.206655556,#N/A,#N/A,#N/A,#N/A
1742,Ta_38,Ta_38,T_aestivum,Water,Water [Tf - T0],0.204577778,#N/A,#N/A,#N/A,#N/A
1743,Ta_38,Ta_38,T_aestivum,Water,Water [Tf - T0],0.203422222,#N/A,#N/A,#N/A,#N/A
1747,Ta_39,Ta_39,T_aestivum,Water,Water [Tf - T0],0.183677778,#N/A,#N/A,#N/A,#N/A
1748,Ta_39,Ta_39,T_aestivum,Water,Water [Tf - T0],0.1904,#N/A,#N/A,#N/A,#N/A
1749,Ta_39,Ta_39,T_aestivum,Water,Water [Tf - T0],0.224111111,#N/A,#N/A,#N/A,#N/A
1753,Ta_40,Ta_40,T_aestivum,Water,Water [Tf - T0],0.026544444,#N/A,#N/A,#N/A,#N/A
1754,Ta_40,Ta_40,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1755,Ta_40,Ta_40,T_aestivum,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1759,Bn_01,Bn_01,B_napus,Water,Water [Tf - T0],0.056055556,#N/A,#N/A,#N/A,#N/A
1760,Bn_01,Bn_01,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1761,Bn_01,Bn_01,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1771,Bn_03,Bn_03,B_napus,Water,Water [Tf - T0],0.1251,#N/A,#N/A,#N/A,#N/A
1772,Bn_03,Bn_03,B_napus,Water,Water [Tf - T0],0.141622222,#N/A,#N/A,#N/A,#N/A
1773,Bn_03,Bn_03,B_napus,Water,Water [Tf - T0],0.1808,#N/A,#N/A,#N/A,#N/A
1777,Bn_05,Bn_05,B_napus,Water,Water [Tf - T0],0.038222222,#N/A,#N/A,#N/A,#N/A
1778,Bn_05,Bn_05,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1779,Bn_05,Bn_05,B_napus,Water,Water [Tf - T0],0.080811111,#N/A,#N/A,#N/A,#N/A
1783,Bn_06,Bn_06,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1784,Bn_06,Bn_06,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1785,Bn_06,Bn_06,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1789,Bn_07,Bn_07,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1790,Bn_07,Bn_07,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1791,Bn_07,Bn_07,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1795,Bn_08,Bn_08,B_napus,Water,Water [Tf - T0],0.049511111,#N/A,#N/A,#N/A,#N/A
1796,Bn_08,Bn_08,B_napus,Water,Water [Tf - T0],0.046033333,#N/A,#N/A,#N/A,#N/A
1797,Bn_08,Bn_08,B_napus,Water,Water [Tf - T0],0.039511111,#N/A,#N/A,#N/A,#N/A
1801,Bn_09,Bn_09,B_napus,Water,Water [Tf - T0],0.208888889,#N/A,#N/A,#N/A,#N/A
1802,Bn_09,Bn_09,B_napus,Water,Water [Tf - T0],0.168333333,#N/A,#N/A,#N/A,#N/A
1803,Bn_09,Bn_09,B_napus,Water,Water [Tf - T0],0.120222222,#N/A,#N/A,#N/A,#N/A
1807,Bn_10,Bn_10,B_napus,Water,Water [Tf - T0],0.056888889,#N/A,#N/A,#N/A,#N/A
1808,Bn_10,Bn_10,B_napus,Water,Water [Tf - T0],0.029644444,#N/A,#N/A,#N/A,#N/A
1809,Bn_10,Bn_10,B_napus,Water,Water [Tf - T0],0.016377778,#N/A,#N/A,#N/A,#N/A
1813,Bn_11,Bn_11,B_napus,Water,Water [Tf - T0],0.029277778,#N/A,#N/A,#N/A,#N/A
1814,Bn_11,Bn_11,B_napus,Water,Water [Tf - T0],0.029744444,#N/A,#N/A,#N/A,#N/A
1815,Bn_11,Bn_11,B_napus,Water,Water [Tf - T0],0.001955556,#N/A,#N/A,#N/A,#N/A
1831,Bn_14,Bn_14,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1832,Bn_14,Bn_14,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1833,Bn_14,Bn_14,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1837,Bn_15,Bn_15,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1838,Bn_15,Bn_15,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1839,Bn_15,Bn_15,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1843,Bn_16,Bn_16,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1844,Bn_16,Bn_16,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1845,Bn_16,Bn_16,B_napus,Water,Water [Tf - T0],0.022822222,#N/A,#N/A,#N/A,#N/A
1849,Bn_17,Bn_17,B_napus,Water,Water [Tf - T0],0.158133333,#N/A,#N/A,#N/A,#N/A
1850,Bn_17,Bn_17,B_napus,Water,Water [Tf - T0],0.091988889,#N/A,#N/A,#N/A,#N/A
1851,Bn_17,Bn_17,B_napus,Water,Water [Tf - T0],0.009133333,#N/A,#N/A,#N/A,#N/A
1855,Bn_18,Bn_18,B_napus,Water,Water [Tf - T0],0.044555556,#N/A,#N/A,#N/A,#N/A
1856,Bn_18,Bn_18,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1857,Bn_18,Bn_18,B_napus,Water,Water [Tf - T0],0.014433333,#N/A,#N/A,#N/A,#N/A
1861,Bn_19,Bn_19,B_napus,Water,Water [Tf - T0],0.007533333,#N/A,#N/A,#N/A,#N/A
1862,Bn_19,Bn_19,B_napus,Water,Water [Tf - T0],0.014933333,#N/A,#N/A,#N/A,#N/A
1863,Bn_19,Bn_19,B_napus,Water,Water [Tf - T0],0.0263,#N/A,#N/A,#N/A,#N/A
1867,Bn_21,Bn_21,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1868,Bn_21,Bn_21,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1869,Bn_21,Bn_21,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1873,Bn_22,Bn_22,B_napus,Water,Water [Tf - T0],0.117966667,#N/A,#N/A,#N/A,#N/A
1874,Bn_22,Bn_22,B_napus,Water,Water [Tf - T0],0.070555556,#N/A,#N/A,#N/A,#N/A
1875,Bn_22,Bn_22,B_napus,Water,Water [Tf - T0],0,#N/A,#N/A,#N/A,#N/A
1885,Bn_24,Bn_24,B_napus,Water,Water [Tf - T0],0.028466667,#N/A,#N/A,#N/A,#N/A
1886,Bn_24,Bn_24,B_napus,Water,Water [Tf - T0],0.034966667,#N/A,#N/A,#N/A,#N/A
