	locus_name	symbol	full_name
6178	AT1G72530	MORF7	Multiple Organellar RNA Editing Factor 7
6179	AT1G72530	RIP7	RNA editing-Interacting Protein
6180	AT1G72540	PBL33	PBS1-Like 33
6181	AT1G72560	PSD	PAUSED
6182	AT1G72570	AIL1	AP2-like ethylene-responsive transcription factor
6183	AT1G72590	PPRD1	Polyprenol reductase 1
6184	AT1G72610	ATGER1	A. THALIANA GERMIN-LIKE PROTEIN 1
6185	AT1G72610	GER1	germin-like protein 1
6186	AT1G72610	GLP1	GERMIN-LIKE PROTEIN 1
6187	AT1G72630	ELF4-L2	ELF4-like 2
6188	AT1G72650	TRFL6	TRF-like 6
6189	AT1G72660	Drg1-3	NULL
6190	AT1G72670	iqd8	IQ-domain 8
6191	AT1G72680	ATCAD1	CINNAMYL ALCOHOL DEHYDROGENASE 1
6192	AT1G72680	CAD1	cinnamyl-alcohol dehydrogenase
6193	AT1G72700	ALA5	Aminophospholipid ATPase 5
6194	AT1G72710	CKL2	casein kinase 1-like protein 2
6195	AT1G72750	ATTIM23-2	translocase inner membrane subunit 23-2
6196	AT1G72750	TIM23-2	translocase inner membrane subunit 23-2
6197	AT1G72770	AtHAB1	NULL
6198	AT1G72770	HAB1	HYPERSENSITIVE TO ABA1
6199	AT1G72810	TSY2	THREONINE SYNTHASE 2
6200	AT1G72830	ATHAP2C	NULL
6201	AT1G72830	HAP2C	NULL
6202	AT1G72830	NF-YA3	"nuclear factor Y, subunit A3"
6203	AT1G72840	TNL40	NULL
6204	AT1G72850	TN4	TIR-NBS4
6205	AT1G72860	TNL60	NULL
6206	AT1G72870	TN5	TIR-NBS5
6207	AT1G72890	TN6	TIR-NBS6
6208	AT1G72900	TN7	TIR-NBS7
6209	AT1G72910	TN8	TIR-NBS8
6210	AT1G72920	TN9	TIR-NBS9
6211	AT1G72930	AtTN10	NULL
6212	AT1G72930	TIR	toll/interleukin-1 receptor-like
6213	AT1G72930	TN10	TIR-nucleotide binding site family 10
6214	AT1G72940	TN11	TIR-NBS11
6215	AT1G72950	TN12	TIR-NBS12
6216	AT1G72970	EDA17	embryo sac development arrest 17
6217	AT1G72970	HTH	HOTHEAD
6218	AT1G72980	LBD7	LOB domain-containing protein 7
6219	AT1G72990	BGAL17	beta-galactosidase 17
6220	AT1G73000	PYL3	PYR1-like 3
6221	AT1G73000	RCAR13	regulatory components of ABA receptor 13
6222	AT1G73010	AtPPsPase1	pyrophosphate-specific phosphatase1
6223	AT1G73010	ATPS2	phosphate starvation-induced gene 2
6224	AT1G73010	PECP2	NULL
6225	AT1G73010	PPsPase1	pyrophosphate-specific phosphatase1
6226	AT1G73010	PS2	phosphate starvation-induced gene 2
6227	AT1G73020	TMEM16	Trans Membrane Protein 16
6228	AT1G73030	CHMP1A	CHARGED MULTIVESICULAR BODY PROTEIN/CHROMATIN MODIFYING  PROTEIN1A
6229	AT1G73030	VPS46.2	NULL
6230	AT1G73060	LPA3	Low  PSII Accumulation 3
6231	AT1G73080	ATPEPR1	PEP1 RECEPTOR 1
6232	AT1G73080	PEPR1	PEP1 receptor 1
6233	AT1G73100	SDG19	SET DOMAIN PROTEIN 19
6234	AT1G73100	SUVH3	SU(VAR)3-9 homolog 3
6235	AT1G73130	ATI3C	NULL
6236	AT1G73140	TBL31	NULL
6237	AT1G73150	GTE3	global transcription factor group E3
6238	AT1G73165	CLE1	CLAVATA3/ESR-RELATED 1
6239	AT1G73177	APC13	anaphase-promoting complex 13
6240	AT1G73177	BNS	BONSAI
6241	AT1G73190	ALPHA-TIP	ALPHA-TONOPLAST INTRINSIC PROTEIN
6242	AT1G73190	TIP3;1	NULL
6243	AT1G73220	AtOCT1	organic cation/carnitine transporter1
6244	AT1G73220	Oct 01	organic cation/carnitine transporter1
6245	AT1G73250	ATFX	ACTIVATING TRANSCRIPTION FACTOR 5
6246	AT1G73250	GER1	"GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1"
6247	AT1G73260	ATKTI1	ARABIDOPSIS THALIANA KUNITZ TRYPSIN INHIBITOR 1
6248	AT1G73260	AtKTI4	ARABIDOPSIS THALIANA KUNITZ TRYPSIN INHIBITOR 4
6249	AT1G73260	KTI1	kunitz trypsin inhibitor 1
6250	AT1G73270	scpl6	serine carboxypeptidase-like 6
6251	AT1G73280	scpl3	serine carboxypeptidase-like 3
6252	AT1G73290	scpl5	serine carboxypeptidase-like 5
6253	AT1G73300	scpl2	serine carboxypeptidase-like 2
6254	AT1G73310	scpl4	serine carboxypeptidase-like 4
6255	AT1G73330	ATDR4	drought-repressed 4
6256	AT1G73330	DR4	drought-repressed 4
6257	AT1G73340	ADTO1	abietane diterpene oxidase 1
6258	AT1G73340	CYP720A1	NULL
6259	AT1G73360	AtEDT1	NULL
6260	AT1G73360	ATHDG11	HOMEODOMAIN GLABROUS 11
6261	AT1G73360	EDT1	ENHANCED DROUGHT TOLERANCE 1
6262	AT1G73360	HDG11	homeodomain GLABROUS 11
6263	AT1G73370	ATSUS6	ARABIDOPSIS THALIANA SUCROSE SYNTHASE 6
6264	AT1G73370	SUS6	sucrose synthase 6
6265	AT1G73410	ATMYB54	ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 54
6266	AT1G73410	MYB54	myb domain protein 54
6267	AT1G73430	COG3	Conserved Oligomeric Golgi Complex 3
6268	AT1G73450	DYRKP-2B	plant-specific dual-specificity tyrosine phosphorylation-regulated kinase 2B
6269	AT1G73460	DYRKP-2A	plant-specific dual-specificity tyrosine phosphorylation-regulated kinase 2A
6270	AT1G73480	MAGL4	NULL
6271	AT1G73500	ATMKK9	NULL
6272	AT1G73500	MKK9	MAP kinase kinase 9
6273	AT1G73530	ORRM6	Organelle RNA Recognition Motif Protein 6
6274	AT1G73540	atnudt21	nudix hydrolase homolog 21
6275	AT1G73540	NUDT21	nudix hydrolase homolog 21
6276	AT1G73550	LTPG8	glycosylphosphatidylinositol-anchored lipid protein transfer 8
6277	AT1G73560	LTPG9	glycosylphosphatidylinositol-anchored lipid protein transfer 9
6278	AT1G73580	CAR3	C2-domain ABA-related3
6279	AT1G73590	ATPIN1	ARABIDOPSIS THALIANA PIN-FORMED 1
6280	AT1G73590	PIN1	PIN-FORMED 1
6281	AT1G73600	AtPMT3	Phosphoethanolamine methyltransferase3
6282	AT1G73600	DEG26	NULL
6283	AT1G73600	NMT	NULL
6284	AT1G73600	NMT3	NULL
6285	AT1G73603	LCR64	low-molecular-weight cysteine-rich 64
6286	AT1G73607	LCR65	low-molecular-weight cysteine-rich 65
6287	AT1G73640	AtRABA6a	RAB GTPase homolog A6A
6288	AT1G73640	RABA6a	RAB GTPase homolog A6A
6289	AT1G73660	M3Kdelta6	NULL
6290	AT1G73660	SIS8	SUGAR INSENSITIVE 8
6291	AT1G73670	ATMPK15	MAP kinase 15
6292	AT1G73670	MPK15	MAP kinase 15
6293	AT1G73680	ALPHA DOX2	alpha dioxygenase
6294	AT1G73680	alpha-DOX2	alpha-dioxygenase 2
6295	AT1G73687	MIR159	MICRORNA 159
6296	AT1G73687	MIR159A	microRNA159A
6297	AT1G73690	AT;CDKD;1	CYCLIN-DEPENDENT KINASE D1
6298	AT1G73690	CAK3AT	NULL
6299	AT1G73690	CDKD1;1	cyclin-dependent kinase D1;1
6300	AT1G73720	SMU1	SUPPRESSORS OF MEC-8 AND UNC-52 1
6301	AT1G73730	AtEIL3	NULL
6302	AT1G73730	ATSLIM	ARABIDOPSIS THALIANA SULFUR LIMITATION 1
6303	AT1G73730	EIL3	ETHYLENE-INSENSITIVE3-like 3
6304	AT1G73730	SLIM1	SULFUR LIMITATION 1
6305	AT1G73760	CTL14	
6306	AT1G73790	AtGIP2	NULL
6307	AT1G73790	GIP1b	GCP3-Interacting Protein 1b
6308	AT1G73790	GIP2	GCP3-interacting protein 2
6309	AT1G73805	SARD1	SAR Deficient 1
6310	AT1G73820	SSU72	NULL
6311	AT1G73830	BEE3	BR enhanced expression 3
6312	AT1G73840	ESP1	ENHANCED SILENCING PHENOTYPE 1
6313	AT1G73870	BBX16	B-box domain protein 16
6314	AT1G73870	COL7	CONSTANS-LIKE 7
6315	AT1G73875	CCR4e	catabolite repressor 4e
6316	AT1G73880	UGT89B1	UDP-glucosyl transferase 89B1
6317	AT1G73890	LPTG10	glycosylphosphatidylinositol-anchored lipid protein transfer 10
6318	AT1G73910	ARP4A	actin-related proteins 4A
6319	AT1G73910	ATARP4A	actin-related proteins 4A
6320	AT1G73940	mL106	Ribosomal Protein mL106
6321	AT1G73960	TAF2	TBP-associated factor 2
6322	AT1G73965	CLE13	CLAVATA3/ESR-RELATED 13
6323	AT1G73980	AtTTM1	NULL
6324	AT1G73980	TTM1	triphosphate tunnel metalloenzyme 1
6325	AT1G73990	SPPA	signal peptide peptidase
6326	AT1G73990	SPPA1	NULL
6327	AT1G74000	SS3	strictosidine synthase 3
6328	AT1G74020	SS2	strictosidine synthase 2
6329	AT1G74030	ENO1	enolase 1
6330	AT1G74040	IMS1	2-isopropylmalate synthase 1
