	Rep	Medium	Microbes	Carbon	Carbon2	Rep	Time	Area	Length
1150	R1	MS	F16	3OM.Glucose	Glucose	50	1W	0.603	7.273
1151	R1	MS	F16	3OM.Mannose	Mannose	1	1W	0.698	8.129
1152	R1	MS	F16	3OM.Mannose	Mannose	2	1W	0.562	6.477
1153	R1	MS	F16	3OM.Mannose	Mannose	3	1W	0.4	4.655
1154	R1	MS	F16	3OM.Mannose	Mannose	4	1W	0.555	6.518
1155	R1	MS	F16	3OM.Mannose	Mannose	5	1W	0.644	7.674
1156	R1	MS	F16	3OM.Mannose	Mannose	6	1W	0.406	4.806
1157	R1	MS	F16	3OM.Mannose	Mannose	7	1W	0.799	9.185
1158	R1	MS	F16	3OM.Mannose	Mannose	8	1W	0.772	8.983
1159	R1	MS	F16	3OM.Mannose	Mannose	9	1W	0.826	9.987
1160	R1	MS	F16	3OM.Mannose	Mannose	10	1W	0.833	10.021
1161	R1	MS	F16	3OM.Mannose	Mannose	11	1W	0.23	2.738
1162	R1	MS	F16	3OM.Mannose	Mannose	12	1W	0.135	1.602
1163	R1	MS	F16	3OM.Mannose	Mannose	13	1W	0.793	9.547
1164	R1	MS	F16	3OM.Mannose	Mannose	14	1W	0.955	11.557
1165	R1	MS	F16	3OM.Mannose	Mannose	15	1W	0.488	5.865
1166	R1	MS	F16	3OM.Mannose	Mannose	16	1W	0.779	8.967
1167	R1	MS	F16	3OM.Mannose	Mannose	17	1W	0.549	6.472
1168	R1	MS	F16	3OM.Mannose	Mannose	18	1W	0.704	8.356
1169	R1	MS	F16	3OM.Mannose	Mannose	19	1W	1.009	11.978
1170	R1	MS	F16	3OM.Mannose	Mannose	20	1W	0.975	11.758
1171	R1	MS	F16	3OM.Mannose	Mannose	21	1W	0.576	6.969
1172	R1	MS	F16	3OM.Mannose	Mannose	22	1W	0.623	7.498
1173	R1	MS	F16	3OM.Mannose	Mannose	23	1W	0.82	9.937
1174	R1	MS	F16	3OM.Mannose	Mannose	24	1W	0.163	1.898
1175	R1	MS	F16	3OM.Mannose	Mannose	25	1W	0.616	7.445
1176	R1	MS	F16	3OM.Mannose	Mannose	26	1W	0.596	7.148
1177	R1	MS	F16	3OM.Mannose	Mannose	27	1W	0.644	7.76
1178	R1	MS	F16	3OM.Mannose	Mannose	28	1W	0.576	6.965
1179	R1	MS	F16	3OM.Mannose	Mannose	29	1W	0.312	3.745
1180	R1	MS	F16	3OM.Mannose	Mannose	30	1W	0.474	5.832
1181	R1	MS	F16	3OM.Mannose	Mannose	31	1W	0.738	8.962
1182	R1	MS	F16	3OM.Mannose	Mannose	32	1W	0.332	4.079
1183	R1	MS	F16	3OM.Mannose	Mannose	33	1W	0.481	5.852
1184	R1	MS	F16	3OM.Mannose	Mannose	34	1W	0.745	9.034
1185	R1	MS	F16	3OM.Mannose	Mannose	35	1W	0.589	7.086
1186	R1	MS	F16	3OM.Mannose	Mannose	36	1W	0.84	10.187
1187	R1	MS	F16	3OM.Mannose	Mannose	37	1W	0.224	2.703
1188	R1	MS	F16	3OM.Mannose	Mannose	38	1W	0.122	1.45
1189	R1	MS	F16	3OM.Mannose	Mannose	39	1W	0.671	8.15
1190	R1	MS	F16	3OM.Mannose	Mannose	40	1W	0.589	7.124
1191	R1	MS	F16	3OM.Mannose	Mannose	41	1W	0.21	2.492
1192	R1	MS	F16	3OM.Mannose	Mannose	42	1W	0.474	5.721
1193	R1	MS	F16	3OM.Mannose	Mannose	43	1W	0.562	6.783
1194	R1	MS	F16	3OM.Mannose	Mannose	44	1W	0.217	2.636
1195	R1	MS	F16	3OM.Mannose	Mannose	45	1W	0.413	4.985
1196	R1	MS	F16	3OM.Mannose	Mannose	46	1W	0.508	6.195
1197	R1	MS	F16	3OM.Mannose	Mannose	47	1W	0.257	3.171
1198	R1	MS	F16	3OM.Mannose	Mannose	48	1W	0.61	7.357
1199	R1	MS	F16	3OM.Mannose	Mannose	49	1W	0.44	5.306
1200	R1	MS	F16	3OM.Mannose	Mannose	50	1W	0.562	6.796
1201	R2	MS	MF	Glucose	Glucose	1	72h	0.0961	2.2711
1202	R2	MS	MF	Glucose	Glucose	2	72h	0.1122	2.548
1203	R2	MS	MF	Glucose	Glucose	3	72h	0.1193	2.7375
1204	R2	MS	MF	Glucose	Glucose	4	72h	0.0926	2.1648
1205	R2	MS	MF	Glucose	Glucose	5	72h	0.1122	2.598
1206	R2	MS	MF	Glucose	Glucose	6	72h	0.105	2.4464
1207	R2	MS	MF	Glucose	Glucose	7	72h	0.0801	1.8846
1208	R2	MS	MF	Glucose	Glucose	8	72h	0.0926	2.1641
1209	R2	MS	MF	Glucose	Glucose	9	72h	0.1246	2.9204
1210	R2	MS	MF	Glucose	Glucose	10	72h	0.0961	2.2341
1211	R2	MS	MF	Glucose	Glucose	11	72h	0.0926	2.1158
1212	R2	MS	MF	Glucose	Glucose	12	72h	0.0926	2.1092
1213	R2	MS	MF	Glucose	Glucose	13	72h	0.0783	1.7851
1214	R2	MS	MF	Glucose	Glucose	14	72h	0.1015	2.2264
1215	R2	MS	MF	Glucose	Glucose	15	72h	0.0979	2.1687
1216	R2	MS	MF	Glucose	Glucose	16	72h	0.0961	2.1719
1217	R2	MS	MF	Glucose	Glucose	17	72h	0.1033	2.3891
1218	R2	MS	MF	Glucose	Glucose	18	72h	0.0979	2.2183
1219	R2	MS	MF	Glucose	Glucose	19	72h	0.1139	2.5973
1220	R2	MS	MF	Glucose	Glucose	20	72h	0.1424	3.2736
1221	R2	MS	MF	Glucose	Glucose	21	72h	0.0766	1.7575
1222	R2	MS	MF	Glucose	Glucose	22	72h	0.1228	2.8394
1223	R2	MS	MF	Glucose	Glucose	23	72h	0.0979	2.2386
1224	R2	MS	MF	Glucose	Glucose	24	72h	0.1139	2.6612
1225	R2	MS	MF	Glucose	Glucose	25	72h	0.0801	1.8742
1226	R2	MS	MF	OM.Glucose	Glucose	1	72h	0.0779	1.7495
1227	R2	MS	MF	OM.Glucose	Glucose	2	72h	0.0851	1.8774
1228	R2	MS	MF	OM.Glucose	Glucose	3	72h	0.0706	1.5598
1229	R2	MS	MF	OM.Glucose	Glucose	4	72h	0.1032	2.3309
1230	R2	MS	MF	OM.Glucose	Glucose	5	72h	0.0724	1.6301
1231	R2	MS	MF	OM.Glucose	Glucose	6	72h	0.0996	2.313
1232	R2	MS	MF	OM.Glucose	Glucose	7	72h	0.1195	2.6958
1233	R2	MS	MF	OM.Glucose	Glucose	8	72h	0.1141	2.5725
1234	R2	MS	MF	OM.Glucose	Glucose	9	72h	0.1195	2.7309
1235	R2	MS	MF	OM.Glucose	Glucose	10	72h	0.1105	2.4181
1236	R2	MS	MF	OM.Glucose	Glucose	11	72h	0.0706	1.6106
1237	R2	MS	MF	OM.Glucose	Glucose	12	72h	0.1177	2.7209
1238	R2	MS	MF	OM.Glucose	Glucose	13	72h	0.1268	2.7411
1239	R2	MS	MF	OM.Glucose	Glucose	14	72h	0.1068	2.3784
1240	R2	MS	MF	OM.Glucose	Glucose	15	72h	0.1032	2.3814
1241	R2	MS	MF	OM.Glucose	Glucose	16	72h	0.0779	1.7504
1242	R2	MS	MF	OM.Glucose	Glucose	17	72h	0.1032	2.3716
1243	R2	MS	MF	OM.Glucose	Glucose	18	72h	0.1358	3.0791
1244	R2	MS	MF	OM.Glucose	Glucose	19	72h	0.0869	1.9781
1245	R2	MS	MF	OM.Glucose	Glucose	20	72h	0.1068	2.4188
1246	R2	MS	MF	OM.Glucose	Glucose	21	72h	0.1014	2.3061
1247	R2	MS	MF	OM.Glucose	Glucose	22	72h	0.0815	1.878
1248	R2	MS	MF	OM.Glucose	Glucose	23	72h	0.0779	1.7837
1249	R2	MS	MF	OM.Glucose	Glucose	24	72h	0.0815	1.8916
1250	R2	MS	MF	OM.Glucose	Glucose	25	72h	0.0742	1.6624
1251	R2	MS	MF	3OM.Glucose	Glucose	1	72h	0.0905	2.0311
1252	R2	MS	MF	3OM.Glucose	Glucose	2	72h	0.0996	2.1713
1253	R2	MS	MF	3OM.Glucose	Glucose	3	72h	0.1014	2.3355
1254	R2	MS	MF	3OM.Glucose	Glucose	4	72h	0.0942	2.1802
1255	R2	MS	MF	3OM.Glucose	Glucose	5	72h	0.0923	2.1429
1256	R2	MS	MF	3OM.Glucose	Glucose	6	72h	0.0797	1.8507
1257	R2	MS	MF	3OM.Glucose	Glucose	7	72h	0.0923	2.0868
1258	R2	MS	MF	3OM.Glucose	Glucose	8	72h	0.105	2.3589
1259	R2	MS	MF	3OM.Glucose	Glucose	9	72h	0.1195	2.7978
1260	R2	MS	MF	3OM.Glucose	Glucose	10	72h	0.0978	2.276
1261	R2	MS	MF	3OM.Glucose	Glucose	11	72h	0.0779	1.7953
1262	R2	MS	MF	3OM.Glucose	Glucose	12	72h	0.0833	1.9338
1263	R2	MS	MF	3OM.Glucose	Glucose	13	72h	0.096	2.2494
1264	R2	MS	MF	3OM.Glucose	Glucose	14	72h	0.096	2.2282
1265	R2	MS	MF	3OM.Glucose	Glucose	15	72h	0.1032	2.3897
1266	R2	MS	MF	3OM.Glucose	Glucose	16	72h	0.0996	2.3158
1267	R2	MS	MF	3OM.Glucose	Glucose	17	72h	0.1195	2.7796
1268	R2	MS	MF	3OM.Glucose	Glucose	18	72h	0.0978	2.2127
1269	R2	MS	MF	3OM.Glucose	Glucose	19	72h	0.1195	2.7027
1270	R2	MS	MF	3OM.Glucose	Glucose	20	72h	0.0851	1.922
1271	R2	MS	MF	3OM.Glucose	Glucose	21	72h	0.0724	1.6675
1272	R2	MS	MF	3OM.Glucose	Glucose	22	72h	0.0851	1.9634
1273	R2	MS	MF	3OM.Glucose	Glucose	23	72h	0.0688	1.6098
1274	R2	MS	MF	3OM.Glucose	Glucose	24	72h	0.0742	1.7465
1275	R2	MS	MF	3OM.Glucose	Glucose	25	72h	0.1032	2.4053
1276	R2	MS	MF	Mannose	Mannose	1	72h	0.1032	2.3783
1277	R2	MS	MF	Mannose	Mannose	2	72h	0.0688	1.5371
1278	R2	MS	MF	Mannose	Mannose	3	72h	0.0688	1.5698
1279	R2	MS	MF	Mannose	Mannose	4	72h	0.0543	1.2497
1280	R2	MS	MF	Mannose	Mannose	5	72h	0.0779	1.7732
1281	R2	MS	MF	Mannose	Mannose	6	72h	0.0579	1.3282
1282	R2	MS	MF	Mannose	Mannose	7	72h	0.0471	1.0929
1283	R2	MS	MF	Mannose	Mannose	8	72h	0.0308	0.6831
1284	R2	MS	MF	Mannose	Mannose	9	72h	0.1213	2.7563
1285	R2	MS	MF	Mannose	Mannose	10	72h	0.0815	1.8399
1286	R2	MS	MF	Mannose	Mannose	11	72h	0.0706	1.6216
1287	R2	MS	MF	Mannose	Mannose	12	72h	0.1159	2.7041
1288	R2	MS	MF	Mannose	Mannose	13	72h	0.0724	1.6647
1289	R2	MS	MF	Mannose	Mannose	14	72h	0.0815	1.8415
1290	R2	MS	MF	Mannose	Mannose	15	72h	0.0779	1.7869
1291	R2	MS	MF	Mannose	Mannose	16	72h	0.096	2.1713
1292	R2	MS	MF	Mannose	Mannose	17	72h	0.1086	2.4438
1293	R2	MS	MF	Mannose	Mannose	18	72h	0.0779	1.7076
1294	R2	MS	MF	Mannose	Mannose	19	72h	0.1105	2.5369
1295	R2	MS	MF	Mannose	Mannose	20	72h	0.0851	1.9218
1296	R2	MS	MF	Mannose	Mannose	21	72h	0.0761	1.773
1297	R2	MS	MF	Mannose	Mannose	22	72h	0.0779	1.7827
1298	R2	MS	MF	Mannose	Mannose	23	72h	0.0579	1.3275
1299	R2	MS	MF	Mannose	Mannose	24	72h	0.1304	3.0175
1300	R2	MS	MF	Mannose	Mannose	25	72h	0.0833	1.9379
1301	R2	MS	MF	OM.Mannose	Mannose	1	72h	0.1213	2.7866
1302	R2	MS	MF	OM.Mannose	Mannose	2	72h	0.0616	1.4095
1303	R2	MS	MF	OM.Mannose	Mannose	3	72h	0.0598	1.3578
1304	R2	MS	MF	OM.Mannose	Mannose	4	72h	0.0978	2.2333
1305	R2	MS	MF	OM.Mannose	Mannose	5	72h	0.0688	1.617
1306	R2	MS	MF	OM.Mannose	Mannose	6	72h	0.0978	2.2361
1307	R2	MS	MF	OM.Mannose	Mannose	7	72h	0.1032	2.3698
1308	R2	MS	MF	OM.Mannose	Mannose	8	72h	0.1014	2.2956
1309	R2	MS	MF	OM.Mannose	Mannose	9	72h	0.0779	1.7941
1310	R2	MS	MF	OM.Mannose	Mannose	10	72h	0.0833	1.9574
1311	R2	MS	MF	OM.Mannose	Mannose	11	72h	0.0869	1.9554
1312	R2	MS	MF	OM.Mannose	Mannose	12	72h	0.0561	1.1871
1313	R2	MS	MF	OM.Mannose	Mannose	13	72h	0.0978	2.246
1314	R2	MS	MF	OM.Mannose	Mannose	14	72h	0.0579	1.2734
1315	R2	MS	MF	OM.Mannose	Mannose	15	72h	0.0923	2.0857
1316	R2	MS	MF	OM.Mannose	Mannose	16	72h	0.0706	1.5519
1317	R2	MS	MF	OM.Mannose	Mannose	17	72h	0.0706	1.5635
1318	R2	MS	MF	OM.Mannose	Mannose	18	72h	0.0815	1.8026
1319	R2	MS	MF	OM.Mannose	Mannose	19	72h	0.0616	1.42
1320	R2	MS	MF	OM.Mannose	Mannose	20	72h	0.0742	1.6683
1321	R2	MS	MF	OM.Mannose	Mannose	21	72h	0.0905	2.053
1322	R2	MS	MF	OM.Mannose	Mannose	22	72h	0.0905	2.0413
1323	R2	MS	MF	OM.Mannose	Mannose	23	72h	0.1159	2.6914
1324	R2	MS	MF	OM.Mannose	Mannose	24	72h	0.0851	1.9667
1325	R2	MS	MF	OM.Mannose	Mannose	25	72h	0.1014	2.3818
1326	R2	MS	MF	3OM.Mannose	Mannose	1	72h	0.0706	1.5746
1327	R2	MS	MF	3OM.Mannose	Mannose	2	72h	0.0942	2.112
1328	R2	MS	MF	3OM.Mannose	Mannose	3	72h	0.0851	1.879
1329	R2	MS	MF	3OM.Mannose	Mannose	4	72h	0.0851	1.8794
1330	R2	MS	MF	3OM.Mannose	Mannose	5	72h	0.0688	1.5114
1331	R2	MS	MF	3OM.Mannose	Mannose	6	72h	0.0742	1.6684
1332	R2	MS	MF	3OM.Mannose	Mannose	7	72h	0.0942	2.1598
1333	R2	MS	MF	3OM.Mannose	Mannose	8	72h	0.0996	2.2336
1334	R2	MS	MF	3OM.Mannose	Mannose	9	72h	0.0923	2.0407
1335	R2	MS	MF	3OM.Mannose	Mannose	10	72h	0.096	2.1402
1336	R2	MS	MF	3OM.Mannose	Mannose	11	72h	0.1014	2.3193
1337	R2	MS	MF	3OM.Mannose	Mannose	12	72h	0.1032	2.385
1338	R2	MS	MF	3OM.Mannose	Mannose	13	72h	0.1014	2.332
1339	R2	MS	MF	3OM.Mannose	Mannose	14	72h	0.0779	1.78
1340	R2	MS	MF	3OM.Mannose	Mannose	15	72h	0.0833	1.914
1341	R2	MS	MF	3OM.Mannose	Mannose	16	72h	0.0761	1.7872
1342	R2	MS	MF	3OM.Mannose	Mannose	17	72h	0.0851	1.9177
1343	R2	MS	MF	3OM.Mannose	Mannose	18	72h	0.0779	1.8013
1344	R2	MS	MF	3OM.Mannose	Mannose	19	72h	0.0815	1.8804
1345	R2	MS	MF	3OM.Mannose	Mannose	20	72h	0.0688	1.5962
1346	R2	MS	MF	3OM.Mannose	Mannose	21	72h	0.067	1.5177
1347	R2	MS	MF	3OM.Mannose	Mannose	22	72h	0.0471	1.0256
1348	R2	MS	MF	3OM.Mannose	Mannose	23	72h	0.0815	1.8378
1349	R2	MS	MF	3OM.Mannose	Mannose	24	72h	0.0688	1.5134
1350	R2	MS	MF	3OM.Mannose	Mannose	25	72h	0.0942	2.1217
1351	R2	MS	MF	Galactose	Galactose	1	72h	0.0996	2.2643
1352	R2	MS	MF	Galactose	Galactose	2	72h	0.105	2.3301
1353	R2	MS	MF	Galactose	Galactose	3	72h	0.105	2.3671
1354	R2	MS	MF	Galactose	Galactose	4	72h	0.0996	2.2769
1355	R2	MS	MF	Galactose	Galactose	5	72h	0.0779	1.7161
1356	R2	MS	MF	Galactose	Galactose	6	72h	0.0761	1.6767
1357	R2	MS	MF	Galactose	Galactose	7	72h	0.0923	2.1221
1358	R2	MS	MF	Galactose	Galactose	8	72h	0.0887	2.0513
1359	R2	MS	MF	Galactose	Galactose	9	72h	0.0923	2.1381
1360	R2	MS	MF	Galactose	Galactose	10	72h	0.1105	2.4645
1361	R2	MS	MF	Galactose	Galactose	11	72h	0.0851	1.949
1362	R2	MS	MF	Galactose	Galactose	12	72h	0.1032	2.3275
1363	R2	MS	MF	Galactose	Galactose	13	72h	0.0905	2.0489
1364	R2	MS	MF	Galactose	Galactose	14	72h	0.0779	1.7978
1365	R2	MS	MF	Galactose	Galactose	15	72h	0.0869	2.0094
1366	R2	MS	MF	Galactose	Galactose	16	72h	0.1376	3.0646
1367	R2	MS	MF	Galactose	Galactose	17	72h	0.0779	1.8103
1368	R2	MS	MF	Galactose	Galactose	18	72h	0.096	2.1814
1369	R2	MS	MF	Galactose	Galactose	19	72h	0.0887	2.0218
1370	R2	MS	MF	Galactose	Galactose	20	72h	0.0652	1.4232
1371	R2	MS	MF	Galactose	Galactose	21	72h	0.1141	2.5746
1372	R2	MS	MF	Galactose	Galactose	22	72h	0.1105	2.5378
1373	R2	MS	MF	Galactose	Galactose	23	72h	0.0706	1.5924
1374	R2	MS	MF	Galactose	Galactose	24	72h	0.0742	1.6154
1375	R2	MS	MF	Galactose	Galactose	25	72h	0.0833	1.8858
1376	R2	MS	MF	OM.Galactose	Galactose	1	72h	0.0416	0.9496
1377	R2	MS	MF	OM.Galactose	Galactose	2	72h	0.1648	3.8287
1378	R2	MS	MF	OM.Galactose	Galactose	3	72h	0.1177	2.7445
1379	R2	MS	MF	OM.Galactose	Galactose	4	72h	0.096	2.2409
1380	R2	MS	MF	OM.Galactose	Galactose	5	72h	0.1123	2.5905
1381	R2	MS	MF	OM.Galactose	Galactose	6	72h	0.0634	1.4676
1382	R2	MS	MF	OM.Galactose	Galactose	7	72h	0.1231	2.7897
1383	R2	MS	MF	OM.Galactose	Galactose	8	72h	0.0996	2.2612
1384	R2	MS	MF	OM.Galactose	Galactose	9	72h	0.0742	1.7001
1385	R2	MS	MF	OM.Galactose	Galactose	10	72h	0.0851	1.9023
1386	R2	MS	MF	OM.Galactose	Galactose	11	72h	0.1086	2.4137
1387	R2	MS	MF	OM.Galactose	Galactose	12	72h	0.1014	2.307
1388	R2	MS	MF	OM.Galactose	Galactose	13	72h	0.096	2.2213
1389	R2	MS	MF	OM.Galactose	Galactose	14	72h	0.0978	2.2711
1390	R2	MS	MF	OM.Galactose	Galactose	15	72h	0.0579	1.3472
1391	R2	MS	MF	OM.Galactose	Galactose	16	72h	0.0561	1.2844
1392	R2	MS	MF	OM.Galactose	Galactose	17	72h	0.096	2.0209
1393	R2	MS	MF	OM.Galactose	Galactose	18	72h	0.0996	2.2317
1394	R2	MS	MF	OM.Galactose	Galactose	19	72h	0.0688	1.5923
1395	R2	MS	MF	OM.Galactose	Galactose	20	72h	0.0942	2.1592
1396	R2	MS	MF	OM.Galactose	Galactose	21	72h	0.0652	1.5119
1397	R2	MS	MF	OM.Galactose	Galactose	22	72h	0.096	2.2294
1398	R2	MS	MF	OM.Galactose	Galactose	23	72h	0.1249	2.8317
1399	R2	MS	MF	OM.Galactose	Galactose	24	72h	0.0724	1.6523
1400	R2	MS	MF	OM.Galactose	Galactose	25	72h	0.0887	2.0649
1401	R2	MS	MF	3OM.Galactose	Galactose	1	72h	0.1195	2.7782
1402	R2	MS	MF	3OM.Galactose	Galactose	2	72h	0.0923	2.0935
1403	R2	MS	MF	3OM.Galactose	Galactose	3	72h	0.0579	1.3297
1404	R2	MS	MF	3OM.Galactose	Galactose	4	72h	0.0579	1.2592
1405	R2	MS	MF	3OM.Galactose	Galactose	5	72h	0.1141	2.633
1406	R2	MS	MF	3OM.Galactose	Galactose	6	72h	0.1249	2.6913
1407	R2	MS	MF	3OM.Galactose	Galactose	7	72h	0.0761	1.7552
1408	R2	MS	MF	3OM.Galactose	Galactose	8	72h	0.1086	2.5106
1409	R2	MS	MF	3OM.Galactose	Galactose	9	72h	0.0851	1.9723
1410	R2	MS	MF	3OM.Galactose	Galactose	10	72h	0.0797	1.821
1411	R2	MS	MF	3OM.Galactose	Galactose	11	72h	0.0706	1.663
1412	R2	MS	MF	3OM.Galactose	Galactose	12	72h	0.0779	1.7742
1413	R2	MS	MF	3OM.Galactose	Galactose	13	72h	0.0978	2.2816
1414	R2	MS	MF	3OM.Galactose	Galactose	14	72h	0.0851	1.988
1415	R2	MS	MF	3OM.Galactose	Galactose	15	72h	0.0942	2.1603
1416	R2	MS	MF	3OM.Galactose	Galactose	16	72h	0.0489	1.038
1417	R2	MS	MF	3OM.Galactose	Galactose	17	72h	0.0978	2.2589
1418	R2	MS	MF	3OM.Galactose	Galactose	18	72h	0.0797	1.8335
1419	R2	MS	MF	3OM.Galactose	Galactose	19	72h	0.0616	1.3973
1420	R2	MS	MF	3OM.Galactose	Galactose	20	72h	0.0797	1.8299
1421	R2	MS	MF	3OM.Galactose	Galactose	21	72h	0.1123	2.6093
1422	R2	MS	MF	3OM.Galactose	Galactose	22	72h	0.0761	1.7743
1423	R2	MS	MF	3OM.Galactose	Galactose	23	72h	0.105	2.4536
1424	R2	MS	MF	3OM.Galactose	Galactose	24	72h	0.0887	2.0401
1425	R2	MS	MF	3OM.Galactose	Galactose	25	72h	0.0887	2.0655
1426	R2	MS	F16	Glucose	Glucose	1	72h	0.0308	0.6807
1427	R2	MS	F16	Glucose	Glucose	2	72h	0.0217	0.4804
1428	R2	MS	F16	Glucose	Glucose	3	72h	0.029	0.6808
1429	R2	MS	F16	Glucose	Glucose	4	72h	0.038	0.858
1430	R2	MS	F16	Glucose	Glucose	5	72h	0.0561	1.2463
1431	R2	MS	F16	Glucose	Glucose	6	72h	0.029	0.6221
1432	R2	MS	F16	Glucose	Glucose	7	72h	0.0272	0.585
1433	R2	MS	F16	Glucose	Glucose	8	72h	0.0398	0.8324
1434	R2	MS	F16	Glucose	Glucose	9	72h	0.0326	0.7086
1435	R2	MS	F16	Glucose	Glucose	10	72h	0.0326	0.7209
1436	R2	MS	F16	Glucose	Glucose	11	72h	0.0344	0.701
1437	R2	MS	F16	Glucose	Glucose	12	72h	0.0308	0.6783
1438	R2	MS	F16	Glucose	Glucose	13	72h	0.0163	0.3542
1439	R2	MS	F16	Glucose	Glucose	14	72h	0.0398	0.8182
1440	R2	MS	F16	Glucose	Glucose	15	72h	0.038	0.8608
1441	R2	MS	F16	Glucose	Glucose	16	72h	0.0453	1.0443
1442	R2	MS	F16	Glucose	Glucose	17	72h	0.0326	0.6776
1443	R2	MS	F16	Glucose	Glucose	18	72h	0.0344	0.8085
1444	R2	MS	F16	Glucose	Glucose	19	72h	0.0254	0.5347
1445	R2	MS	F16	Glucose	Glucose	20	72h	0.0489	1.0753
1446	R2	MS	F16	Glucose	Glucose	21	72h	0.0507	1.0413
1447	R2	MS	F16	Glucose	Glucose	22	72h	0.0453	1.0056
1448	R2	MS	F16	Glucose	Glucose	23	72h	0.0416	0.8818
1449	R2	MS	F16	Glucose	Glucose	24	72h	0.0362	0.7953
1450	R2	MS	F16	Glucose	Glucose	25	72h	0.0326	0.7137
1451	R2	MS	F16	OM.Glucose	Glucose	1	72h	0.0598	1.3568
1452	R2	MS	F16	OM.Glucose	Glucose	2	72h	0.0489	1.0812
1453	R2	MS	F16	OM.Glucose	Glucose	3	72h	0.0453	1.0253
1454	R2	MS	F16	OM.Glucose	Glucose	4	72h	0.0326	0.7204
1455	R2	MS	F16	OM.Glucose	Glucose	5	72h	0.0362	0.8106
1456	R2	MS	F16	OM.Glucose	Glucose	6	72h	0.0398	0.9033
1457	R2	MS	F16	OM.Glucose	Glucose	7	72h	0.029	0.6235
1458	R2	MS	F16	OM.Glucose	Glucose	8	72h	0.038	0.8195
1459	R2	MS	F16	OM.Glucose	Glucose	9	72h	0.0398	0.8391
1460	R2	MS	F16	OM.Glucose	Glucose	10	72h	0.0435	0.9254
1461	R2	MS	F16	OM.Glucose	Glucose	11	72h	0.0471	1.0193
1462	R2	MS	F16	OM.Glucose	Glucose	12	72h	0.0308	0.6798
1463	R2	MS	F16	OM.Glucose	Glucose	13	72h	0.0471	1.0166
1464	R2	MS	F16	OM.Glucose	Glucose	14	72h	0.0634	1.4637
1465	R2	MS	F16	OM.Glucose	Glucose	15	72h	0.0525	1.1464
1466	R2	MS	F16	OM.Glucose	Glucose	16	72h	0.0489	1.0693
1467	R2	MS	F16	OM.Glucose	Glucose	17	72h	0.0308	0.6761
1468	R2	MS	F16	OM.Glucose	Glucose	18	72h	0.0471	1.0334
1469	R2	MS	F16	OM.Glucose	Glucose	19	72h	0.0489	1.1119
1470	R2	MS	F16	OM.Glucose	Glucose	20	72h	0.0308	0.6815
1471	R2	MS	F16	OM.Glucose	Glucose	21	72h	0.029	0.6726
1472	R2	MS	F16	OM.Glucose	Glucose	22	72h	0.0272	0.6203
1473	R2	MS	F16	OM.Glucose	Glucose	23	72h	0.0235	0.5669
1474	R2	MS	F16	OM.Glucose	Glucose	24	72h	0.0308	0.7119
1475	R2	MS	F16	OM.Glucose	Glucose	25	72h	0.0344	0.7675
1476	R2	MS	F16	3OM.Glucose	Glucose	1	72h	0.0942	2.0228
1477	R2	MS	F16	3OM.Glucose	Glucose	2	72h	0.0905	2.1207
1478	R2	MS	F16	3OM.Glucose	Glucose	3	72h	0.0453	1.0261
1479	R2	MS	F16	3OM.Glucose	Glucose	4	72h	0.0942	2.14
1480	R2	MS	F16	3OM.Glucose	Glucose	5	72h	0.0923	2.0724
1481	R2	MS	F16	3OM.Glucose	Glucose	6	72h	0.0815	1.8645
1482	R2	MS	F16	3OM.Glucose	Glucose	7	72h	0.0525	1.1958
1483	R2	MS	F16	3OM.Glucose	Glucose	8	72h	0.0688	1.6081
1484	R2	MS	F16	3OM.Glucose	Glucose	9	72h	0.0978	2.2515
1485	R2	MS	F16	3OM.Glucose	Glucose	10	72h	0.0942	2.1546
1486	R2	MS	F16	3OM.Glucose	Glucose	11	72h	0.1068	2.4243
1487	R2	MS	F16	3OM.Glucose	Glucose	12	72h	0.0815	1.7431
1488	R2	MS	F16	3OM.Glucose	Glucose	13	72h	0.0724	1.5983
1489	R2	MS	F16	3OM.Glucose	Glucose	14	72h	0.0471	1.063
1490	R2	MS	F16	3OM.Glucose	Glucose	15	72h	0.1213	2.6056
1491	R2	MS	F16	3OM.Glucose	Glucose	16	72h	0.1575	3.633
1492	R2	MS	F16	3OM.Glucose	Glucose	17	72h	0.0706	1.5638
1493	R2	MS	F16	3OM.Glucose	Glucose	18	72h	0.134	2.9794
1494	R2	MS	F16	3OM.Glucose	Glucose	19	72h	0.0797	1.7448
1495	R2	MS	F16	3OM.Glucose	Glucose	20	72h	0.0851	1.9736
1496	R2	MS	F16	3OM.Glucose	Glucose	21	72h	0.0652	1.4705
1497	R2	MS	F16	3OM.Glucose	Glucose	22	72h	0.1032	2.3488
1498	R2	MS	F16	3OM.Glucose	Glucose	23	72h	0.0561	1.2624
1499	R2	MS	F16	3OM.Glucose	Glucose	24	72h	0.0652	1.4724
1500	R2	MS	F16	3OM.Glucose	Glucose	25	72h	0.0706	1.6091
1501	R2	MS	F16	Galactose	Galactose	1	72h	0.0453	1.0336
1502	R2	MS	F16	Galactose	Galactose	2	72h	0.0272	0.5846
1503	R2	MS	F16	Galactose	Galactose	3	72h	0.029	0.5896
1504	R2	MS	F16	Galactose	Galactose	4	72h	0.0398	0.8553
1505	R2	MS	F16	Galactose	Galactose	5	72h	0.0217	0.4873
1506	R2	MS	F16	Galactose	Galactose	6	72h	0.0416	0.8942
