TranscriptID	Control_3OMG_F16_1	Control_3OMG_F16_2	Control_3OMG_F16_3	Control_3OMG_F16_4	Control_Water_F16_1	Control_Water_F16_2	Control_Water_F16_3	Plant_3OMG_F16_1	Plant_3OMG_F16_2	Plant_3OMG_F16_3	Plant_3OMG_F16_4	m3OMG_microbeFree_1	m3OMG_microbeFree_2	m3OMG_microbeFree_3	m3OMG_microbeFree_4	Plant_Water_F16_1	Plant_Water_F16_2	Plant_Water_F16_3	Plant_Water_F16_4	water_microbeFree_1	water_microbeFree_2	water_microbeFree_3	water_microbeFree_4
gene_2027	107	127	75	110	121	145	146	22	27	27	12	0	0	1	0	31	20	55	35	0	0	0	0
gene_150	34	36	26	36	50	79	53	7	6	11	7	0	0	0	0	17	4	19	8	0	0	0	0
gene_2029	115	136	72	138	146	129	137	32	41	50	30	0	0	0	0	78	46	67	56	0	0	0	0
gene_10332	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_8782	8	25	9	29	20	28	17	4	4	4	0	0	0	0	0	5	1	9	3	0	0	0	0
gene_2043	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
gene_2042	0	7	1	2	11	2	8	0	1	0	0	0	0	0	0	4	3	2	0	0	0	0	0
gene_2041	58	102	58	104	144	250	210	20	12	26	10	0	0	0	0	50	34	47	49	0	0	0	0
gene_2047	17	23	29	21	23	19	25	2	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0
gene_2046	1141	1292	821	1298	1211	1273	1603	249	461	435	381	0	0	0	0	516	248	447	423	0	0	0	0
gene_2048	17	10	5	10	1	16	8	6	3	6	6	0	0	0	0	1	0	1	0	0	0	0	0
gene_2899	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene_2050	1	3	0	0	13	7	13	1	2	1	0	0	0	0	0	9	2	7	6	0	0	0	0
gene_2810	1	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2051	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3007	0	3	1	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
gene_2055	31	20	13	28	36	49	48	8	14	6	2	0	0	0	0	26	11	6	4	0	0	0	0
gene_2054	37	17	22	12	21	26	24	2	9	4	1	0	0	0	0	11	2	11	5	0	0	0	0
gene_2056	51	58	47	60	61	91	105	10	29	20	13	0	0	0	0	19	21	25	37	0	0	0	0
gene_2057	37	11	17	19	17	17	28	2	4	1	1	0	0	0	0	9	2	0	8	0	0	0	0
gene_2972	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1383	21	10	11	19	16	18	8	2	3	1	1	0	0	0	0	2	3	3	2	0	0	0	0
gene_2060	33	51	30	44	61	62	66	5	6	5	10	0	0	0	0	28	16	15	16	0	0	0	0
gene_12173	1	13	9	14	2	6	19	1	0	3	1	0	0	0	0	5	0	0	2	0	0	0	0
gene_2062	242	186	128	276	229	227	294	44	54	50	52	0	1	0	0	70	34	26	33	0	0	0	0
gene_8140	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0
gene_2070	100	108	63	194	51	49	52	17	35	45	14	0	0	0	0	5	8	7	3	0	0	0	0
gene_2071	15	8	3	3	12	8	15	1	5	1	2	0	0	0	0	5	2	2	0	0	0	0	0
gene_2902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2079	72	81	67	58	73	108	105	15	17	26	17	0	0	0	0	63	19	45	39	0	0	0	0
gene_2085	11	16	13	16	11	15	19	6	8	2	2	0	0	0	0	6	1	6	2	0	0	0	0
gene_2083	56	48	27	40	64	102	104	9	10	12	7	0	0	0	0	4	13	11	9	0	0	0	0
gene_2081	15	19	8	10	9	14	7	0	0	3	3	0	0	0	0	14	0	7	3	0	0	0	0
gene_3305	121	104	67	100	101	123	156	42	57	30	32	0	0	0	0	101	44	76	72	0	0	0	0
gene_2091	11	10	3	6	15	16	12	1	7	5	4	0	0	0	0	13	3	4	3	0	0	0	0
gene_10001	28	35	20	41	29	35	24	7	16	16	14	0	0	0	0	12	21	40	23	0	0	0	1
gene_2092	305	402	220	395	395	567	538	87	102	136	103	0	0	0	0	462	197	308	230	0	1	1	0
gene_2095	7	10	3	2	10	26	34	12	24	12	15	0	0	0	0	35	11	20	14	0	0	0	0
gene_2096	492	408	267	462	753	860	1027	44	76	69	49	0	1	0	0	223	143	263	192	0	0	0	0
gene_2966	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_2099	125	116	85	136	96	138	154	16	32	37	20	0	0	0	0	60	29	32	36	0	0	0	0
gene_2105	12	22	16	26	34	41	52	4	10	7	5	0	0	0	0	28	5	22	6	0	0	0	0
gene_2112	325	334	217	297	262	379	368	104	112	113	126	0	0	1	0	163	94	196	162	0	0	0	1
gene_2113	143	105	77	131	119	163	174	23	24	20	18	0	0	0	0	44	18	43	25	0	0	0	0
gene_8432	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2116	16	14	13	18	17	29	44	8	12	12	12	0	0	0	0	21	8	34	15	0	0	0	0
gene_2117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2119	75	68	77	104	80	120	92	12	16	27	21	0	0	0	0	33	10	40	33	0	0	0	0
gene_10325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2120	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_11772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2122	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
gene_2123	28	27	24	38	31	23	26	3	6	7	3	0	0	0	0	14	4	12	10	0	0	0	0
gene_2124	81	56	58	71	125	123	144	16	29	28	21	0	0	0	0	52	29	53	48	0	0	0	0
gene_10360	17	29	8	18	17	44	25	3	9	15	6	0	0	0	0	14	8	18	15	0	0	0	0
gene_2126	116	107	106	204	115	131	172	24	51	42	17	0	0	0	0	102	24	55	52	0	0	0	0
gene_2127	82	65	68	80	85	133	143	8	25	19	20	0	0	0	0	45	23	45	28	0	0	0	0
gene_8419	0	0	2	0	4	0	2	1	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0
gene_4179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2129	38	28	19	50	56	67	53	7	9	5	4	0	0	0	0	22	6	21	19	0	0	0	0
gene_2128	32	60	57	56	46	62	77	12	13	18	11	0	0	0	0	19	7	20	15	1	0	0	0
gene_2974	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2133	157	159	113	163	193	197	261	22	43	52	35	0	0	0	0	62	34	65	62	0	0	0	0
gene_2135	76	79	55	86	104	128	129	29	23	26	21	5	0	2	0	42	18	28	35	1	2	0	1
gene_2140	2	0	1	4	0	0	10	0	1	3	1	0	0	0	0	1	3	0	5	0	0	0	0
gene_2139	9	3	1	7	10	33	5	2	0	7	1	0	0	0	0	2	1	4	1	0	0	0	0
gene_4539	43	46	42	31	84	101	78	16	22	16	6	0	0	0	0	74	31	53	43	0	0	0	0
gene_2965	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_8428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2145	60	55	67	83	60	83	93	3	22	20	4	0	0	0	0	36	10	48	10	0	0	0	0
gene_6085	12	8	5	20	35	38	34	0	3	6	5	0	0	0	0	1	4	15	11	0	0	0	0
gene_2149	20	49	30	56	67	55	74	5	18	20	6	0	0	0	0	40	13	35	13	0	0	0	0
gene_2153	5	6	4	9	5	7	5	1	2	3	0	0	0	0	0	8	1	2	6	0	0	0	0
gene_2152	43	38	17	34	32	33	39	2	9	4	5	0	0	0	0	29	20	32	25	0	0	0	0
gene_2151	5	8	0	0	3	4	6	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
gene_5977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2157	26	24	8	23	18	22	17	1	0	1	1	0	0	0	0	0	3	0	2	0	0	0	0
gene_2156	28	52	27	35	43	58	56	3	20	18	10	0	0	0	0	55	24	43	27	0	0	0	0
gene_8422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_4584	46	48	32	62	40	61	92	35	78	58	40	0	0	0	0	280	123	226	156	0	0	0	0
gene_2162	12	18	0	0	10	20	29	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0
gene_10326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_12350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2169	369	346	245	344	372	464	446	72	129	127	91	0	0	0	0	169	87	164	170	0	0	0	0
gene_6397	25	13	26	38	33	39	55	7	6	10	7	0	0	0	0	28	8	17	13	0	0	0	0
gene_2686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1315	29	33	12	49	41	25	46	3	6	7	10	0	0	0	0	30	4	18	7	0	0	0	0
gene_1306	126	141	91	121	115	203	216	21	28	28	45	0	0	0	0	81	36	113	48	0	0	0	0
gene_392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2440	1910	2218	1736	2269	1423	1633	1915	613	1023	862	572	0	1	0	0	232	203	191	258	0	0	0	0
gene_723	12	8	12	20	13	7	27	2	2	3	6	0	0	0	0	1	7	8	2	0	0	0	0
gene_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2589	31	21	15	23	37	47	39	3	17	7	2	0	0	0	0	33	15	22	18	0	0	0	0
gene_1280	25	23	14	27	33	25	16	2	12	5	2	0	0	0	0	9	0	6	3	0	0	0	0
gene_1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_256	41	23	22	32	20	29	29	6	17	18	17	0	0	0	0	16	6	11	15	0	0	0	0
gene_32	2	4	0	2	4	2	7	0	0	2	3	0	0	0	0	1	2	1	4	0	0	0	0
gene_1964	59	107	68	109	102	99	173	14	32	21	23	0	0	0	0	24	31	39	18	0	0	0	0
gene_2517	2	5	2	9	4	13	22	2	4	2	0	0	0	0	0	4	4	1	4	0	0	0	0
gene_1664	331	403	284	504	439	650	658	85	199	175	106	0	0	0	0	276	100	175	134	0	0	0	0
gene_270	0	0	0	5	0	0	5	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
gene_2576	14	11	19	24	10	17	11	4	4	6	4	0	0	0	0	13	3	5	1	0	0	0	0
gene_935	118	156	107	159	153	236	202	36	55	74	51	0	0	0	0	177	50	107	60	0	0	0	0
gene_2963	42	25	13	31	36	39	45	6	14	4	6	0	0	0	0	7	11	15	10	0	0	0	0
gene_2173	71	61	17	65	71	62	109	4	3	17	10	0	0	0	1	28	10	13	10	0	0	0	0
gene_2174	69	53	45	46	87	76	90	11	8	7	3	0	0	0	0	12	2	17	4	0	0	0	0
gene_701	836	901	789	1073	783	900	1048	176	249	263	160	3	0	0	1	300	135	235	202	1	6	10	1
gene_107	0	2	0	4	1	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
gene_1537	141	133	87	167	108	211	190	23	55	41	27	0	0	1	0	145	62	144	87	0	0	0	0
gene_81	2	5	2	1	1	8	5	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0
gene_379	152	190	130	210	175	182	206	28	35	34	31	0	0	0	0	88	44	58	46	0	0	0	0
gene_2867	2	0	1	0	6	2	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
gene_1788	132	156	123	153	163	171	211	30	58	52	25	0	0	0	0	119	40	79	53	0	0	0	0
gene_867	17	16	17	23	15	19	19	0	2	3	5	0	0	0	0	7	4	10	1	0	0	0	0
gene_1553	13	4	13	12	7	25	17	0	0	2	0	0	0	0	0	5	2	6	6	0	0	0	0
gene_2911	4	0	6	13	6	18	10	1	2	4	1	0	0	0	0	5	2	3	4	0	0	0	0
gene_2543	3	1	1	0	3	7	4	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0
gene_104	4	7	6	3	10	18	8	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0
gene_1305	50	57	38	65	37	61	46	14	26	12	29	0	0	0	0	48	11	27	19	0	0	0	0
gene_1359	89	93	52	58	53	87	68	13	39	25	12	0	0	0	0	60	19	27	19	0	0	0	0
gene_2093	126	113	87	99	168	136	168	18	20	20	18	0	0	0	0	77	25	40	28	0	0	0	0
gene_2792	36	54	29	50	38	57	45	9	19	8	11	0	0	0	0	16	5	15	15	0	0	0	0
gene_2176	179	192	120	175	172	184	223	1	4	2	4	0	0	0	0	9	5	8	10	0	0	0	0
gene_188	54	61	53	98	78	101	87	10	9	14	13	0	0	0	0	34	26	36	13	0	0	0	0
gene_2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2175	31	24	19	28	33	37	56	4	9	10	8	0	0	0	0	19	4	9	17	0	0	0	0
gene_2306	10	21	13	24	21	15	13	1	4	3	4	0	0	0	0	17	0	21	3	0	0	0	0
gene_1666	447	497	333	537	621	704	718	131	190	181	111	13	0	4	0	245	109	227	181	5	10	40	6
gene_1367	39	39	34	34	27	45	35	6	11	9	13	0	0	0	0	17	9	24	14	0	0	0	0
gene_2932	62	49	41	43	68	44	46	10	16	14	3	0	0	0	0	18	10	28	11	0	0	0	0
gene_2178	130	153	144	206	176	220	222	8	40	22	16	0	0	0	0	49	14	30	22	0	0	0	0
gene_1817	524	619	431	616	677	893	962	209	335	282	210	45	75	23	0	472	197	292	250	8	32	149	18
gene_2797	7	6	4	4	9	4	6	0	0	1	1	0	0	0	0	4	1	0	10	0	0	0	0
gene_1273	33	48	22	47	30	64	71	6	13	7	18	0	0	0	0	28	15	21	23	0	0	0	0
gene_2179	61	56	35	53	50	61	80	13	23	25	22	0	0	0	0	34	15	33	9	0	0	0	0
gene_219	0	0	0	0	0	0	2	1	4	1	3	0	0	0	0	4	5	5	9	0	0	0	0
gene_2525	139	136	140	156	617	685	710	78	91	100	62	0	0	0	0	269	204	370	405	0	0	0	0
gene_630	44	53	24	46	49	61	58	12	14	18	11	0	0	0	0	32	12	31	15	0	0	0	0
gene_2782	2	5	1	17	6	2	4	1	1	4	1	0	0	0	0	0	0	0	3	0	0	0	0
gene_2729	57	55	35	69	43	71	65	7	18	19	6	0	0	0	0	44	23	54	38	0	0	0	0
gene_1856	69	84	48	97	63	98	104	16	34	27	18	0	0	0	0	37	23	48	39	0	0	0	0
gene_483	2	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
gene_2228	8	13	14	17	14	13	16	5	3	6	3	0	0	0	0	17	2	2	3	0	0	0	0
gene_971	37	46	19	24	26	21	42	9	12	10	5	0	0	0	0	12	3	14	7	0	0	0	0
gene_2181	55	64	59	73	74	94	68	17	20	37	12	0	0	0	0	32	16	35	29	0	0	0	0
gene_2180	135	117	91	134	147	171	179	21	37	41	23	0	0	0	0	88	22	38	42	0	0	0	0
gene_1175	5	0	5	3	2	2	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
gene_1726	117	89	60	91	86	93	153	23	16	22	23	0	0	0	0	37	20	36	30	0	0	0	0
gene_1616	13	9	6	17	25	27	24	0	0	3	1	0	0	0	0	3	2	5	1	0	0	0	0
gene_558	38	76	49	40	56	53	66	14	28	18	10	0	0	0	0	37	10	20	12	0	0	0	0
gene_125	8	24	11	11	3	14	8	3	3	4	2	0	0	0	0	5	1	1	2	0	0	0	0
gene_2783	1166	1188	936	1203	1145	1389	1498	43	55	40	48	0	0	0	0	41	25	46	41	0	0	0	0
gene_2182	45	25	38	52	41	41	77	9	17	8	5	0	0	0	0	16	8	13	23	0	0	0	0
gene_2824	84	67	58	81	86	118	115	16	23	27	8	0	0	0	0	34	7	36	19	0	0	0	0
gene_2467	380	399	281	422	558	550	569	90	122	170	101	1	0	0	0	214	102	175	150	0	0	0	0
gene_177	27	14	16	11	21	22	24	1	1	3	1	0	0	0	0	3	3	4	4	0	0	0	0
gene_2183	20	30	16	22	31	31	34	6	11	3	4	0	0	0	0	14	2	1	4	0	0	0	0
gene_888	1	1	0	0	1	9	1	1	0	0	1	0	0	0	0	2	0	6	0	0	0	0	0
gene_1916	321	363	262	373	332	448	454	66	108	109	92	1	0	0	0	201	85	108	89	2	0	0	0
gene_505	56	86	60	62	248	237	319	12	6	10	6	0	0	0	0	18	15	19	19	0	0	0	0
gene_2154	37	20	17	24	26	29	34	1	4	3	4	0	0	0	0	8	7	10	4	0	0	0	0
gene_884	35	45	29	48	35	61	40	11	10	20	12	0	0	0	0	29	9	22	5	0	0	0	0
gene_2186	87	100	75	126	114	133	147	26	49	49	53	0	0	0	0	90	36	68	52	0	0	0	0
gene_900	13	19	7	17	15	16	20	3	17	10	3	0	0	0	0	19	5	4	20	0	0	0	0
gene_2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2849	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene_2868	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene_1511	0	7	5	3	7	10	26	5	3	11	5	0	0	0	0	8	6	11	18	0	0	0	0
gene_1000	61	53	50	63	56	49	72	4	4	4	4	0	0	0	0	29	6	18	14	0	0	0	0
gene_2190	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene_1053	52	53	60	68	68	69	82	7	19	10	9	0	0	0	0	20	9	18	11	0	0	0	0
gene_60	151	119	91	141	131	151	250	44	53	59	52	0	0	0	0	128	46	99	71	0	0	1	0
gene_817	73	54	54	61	46	85	94	6	22	11	14	0	0	0	0	16	14	13	8	0	0	0	0
gene_2655	30	44	33	32	40	45	44	10	15	12	8	0	0	0	0	35	12	23	10	0	0	0	0
gene_2921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_757	52	67	47	76	39	83	95	7	9	13	8	0	0	0	0	31	14	21	10	0	1	0	0
gene_2915	15	30	10	32	25	33	35	3	4	7	1	0	0	0	0	5	4	2	4	0	0	0	0
gene_1724	56	81	44	53	35	85	100	15	19	17	19	0	0	0	0	35	16	26	10	0	0	0	0
gene_2791	65	74	43	54	55	52	72	10	18	20	12	0	0	0	0	40	18	14	18	0	0	0	0
gene_660	23	34	34	54	37	32	44	5	12	7	5	0	0	0	0	24	9	23	6	0	0	0	0
gene_46	7	15	2	4	5	8	9	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene_968	5	6	2	7	11	4	9	0	3	0	0	0	0	0	0	4	0	3	0	0	0	0	0
gene_2411	47	58	63	80	104	79	102	24	10	11	20	0	0	0	0	30	6	10	19	0	0	0	0
gene_304	103	81	91	121	101	135	145	37	36	41	24	0	0	0	1	96	23	47	34	0	0	0	0
gene_2333	7	3	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
gene_577	16	4	3	8	4	7	9	2	1	4	3	0	0	0	0	11	2	8	5	0	0	0	0
gene_131	12	8	8	8	4	9	6	0	4	0	3	0	0	0	0	6	0	1	4	0	0	0	0
gene_2776	14	23	15	11	13	21	24	2	4	2	2	0	0	0	0	8	0	5	4	0	0	0	0
gene_2194	29	16	15	19	20	37	44	1	1	2	3	0	0	0	0	4	5	9	4	0	0	0	0
gene_157	492	452	370	468	499	608	659	123	154	194	146	4	0	0	0	245	152	247	162	0	6	0	2
gene_2425	57	74	29	83	79	90	88	8	20	22	13	0	0	0	0	34	14	24	23	0	0	0	0
gene_2195	53	62	36	78	53	80	72	7	9	7	2	0	0	0	0	8	8	14	2	0	0	0	0
gene_1333	54	62	42	41	48	67	70	20	29	39	19	0	0	0	0	104	39	92	58	0	0	0	0
gene_48	24	30	26	55	33	52	39	14	10	17	10	0	0	0	0	30	9	25	13	0	0	0	0
gene_58	17	15	29	26	21	12	27	12	5	14	7	0	0	0	0	21	3	16	12	0	0	0	0
gene_1409	44	50	33	43	47	80	77	5	10	23	8	0	0	0	0	29	15	34	23	0	0	0	0
gene_3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2198	1	0	1	0	4	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene_2197	665	690	559	900	275	363	335	183	235	274	160	0	0	0	0	851	498	885	671	0	0	1	0
gene_2556	96	107	58	103	73	108	125	38	55	47	38	0	0	0	0	68	30	73	48	0	0	0	0
gene_1888	5	12	4	11	17	34	23	0	9	1	0	0	0	0	0	7	5	1	1	0	0	0	0
gene_2979	2	1	4	0	2	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
gene_755	143	147	115	162	160	146	169	48	49	61	48	0	0	0	0	68	43	73	55	0	0	0	0
gene_23	12	10	22	23	20	14	26	2	16	12	3	0	0	0	0	7	4	3	7	0	0	0	0
gene_1162	97	91	90	109	111	150	169	14	19	23	16	0	0	0	0	49	10	21	19	0	0	0	0
gene_2200	10	3	8	7	6	14	7	1	2	1	1	0	0	0	0	2	2	2	4	0	0	0	0
gene_3758	7	8	11	15	8	12	14	5	3	6	4	0	0	0	0	2	0	1	2	0	0	0	0
gene_4059	22	12	16	22	23	21	28	2	3	3	3	0	0	0	0	9	2	4	5	0	0	0	0
gene_5447	45	34	28	50	56	54	47	7	6	10	8	0	0	0	0	18	6	11	10	0	0	0	0
gene_3811	0	1	2	0	2	0	2	0	0	0	0	0	0	0	0	3	0	1	7	0	0	0	0
gene_5458	18	25	21	42	24	45	44	7	4	12	9	0	0	0	0	30	8	16	18	0	0	0	0
gene_3768	72	68	42	79	44	57	51	13	32	14	8	0	0	0	0	21	9	17	5	0	0	0	0
gene_5236	7	12	13	12	27	17	34	9	6	3	4	0	0	0	0	26	9	28	15	0	0	0	0
gene_4406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_4165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3731	280	279	214	311	328	433	372	29	39	52	22	0	0	0	0	82	58	59	61	0	0	0	0
gene_3529	3	2	12	9	13	11	18	1	4	5	0	0	0	0	0	10	2	4	6	0	0	0	0
gene_3849	114	101	64	120	110	128	167	38	40	41	32	0	0	0	0	113	42	93	71	0	0	0	0
gene_4241	32	40	37	54	27	40	60	6	15	22	19	0	0	0	0	32	22	38	28	0	0	0	0
gene_4473	51	40	64	49	63	119	129	19	28	21	27	0	0	0	0	87	28	76	56	0	0	0	0
gene_3718	189	186	107	169	136	228	210	36	52	77	64	0	0	0	0	72	39	78	68	0	0	0	0
gene_2210	428	421	246	500	409	436	533	132	198	173	168	0	0	0	0	225	133	244	212	0	0	0	0
gene_3388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_4011	14	20	20	19	25	31	21	0	3	6	5	0	0	0	0	22	3	9	9	0	0	0	0
gene_4757	89	126	72	83	107	123	125	26	41	33	27	0	0	0	0	51	26	59	45	0	0	0	0
gene_5974	3	5	1	4	1	2	2	27	56	55	25	0	0	1	0	24	3	14	13	0	0	0	0
gene_2211	234	214	216	245	236	313	316	62	135	60	68	0	0	0	0	146	57	121	101	0	0	0	0
gene_4189	62	100	47	66	109	162	177	30	34	35	13	0	0	0	0	132	38	65	53	0	0	0	0
gene_3531	3	11	3	3	3	4	4	0	1	0	0	0	0	0	0	1	2	2	1	0	0	0	0
gene_4620	2180	1957	1547	2594	1297	1543	1481	331	452	414	272	0	0	0	0	210	86	234	172	0	0	0	0
gene_4119	0	1	2	0	1	5	0	0	1	0	1	0	0	0	0	5	0	1	2	0	0	0	0
gene_3272	6	23	11	19	13	21	31	3	8	2	10	0	0	0	0	14	4	8	8	0	0	0	0
gene_4376	125	140	94	125	156	159	218	13	39	23	12	0	0	0	0	116	22	49	48	0	0	0	0
gene_3672	2	2	4	0	1	7	20	0	0	2	0	0	0	0	0	0	0	3	3	0	0	0	0
gene_4085	6	1	6	10	7	9	9	4	1	3	2	0	0	0	0	2	3	2	2	0	0	0	0
gene_3726	130	111	96	108	138	138	189	21	35	46	47	0	0	0	0	79	30	59	57	0	0	0	0
gene_5464	270	219	169	271	198	310	347	47	58	58	62	0	0	0	0	133	62	105	80	0	0	0	0
gene_2213	18	23	25	31	27	16	55	5	13	13	7	0	0	0	0	35	10	19	15	0	0	0	0
gene_3602	55	59	30	75	81	56	91	13	16	20	15	0	0	0	0	40	22	27	19	0	0	0	0
gene_2217	0	0	0	0	0	0	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_4578	10	13	8	9	8	22	21	2	10	2	2	0	0	0	0	15	5	6	5	0	0	0	0
gene_3643	69	51	32	64	68	86	67	10	13	20	13	0	0	0	0	19	21	24	15	0	0	0	0
gene_4600	10	1	2	3	8	5	12	1	4	4	2	0	0	0	0	0	3	2	0	0	0	0	0
gene_2214	15	10	10	10	6	8	4	1	8	5	4	0	0	0	0	1	1	10	6	0	0	0	0
gene_2215	19	35	20	28	17	15	42	12	9	10	8	0	0	0	0	17	10	9	11	0	0	0	0
gene_2216	6	9	9	14	6	15	17	2	1	2	1	0	0	0	0	7	2	5	1	0	0	0	0
gene_5944	88	109	45	91	35	70	89	22	21	32	19	0	0	0	0	45	14	41	28	0	0	0	0
gene_3528	2	1	3	3	1	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0
gene_4847	0	9	1	3	2	2	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene_4139	1	2	7	3	8	0	3	0	0	0	0	0	0	0	0	7	3	1	2	0	0	0	0
gene_3474	15	14	6	12	33	38	26	4	2	3	8	0	0	0	0	7	5	2	6	0	0	0	0
gene_3626	22	35	33	30	56	49	67	14	26	17	32	0	0	0	0	58	15	56	38	0	0	0	0
gene_5306	7	1	7	8	5	9	5	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0
gene_4192	507	478	353	563	183	245	279	53	54	45	32	0	0	0	0	161	70	117	93	0	0	0	0
gene_3732	858	984	713	1062	1021	1186	1347	126	196	193	128	0	0	0	0	198	94	156	116	0	0	0	0
gene_5877	18	13	6	2	2	3	9	1	4	5	7	0	0	0	0	3	5	13	1	0	0	0	0
gene_3021	11	18	3	16	6	5	3	4	28	7	48	0	0	0	0	19	12	123	22	0	0	0	0
gene_4247	114	119	73	121	70	128	110	10	38	27	20	0	0	0	0	88	27	55	59	0	0	0	0
gene_3681	69	42	12	53	33	73	72	2	12	18	5	0	0	0	0	37	11	30	21	0	0	0	0
gene_4728	10	4	3	5	7	7	3	2	6	3	3	0	0	0	0	15	5	25	14	0	0	0	0
