ID,Time_Points,Microbes,Concentration_3OMG,Concentration_3OMG_2,Tech_Rep,Root_length
2weeks_FSC_10.01_10.01_mM_22,2weeks,FSC,0.01,0.01_mM,22,0.658
2weeks_FSC_10.01_10.01_mM_23,2weeks,FSC,0.01,0.01_mM,23,1.088
2weeks_FSC_10.01_10.01_mM_24,2weeks,FSC,0.01,0.01_mM,24,1.675
2weeks_FSC_10.01_10.01_mM_25,2weeks,FSC,0.01,0.01_mM,25,0.14
2weeks_FSC_10.01_10.01_mM_26,2weeks,FSC,0.01,0.01_mM,26,0.208
2weeks_FSC_10.01_10.01_mM_27,2weeks,FSC,0.01,0.01_mM,27,1.252
2weeks_FSC_10.01_10.01_mM_28,2weeks,FSC,0.01,0.01_mM,28,1.072
2weeks_MF_1.87_1.87_mM_1,2weeks,MF,1.87,1.87_mM,1,0.226
2weeks_MF_1.87_1.87_mM_2,2weeks,MF,1.87,1.87_mM,2,1.824
2weeks_MF_1.87_1.87_mM_3,2weeks,MF,1.87,1.87_mM,3,2.835
2weeks_MF_1.87_1.87_mM_4,2weeks,MF,1.87,1.87_mM,4,0.671
2weeks_MF_1.87_1.87_mM_5,2weeks,MF,1.87,1.87_mM,5,0.163
2weeks_MF_1.87_1.87_mM_6,2weeks,MF,1.87,1.87_mM,6,3.556
2weeks_MF_1.87_1.87_mM_7,2weeks,MF,1.87,1.87_mM,7,3.719
2weeks_MF_1.87_1.87_mM_8,2weeks,MF,1.87,1.87_mM,8,3.906
2weeks_MF_1.87_1.87_mM_9,2weeks,MF,1.87,1.87_mM,9,3.735
2weeks_MF_1.87_1.87_mM_10,2weeks,MF,1.87,1.87_mM,10,2.998
2weeks_MF_1.87_1.87_mM_11,2weeks,MF,1.87,1.87_mM,11,0.501
2weeks_MF_1.87_1.87_mM_12,2weeks,MF,1.87,1.87_mM,12,3.72
2weeks_MF_1.87_1.87_mM_13,2weeks,MF,1.87,1.87_mM,13,3.958
2weeks_MF_1.87_1.87_mM_14,2weeks,MF,1.87,1.87_mM,14,3.067
2weeks_MF_1.87_1.87_mM_15,2weeks,MF,1.87,1.87_mM,15,0.181
2weeks_MF_1.87_1.87_mM_16,2weeks,MF,1.87,1.87_mM,16,0.212
2weeks_MF_1.87_1.87_mM_17,2weeks,MF,1.87,1.87_mM,17,3.79
2weeks_MF_1.87_1.87_mM_18,2weeks,MF,1.87,1.87_mM,18,3.496
2weeks_MF_1.87_1.87_mM_19,2weeks,MF,1.87,1.87_mM,19,3.607
2weeks_MF_1.87_1.87_mM_20,2weeks,MF,1.87,1.87_mM,20,3.367
2weeks_MF_1.87_1.87_mM_21,2weeks,MF,1.87,1.87_mM,21,3.628
2weeks_MF_1.87_1.87_mM_22,2weeks,MF,1.87,1.87_mM,22,3.379
2weeks_MF_1.87_1.87_mM_23,2weeks,MF,1.87,1.87_mM,23,3.382
2weeks_MF_1.87_1.87_mM_24,2weeks,MF,1.87,1.87_mM,24,2.929
2weeks_MF_1.87_1.87_mM_25,2weeks,MF,1.87,1.87_mM,25,0.225
2weeks_MF_1.87_1.87_mM_26,2weeks,MF,1.87,1.87_mM,26,3.845
2weeks_MF_1.87_1.87_mM_27,2weeks,MF,1.87,1.87_mM,27,3.044
2weeks_MF_1.87_1.87_mM_28,2weeks,MF,1.87,1.87_mM,28,3.65
2weeks_MF_1.87_1.87_mM_29,2weeks,MF,1.87,1.87_mM,29,3.752
2weeks_MF_1.87_1.87_mM_30,2weeks,MF,1.87,1.87_mM,30,4.387
2weeks_MF_1.87_1.87_mM_31,2weeks,MF,1.87,1.87_mM,31,3.297
2weeks_MF_1.87_1.87_mM_32,2weeks,MF,1.87,1.87_mM,32,1.367
2weeks_MF_1.87_1.87_mM_33,2weeks,MF,1.87,1.87_mM,33,3.918
2weeks_MF_1.87_1.87_mM_34,2weeks,MF,1.87,1.87_mM,34,3.22
2weeks_FSC_1.87_1.87_mM_1,2weeks,FSC,1.87,1.87_mM,1,0.52
2weeks_FSC_1.87_1.87_mM_2,2weeks,FSC,1.87,1.87_mM,2,3.028
2weeks_FSC_1.87_1.87_mM_3,2weeks,FSC,1.87,1.87_mM,3,0.944
2weeks_FSC_1.87_1.87_mM_4,2weeks,FSC,1.87,1.87_mM,4,1.818
2weeks_FSC_1.87_1.87_mM_5,2weeks,FSC,1.87,1.87_mM,5,0.891
2weeks_FSC_1.87_1.87_mM_6,2weeks,FSC,1.87,1.87_mM,6,0.819
2weeks_FSC_1.87_1.87_mM_7,2weeks,FSC,1.87,1.87_mM,7,1.519
2weeks_FSC_1.87_1.87_mM_8,2weeks,FSC,1.87,1.87_mM,8,0.793
2weeks_FSC_1.87_1.87_mM_9,2weeks,FSC,1.87,1.87_mM,9,0.528
2weeks_FSC_1.87_1.87_mM_10,2weeks,FSC,1.87,1.87_mM,10,2.134
2weeks_FSC_1.87_1.87_mM_11,2weeks,FSC,1.87,1.87_mM,11,1.709
2weeks_FSC_1.87_1.87_mM_12,2weeks,FSC,1.87,1.87_mM,12,1.508
2weeks_FSC_1.87_1.87_mM_13,2weeks,FSC,1.87,1.87_mM,13,2.449
2weeks_FSC_1.87_1.87_mM_14,2weeks,FSC,1.87,1.87_mM,14,1.601
2weeks_FSC_1.87_1.87_mM_15,2weeks,FSC,1.87,1.87_mM,15,2.858
2weeks_FSC_1.87_1.87_mM_16,2weeks,FSC,1.87,1.87_mM,16,2.221
2weeks_FSC_1.87_1.87_mM_17,2weeks,FSC,1.87,1.87_mM,17,2.871
2weeks_FSC_1.87_1.87_mM_18,2weeks,FSC,1.87,1.87_mM,18,2.034
2weeks_FSC_1.87_1.87_mM_19,2weeks,FSC,1.87,1.87_mM,19,0.51
2weeks_FSC_1.87_1.87_mM_20,2weeks,FSC,1.87,1.87_mM,20,0.852
2weeks_FSC_1.87_1.87_mM_21,2weeks,FSC,1.87,1.87_mM,21,0.719
2weeks_FSC_1.87_1.87_mM_22,2weeks,FSC,1.87,1.87_mM,22,0.65
2weeks_FSC_1.87_1.87_mM_23,2weeks,FSC,1.87,1.87_mM,23,0.699
2weeks_FSC_1.87_1.87_mM_24,2weeks,FSC,1.87,1.87_mM,24,0.989
2weeks_FSC_1.87_1.87_mM_25,2weeks,FSC,1.87,1.87_mM,25,2.359
2weeks_FSC_1.87_1.87_mM_26,2weeks,FSC,1.87,1.87_mM,26,2.396
2weeks_FSC_1.87_1.87_mM_27,2weeks,FSC,1.87,1.87_mM,27,1.334
2weeks_FSC_1.87_1.87_mM_28,2weeks,FSC,1.87,1.87_mM,28,0.628
2weeks_FSC_1.87_1.87_mM_29,2weeks,FSC,1.87,1.87_mM,29,1.115
2weeks_FSC_1.87_1.87_mM_30,2weeks,FSC,1.87,1.87_mM,30,2.154
2weeks_FSC_1.87_1.87_mM_31,2weeks,FSC,1.87,1.87_mM,31,0.805
2weeks_FSC_1.87_1.87_mM_32,2weeks,FSC,1.87,1.87_mM,32,2.179
2weeks_FSC_1.87_1.87_mM_33,2weeks,FSC,1.87,1.87_mM,33,3.721
2weeks_MF_0.001_0.001_mM_1,2weeks,MF,0.001,0.001_mM,1,3.464
2weeks_MF_0.001_0.001_mM_2,2weeks,MF,0.001,0.001_mM,2,5.057
2weeks_MF_0.001_0.001_mM_3,2weeks,MF,0.001,0.001_mM,3,2.501
2weeks_MF_0.001_0.001_mM_4,2weeks,MF,0.001,0.001_mM,4,3.841
2weeks_MF_0.001_0.001_mM_5,2weeks,MF,0.001,0.001_mM,5,3.585
2weeks_MF_0.001_0.001_mM_6,2weeks,MF,0.001,0.001_mM,6,0.269
2weeks_MF_0.001_0.001_mM_7,2weeks,MF,0.001,0.001_mM,7,2.655
2weeks_MF_0.001_0.001_mM_8,2weeks,MF,0.001,0.001_mM,8,0.302
2weeks_MF_0.001_0.001_mM_9,2weeks,MF,0.001,0.001_mM,9,2.8
2weeks_MF_0.001_0.001_mM_10,2weeks,MF,0.001,0.001_mM,10,4.181
2weeks_MF_0.001_0.001_mM_11,2weeks,MF,0.001,0.001_mM,11,2.482
2weeks_MF_0.001_0.001_mM_12,2weeks,MF,0.001,0.001_mM,12,0.343
2weeks_MF_0.001_0.001_mM_13,2weeks,MF,0.001,0.001_mM,13,0.244
2weeks_MF_0.001_0.001_mM_14,2weeks,MF,0.001,0.001_mM,14,3.924
2weeks_MF_0.001_0.001_mM_15,2weeks,MF,0.001,0.001_mM,15,4.106
2weeks_MF_0.001_0.001_mM_16,2weeks,MF,0.001,0.001_mM,16,4.012
2weeks_MF_0.001_0.001_mM_17,2weeks,MF,0.001,0.001_mM,17,4.099
2weeks_MF_0.001_0.001_mM_18,2weeks,MF,0.001,0.001_mM,18,3.896
2weeks_MF_0.001_0.001_mM_19,2weeks,MF,0.001,0.001_mM,19,3.302
2weeks_MF_0.001_0.001_mM_20,2weeks,MF,0.001,0.001_mM,20,0.716
2weeks_MF_0.001_0.001_mM_21,2weeks,MF,0.001,0.001_mM,21,0.508
2weeks_MF_0.001_0.001_mM_22,2weeks,MF,0.001,0.001_mM,22,3.91
2weeks_MF_0.001_0.001_mM_23,2weeks,MF,0.001,0.001_mM,23,1.796
2weeks_MF_0.001_0.001_mM_24,2weeks,MF,0.001,0.001_mM,24,3.644
2weeks_MF_0.001_0.001_mM_25,2weeks,MF,0.001,0.001_mM,25,2.697
2weeks_MF_0.001_0.001_mM_26,2weeks,MF,0.001,0.001_mM,26,2.054
2weeks_MF_0.001_0.001_mM_27,2weeks,MF,0.001,0.001_mM,27,3.601
2weeks_MF_0.001_0.001_mM_28,2weeks,MF,0.001,0.001_mM,28,2.999
2weeks_MF_0.001_0.001_mM_29,2weeks,MF,0.001,0.001_mM,29,3.039
2weeks_FSC_0.001_0.001_mM_1,2weeks,FSC,0.001,0.001_mM,1,0.503
2weeks_FSC_0.001_0.001_mM_2,2weeks,FSC,0.001,0.001_mM,2,0.747
2weeks_FSC_0.001_0.001_mM_3,2weeks,FSC,0.001,0.001_mM,3,0.676
2weeks_FSC_0.001_0.001_mM_4,2weeks,FSC,0.001,0.001_mM,4,1.052
2weeks_FSC_0.001_0.001_mM_5,2weeks,FSC,0.001,0.001_mM,5,0.969
2weeks_FSC_0.001_0.001_mM_6,2weeks,FSC,0.001,0.001_mM,6,0.337
2weeks_FSC_0.001_0.001_mM_7,2weeks,FSC,0.001,0.001_mM,7,1.559
2weeks_FSC_0.001_0.001_mM_8,2weeks,FSC,0.001,0.001_mM,8,1.459
2weeks_FSC_0.001_0.001_mM_9,2weeks,FSC,0.001,0.001_mM,9,0.815
2weeks_FSC_0.001_0.001_mM_10,2weeks,FSC,0.001,0.001_mM,10,0.22
2weeks_FSC_0.001_0.001_mM_11,2weeks,FSC,0.001,0.001_mM,11,1.435
2weeks_FSC_0.001_0.001_mM_12,2weeks,FSC,0.001,0.001_mM,12,1.006
2weeks_FSC_0.001_0.001_mM_13,2weeks,FSC,0.001,0.001_mM,13,0.494
2weeks_FSC_0.001_0.001_mM_14,2weeks,FSC,0.001,0.001_mM,14,0.136
2weeks_FSC_0.001_0.001_mM_15,2weeks,FSC,0.001,0.001_mM,15,0.111
2weeks_FSC_0.001_0.001_mM_16,2weeks,FSC,0.001,0.001_mM,16,0.181
2weeks_FSC_0.001_0.001_mM_17,2weeks,FSC,0.001,0.001_mM,17,1.281
2weeks_FSC_0.001_0.001_mM_18,2weeks,FSC,0.001,0.001_mM,18,0.226
2weeks_FSC_0.001_0.001_mM_19,2weeks,FSC,0.001,0.001_mM,19,0.123
2weeks_FSC_0.001_0.001_mM_20,2weeks,FSC,0.001,0.001_mM,20,0.052
2weeks_FSC_0.001_0.001_mM_21,2weeks,FSC,0.001,0.001_mM,21,0.312
2weeks_FSC_0.001_0.001_mM_22,2weeks,FSC,0.001,0.001_mM,22,0.234
2weeks_FSC_0.001_0.001_mM_23,2weeks,FSC,0.001,0.001_mM,23,0.122
2weeks_FSC_0.001_0.001_mM_24,2weeks,FSC,0.001,0.001_mM,24,0.238
2weeks_FSC_0.001_0.001_mM_25,2weeks,FSC,0.001,0.001_mM,25,1.132
2weeks_FSC_0.001_0.001_mM_26,2weeks,FSC,0.001,0.001_mM,26,0.878
2weeks_FSC_0.001_0.001_mM_27,2weeks,FSC,0.001,0.001_mM,27,1.047
2weeks_FSC_0.001_0.001_mM_28,2weeks,FSC,0.001,0.001_mM,28,0.254
2weeks_FSC_0.001_0.001_mM_29,2weeks,FSC,0.001,0.001_mM,29,0.159
2weeks_MF_0_0_mM_1,2weeks,MF,0,0_mM,1,0.294
2weeks_MF_0_0_mM_2,2weeks,MF,0,0_mM,2,0.15
2weeks_MF_0_0_mM_3,2weeks,MF,0,0_mM,3,1.415
2weeks_MF_0_0_mM_4,2weeks,MF,0,0_mM,4,4.41
2weeks_MF_0_0_mM_5,2weeks,MF,0,0_mM,5,3.643
2weeks_MF_0_0_mM_6,2weeks,MF,0,0_mM,6,3.95
2weeks_MF_0_0_mM_7,2weeks,MF,0,0_mM,7,0.485
2weeks_MF_0_0_mM_8,2weeks,MF,0,0_mM,8,1.937
2weeks_MF_0_0_mM_9,2weeks,MF,0,0_mM,9,0.41
2weeks_MF_0_0_mM_10,2weeks,MF,0,0_mM,10,3.994
2weeks_MF_0_0_mM_11,2weeks,MF,0,0_mM,11,3.153
2weeks_MF_0_0_mM_12,2weeks,MF,0,0_mM,12,4.237
2weeks_MF_0_0_mM_13,2weeks,MF,0,0_mM,13,4.011
2weeks_MF_0_0_mM_14,2weeks,MF,0,0_mM,14,3.309
2weeks_MF_0_0_mM_15,2weeks,MF,0,0_mM,15,3.925
2weeks_MF_0_0_mM_16,2weeks,MF,0,0_mM,16,4.33
2weeks_MF_0_0_mM_17,2weeks,MF,0,0_mM,17,3.55
2weeks_MF_0_0_mM_18,2weeks,MF,0,0_mM,18,1.539
2weeks_MF_0_0_mM_19,2weeks,MF,0,0_mM,19,2.733
2weeks_MF_0_0_mM_20,2weeks,MF,0,0_mM,20,3.859
2weeks_MF_0_0_mM_21,2weeks,MF,0,0_mM,21,3.504
2weeks_MF_0_0_mM_22,2weeks,MF,0,0_mM,22,3.976
2weeks_MF_0_0_mM_23,2weeks,MF,0,0_mM,23,0.758
2weeks_MF_0_0_mM_24,2weeks,MF,0,0_mM,24,3.207
2weeks_MF_0_0_mM_25,2weeks,MF,0,0_mM,25,2.746
2weeks_MF_0_0_mM_26,2weeks,MF,0,0_mM,26,3.083
2weeks_MF_0_0_mM_27,2weeks,MF,0,0_mM,27,3.677
2weeks_MF_0_0_mM_28,2weeks,MF,0,0_mM,28,1.894
2weeks_MF_0_0_mM_29,2weeks,MF,0,0_mM,29,3.768
2weeks_FSC_0_0_mM_1,2weeks,FSC,0,0_mM,1,1.398
2weeks_FSC_0_0_mM_2,2weeks,FSC,0,0_mM,2,1.781
2weeks_FSC_0_0_mM_3,2weeks,FSC,0,0_mM,3,0.863
2weeks_FSC_0_0_mM_4,2weeks,FSC,0,0_mM,4,1.625
2weeks_FSC_0_0_mM_5,2weeks,FSC,0,0_mM,5,2.272
2weeks_FSC_0_0_mM_6,2weeks,FSC,0,0_mM,6,2.731
2weeks_FSC_0_0_mM_7,2weeks,FSC,0,0_mM,7,2.525
2weeks_FSC_0_0_mM_8,2weeks,FSC,0,0_mM,8,2.082
2weeks_FSC_0_0_mM_9,2weeks,FSC,0,0_mM,9,0.499
2weeks_FSC_0_0_mM_10,2weeks,FSC,0,0_mM,10,0.371
2weeks_FSC_0_0_mM_11,2weeks,FSC,0,0_mM,11,0.919
2weeks_FSC_0_0_mM_12,2weeks,FSC,0,0_mM,12,1.012
2weeks_FSC_0_0_mM_13,2weeks,FSC,0,0_mM,13,1.303
2weeks_FSC_0_0_mM_14,2weeks,FSC,0,0_mM,14,0.314
2weeks_FSC_0_0_mM_15,2weeks,FSC,0,0_mM,15,1.231
2weeks_FSC_0_0_mM_16,2weeks,FSC,0,0_mM,16,2.804
2weeks_FSC_0_0_mM_17,2weeks,FSC,0,0_mM,17,0.203
2weeks_FSC_0_0_mM_18,2weeks,FSC,0,0_mM,18,0.175
2weeks_FSC_0_0_mM_19,2weeks,FSC,0,0_mM,19,0.216
