	Sample_Name	Value	Well	Strains	Strains2	Concentration	Concentration2	Carbon	Carbon2	Measurement_wavelength	Time3	Filename	Row	Row_num	Column	Expe	Media
1	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1003	A1	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	1	Broth	PGB
2	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1027	A1	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	1	Broth	PGB
3	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1091	A1	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	1	Broth	PGB
4	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1064	A1	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	1	Broth	PGB
5	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.0995	A2	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	2	Broth	PGB
6	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1	A2	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	2	Broth	PGB
7	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1031	A2	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	2	Broth	PGB
8	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.103	A2	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	2	Broth	PGB
9	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1009	A3	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	3	Broth	PGB
10	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1024	A3	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	3	Broth	PGB
11	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.102	A3	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	3	Broth	PGB
12	P. cucumerina_375 uM_PGB + 3OMG_Broth	0.1052	A3	F16	P. cucumerina	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	3	Broth	PGB
13	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.0994	A4	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	4	Broth	PGB
14	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.0994	A4	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	4	Broth	PGB
15	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1035	A4	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	4	Broth	PGB
16	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1027	A4	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	4	Broth	PGB
17	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1001	A5	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	5	Broth	PGB
18	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.0998	A5	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	5	Broth	PGB
19	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1032	A5	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	5	Broth	PGB
20	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1032	A5	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	5	Broth	PGB
21	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1013	A6	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	6	Broth	PGB
22	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1007	A6	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	6	Broth	PGB
23	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1042	A6	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	6	Broth	PGB
24	D. macrodidyma_375 uM_PGB + 3OMG_Broth	0.1018	A6	F147	D. macrodidyma	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	6	Broth	PGB
25	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1	A7	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	7	Broth	PGB
26	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1017	A7	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	7	Broth	PGB
27	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1024	A7	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	7	Broth	PGB
28	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1017	A7	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	7	Broth	PGB
29	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1008	A8	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	8	Broth	PGB
30	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1011	A8	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	8	Broth	PGB
31	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1021	A8	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	8	Broth	PGB
32	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1006	A8	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	8	Broth	PGB
33	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1014	A9	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	9	Broth	PGB
34	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1019	A9	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	9	Broth	PGB
35	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.1016	A9	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	9	Broth	PGB
36	F. oxysporum_375 uM_PGB + 3OMG_Broth	0.101	A9	F212	F. oxysporum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	9	Broth	PGB
37	D. nanum_375 uM_PGB + 3OMG_Broth	0.1044	A10	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	10	Broth	PGB
38	D. nanum_375 uM_PGB + 3OMG_Broth	0.1114	A10	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	10	Broth	PGB
39	D. nanum_375 uM_PGB + 3OMG_Broth	0.1031	A10	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	10	Broth	PGB
40	D. nanum_375 uM_PGB + 3OMG_Broth	0.1048	A10	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	10	Broth	PGB
41	D. nanum_375 uM_PGB + 3OMG_Broth	0.1059	A11	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	11	Broth	PGB
42	D. nanum_375 uM_PGB + 3OMG_Broth	0.1028	A11	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	11	Broth	PGB
43	D. nanum_375 uM_PGB + 3OMG_Broth	0.1023	A11	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	11	Broth	PGB
44	D. nanum_375 uM_PGB + 3OMG_Broth	0.1053	A11	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	11	Broth	PGB
45	D. nanum_375 uM_PGB + 3OMG_Broth	0.1066	A12	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	12	Broth	PGB
46	D. nanum_375 uM_PGB + 3OMG_Broth	0.1017	A12	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	12	Broth	PGB
47	D. nanum_375 uM_PGB + 3OMG_Broth	0.1072	A12	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	12	Broth	PGB
48	D. nanum_375 uM_PGB + 3OMG_Broth	0.1037	A12	F253	D. nanum	375	375 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	A	1	12	Broth	PGB
49	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1009	B1	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	1	Broth	PGB
50	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1057	B1	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	1	Broth	PGB
51	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1029	B1	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	1	Broth	PGB
52	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1089	B1	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	1	Broth	PGB
53	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1047	B2	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	2	Broth	PGB
54	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1019	B2	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	2	Broth	PGB
55	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1162	B2	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	2	Broth	PGB
56	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1066	B2	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	2	Broth	PGB
57	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1056	B3	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	3	Broth	PGB
58	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1014	B3	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	3	Broth	PGB
59	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1042	B3	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	3	Broth	PGB
60	P. cucumerina_93.75 uM_PGB + 3OMG_Broth	0.1035	B3	F16	P. cucumerina	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	3	Broth	PGB
61	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1004	B4	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	4	Broth	PGB
62	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1018	B4	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	4	Broth	PGB
63	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.105	B4	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	4	Broth	PGB
64	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1033	B4	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	4	Broth	PGB
65	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1001	B5	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	5	Broth	PGB
66	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1004	B5	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	5	Broth	PGB
67	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1034	B5	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	5	Broth	PGB
68	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1031	B5	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	5	Broth	PGB
69	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.0999	B6	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	6	Broth	PGB
70	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1028	B6	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	6	Broth	PGB
71	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1034	B6	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	6	Broth	PGB
72	D. macrodidyma_93.75 uM_PGB + 3OMG_Broth	0.1022	B6	F147	D. macrodidyma	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	6	Broth	PGB
73	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1006	B7	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	7	Broth	PGB
74	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1011	B7	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	7	Broth	PGB
75	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1034	B7	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	7	Broth	PGB
76	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1021	B7	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	7	Broth	PGB
77	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1016	B8	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	8	Broth	PGB
78	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1019	B8	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	8	Broth	PGB
79	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1038	B8	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	8	Broth	PGB
80	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1017	B8	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	8	Broth	PGB
81	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1018	B9	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	9	Broth	PGB
82	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.102	B9	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	9	Broth	PGB
83	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1038	B9	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	9	Broth	PGB
84	F. oxysporum_93.75 uM_PGB + 3OMG_Broth	0.1009	B9	F212	F. oxysporum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	9	Broth	PGB
85	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1038	B10	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	10	Broth	PGB
86	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1052	B10	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	10	Broth	PGB
87	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1032	B10	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	10	Broth	PGB
88	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1058	B10	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	10	Broth	PGB
89	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1033	B11	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	11	Broth	PGB
90	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1027	B11	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	11	Broth	PGB
91	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1045	B11	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	11	Broth	PGB
92	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1025	B11	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	11	Broth	PGB
93	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.102	B12	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	12	Broth	PGB
94	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1065	B12	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	12	Broth	PGB
95	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1053	B12	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	12	Broth	PGB
96	D. nanum_93.75 uM_PGB + 3OMG_Broth	0.1083	B12	F253	D. nanum	93.75	93.75 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	B	2	12	Broth	PGB
97	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.0999	C1	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	1	Broth	PGB
98	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1018	C1	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	1	Broth	PGB
99	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.107	C1	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	1	Broth	PGB
100	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1033	C1	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	1	Broth	PGB
101	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1033	C2	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	2	Broth	PGB
102	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1035	C2	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	2	Broth	PGB
103	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1049	C2	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	2	Broth	PGB
104	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1052	C2	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	2	Broth	PGB
105	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1074	C3	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	3	Broth	PGB
106	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1006	C3	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	3	Broth	PGB
107	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1442	C3	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	3	Broth	PGB
108	P. cucumerina_5.8 uM_PGB + 3OMG_Broth	0.1054	C3	F16	P. cucumerina	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	3	Broth	PGB
109	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1017	C4	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	4	Broth	PGB
110	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1012	C4	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	4	Broth	PGB
111	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.105	C4	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	4	Broth	PGB
112	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1036	C4	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	4	Broth	PGB
113	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1009	C5	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	5	Broth	PGB
114	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1002	C5	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	5	Broth	PGB
115	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1069	C5	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	5	Broth	PGB
116	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1035	C5	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	5	Broth	PGB
117	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1017	C6	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	6	Broth	PGB
118	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1026	C6	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	6	Broth	PGB
119	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1046	C6	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	6	Broth	PGB
120	D. macrodidyma_5.8 uM_PGB + 3OMG_Broth	0.1025	C6	F147	D. macrodidyma	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	6	Broth	PGB
121	F. oxysporum_5.8 uM_PGB + 3OMG_Broth	0.0999	C7	F212	F. oxysporum	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	7	Broth	PGB
122	F. oxysporum_5.8 uM_PGB + 3OMG_Broth	0.1015	C7	F212	F. oxysporum	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	7	Broth	PGB
123	F. oxysporum_5.8 uM_PGB + 3OMG_Broth	0.1055	C7	F212	F. oxysporum	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	7	Broth	PGB
124	F. oxysporum_5.8 uM_PGB + 3OMG_Broth	0.1021	C7	F212	F. oxysporum	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	7	Broth	PGB
125	F. oxysporum_5.8 uM_PGB + 3OMG_Broth	0.1011	C8	F212	F. oxysporum	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	8	Broth	PGB
126	F. oxysporum_5.8 uM_PGB + 3OMG_Broth	0.1018	C8	F212	F. oxysporum	5.8	5.8 mM	3OMG	PGB + 3OMG	600	0	cytotoxic-05-06-2023.xlsx	C	3	8	Broth	PGB
