ID;Expe;Condition;Time;Microbe;Plotting_3OMG;Plotting_Glucose;Conc_3OMG;Conc_Glucose;Rep;Root_Length;Comment;Area_Fungi
;Plant;C1;D03;MF;YES;YES;7.5;7.5;1;1.889;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;2;1.444;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;3;1.96;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;4;1.461;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;5;1.769;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;6;1.513;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;7;2.503;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;8;1.685;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;9;1.544;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;10;2.527;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;11;2.095;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;12;1.376;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;13;1.306;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;14;1.463;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;15;1.546;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;16;1.456;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;17;1.386;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;18;1.271;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;19;1.199;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;20;1.441;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;21;1.525;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;22;1.291;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;23;1.498;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;24;2.057;;NA
;Plant;C1;D03;MF;YES;YES;7.5;7.5;25;1.445;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;1;1.949;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;2;1.567;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;3;1.625;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;4;1.653;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;5;1.324;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;6;1.828;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;7;1.218;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;8;1.155;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;9;1.526;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;10;1.869;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;11;2.221;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;12;1.407;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;13;1.484;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;14;2.176;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;15;1.49;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;16;1.301;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;17;1.561;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;18;1.478;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;19;1.394;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;20;1.532;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;21;1.314;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;22;1.22;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;23;1.321;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;24;0.932;;NA
;Plant;C2;D03;MF;YES;NO;7.5;3.75;25;1.585;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;1;1.697;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;2;0.995;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;3;1.962;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;4;1.565;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;5;1.508;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;6;1.84;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;7;1.993;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;8;1.613;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;9;1.632;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;10;2.092;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;11;1.354;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;12;1.403;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;13;1.376;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;14;0.72;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;15;1.628;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;16;1.768;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;17;1.472;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;18;1.761;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;19;1.467;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;20;1.3;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;21;1.447;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;22;1.205;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;23;2.089;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;24;1.095;;NA
;Plant;C3;D03;MF;YES;NO;7.5;1.875;25;1.385;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;1;1.919;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;2;1.829;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;3;1.943;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;4;1.575;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;5;1.892;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;6;1.464;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;7;1.017;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;8;1.622;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;9;2.047;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;10;1.222;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;11;1.288;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;12;1.975;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;13;1.011;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;14;1.389;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;15;1.896;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;16;1.44;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;17;1.501;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;18;1.477;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;19;1.252;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;20;1.601;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;21;1.355;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;22;1.914;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;23;1.398;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;24;2.27;;NA
;Plant;C4;D03;MF;YES;NO;7.5;0.9375;25;1.037;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;1;0.612;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;2;1.386;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;3;1.509;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;4;1.664;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;5;0.636;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;6;1.059;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;7;1.307;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;8;1.723;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;9;1.872;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;10;1.831;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;11;1.063;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;12;2.012;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;13;1.387;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;14;1.674;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;15;1.369;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;16;2.396;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;17;1.185;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;18;1.49;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;19;1.404;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;20;2.082;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;21;1.693;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;22;2.161;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;23;1.995;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;24;1.981;;NA
;Plant;C5;D03;MF;YES;NO;7.5;0.001;25;2.222;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;1;1.723;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;2;0.783;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;3;1.551;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;4;2.319;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;5;1.109;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;6;1.315;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;7;1.683;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;8;1.644;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;9;1.797;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;10;1.527;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;11;1.369;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;12;1.408;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;13;1.576;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;14;1.583;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;15;1.135;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;16;1.728;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;17;1.497;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;18;1.63;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;19;2.081;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;20;1.577;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;21;1.845;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;22;1.877;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;23;2.243;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;24;2.203;;NA
;Plant;C6;D03;MF;YES;NO;7.5;0;25;1.711;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;1;1.609;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;2;2.106;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;3;1.695;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;4;2.18;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;5;2.133;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;6;1.639;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;7;1.624;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;8;1.729;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;9;2.377;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;10;1.206;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;11;1.695;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;12;1.865;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;13;1.488;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;14;0.965;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;15;1.793;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;16;2.056;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;17;1.57;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;18;2.906;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;19;1.285;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;20;2.692;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;21;1.708;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;22;1.314;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;23;1.671;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;24;2.066;;NA
;Plant;C7;D03;MF;NO;YES;3.75;7.5;25;1.784;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;1;1.371;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;2;1.369;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;3;1.252;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;4;1.441;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;5;1.723;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;6;1.192;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;7;1.803;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;8;2.107;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;9;1.966;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;10;1.023;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;11;1.812;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;12;2.133;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;13;1.346;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;14;1.54;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;15;1.497;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;16;1.465;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;17;1.509;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;18;1.989;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;19;2.061;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;20;1.889;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;21;2.335;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;22;2.407;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;23;1.558;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;24;1.961;;NA
;Plant;C8;D03;MF;NO;YES;1.875;7.5;25;1.587;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;1;1.128;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;2;1.852;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;3;1.748;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;4;1.419;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;5;2.202;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;6;1.473;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;7;3.108;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;8;2.115;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;9;1.691;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;10;1.799;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;11;2.727;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;12;2.313;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;13;2.676;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;14;2.234;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;15;2.053;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;16;1.42;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;17;1.552;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;18;1.532;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;19;3.005;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;20;1.855;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;21;1.818;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;22;1.642;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;23;2.814;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;24;1.538;;NA
;Plant;C9;D03;MF;NO;YES;0.9375;7.5;25;1.321;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;1;1.42;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;2;1.994;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;3;2.288;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;4;1.448;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;5;1.291;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;6;1.754;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;7;1.654;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;8;1.771;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;9;1.743;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;10;2.02;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;11;2.731;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;12;1.534;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;13;2.124;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;14;1.865;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;15;2.412;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;16;1.842;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;17;1.796;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;18;1.711;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;19;1.788;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;20;1.695;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;21;1.772;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;22;1.724;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;23;1.403;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;24;2.16;;NA
;Plant;C10;D03;MF;NO;YES;0.001;7.5;25;1.666;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;1;2.036;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;2;1.549;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;3;1.48;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;4;1.471;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;5;1.802;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;6;1.98;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;7;1.713;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;8;1.127;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;9;2.158;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;10;1.525;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;11;2.101;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;12;1.491;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;13;1.718;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;14;2.09;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;15;1.852;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;16;2.152;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;17;1.869;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;18;2.234;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;19;1.532;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;20;1.649;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;21;1.552;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;22;1.441;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;23;1.545;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;24;1.871;;NA
;Plant;C11;D03;MF;NO;YES;0;7.5;25;1.461;;NA
;Plant;C12;D03;MF;NO;NO;0;0;1;1.525;;NA
;Plant;C12;D03;MF;NO;NO;0;0;2;1.624;;NA
;Plant;C12;D03;MF;NO;NO;0;0;3;1.821;;NA
;Plant;C12;D03;MF;NO;NO;0;0;4;1.709;;NA
;Plant;C12;D03;MF;NO;NO;0;0;5;1.363;;NA
;Plant;C12;D03;MF;NO;NO;0;0;6;1.847;;NA
;Plant;C12;D03;MF;NO;NO;0;0;7;1.651;;NA
;Plant;C12;D03;MF;NO;NO;0;0;8;1.539;;NA
;Plant;C12;D03;MF;NO;NO;0;0;9;1.206;;NA
;Plant;C12;D03;MF;NO;NO;0;0;10;1.949;;NA
;Plant;C12;D03;MF;NO;NO;0;0;11;1.729;;NA
;Plant;C12;D03;MF;NO;NO;0;0;12;1.624;;NA
;Plant;C12;D03;MF;NO;NO;0;0;13;1.69;;NA
;Plant;C12;D03;MF;NO;NO;0;0;14;1.356;;NA
;Plant;C12;D03;MF;NO;NO;0;0;15;1.03;;NA
;Plant;C12;D03;MF;NO;NO;0;0;16;1.604;;NA
;Plant;C12;D03;MF;NO;NO;0;0;17;1.423;;NA
;Plant;C12;D03;MF;NO;NO;0;0;18;1.441;;NA
;Plant;C12;D03;MF;NO;NO;0;0;19;1.615;;NA
;Plant;C12;D03;MF;NO;NO;0;0;20;0.994;;NA
;Plant;C12;D03;MF;NO;NO;0;0;21;1.176;;NA
;Plant;C12;D03;MF;NO;NO;0;0;22;2.057;;NA
;Plant;C12;D03;MF;NO;NO;0;0;23;1.536;;NA
;Plant;C12;D03;MF;NO;NO;0;0;24;1.161;;NA
;Plant;C12;D03;MF;NO;NO;0;0;25;1.847;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;1;1.977;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;2;2.189;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;3;1.928;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;4;1.632;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;5;4.004;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;6;1.524;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;7;3.331;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;8;1.514;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;9;1.575;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;10;1.3;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;11;1.904;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;12;1.616;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;13;1.913;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;14;2.04;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;15;1.953;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;16;0.865;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;17;1.673;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;18;1.274;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;19;1.452;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;20;1.384;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;21;1.709;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;22;1.131;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;23;2.12;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;24;1.733;;NA
;Plant;C1;D03;F16;YES;YES;7.5;7.5;25;1.737;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;1;1.748;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;2;1.805;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;3;1.297;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;4;2.059;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;5;1.75;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;6;1.305;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;7;1.692;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;8;2.112;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;9;1.163;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;10;1.798;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;11;2.136;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;12;1.74;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;13;0.929;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;14;1.951;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;15;1.478;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;16;1.975;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;17;1.442;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;18;1.375;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;19;1.508;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;20;1.85;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;21;1.741;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;22;1.422;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;23;1.715;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;24;1.103;;NA
;Plant;C2;D03;F16;YES;NO;7.5;3.75;25;1.377;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;1;1.898;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;2;2.09;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;3;1.426;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;4;1.4;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;5;1.082;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;6;1.111;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;7;1.418;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;8;1.239;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;9;1.469;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;10;2.116;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;11;1.552;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;12;2.254;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;13;1.412;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;14;1.475;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;15;1.966;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;16;1.723;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;17;1.941;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;18;1.416;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;19;1.41;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;20;1.084;;NA
