ID;Expe;Condition;Time;Microbe;Plotting_3OMG;Plotting_Glucose;Conc_3OMG;Conc_Glucose;Rep;Root_Length;Comment;Area_Fungi
;Plant;C3;D03;F16;YES;NO;7.5;1.875;21;1.46;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;22;1.73;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;23;1.522;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;24;1.654;;NA
;Plant;C3;D03;F16;YES;NO;7.5;1.875;25;1.368;;NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;1;1.555;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;2;2.003;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;3;1.624;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;4;1.985;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;5;2.247;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;6;1.381;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;7;1.647;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;8;1.923;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;9;1.58;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;10;1.788;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;11;2.219;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;12;1.456;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;13;1.391;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;14;1.581;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;15;1.437;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;16;1.492;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;17;2.032;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;18;2.031;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;19;1.87;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;20;2.582;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;21;2.5;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;22;1.438;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;23;1.575;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;24;1.786;Hard to measure (Plate bad orientation);NA
;Plant;C4;D03;F16;YES;NO;7.5;0.9375;25;1.945;Hard to measure (Plate bad orientation);NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;1;1.458;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;2;1.857;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;3;2.044;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;4;1.96;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;5;1.932;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;6;2.129;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;7;2.433;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;8;1.86;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;9;1.733;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;10;1.945;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;11;1.984;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;12;2.044;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;13;2.092;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;14;2.238;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;15;2.476;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;16;2.222;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;17;1.751;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;18;1.546;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;19;2.164;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;20;2.494;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;21;2.257;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;22;2.221;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;23;3.588;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;24;2.083;;NA
;Plant;C5;D03;F16;YES;NO;7.5;0.001;25;1.725;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;1;1.941;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;2;2.2;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;3;2.655;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;4;2.137;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;5;2.281;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;6;2.063;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;7;2.143;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;8;1.867;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;9;2.225;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;10;1.256;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;11;2.035;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;12;2.583;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;13;2.306;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;14;1.771;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;15;1.941;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;16;3.604;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;17;2.25;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;18;2.427;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;19;1.646;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;20;1.95;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;21;1.714;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;22;1.948;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;23;2.591;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;24;2.492;;NA
;Plant;C6;D03;F16;YES;NO;7.5;0;25;2.019;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;1;1.578;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;2;1.171;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;3;1.323;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;4;1.04;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;5;1.657;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;6;1.409;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;7;1.657;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;8;1.943;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;9;1.211;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;10;1.777;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;11;1.411;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;12;1.076;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;13;1.492;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;14;0.789;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;15;1.039;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;16;2.379;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;17;1.768;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;18;1.211;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;19;2.014;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;20;1.716;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;21;1.493;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;22;1.792;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;23;1.368;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;24;1.875;;NA
;Plant;C7;D03;F16;NO;YES;3.75;7.5;25;0.77;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;1;1.573;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;2;1.537;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;3;1.609;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;4;1.586;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;5;1.769;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;6;1.858;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;7;0.94;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;8;2.109;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;9;0.4;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;10;1.39;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;11;1.467;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;12;1.765;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;13;1.604;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;14;1.053;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;15;1.738;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;16;0.94;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;17;1.139;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;18;1.154;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;19;1.075;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;20;1.823;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;21;1.079;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;22;1.402;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;23;0.855;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;24;1.594;;NA
;Plant;C8;D03;F16;NO;YES;1.875;7.5;25;1.494;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;1;1.055;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;2;1.343;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;3;2.093;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;4;1.815;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;5;1.086;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;6;1.595;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;7;1.67;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;8;0.983;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;9;0.641;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;10;1.74;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;11;1.664;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;12;1.576;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;13;2.563;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;14;1.709;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;15;1.75;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;16;1.575;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;17;2.303;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;18;2.089;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;19;1.595;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;20;1.727;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;21;1.785;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;22;1.663;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;23;1.911;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;24;1.76;;NA
;Plant;C9;D03;F16;NO;YES;0.9375;7.5;25;1.56;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;1;0.684;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;2;1.624;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;3;2.398;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;4;1.65;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;5;1.453;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;6;1.708;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;7;1.464;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;8;1.686;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;9;1.762;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;10;1.477;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;11;1.863;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;12;1.838;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;13;1.965;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;14;1.752;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;15;1.619;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;16;1.538;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;17;2.232;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;18;1.287;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;19;1.425;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;20;1.093;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;21;1.679;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;22;1.437;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;23;1.171;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;24;1.344;;NA
;Plant;C10;D03;F16;NO;YES;0.001;7.5;25;1.795;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;1;2.407;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;2;1.759;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;3;2.106;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;4;1.61;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;5;1.197;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;6;1.352;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;7;1.438;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;8;1.556;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;9;1.111;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;10;1.419;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;11;1.383;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;12;1.69;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;13;1.835;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;14;1.705;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;15;2.182;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;16;1.866;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;17;2.008;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;18;1.808;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;19;1.519;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;20;1.875;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;21;0.829;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;22;1.273;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;23;1.538;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;24;1.599;;NA
;Plant;C11;D03;F16;NO;YES;0;7.5;25;2.406;;NA
;Plant;C12;D03;F16;NO;NO;0;0;1;1.405;;NA
;Plant;C12;D03;F16;NO;NO;0;0;2;1.88;;NA
;Plant;C12;D03;F16;NO;NO;0;0;3;1.652;;NA
;Plant;C12;D03;F16;NO;NO;0;0;4;1.743;;NA
;Plant;C12;D03;F16;NO;NO;0;0;5;1.429;;NA
;Plant;C12;D03;F16;NO;NO;0;0;6;1.197;;NA
;Plant;C12;D03;F16;NO;NO;0;0;7;1.962;;NA
;Plant;C12;D03;F16;NO;NO;0;0;8;2.959;;NA
;Plant;C12;D03;F16;NO;NO;0;0;9;1.896;;NA
;Plant;C12;D03;F16;NO;NO;0;0;10;2.007;;NA
;Plant;C12;D03;F16;NO;NO;0;0;11;1.622;;NA
;Plant;C12;D03;F16;NO;NO;0;0;12;1.847;;NA
;Plant;C12;D03;F16;NO;NO;0;0;13;1.647;;NA
;Plant;C12;D03;F16;NO;NO;0;0;14;2.389;;NA
;Plant;C12;D03;F16;NO;NO;0;0;15;1.693;;NA
;Plant;C12;D03;F16;NO;NO;0;0;16;1.279;;NA
;Plant;C12;D03;F16;NO;NO;0;0;17;1.785;;NA
;Plant;C12;D03;F16;NO;NO;0;0;18;1.888;;NA
;Plant;C12;D03;F16;NO;NO;0;0;19;1.689;;NA
;Plant;C12;D03;F16;NO;NO;0;0;20;2.122;;NA
;Plant;C12;D03;F16;NO;NO;0;0;21;1.821;;NA
;Plant;C12;D03;F16;NO;NO;0;0;22;1.401;;NA
;Plant;C12;D03;F16;NO;NO;0;0;23;1.953;;NA
;Plant;C12;D03;F16;NO;NO;0;0;24;2.128;;NA
;Plant;C12;D03;F16;NO;NO;0;0;25;2.017;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;1;20.112;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;2;17.432;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;3;17.579;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;4;21.107;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;5;21.698;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;6;19.65;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;7;19.168;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;8;21.581;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;9;18.591;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;10;19.277;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;11;20.916;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;12;18.737;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;13;18.834;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;14;19.1;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;15;20.437;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;16;22.093;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;17;19.103;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;18;19.147;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;19;19.349;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;20;20.971;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;21;21.373;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;22;18.468;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;23;17.998;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;24;20.359;;NA
;Plant;C1;D07;MF;YES;YES;7.5;7.5;25;18.068;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;1;15.247;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;2;15.231;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;3;18.861;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;4;18.031;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;5;17.261;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;6;21.602;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;7;20.849;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;8;21.147;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;9;20.999;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;10;19.008;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;11;17.553;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;12;18.64;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;13;16.99;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;14;15.798;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;15;17.201;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;16;19.16;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;17;18.663;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;18;21.601;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;19;20.937;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;20;17.727;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;21;17.003;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;22;15.627;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;23;15.565;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;24;19.463;;NA
;Plant;C2;D07;MF;YES;NO;7.5;3.75;25;20.135;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;1;15.79;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;2;19.516;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;3;18.806;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;4;18.512;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;5;18.82;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;6;16.876;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;7;18.795;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;8;10.523;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;9;20.018;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;10;17.857;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;11;20.725;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;12;20.061;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;13;15.352;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;14;17.536;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;15;18.842;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;16;17.604;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;17;18.405;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;18;19.331;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;19;18.969;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;20;20.217;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;21;20.507;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;22;19.991;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;23;15.63;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;24;17.449;;NA
;Plant;C3;D07;MF;YES;NO;7.5;1.875;25;16.896;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;1;21.288;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;2;19.141;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;3;18.878;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;4;18.846;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;5;15.681;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;6;10.499;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;7;17.121;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;8;19.893;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;9;20.114;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;10;19.186;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;11;19.027;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;12;20.155;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;13;17.794;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;14;21.492;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;15;18.832;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;16;18.755;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;17;17.557;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;18;14.935;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;19;18.818;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;20;20.31;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;21;17.336;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;22;17.063;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;23;19.634;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;24;16.54;;NA
;Plant;C4;D07;MF;YES;NO;7.5;0.9375;25;18.769;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;1;18.882;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;2;20.839;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;3;20.491;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;4;15.91;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;5;17.021;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;6;15.296;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;7;20.473;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;8;18.498;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;9;16.958;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;10;16.748;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;11;18.582;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;12;10.903;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;13;18.154;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;14;14.936;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;15;19.41;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;16;21.263;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;17;11.512;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;18;21.466;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;19;19.282;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;20;16.109;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;21;10.281;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;22;18.217;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;23;21.288;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;24;14.664;;NA
;Plant;C5;D07;MF;YES;NO;7.5;0.001;25;15.253;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;1;21.684;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;2;16.615;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;3;15.745;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;4;18.342;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;5;16.261;;NA
