,Compounds,blanc1,blanc2,blanc3,QC1,QC2,QC3,1-MS-Shoot,2-MS-Shoot,3-MS-Shoot,4-MS-Root,5-MS-Root,6-MS-Root,7-MS-Glucose-Root,8-MS-Glucose-Root,9-MS-Glucose-Root,10-MS-3OMG-Root,11-MS-3OMG-Root,12-MS-3OMG-Root,13-MS-Glucose-3OMG-Root,14-MS-Glucose-3OMG-Root,15-MS-Glucose-3OMG-Root,16-CAS-Soil-Wash-Soil,17-CAS-Soil-Wash-Soil,18-CAS-Soil-Wash-Soil,19-Peat-Wash-Peat,20-Peat-Wash-Peat,21-Peat-Wash-Peat,22-Water-Control-Water,23-Water-Control-Water,24-Water-Control-Water,25-seedcoat Arabidopsis,26-seedcoat Arabidopsis,27-seedcoat Arabidopsis,28-Embryon Arabidopsis,29-Embryon Arabidopsis,30-Embryon Arabidopsis
226,Urate!2096.8/441_OA,0,0,0,0,0.005250299,0.005268612,0,0,0,0.001630511,0.003126481,0.001869085,0.001960561,0.000878056,0.001777262,0.001906338,0.002572652,0.00177984,0.002788516,0.006549853,0.006256609,0,0,0,2.3019E-05,0,0,0,0,0.006430337,8.25065E-06,8.94342E-06,1.07043E-05,7.75549E-05,9.10147E-06,7.97753E-07
227,BenzoylX-glucosinolate-1!3001.8/105_GLUCOSINOLATE,0,0,0,0,0.000212256,0.000211155,0,0,0,0,0,0,0,0,0,0,0,0,1.6195E-05,3.50745E-05,3.01792E-05,0,0,0,6.8707E-05,6.14715E-05,3.77342E-05,0,0,0,3.20449E-05,1.73108E-05,1.83958E-05,9.37144E-05,6.20065E-05,4.67193E-05
228,Vanillicacid!1766.7/297_OA,0,0.000117172,0.000268142,0,0.000801156,0.000813108,0,0,0,0,2.8433E-05,2.39082E-05,3.92044E-05,6.46504E-05,6.32714E-05,4.20356E-05,8.16472E-05,6.23165E-05,0.000193199,0.000326741,7.42565E-05,0.000214796,0.000237563,0.000271011,0.000990869,0.000844311,0.001146612,0.000337501,0.00017282,4.17277E-05,2.64674E-05,2.35777E-05,2.6824E-05,9.66838E-06,4.83286E-06,7.87179E-06
229,a-Aminoadipate!1718/260_AA,0,0,0,0,0.003437479,0.003350929,3.01722E-05,1.06025E-05,2.79688E-05,2.38056E-05,0.000211659,0,6.9501E-05,0,3.78297E-05,0,0,0,5.94324E-05,0.000103996,0.000150401,0,0,0,0,0,0,0,0,0,4.12092E-05,4.16927E-05,2.10538E-05,3.03949E-05,2.14428E-05,1.98126E-05
230,Gln$3bis!1690.4/243_AA,0,0,0,0,0.019765645,0.020503248,0,6.42038E-06,0,0,0,0,0,0,0,0,0,0,0,3.04918E-05,0,0,0,0,1.98078E-05,0,0,0,0,0,3.25154E-06,7.28849E-06,5.79094E-06,7.47722E-06,2.44025E-06,3.89632E-06
231,6MTH!2889.3/61_GLUCOSINOLATE,0,0,0,0,8.94213E-05,9.40801E-05,0,0,0,9.85782E-05,0,0,0.000106362,3.85321E-05,3.78469E-05,2.72067E-05,0,3.50686E-05,0.000198783,0.000287674,6.96638E-05,0,0,0,5.52238E-05,4.47365E-05,4.4005E-05,0,0,0,7.11441E-07,0,7.41914E-07,0.00012071,7.23866E-05,0.000100747
232,Allantoin$1!1879.6/431_OTHER,0,0,0,0,0.029280771,0.026629084,0,0,0,0,0.000223614,4.16148E-05,0,0,0.0021564,0.005260594,0.017447571,0.005265383,0.000319293,0.000660937,0.000994653,0,0,0,0,0,0,0,0,0,6.72326E-05,5.70869E-05,5.9836E-05,0.00013466,7.85628E-05,9.53364E-05
233,Guanine!2122.7/352_OTHER,0,0,0,0,0.001717642,0.001897098,3.64288E-05,2.2705E-05,2.99724E-05,0.000965836,0.001096252,0.000603005,0.000709241,0.002940346,0.001411419,0.000888736,0.000882443,0.00145866,0.0013576,0.001256061,0.001058618,0,0,0,7.98486E-05,6.06438E-05,0.00013952,0,0,0,1.55347E-05,1.80049E-05,8.10076E-05,3.49318E-06,7.10491E-05,0
234,5MTP!2801.8/61_GLUCOSINOLATE,0,0,0,0,0.0003279,0.000387092,5.65138E-06,0,1.1141E-05,0,0,0,0,0,0,0,0,0,0,0,3.87737E-05,0,0,0,0.000111323,6.84539E-05,7.34767E-05,0,0,0,4.437E-06,6.59056E-07,1.33992E-06,0.000330567,0.000170803,0.00023457
235,Cholesterol!3173.9/458_APO,0,0,0,0,0.000108187,9.0479E-05,0.00021809,0.000116034,0.000261591,0,0,0,0,0,0.000123074,2.03913E-05,0,0,0,3.10908E-05,3.24741E-05,0,0,0,4.05439E-05,4.41296E-05,2.08195E-05,2.18286E-05,0,0,2.4299E-06,3.73576E-06,3.00217E-06,2.66061E-06,3.34237E-06,9.03616E-06
236,Gln$5!1776.7/156_AA,0,0,0,0.000202003,0.716012341,0.503678924,0.000133202,0.000128922,0.000253705,6.40518E-05,0.000180221,0.000238845,0.000207794,0.000106667,9.80279E-05,0.000142262,0.006389618,4.10604E-05,7.38899E-05,0.000319515,0.000421945,0.001650758,0.00173804,0.002145662,0.000740016,0.000653465,6.19293E-05,0.000482145,0.000153387,0.000202368,0.000120543,0.000104063,8.28341E-05,4.37597E-05,1.58876E-05,4.27626E-05
237,Hydroquinone!1406.0/239_OTHER,0,0,0,0.000174235,0.000380824,0.001152977,5.87635E-06,0,1.19939E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.7458E-05,0,0.000215215,0.006128257,0.006835631,0.005864109,0.000879322,0.000400605,0.000146428,4.86993E-06,3.08042E-06,8.54348E-07,1.6091E-06,8.92162E-07,6.36836E-07
238,Allantoin$2!1897.7/518_OTHER,0,0,0,0,0.002901478,0.00483776,0,0,0,0,0,0,0,0,0,0,0.001046147,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66738E-05,7.00875E-06,3.30567E-05,0.000250153,0.000138243,0.000152689
239,Urea-2!1259.4/189_OTHER,0,0.00237512,0.001329962,0.000279683,0.000882471,0.002695607,0.006771186,0.007702614,0.00856939,0.000133982,0.000400681,0.000416684,0.000198419,0.00019825,0.000442714,0.000407826,0.0004102,0.000273469,0.000217218,0.000746169,0.000598057,0.000425556,0.000232254,0.000446632,8.69877E-05,0.000130937,0.000132974,0.000279602,0.000369276,0.000227575,7.02407E-06,5.64114E-06,5.37496E-06,1.37985E-05,3.35714E-06,3.13481E-06
240,Laurate!1660.1/257_FA,0.006374218,0.000418709,0.000804208,0.007897616,0.000951548,0.001865405,0.00032164,0.000226268,0.000314162,0.00018241,0.00055523,0.000358646,0.000318571,0.000344389,0.000366746,0.000426918,0.000257445,0.00016153,0.000419107,0.000689053,0.000361872,0.020744903,0.022821778,0.023484011,0.030056122,0.058809233,0.016192549,0.00160254,0.000232403,0.000121485,1.40405E-05,1.43005E-05,9.49443E-06,1.76392E-05,7.66074E-06,6.73572E-06
241,Gln$3!1594.5/344_AA,0,0,0,0,0.009315058,0.02848161,0.034123004,0.039923501,0.037343294,0,0,0,6.25255E-05,0,2.40752E-05,0,0.000157357,0,0.000108984,0.000192042,0.000465778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,caffeate!2134.6/396_OA,0,0.000118164,0,0,0.00094545,0.00030322,0,0,0,2.13972E-05,0.000122952,9.01839E-05,0.000161291,9.69871E-05,0.00010582,0.000112501,0.000335813,0.00022767,0.000239142,0.00033821,0.000440398,5.17009E-05,0,0,0.000204795,0.000243662,0.000269619,0,0,0,4.77584E-06,5.85335E-06,8.51299E-06,3.95456E-06,0,0
243,Quercetin!3175/559_FLAVO,0,0,0,0,0.000644917,0.002070059,0,0,0,0,0,0,2.1566E-05,0,0,0,5.16853E-05,1.5698E-05,0.000122619,0.000391407,0.000461473,0,0,0,0,0,0,0,0,0,9.04199E-05,0.00013351,0.000188866,0.000101494,3.04114E-05,2.88532E-05
244,Uridine$2!2460.6/259_OTHER,0,0,0,0.000728116,0.000189942,0,0.000238926,0.000170294,0.000184046,0.00063524,0.000730712,0.000371468,0.00067371,0.000644114,0.000624271,0.000216945,6.88887E-05,0.000343044,0.000542386,0.001241484,0.000748523,5.19719E-05,5.13602E-05,0,0.000196174,0.000205613,0.000319703,0,0,0,0,0,0,6.03926E-06,7.41983E-07,8.17635E-07
245,Adipate!1500.2/275_OA,0.001531144,0,0,0.002202806,0.00021943,0.000213429,3.86546E-05,1.73389E-05,2.98609E-05,1.95318E-05,7.85291E-05,4.83351E-05,2.30787E-05,5.67032E-05,8.20869E-05,0,2.49105E-05,3.97554E-05,7.04395E-05,3.11029E-05,3.41795E-05,0.000143387,0.000318803,0.000303534,0.000282398,0.00042765,0.000648665,0.000559306,0.000184796,6.19395E-05,8.69925E-06,6.77757E-06,8.29683E-06,4.34194E-06,9.06348E-07,2.10223E-06
246,Ferulate-trans!2091.9/338_OA,0,0.001373215,0,0.000157059,0.0028662,0.000412531,0,1.23175E-05,2.94826E-05,0.000234341,0.000621005,0.000551622,0.000538288,0.0003026,0.000635011,0.000673441,0.000872383,0.000351114,0.000603751,0.0009107,0.001235644,0.000171666,8.27958E-05,3.57993E-05,0.000528907,0.000432651,0.000552456,2.07429E-05,2.06294E-05,0,3.97439E-05,3.85581E-05,3.31003E-05,1.77919E-05,1.28009E-05,3.65116E-06
247,Lys$2!1852.7/174_AA,0.000410056,0.000454841,0.000216696,0.021301862,0.001502911,0.00112029,0.004352614,0.004073877,0.00517848,0.005402342,0.009751704,0.003315047,0.006822721,0.006865527,0.001711714,0.001972149,0.001385629,0.001848683,0.00379964,0.011828162,0.011457588,4.03642E-05,8.96195E-05,5.02906E-05,0.000171236,0.000164989,0.000167242,5.30051E-05,1.70603E-05,2.67336E-05,5.86808E-06,5.97644E-06,4.6849E-06,2.3482E-06,2.87408E-06,2.44199E-06
248,Kaempferol$4tms!3073.6/559_FLAVO,0,0.008396832,0,0,0.020856747,0.002059459,0,6.53855E-06,6.38555E-05,0.000677876,0.002483743,0.002746053,0.002970352,0.003202171,0.003527012,0.004100766,0.005405349,0.003564933,0.004624282,0.009982578,0.010446796,0.000311312,9.65019E-05,0.000101465,0.001025347,0.000565562,0.000528144,4.29601E-05,0,0,1.09446E-05,9.9217E-06,9.05153E-06,1.50259E-05,7.51923E-06,1.01006E-05
249,Arg$2ter(Ornithine3tms)!1758.8/174_AA,0,0,0,0.010320186,0.000350174,0.000497611,0.011607956,0.014209076,0.012754433,0.000423391,0.001986458,0.000322642,0.000515286,0.000471187,0.000909063,0.000486145,0.000529768,0.000335441,0.000925421,0.001913306,0.001989498,0.000207118,9.2397E-05,0.000192875,0.000433011,0.000312834,0.000379415,6.68511E-05,0,0,0,0,0,0,2.7608E-06,0
250,Dimethylphtalate!1445.5/163_PHTALATE,0.096304661,0.000125882,0,0.061327941,0.000131975,0,0.001026062,0.00073614,0.000804561,0.001816853,0.002704432,0.001852186,0.000816238,0.000536854,0.000445273,0.000555547,0.000284838,0.000239802,0.000308203,0.000523515,6.86725E-05,2.06654E-05,2.26292E-05,0,1.82407E-05,0,0,0,0,0,0,0,0,0,0,0
251,Glu$1!1531.3/276_AA,0,0,0,0.000268333,0,0,0.000997906,0.001009199,0.001107534,0,0,0,0,0,0,0,0,0,0,3.18604E-05,2.96348E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Gln$4ter!1612.7/319_AA,0,0,0,0.000433373,0,0,0.001172145,0.001218954,0.000619095,0,5.57376E-05,0,0.000140214,1.75523E-05,6.39901E-05,1.90791E-05,3.63883E-05,1.90659E-05,0.000263605,0.000614152,0.000240109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Dehydroabietate!2411.4/239_OA,0,0,0,0.000122492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001700958,0.00284047,0.001514634,0,0,0,0,0,0,0,0,0
254,caprylate!1269.9/201_FA,0,0,0.000123948,0,0,0.000315763,0,0,0,0,0,0,1.84077E-05,0,1.96079E-05,0,0,0,0,0,0,0.000348783,0.001011099,0.000402826,0.00013498,0.002854244,0.00019495,0.000147665,0.000347911,0.000269751,5.85993E-07,0,0,0,0,6.89911E-07
255,Sulfamate!1408.4/298_GLUCOSINOLATE,0,0,0,0,0,0.000202496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148837,6.18804E-05,0.000144283
256,4-hydroxyphenylacetate!1645.9/179_OA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000834981,0.000734064,0.001027781,0.000134093,4.61969E-05,1.93065E-05,1.63977E-06,6.73867E-07,0,6.52371E-07,7.17802E-07,0
257,Aconitate!1750.2/375_OA,0,0,0,0,0,0,5.11923E-05,8.65296E-05,6.12033E-05,0,0,0,1.84851E-05,1.76171E-05,0,1.9638E-05,0,0,0.000115517,0.00039666,0.000314566,0,0,0,0,0,0,0,0,0,1.11349E-05,1.17748E-05,3.55826E-06,4.72978E-06,2.30319E-06,3.68656E-06
258,4-hydroxymandelate!1779.3/267_OA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000850364,0.000811583,0.000994299,2.12102E-05,2.25874E-05,0,6.21226E-07,0,0,0,0,0
