,Compounds,blanc1,blanc2,blanc3,QC1,QC2,QC3,1-MS-Shoot,2-MS-Shoot,3-MS-Shoot,4-MS-Root,5-MS-Root,6-MS-Root,7-MS-Glucose-Root,8-MS-Glucose-Root,9-MS-Glucose-Root,10-MS-3OMG-Root,11-MS-3OMG-Root,12-MS-3OMG-Root,13-MS-Glucose-3OMG-Root,14-MS-Glucose-3OMG-Root,15-MS-Glucose-3OMG-Root,16-CAS-Soil-Wash-Soil,17-CAS-Soil-Wash-Soil,18-CAS-Soil-Wash-Soil,19-Peat-Wash-Peat,20-Peat-Wash-Peat,21-Peat-Wash-Peat,22-Water-Control-Water,23-Water-Control-Water,24-Water-Control-Water,25-seedcoat Arabidopsis,26-seedcoat Arabidopsis,27-seedcoat Arabidopsis,28-Embryon Arabidopsis,29-Embryon Arabidopsis,30-Embryon Arabidopsis
167,5-Hydroxynorvaline!1550.2/232_AA,0,0,0,0.002263949,0.001155007,0.002391906,0.000686159,0.000676671,0.00088164,0.000184514,0.001359451,0.00032106,0.000472836,0.000444706,0.000732538,0.000364681,0.00069498,0.000472409,0.000745293,0.001801795,0.001732166,0,0,0,0,0,0,0,0,0,1.47516E-06,0,0,3.29137E-06,7.74956E-07,2.35918E-06
168,Tetradecanoate!1849.5/285_FA,0.009421292,0.003166364,0.003037123,0.008679192,0.004959393,0.004848159,0.000766637,0.000845022,0.000877819,0.001208262,0.001621622,0.001319262,0.001287171,0.001165569,0.001234096,0.001196173,0.001305478,0.000803184,0.001228558,0.002147191,0.002274735,0.002933515,0.00332839,0.003491765,0.00410488,0.006442367,0.002868747,0.000949153,0.000641679,0.000519719,3.49355E-05,3.67798E-05,4.16096E-05,4.22725E-05,1.46642E-05,3.96447E-05
169,Arbutin!2585.4/254_OTHER,0,0,0,0.000909086,0.000882593,0.001585419,3.20834E-05,3.33335E-05,4.19122E-05,0.000531221,0.001108665,0.000632024,0.000586056,0.000596024,0.000571047,0.000607364,0.000763172,0.0002947,0.000773667,0.001973053,0.001778092,0.000447063,0.000146286,0.000497322,2.06572E-05,0.000795955,0.00083977,0.000405545,0.0005602,0.00027584,0,0,0,0,0,0
170,2-desoxypentitol$4tms!1602.5/219_SUG,0,0,0,0.001672337,0.001591592,0.002912317,0.000727141,0.000814763,0.00081392,0.00059838,0.001202498,0.000584675,0.000730682,0.000703513,0.000507625,0.000332725,0.000433544,0.000317485,0.000693563,0.001738381,0.001606685,0,0,0,0.000487996,0.000259955,0.000533114,0,0,0,1.45316E-05,1.92846E-05,1.37383E-05,1.45607E-05,6.30385E-06,1.03444E-05
171,Asn$5!1675.4/231_AA,0,0,0,0.02059942,0.045901927,0.037182851,0.010575102,0.010002742,0.010246715,0.001041303,0.003620624,0.00123313,0.001097477,0.000954785,0.001713598,0.000362034,0.003171664,0.001449193,0.000542874,0.002121681,0.007549636,0,0,0,0.000217811,0.000170434,0.000553863,0.000119204,9.98822E-05,1.96776E-05,0.000212654,0.000162817,0.000173798,0.000135854,8.56939E-05,9.30701E-05
172,anhydroglucose!1707.8/204_SUG,0.000695589,0.002396889,0.003551767,0.040122333,0.017860047,0.032624497,0.001015277,0.000940144,0.000974307,0.007501421,0.006468409,0.004703864,0.004481841,0.003735908,0.003436454,0.00139174,0.00565772,0.002714488,0.004619659,0.00789067,0.007703969,0.000647018,0.000349495,0.000474258,0.00046727,0.000309874,0.000758081,0.000228425,0.000516494,0.000387948,0.000251164,0.00019577,0.000210231,0.000723255,0.000514087,0.000586741
173,Squalene!2817.0/69_APO,0.000590348,0.000517879,0,0.001193266,0.00137785,0.000605791,0.000573503,0.000626073,0.000642121,0.000783864,0.001060509,0.001380077,0.000914269,0.000930439,0.00408634,0.000654425,0.002522739,0.000107455,0.001067325,0.001782199,0.001957027,0.00035382,0.000263323,0.000380885,0.000375892,0.000518489,0.000404434,0.000113073,2.45822E-05,0,1.72131E-05,2.69843E-05,3.76522E-05,2.68514E-06,5.87837E-06,6.37376E-06
174,Sinigrin!2315/361_GLUCOSINOLATE,0,0,0,0.003656638,0.001731941,0.003933967,0.001284205,0.001122063,0.000934933,0.001027797,0.001760501,0.001308839,0.001269278,0.001235252,0.000744322,0.000581625,0.000696705,0.000394621,0.001456547,0.00305616,0.002607497,0,0,0,2.15309E-05,2.10004E-05,2.10584E-05,0,0,0,4.5111E-06,6.53503E-07,0,8.00437E-06,5.2935E-06,5.84538E-06
175,Decanoate!1459.2/229_FA,0.000509822,0,0.000108325,0.000519415,0.000335796,0.00075977,0.000414433,0.000481255,0.00046363,2.46093E-05,3.06227E-05,0,1.89433E-05,2.0683E-05,2.24831E-05,2.05923E-05,2.50624E-05,1.61098E-05,3.43045E-05,0.000106449,8.51157E-05,0.000299545,0.001313495,0.000907418,0.000636734,0.003442446,0.000668377,8.69485E-05,2.35966E-05,0,1.25316E-06,1.43076E-06,1.53827E-06,6.26061E-07,0,7.86383E-07
176,Butylamine!1113.2/174_OTHER,0.023318419,0.012866616,0.020985456,0.020753709,0.008895906,0.015315303,0.000688451,0.000844375,0.000774325,0.003119323,0.005056471,0.004602135,0.003527508,0.003221153,0.003427996,0.003239213,0.004204742,0.00297831,0.002878206,0.005793322,0.005660002,0.003680432,0.004380716,0.003842196,0.003096134,0.003306147,0.001957637,0.004026293,0.0042445,0.003787477,0.000122106,0.000119429,0.000127337,0.00011098,0.00011308,0.000116761
177,2-4-dihydroxybutanoate!1416.5/219_OA,0,0,0,0.00072919,0.001157264,0.001721869,0.000200706,0.000166442,0.000198509,0.00074514,0.000844853,0.000943617,0.001219236,0.001203651,0.000619732,0.000593204,0.000508119,0.000322388,0.001095909,0.001863321,0.001665571,0,0,0,9.78169E-05,0.000104851,4.24635E-05,0,0,0,9.95668E-06,5.12404E-06,2.32034E-06,1.40897E-05,4.80453E-06,7.25034E-07
178,Nonanoate!1368.3/215_FA,0.002524432,0.000650578,0.002874815,0.001667637,0.000688146,0.001602892,1.56354E-05,2.2346E-05,7.39351E-05,0.000189898,0.000149799,0.000312699,0.000143188,0.00016976,0.000247808,6.83453E-05,0.000303911,0.00016707,0.00013077,0.000243642,0.000347285,0.002318163,0.003403578,0.00200787,0.001040116,0.008737281,0.001116751,0.000844213,0.000727421,0.00037155,1.24512E-05,1.8277E-05,2.0864E-05,3.9334E-06,1.05865E-05,5.84645E-06
179,Lactate!1067.6/190_OA,0.050189118,0.061068688,0.090990474,0.028996461,0.07430156,0.0608337,0.001395836,0.001799132,0.002518987,0.006121656,0.014440718,0.013000753,0.009531668,0.009886358,0.014203833,0.008927615,0.006265559,0.009923006,0.005140015,0.009474433,0.016705656,0.011693939,0.008945732,0.002951686,0.00252182,0.008796128,0.020220672,0.010897486,0.01280572,0.012636879,0.000541189,0.00171847,0.000918283,0.000623952,0.000700085,0.0003179
180,Gluconate-6-P$3!2302.9/299_PHOSPHO,0,0,0,0.002929695,0.00542826,0.007753143,0.001585705,0.001943233,0.001735885,0.002468509,0.002498092,0.001766955,0.003020904,0.003359152,0.001442549,0.001160503,0.001113457,0.000754091,0.000781943,0.005241073,0.00511114,0,0,0,8.1787E-05,5.99635E-05,2.32396E-05,0,0,0,1.54146E-05,5.91539E-06,1.55919E-05,2.26982E-05,1.67817E-05,1.16609E-05
181,Tryptophan$2!2201.8/202_AA,0,0,0,0.009035632,0.024670546,0.022545486,0.000898744,0.00089227,0.000986277,0.000328205,0.001362987,0.000500195,0.001555838,0.000557183,0.001110245,0.002043716,0.003602171,0.002847448,0.001490909,0.003317557,0.003113624,0,4.81832E-05,0,5.97851E-05,6.40578E-05,0.000188203,2.8385E-05,0,0,0.000286559,0.000309231,0.000306802,0.000802945,0.000779796,0.001094659
182,Homoserine$3tms!1451.4/218_AA,0,0,0,0.000452114,0.000790568,0.000328943,0.000426354,0.000411229,0.000434017,3.86526E-05,3.66247E-05,2.57512E-05,7.78306E-05,2.06232E-05,0.00017736,4.2345E-05,2.43883E-05,3.62917E-05,0.000298944,0.000755647,0.000934561,0,0,0,0,0,0,0,0,0,1.9902E-06,1.29837E-06,0,4.07035E-06,7.08189E-07,1.42073E-06
183,Docosanoate$C22!2647.9/397_FA,0,0.002678697,0.000135974,0.001303622,0.003407109,0.002136728,0.000101879,0.000121624,0.00011926,0.000922664,0.001706706,0.001481703,0.000802464,0.001216083,0.001159264,0.0013074,0.00151111,0.001099439,0.001408781,0.002547747,0.002481471,0.000287825,0.000322514,0.000186715,0.000177203,0.000239058,0.000128597,9.73014E-05,0,0,3.0764E-05,2.33415E-05,4.58557E-05,7.65163E-07,3.96862E-06,2.59428E-06
184,Parahydroxybenzoate$2tms!1634.8/223_OA,0,0.002002202,0.003406779,0.002237986,0.006306477,0.005904513,3.32099E-05,1.11752E-05,2.48903E-05,0.00032686,0.00018702,0.000707865,0.000698547,0.000709637,0.000846459,0.000942181,0.001122442,0.000411342,0.000819334,0.001541126,0.001519512,0.001483794,0.001552391,0.000738697,0.008110529,0.008354289,0.009273978,0.002929265,0.002165735,0.001593888,7.97954E-05,6.78394E-05,6.74738E-05,5.18334E-05,3.98385E-05,3.8506E-05
185,Pentofuranoside!1580.3/217_SUG,0,0.000132259,0,0.005878941,0.003711235,0.009843688,0.000392614,0.000454743,0.000531594,0.000775812,0.000537146,0.000863529,0.000740763,0.000738036,0.000376641,0.001687116,0.002115916,0.001606588,0.00141442,0.00288018,0.002911128,5.33686E-05,0.000110642,2.90633E-05,0.006056197,0.00490293,0.006028797,0.000918281,0.000179852,2.69935E-05,2.13892E-05,1.69917E-05,1.04126E-05,8.23731E-06,1.13972E-05,8.359E-06
186,Azelaicacid!1799.4/317_OA,0.00437179,0.001342736,0.001910272,0.010801905,0.006330822,0.003966451,0.000564389,0.000267489,0.000583612,0.000565794,0.001192285,0.000578103,0.00027016,0.000560636,0.000664449,0.000358319,0.000647706,0.000531603,0.000409474,0.00092642,0.000872276,0.0051705,0.005899173,0.009899032,0.001473608,0.01805032,0.022012141,0.00600412,0.005610113,0.002032518,4.52167E-05,7.33929E-05,5.05436E-05,2.88618E-05,4.75412E-05,2.82536E-05
187,Threonate-lactone!1381.8/247_OA,0,0,0,0.002834292,0.000893532,0.002216997,0.001156885,0.001388745,0.002138902,8.02119E-05,0.000134288,5.63825E-05,0.000481631,0.000218524,0.000142379,0.000148129,0,5.17382E-05,0.00010981,0.000357204,0.000530395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Mannitol!1930.6/307_OTHER,0.001432871,0.00011456,0,0.00024367,0.000740845,0.000487799,7.8589E-05,0.00025029,5.53202E-05,2.59806E-05,0.000170549,0,2.19083E-05,9.20209E-05,0.000143131,8.63078E-05,0.001854245,0.000135589,0.000357528,0.001229543,0.000519539,0.000122349,5.38712E-05,7.91151E-05,0.000156684,0.00016692,9.33518E-05,0.000393191,0.000160138,2.05797E-05,1.97996E-05,2.84935E-05,1.52425E-05,7.11522E-06,8.2376E-06,2.99975E-06
189,Quercitrin!3766.4/575_FLAVO,0,0,0,0.001487985,0.001284355,0.000454255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000392027,0.000456551,0.000682008,7.87356E-06,1.41757E-06,1.0274E-05
190,Heptadecanoate!2142.7/327_FA,0.002710176,0.000821857,0.000545135,0.002641002,0.001684463,0.000873661,0.000128279,7.61316E-05,0.000199869,0.000246407,0.000640157,0.000309367,0.000396867,0.000401325,0.000489879,0.000355414,0.000602444,0.000328679,0.000471829,0.000653882,0.000464821,0.000374586,0.000485277,0.000227709,0.000817773,0.000905204,0.000712201,0.000305181,5.02236E-05,4.52769E-05,9.63094E-06,1.42485E-05,2.08069E-05,1.36552E-05,7.51684E-06,1.86793E-05
191,Glutarate!1409.9/261_OA,0,0,0,0.001360411,0.000439219,0.000906228,1.82317E-05,1.23751E-05,6.18585E-06,0.000243207,0.000192003,0.000190849,0.000783773,0.000503892,0.000313974,0.000383971,0.000229185,0.000322312,0.000797992,0.001167631,0.00062303,0.000230914,0.000119441,0.000272781,0.000156418,0.000217645,0.000659669,0.000255908,0.00014813,0,6.88993E-06,3.57151E-06,2.61307E-06,1.05077E-05,2.34084E-06,4.82647E-06
192,4-Hydroxy-benzaldehyde!1382.4/179_OTHER,0.000104438,0,0.000443851,0.00044884,0.000396571,0.000955367,2.30581E-05,3.14345E-05,1.89645E-05,6.46593E-05,0.000159202,8.5139E-05,4.25056E-05,5.54178E-05,6.1395E-05,6.50317E-05,1.64283E-05,4.71274E-05,2.47259E-05,0.000122366,0.000179705,2.2613E-05,1.75228E-05,4.4771E-05,0.000989634,0.001191489,0.001244866,0.000391658,0.000235131,0.000193245,7.39001E-06,9.41185E-06,5.42325E-06,3.13148E-06,3.74184E-06,6.51079E-06
193,11-Eicosenoicacid!2427.0/367_APO,4.02779E-05,1.05754E-05,0.001151203,0.001722184,0.002700105,0.000871457,8.35623E-05,0.00010779,0.000123986,0.000141541,0.0002429,0.000207529,0.000143271,0.000172833,0.000246506,0.000105158,0.000201422,7.96617E-05,0.000162428,0.000354254,0.000251396,0.000126805,7.98118E-05,4.65393E-05,0.000127225,0.000162303,1.55837E-05,2.71983E-05,2.97712E-06,6.55355E-06,1.60505E-05,9.37422E-06,3.17489E-05,3.78476E-06,2.18729E-05,9.12525E-06
194,Serine$2tms!1262.2/132_AA,0,0.000132861,0,0.036260917,0.018593109,0.01320917,0.004697037,0.00480724,0.005143787,0.005073095,0.011899883,0.005716862,0.003455926,0.003879281,0.00438375,0.004510504,0.006743283,0.00380467,0.007380943,0.018837123,0.019711537,0.000168413,0.000249865,0.000219336,0.000205088,0.000206181,0.000212107,0.000155432,0.000186052,6.82258E-05,4.68071E-05,1.40079E-05,5.72839E-06,4.36339E-06,1.55063E-05,4.21806E-06
195,Triethylamine!1629.5/262_OTHER,0.002672105,0.001743169,0.002253079,0.004846583,0.009070061,0.003153596,0.000173528,0.000275941,7.02257E-05,0.00046417,0.002330968,0.000849109,0.001026883,0.000530668,0.001146222,0.000965161,0.000691037,0.00121859,0.000750034,0.001538377,0.001111923,0.000918486,0.001280122,0.00102516,0.002759617,0.003659704,0.003190161,0.001622793,0.001041769,0.001093552,4.35663E-05,8.72631E-05,7.42357E-05,2.60686E-05,8.66684E-05,4.00963E-05
196,Oxalate!1138.5/147_OA,0.007156414,0.004437102,0.000979998,0.006192492,0.002185688,0.003183444,0.001185714,0.000929642,0.00106916,0.000525983,0.000691579,0.001016937,0.000696932,0.00894785,0.000792885,0.011139417,0.001088119,0.000796327,0.000764535,0.002026675,0.002068901,0.001287728,0.027779544,0.000956241,0.037709924,0.002260447,0.002963565,0.056872718,0.054417125,0.044564524,3.04989E-05,4.78031E-05,0.00051856,2.71522E-05,2.02848E-05,3.6154E-05
197,Nicotinate!1299.8/180_OA,0,0,0,0.006435189,0.004685875,0.013483742,8.14583E-05,4.27341E-05,0.000111751,0.008228581,0.01461834,0.010245901,0.010644364,0.009280236,0.008925382,0.006135311,0.006423635,0.005530355,0.008253508,0.014716627,0.013962878,0,0,0,0,0,0,0,0,0,2.37978E-05,2.84601E-05,1.93499E-05,0.000132185,4.21635E-05,0.000110977
198,Sucrose!2647.3/451_SUG,0.001293869,0.001603875,0.005767694,0.11181803,0.040681107,0.049887359,0.003852028,0.008139751,0.00425616,0.015159934,0.017028881,0.013387841,0.022380229,0.022842198,0.007223662,0.010202959,0.013878951,0.002421758,0.021147105,0.03431361,0.019398787,0.00038973,0.000495063,0.000388437,0.000417667,0.000633391,0.001042685,0.000553516,0.000515575,0.000468126,0.000387712,0.000275018,0.000207791,0.000142573,0.000175445,0.000299719
199,levulinate$meox1!1235/100_OA,0,0,0,0.00489619,0.001172877,0.004662562,0,3.33098E-05,0.000109625,0.000390005,0.000515003,0.000592267,0.000296049,0.000408548,0.000649422,0.000420091,0.000364256,0.000547134,0.000428364,0.000205074,0.000239704,0.003439087,0.004990172,0.005061069,0.005492391,0.006405133,0.006075536,0.000184135,0,0,3.69407E-06,2.10319E-05,6.58444E-06,2.83303E-06,2.63549E-06,3.85714E-06
200,Dodecanedioicacid$2tms!2083.7/359_FA,0.000211846,0.001154689,8.49283E-05,0.000502246,0.001094176,0.000356372,1.63266E-05,2.07963E-05,2.79548E-05,0.000123712,0.001080573,0.000284263,0.000153554,0.000276828,0.000227974,0.000269829,0.000374342,0.000256147,0.000332527,0.001335851,0.001481763,0.000129261,0.000152129,0.00015229,0.000152628,0.000233491,0.000246957,0.00012158,9.53537E-05,5.00241E-05,2.87052E-06,2.3301E-06,2.75665E-06,6.84195E-06,5.05357E-06,7.08274E-06
201,Hexanenitrile-6methylthio!1322.1/61_GLUCOSINOLATE,0,0,0,0.006668185,0.002076577,0.003024726,5.46984E-06,0,5.97159E-06,0,0,0,0,0,0,0,0,0,0,0,6.89368E-05,2.10562E-05,0,0,0.000118869,7.86766E-05,5.70335E-05,0,0,0,0.000112324,5.78084E-05,8.11562E-05,0.000555941,0.000366594,0.000447536
202,Hexacosanoate!3034.9/453_FA,0,0,0,0.000380104,0.000502876,0.000103983,0.000290372,0.00031342,0.000341948,8.15114E-05,0.00010049,8.85458E-05,6.72662E-05,0.000116268,1.9732E-05,0.00012448,0.000151373,5.61644E-05,9.55099E-05,0.000290139,0.000407215,0,0,0,3.86526E-05,4.42936E-05,6.19574E-05,0,0,0,2.93348E-06,4.33615E-06,6.85996E-06,6.09847E-06,1.89143E-06,7.058E-07
203,delta-Tocopherol$tms!2904/474_APO,0,0,0,0.000419216,0.000888039,0.000255507,7.95809E-05,5.83622E-05,6.4537E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95966E-05,6.25606E-05,1.89931E-05,0,0,0,1.38538E-05,1.04535E-05,6.65222E-06,8.39207E-05,4.76597E-05,7.04765E-05
204,Arg$2!1619/142_AA,0,0,0,0.004337746,0.023479889,0.020120766,0.010526706,0.013402411,0.010981137,4.09538E-05,0.000502217,0,9.13692E-05,5.76328E-05,0.00022461,0.000151957,0.000565052,0.000414564,0.000102251,0.000175661,0.00057053,0,0,0,0,0,0,0,0,0,2.27902E-06,1.10054E-05,1.04789E-05,5.70339E-06,5.06939E-06,4.31129E-06
205,Adenosine-5-P!3061.9/299_PHOSPHO,0,0,0,0.000230885,0.000333474,0.000776179,0.000953953,0.001001575,0.001055546,0.000462029,0.000291421,0.000403497,0.000588662,0.00029869,0.000388565,0.000151716,0.000374851,0.000189155,0.000164337,0.001567915,0.001502866,0,0,0,9.65431E-05,7.55597E-05,0.000144683,0,0,0,3.23125E-05,1.35781E-05,1.86828E-05,1.41763E-06,6.63076E-07,3.5232E-06
206,Dehydroascorbate$1!1839.8/316_OA,0,0,0,0.000882673,0.00436973,0.005130223,0.001166499,0.001290866,0.001799531,0.001201096,0.001296611,0.001013766,0.002069059,0.001136414,0.000998243,0.000955805,0.000725974,0.000664289,0.00110158,0.00230002,0.001859318,0,0,0,0,0,0,0,0,0,1.23729E-06,7.10686E-07,7.1822E-07,1.04925E-05,3.41164E-06,3.59292E-06
207,2-pyrrolidone!1145.9/142_OTHER,4.02779E-05,0.000168771,0.045145237,0.019710548,0.018173125,0.056426596,0.000825318,0.000692108,0.000712414,0.001605303,0.002296119,0.001672304,0.002160938,0.001539607,0.001387731,0.001360599,0.001445944,0.001046705,0.001696929,0.003323871,0.00298511,0.024136008,0.021408069,0.048723442,0.03303945,0.030044473,0.02496041,0.066742391,0.061386117,0.035742614,0.00048803,0.000438176,0.000390789,0.000314478,0.000268868,0.000245973
208,Salicylate!1502.6/267_OA,0,0,0.002233095,0.00063643,0.000425871,0.001559639,6.98119E-06,2.12025E-05,2.13783E-05,0.000113715,5.79554E-05,0.000107227,0.000191735,0.000129841,0.000180104,0.000192525,5.87412E-05,0.000109663,0.000229832,7.46599E-05,0.000124139,0.000115641,2.38515E-05,4.70747E-05,0.010936175,0.012006147,0.01496285,0.003515301,0.00255251,0.001784388,7.30626E-05,3.95416E-05,5.6199E-05,5.33829E-05,3.76185E-05,3.78993E-05
209,7MTH!2981/61_GLUCOSINOLATE,0,0,0,0.000145287,0.001067494,0.000890771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04446E-05,2.27047E-05,2.62288E-05,2.51751E-05,0.000270553,0.000131472,0.000275476,0,0,1.98257E-05,1.49966E-05,2.07524E-06,5.03974E-06,0.000466403,0.000288605,0.000406389
210,Malonate3tms!1426.2/305_OA,0,0,0,0.000123395,0.000503317,0.000793896,3.97902E-05,3.16065E-05,2.59152E-05,2.11001E-05,3.83013E-05,0,5.96507E-05,5.67507E-05,1.965E-05,4.58335E-05,2.8676E-05,3.33409E-05,5.81872E-05,0.000214647,0.000214323,0,0,0,0.005623099,0.005549252,0.006563803,0.000825717,0.000159392,2.64563E-05,5.77322E-06,4.19821E-06,3.13632E-06,4.49317E-06,2.11863E-06,1.75709E-06
211,UGlucosinolate140-1!3001.7/140_GLUCOSINOLATE,0,0,0,0.000796272,0.005429975,0.006432008,0,0,0,0,0,0,4.14879E-05,0,0,0,0,0,0,0.000101343,0,0,0,0,0,0,0,0,0,0,1.94982E-05,1.55886E-05,1.29982E-05,0.000620442,0.000353887,0.000477798
212,Gln$1!1472.2/155_AA,0,0,0,0.037287682,0.055046498,0.141265435,0.010051219,0.008945867,0.008055846,0.002492017,0.004201884,0.00287849,0.005396805,0.003363384,0.003645302,0.003941581,0.005764442,0.003193444,0.005332291,0.009984727,0.009424077,0,0,0,8.60358E-05,5.86106E-05,2.11197E-05,8.93187E-05,0,0,8.83156E-05,7.12144E-05,4.96681E-05,3.36747E-05,2.18121E-05,2.61205E-05
213,2-(N-morpholino)ethanesulfonic!1722.0/100_OTHER,0.001697401,0.001905752,0.001163604,0.002551392,0.020011024,0.01404375,0.000252159,0.000341261,0.000289076,0.0130934,0.029023457,0.019201886,0.009602957,0.014075242,0.015941014,0.015095755,0.015022433,0.014304841,0.015961558,0.036479822,0.032136096,0.00012621,0.000148134,0.000313746,0.000110095,0.000138915,0.000359914,0.000138136,0.000564644,0.000142853,1.30684E-05,6.44986E-06,1.94584E-05,1.89091E-05,1.32569E-05,1.57107E-05
214,dihydroxybenzoate!1819.5/370_OA,0,0.000751002,0.004231872,0.001049031,0.004127061,0.006992979,0,0,0,0,2.90895E-05,0.000130592,0.00012325,0.000132354,0.000258582,0.000603702,0.000735797,0.000421791,0.000314281,0.000925885,0.001249803,0.00042845,0.000323314,8.44567E-05,0.003910862,0.003415742,0.004220227,0.001040392,0.000618831,0.000215072,0.000100131,8.93603E-05,0.000117748,5.40995E-05,3.98604E-05,4.01684E-05
215,Syringicacid$2tms!1889.7/327_OTHER,0,0,0,0.000888182,0.002768347,0.005288022,4.14097E-05,8.36526E-05,0.000101608,3.34281E-05,6.7308E-05,0,2.25684E-05,5.52432E-05,0.0002001,0,9.98081E-05,0,1.75462E-05,3.30078E-05,0,0,0,0,0.000306469,0.000264983,0.000323414,0,0,0,6.94472E-05,4.46151E-05,3.16125E-05,0.000438884,0.000235207,0.000241439
216,Ethylamine$2tms!1223.7/174_OTHER,0.010231285,0.006521643,0.000813661,0.006821975,0.009649626,0.001089539,0.000209529,0.000237192,0.000288709,0.001263739,0.002492482,0.00197306,0.001649945,0.001647222,0.001123321,0.001990619,0.002226843,0.00130436,0.001446257,0.003084809,0.002263878,0.003563244,0.003991625,0.002731338,0.000934056,8.86201E-05,0.000243783,3.96469E-05,0.000156753,0.000363087,1.39661E-05,1.46417E-05,9.35516E-06,3.12013E-05,1.34159E-05,1.9195E-05
217,Lys$3!1919.5/174_AA,0.00042641,0.00064068,0.000849185,0.001497514,0.017233691,0.0173251,0.000394278,0.000445807,0.00049315,0.000652819,0.001540064,0.001183863,0.000769589,0.000520167,0.002969121,0.004894065,0.006659379,0.005269514,0.002321629,0.002741947,0.002694854,0.000107027,0.000257774,8.58705E-05,0.001892368,0.002443015,0.002278434,0.000490794,0.000206322,0.000196227,6.93668E-05,7.06766E-05,5.58625E-05,0.000236067,0.000165923,0.000133823
218,Guanosine2!2762.9/324_OTHER,0,0,0,0.000117954,0.000914567,0.000538906,5.71525E-05,0.000292766,0.000330813,0.000415444,0.000618179,0.000343429,0.000690585,0.000502697,0.00039634,0.000300566,0.000235568,0.000307328,0.000626284,0.001489293,0.001527303,0,0,0,6.88505E-05,9.11387E-05,0.000188939,0,0,0,1.07247E-05,2.51496E-06,6.06191E-06,1.04358E-05,5.65614E-06,5.63729E-06
219,S-(5'-Adenosyl)-L-methionine$3!2555/316_OTHER,5.31183E-06,1.66997E-05,2.24327E-05,0.000149994,0.000790074,0.000343427,2.43509E-05,3.6102E-05,4.95467E-05,1.32714E-05,2.14587E-05,1.36883E-05,3.19918E-05,1.90982E-05,1.61262E-05,2.05831E-05,1.57013E-05,0,2.59549E-05,4.4106E-05,0,0.000889512,0.000884576,0.001214754,0,0.000973526,0.000773438,6.44422E-05,0.000164238,0.000133061,1.15237E-06,8.08375E-07,1.28277E-07,4.23685E-07,3.20702E-07,0
220,Tyrosine$2tms!1884.1/179_AA,0.001013388,0.000563707,0.000259818,0.016822046,0.004568423,0.004675067,0.001923809,0.001753824,0.002141004,0.003480833,0.005842835,0.002398994,0.005016407,0.00446135,0.001875803,0.001261657,0.001295886,0.001428748,0.002958391,0.008197412,0.008195203,1.56325E-05,0,5.81311E-05,0.000695617,0.000373802,2.33449E-05,3.05667E-05,3.92968E-05,0,9.42595E-05,8.89896E-05,9.29872E-05,6.47575E-05,3.77257E-05,3.5352E-05
221,Aspartate$1!1426.1/160_AA,2.68937E-05,0.001751428,0.002222149,0.001277956,0.000910181,7.97152E-05,0.025508136,0.026743005,0.02552693,1.93854E-05,2.55176E-05,0.000279693,5.07673E-05,2.35662E-05,0.000208748,1.20605E-05,1.24406E-05,1.11218E-05,0.000133913,6.28403E-05,0.00021259,1.59877E-05,3.56339E-05,0.000226188,2.68048E-05,1.22172E-05,0.000390457,0.000515048,0.000594806,1.36206E-05,6.07723E-07,1.76426E-05,1.39403E-05,1.3133E-06,1.21331E-06,2.1195E-06
222,Glycerate-3-P!1805.2/299_PHOSPHO,0,0,0,0.000123482,0.001040931,0.000470928,0.000533683,0.000734726,0.000883619,4.18771E-05,7.00458E-05,0,9.68785E-05,0.000176856,1.90032E-05,0,2.44676E-05,0,0.000285618,0.000690915,0.000398791,0,0,0,0,2.14136E-05,5.61268E-05,0,0,0,0,6.25946E-07,0,0,0,0
223,Asn$2tms!1600.2/159_AA,0,0,0,0.046360007,0.020326109,0.005744414,0.014497029,0.016062937,0.017638823,0.005476665,0.014386405,0.005454725,0.008650962,0.004960686,0.008212627,0.005443565,0.013249767,0.004915349,0.011187289,0.020469438,0.031553495,0,0,0,7.70287E-05,5.47532E-05,0.000102298,0,0,0,5.59368E-06,7.29009E-06,5.59572E-06,3.99293E-06,6.63712E-07,1.51804E-06
224,N-acetylhexosamine$meox!2073.3/205_OTHER,0.000180268,0.000193402,0.000302183,0.002030395,0.087611999,0.067583377,0.00075249,0.000705471,0.000802581,0.001403316,0.00237886,0.001621364,0.000493989,0.001135463,0.000801488,0.000824904,0.000990482,0.001451305,0.001324846,0.002121707,0.002683498,0.000222168,8.14899E-05,8.54223E-05,0.000477779,6.68547E-05,0.00010022,7.24213E-05,7.56532E-06,4.9137E-06,0.001037008,0.000686629,0.001062243,0.005900084,0.003722115,0.004454388
225,Urea$3tms!1180.6/261_OTHER,0,0,0,0.000331334,0.000106495,0.000812478,0.000312755,0.000271872,0.000249512,8.50208E-05,0.000363959,8.5436E-05,5.88017E-05,7.06373E-05,0.000104288,0.000165012,5.69751E-05,0.000310422,0.000131384,9.26493E-05,8.72651E-05,0,0,0,1.95514E-05,0.000439482,0.000528413,0,0,0,2.11123E-06,2.41003E-05,1.40647E-05,0,2.26418E-06,2.1106E-05
