"","Compound_Family","Compounds","Condition","median_value","scaled_value"
"433","SUG","Trehalose","MS.Root",0.001530717,0.432917239259136
"434","SUG","Trehalose","MS.Root+3OMG",0.003535819,1
"435","SUG","Trehalose","MS.Root+Glucose",0.001890524,0.534677821460884
"436","SUG","anhydroglucose","MS.Root",0.006468409,1
"437","SUG","anhydroglucose","MS.Root+3OMG",0.002714488,0.419653117173017
"438","SUG","anhydroglucose","MS.Root+Glucose",0.003735908,0.577562117670667
"439","SUG","dissachnonmeox-2715.5/204","MS.Root",0.003178455,0.929863568345282
"440","SUG","dissachnonmeox-2715.5/204","MS.Root+3OMG",0.003418195,1
"441","SUG","dissachnonmeox-2715.5/204","MS.Root+Glucose",0.003064623,0.896561781876107
"442","SUG","hexofuranose","MS.Root",0.000876564,0.0126986152377994
"443","SUG","hexofuranose","MS.Root+3OMG",0.069028314,1
"444","SUG","hexofuranose","MS.Root+Glucose",0.001043783,0.0151210849507349
