Experiment,ID,Plant,Plant2,Microbes,Treatment,System,Bio_rep,Rep,Time,Nb,Root.length.Weight,Seeds
Thalianol,Col0_MF_Water_Agar_Rep 1_24_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,24,2weeks,NA,1.15,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_26_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,26,2weeks,NA,1.154,34
Thalianol,Col0_MF_3OMG_Agar_Rep 1_16_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,16,1week,NA,1.155,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_10_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,10,2weeks,NA,1.155,34
Thalianol,Col0_MF_Water_Agar_Rep 1_8_1week,Col0,Col0,MF,Water,Agar,Rep 1,8,1week,NA,1.166,43
Thalianol,Col0_F16_Water_Agar_Rep 1_10_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,10,2weeks,NA,1.168,30
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_8_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,8,1week,NA,1.169,27
Thalianol,Col0_MF_Water_Agar_Rep 1_16_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,16,2weeks,NA,1.172,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_23_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,23,2weeks,NA,1.176,34
Thalianol,Col0_MF_Water_Agar_Rep 1_9_1week,Col0,Col0,MF,Water,Agar,Rep 1,9,1week,NA,1.178,43
Thalianol,ThaH_MF_Water_Agar_Rep 1_24_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,24,1week,NA,1.185,31
Thalianol,ThaH_F16_Water_Agar_Rep 1_10_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,10,2weeks,NA,1.185,33
Thalianol,Col0_F16_Water_Agar_Rep 1_30_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,30,2weeks,NA,1.194,30
Thalianol,Col0_MF_Water_Agar_Rep 1_27_1week,Col0,Col0,MF,Water,Agar,Rep 1,27,1week,NA,1.196,43
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_6_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,6,2weeks,NA,1.199,31
Thalianol,Col0_MF_Water_Agar_Rep 1_13_1week,Col0,Col0,MF,Water,Agar,Rep 1,13,1week,NA,1.2,43
Thalianol,ThaD_MF_Water_Agar_Rep 1_12_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,12,1week,NA,1.209,39
Thalianol,Col0_MF_3OMG_Agar_Rep 1_13_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,13,2weeks,NA,1.213,31
Thalianol,ThaS2_F16_Water_Agar_Rep 1_14_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,14,2weeks,NA,1.219,30
Thalianol,Col0_F16_3OMG_Agar_Rep 1_21_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,21,2weeks,NA,1.222,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_3_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,3,1week,NA,1.227,34
Thalianol,ThaS2_MF_Water_Agar_Rep 1_20_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,20,2weeks,NA,1.227,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_22_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,22,2weeks,NA,1.23,34
Thalianol,ThaS2_F16_Water_Agar_Rep 1_2_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,2,2weeks,NA,1.238,30
Thalianol,Col0_F16_3OMG_Agar_Rep 1_1_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,1,1week,NA,1.243,34
Thalianol,ThaS2_F16_Water_Agar_Rep 1_10_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,10,2weeks,NA,1.243,30
Thalianol,Col0_F16_Water_Agar_Rep 1_1_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,1,2weeks,NA,1.244,30
Thalianol,Col0_MF_3OMG_Agar_Rep 1_18_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,18,1week,NA,1.253,31
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_7_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,7,2weeks,NA,1.255,34
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_13_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,13,1week,NA,1.257,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_15_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,15,2weeks,NA,1.265,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_4_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,4,1week,NA,1.267,45
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_7_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,7,1week,NA,1.276,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_28_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,28,2weeks,NA,1.282,37
Thalianol,ThaH_MF_Water_Agar_Rep 1_17_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,17,2weeks,NA,1.285,31
Thalianol,Col0_MF_3OMG_Agar_Rep 1_11_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,11,1week,NA,1.288,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_11_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,11,1week,NA,1.299,39
Thalianol,Col0_MF_3OMG_Agar_Rep 1_2_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,2,2weeks,NA,1.312,31
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_3_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,3,2weeks,NA,1.316,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_11_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,11,2weeks,NA,1.318,37
Thalianol,Col0_F16_3OMG_Agar_Rep 1_21_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,21,1week,NA,1.319,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_2_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,2,2weeks,NA,1.333,34
Thalianol,Col0_MF_3OMG_Agar_Rep 1_22_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,22,1week,NA,1.336,31
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_5_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,5,2weeks,NA,1.337,27
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_18_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,18,2weeks,NA,1.342,33
Thalianol,ThaD_F16_Water_Agar_Rep 1_18_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,18,2weeks,NA,1.348,21
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_21_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,21,2weeks,NA,1.35,34
Thalianol,ThaS2_MF_Water_Agar_Rep 1_13_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,13,2weeks,NA,1.357,45
Thalianol,ThaS2_F16_Water_Agar_Rep 1_9_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,9,2weeks,NA,1.358,30
Thalianol,Col0_MF_Water_Agar_Rep 1_38_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,38,2weeks,NA,1.364,43
Thalianol,Col0_MF_Water_Agar_Rep 1_31_1week,Col0,Col0,MF,Water,Agar,Rep 1,31,1week,NA,1.367,43
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_17_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,17,2weeks,NA,1.367,31
Thalianol,Col0_MF_3OMG_Agar_Rep 1_21_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,21,1week,NA,1.38,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_31_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,31,2weeks,NA,1.38,34
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_29_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,29,2weeks,NA,1.381,34
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_11_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,11,2weeks,NA,1.383,34
Thalianol,Col0_MF_Water_Agar_Rep 1_11_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,11,2weeks,NA,1.385,43
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_12_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,12,2weeks,NA,1.397,27
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_13_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,13,2weeks,NA,1.397,31
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_14_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,14,2weeks,NA,1.404,27
Thalianol,Col0_MF_Water_Agar_Rep 1_34_1week,Col0,Col0,MF,Water,Agar,Rep 1,34,1week,NA,1.408,43
Thalianol,Col0_MF_Water_Agar_Rep 1_11_1week,Col0,Col0,MF,Water,Agar,Rep 1,11,1week,NA,1.414,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_11_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,11,2weeks,NA,1.414,34
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_14_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,14,2weeks,NA,1.415,27
Thalianol,Col0_MF_3OMG_Agar_Rep 1_19_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,19,1week,NA,1.428,31
Thalianol,Col0_MF_Water_Agar_Rep 1_28_1week,Col0,Col0,MF,Water,Agar,Rep 1,28,1week,NA,1.432,43
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_8_1week,ThaH,ThaH,MF,3OMG,Agar,Rep 1,8,1week,NA,1.442,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_3_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,3,2weeks,NA,1.45,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_4_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,4,2weeks,NA,1.45,37
Thalianol,Col0_F16_Water_Agar_Rep 1_14_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,14,2weeks,NA,1.479,30
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_12_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,12,2weeks,NA,1.483,37
Thalianol,Col0_MF_Water_Agar_Rep 1_38_1week,Col0,Col0,MF,Water,Agar,Rep 1,38,1week,NA,1.487,43
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_11_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,11,2weeks,NA,1.487,31
Thalianol,Col0_MF_Water_Agar_Rep 1_5_1week,Col0,Col0,MF,Water,Agar,Rep 1,5,1week,NA,1.5,43
Thalianol,Col0_MF_Water_Agar_Rep 1_37_1week,Col0,Col0,MF,Water,Agar,Rep 1,37,1week,NA,1.5,43
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_11_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,11,2weeks,NA,1.504,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_13_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,13,2weeks,NA,1.515,37
Thalianol,Col0_MF_3OMG_Agar_Rep 1_6_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,6,1week,NA,1.531,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_8_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,8,2weeks,NA,1.538,45
Thalianol,Col0_MF_Water_Agar_Rep 1_3_1week,Col0,Col0,MF,Water,Agar,Rep 1,3,1week,NA,1.552,43
Thalianol,ThaD_MF_Water_Agar_Rep 1_13_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,13,2weeks,NA,1.555,39
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_3_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,3,2weeks,NA,1.557,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_17_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,17,2weeks,NA,1.558,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_4_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,4,2weeks,NA,1.574,33
Thalianol,ThaD_MF_Water_Agar_Rep 1_25_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,25,2weeks,NA,1.591,39
Thalianol,Col0_MF_3OMG_Agar_Rep 1_1_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,1,1week,NA,1.6,31
Thalianol,Col0_MF_Water_Agar_Rep 1_17_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,17,2weeks,NA,1.601,43
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_12_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,12,2weeks,NA,1.603,34
Thalianol,Col0_MF_Water_Agar_Rep 1_6_1week,Col0,Col0,MF,Water,Agar,Rep 1,6,1week,NA,1.613,43
Thalianol,ThaD_MF_Water_Agar_Rep 1_3_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,3,2weeks,NA,1.618,39
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_20_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,20,2weeks,NA,1.63,34
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_15_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,15,2weeks,NA,1.638,34
Thalianol,ThaD_F16_Water_Agar_Rep 1_6_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,6,2weeks,NA,1.641,21
Thalianol,Col0_MF_3OMG_Agar_Rep 1_16_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,16,2weeks,NA,1.643,31
Thalianol,Col0_MF_Water_Agar_Rep 1_33_1week,Col0,Col0,MF,Water,Agar,Rep 1,33,1week,NA,1.645,43
Thalianol,Col0_MF_3OMG_Agar_Rep 1_26_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,26,2weeks,NA,1.648,31
Thalianol,Col0_MF_Water_Agar_Rep 1_19_1week,Col0,Col0,MF,Water,Agar,Rep 1,19,1week,NA,1.649,43
Thalianol,Col0_MF_Water_Agar_Rep 1_1_1week,Col0,Col0,MF,Water,Agar,Rep 1,1,1week,NA,1.653,43
Thalianol,Col0_MF_3OMG_Agar_Rep 1_25_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,25,2weeks,NA,1.66,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_17_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,17,2weeks,NA,1.677,39
Thalianol,Col0_MF_3OMG_Agar_Rep 1_17_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,17,2weeks,NA,1.684,31
Thalianol,ThaD_F16_Water_Agar_Rep 1_15_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,15,2weeks,NA,1.692,21
Thalianol,ThaD_MF_Water_Agar_Rep 1_14_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,14,2weeks,NA,1.706,39
Thalianol,Col0_MF_Water_Agar_Rep 1_4_1week,Col0,Col0,MF,Water,Agar,Rep 1,4,1week,NA,1.715,43
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_16_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,16,2weeks,NA,1.72,33
Thalianol,ThaH_MF_Water_Agar_Rep 1_7_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,7,2weeks,NA,1.741,31
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_17_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,17,2weeks,NA,1.766,27
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_15_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,15,2weeks,NA,1.782,31
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_2_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,2,2weeks,NA,1.789,34
Thalianol,Col0_MF_3OMG_Agar_Rep 1_24_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,24,2weeks,NA,1.791,31
Thalianol,Col0_MF_Water_Agar_Rep 1_6_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,6,2weeks,NA,1.792,43
Thalianol,Col0_MF_Water_Agar_Rep 1_3_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,3,2weeks,NA,1.794,43
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_31_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,31,2weeks,NA,1.799,34
Thalianol,ThaS2_F16_Water_Agar_Rep 1_21_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,21,2weeks,NA,1.805,30
Thalianol,ThaS2_MF_Water_Agar_Rep 1_15_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,15,2weeks,NA,1.82,45
Thalianol,ThaS2_F16_Water_Agar_Rep 1_22_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,22,2weeks,NA,1.821,30
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_1_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,1,2weeks,NA,1.823,33
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_28_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,28,2weeks,NA,1.852,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_13_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,13,2weeks,NA,1.86,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_10_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,10,2weeks,NA,1.862,39
Thalianol,Col0_MF_3OMG_Agar_Rep 1_8_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,8,2weeks,NA,1.893,31
Thalianol,Col0_MF_Water_Agar_Rep 1_37_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,37,2weeks,NA,1.902,43
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_23_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,23,2weeks,NA,1.915,33
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_14_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,14,2weeks,NA,1.936,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_22_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,22,2weeks,NA,1.937,33
Thalianol,ThaD_MF_Water_Agar_Rep 1_11_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,11,2weeks,NA,1.939,39
Thalianol,Col0_MF_Water_Agar_Rep 1_1_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,1,2weeks,NA,1.96,43
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_18_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,18,2weeks,NA,1.972,31
Thalianol,Col0_MF_3OMG_Agar_Rep 1_18_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,18,2weeks,NA,1.99,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_17_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,17,2weeks,NA,1.991,45
Thalianol,ThaD_MF_Water_Agar_Rep 1_22_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,22,2weeks,NA,1.995,39
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_34_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,34,2weeks,NA,2.016,37
Thalianol,ThaH_MF_Water_Agar_Rep 1_22_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,22,2weeks,NA,2.048,31
Thalianol,Col0_MF_3OMG_Agar_Rep 1_11_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,11,2weeks,NA,2.058,31
Thalianol,ThaH_F16_Water_Agar_Rep 1_11_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,11,2weeks,NA,2.083,33
Thalianol,Col0_F16_Water_Agar_Rep 1_29_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,29,2weeks,NA,2.123,30
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_18_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,18,2weeks,NA,2.128,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_9_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,9,2weeks,NA,2.13,33
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_15_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,15,2weeks,NA,2.153,33
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_17_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,17,2weeks,NA,2.181,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_8_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,8,2weeks,NA,2.191,33
Thalianol,ThaS1_MF_3OMG_Agar_Rep 1_1_1week,ThaS1,ThaS1-1,MF,3OMG,Agar,Rep 1,1,1week,NA,2.191,38
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_10_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,10,2weeks,NA,2.197,37
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_9_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,9,2weeks,NA,2.2,31
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_27_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,27,2weeks,NA,2.205,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_21_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,21,2weeks,NA,2.207,39
Thalianol,Col0_MF_Water_Agar_Rep 1_39_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,39,2weeks,NA,2.234,43
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_12_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,12,2weeks,NA,2.276,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_8_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,8,2weeks,NA,2.303,27
Thalianol,Col0_MF_3OMG_Agar_Rep 1_5_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,5,2weeks,NA,2.304,31
Thalianol,ThaH_MF_Water_Agar_Rep 1_11_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,11,2weeks,NA,2.306,31
Thalianol,Col0_F16_Water_Agar_Rep 1_17_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,17,2weeks,NA,2.323,30
Thalianol,Col0_F16_3OMG_Agar_Rep 1_24_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,24,2weeks,NA,2.329,34
Thalianol,Col0_MF_Water_Agar_Rep 1_2_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,2,2weeks,NA,2.334,43
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_11_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,11,2weeks,NA,2.342,27
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_16_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,16,2weeks,NA,2.353,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_18_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,18,2weeks,NA,2.358,39
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_20_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,20,2weeks,NA,2.388,37
Thalianol,Col0_F16_3OMG_Agar_Rep 1_4_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,4,2weeks,NA,2.392,34
Thalianol,Col0_F16_Water_Agar_Rep 1_15_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,15,2weeks,NA,2.401,30
Thalianol,ThaH_MF_Water_Agar_Rep 1_14_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,14,2weeks,NA,2.416,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_7_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,7,2weeks,NA,2.42,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_15_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,15,2weeks,NA,2.445,37
Thalianol,ThaH_MF_Water_Agar_Rep 1_25_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,25,2weeks,NA,2.457,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_12_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,12,2weeks,NA,2.466,39
Thalianol,ThaS2_F16_Water_Agar_Rep 1_23_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,23,2weeks,NA,2.473,30
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_5_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,5,2weeks,NA,2.476,37
Thalianol,Col0_MF_Water_Agar_Rep 1_19_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,19,2weeks,NA,2.485,43
Thalianol,ThaS1_MF_Water_Agar_Rep 1_1_2weeks,ThaS1,ThaS1-1,MF,Water,Agar,Rep 1,1,2weeks,NA,2.501,32
Thalianol,Col0_F16_3OMG_Agar_Rep 1_28_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,28,2weeks,NA,2.502,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_16_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,16,2weeks,NA,2.529,34
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_6_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,6,2weeks,NA,2.545,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_31_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,31,2weeks,NA,2.549,37
Thalianol,Col0_F16_3OMG_Agar_Rep 1_14_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,14,2weeks,NA,2.596,34
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_9_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,9,2weeks,NA,2.628,34
Thalianol,Col0_MF_Water_Agar_Rep 1_4_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,4,2weeks,NA,2.63,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_12_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,12,2weeks,NA,2.639,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_37_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,37,2weeks,NA,2.663,37
Thalianol,Col0_MF_Water_Agar_Rep 1_10_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,10,2weeks,NA,2.711,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_20_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,20,2weeks,NA,2.711,34
