"Plate";"Plate_Well";"Well";"Condition";"475nm/510nm";"600nm";"row";"col";"borders";"mad_475nm_510nm";"median_475nm_510nm";"TH_low";"TH_high";"adj475nm/510nm";"Interest"
28;"28_G4";"G4";"B329_LIKE+F16";1043;0.179199994;"G";"4";"n";96.369;850;NA;NA;1.22705882352941;"No"
28;"28_G5";"G5";"B329_LIKE+F16";902;0.135100007;"G";"5";"n";96.369;850;NA;NA;1.06117647058824;"No"
28;"28_G6";"G6";"B329_LIKE+F16";877;0.134100005;"G";"6";"n";96.369;850;NA;NA;1.03176470588235;"No"
28;"28_G7";"G7";"B329_LIKE+F16";894;0.136399999;"G";"7";"n";96.369;850;NA;NA;1.05176470588235;"No"
28;"28_G8";"G8";"B329_LIKE+F16";945;0.146400005;"G";"8";"n";96.369;850;NA;NA;1.11176470588235;"No"
28;"28_G9";"G9";"B329_LIKE+F16";1003;0.129700005;"G";"9";"n";96.369;850;NA;NA;1.18;"No"
29;"29_B10";"B10";"B329_LIKE+F16";822;0.135000005;"B";"10";"n";131.9514;868;NA;NA;0.947004608294931;"No"
29;"29_B11";"B11";"B329_LIKE+F16";832;0.135800004;"B";"11";"n";131.9514;868;NA;NA;0.95852534562212;"No"
29;"29_B2";"B2";"B329_LIKE+F16";950;0.142900005;"B";"2";"n";131.9514;868;NA;NA;1.09447004608295;"No"
29;"29_B3";"B3";"B329_LIKE+F16";744;0.127700001;"B";"3";"n";131.9514;868;NA;NA;0.857142857142857;"No"
29;"29_B4";"B4";"B329_LIKE+F16";1604;0.144700006;"B";"4";"n";131.9514;868;NA;NA;1.84792626728111;"No"
29;"29_B5";"B5";"B329_LIKE+F16";888;0.142399997;"B";"5";"n";131.9514;868;NA;NA;1.02304147465438;"No"
29;"29_B6";"B6";"B329_LIKE+F16";900;0.150299996;"B";"6";"n";131.9514;868;NA;NA;1.036866359447;"No"
29;"29_B7";"B7";"B329_LIKE+F16";1237;0.167699993;"B";"7";"n";131.9514;868;NA;NA;1.42511520737327;"No"
29;"29_B8";"B8";"B329_LIKE+F16";863;0.137400001;"B";"8";"n";131.9514;868;NA;NA;0.994239631336406;"No"
29;"29_B9";"B9";"B329_LIKE+F16";849;0.140200004;"B";"9";"n";131.9514;868;NA;NA;0.978110599078341;"No"
29;"29_C10";"C10";"B329_LIKE+F16";720;0.123099998;"C";"10";"n";131.9514;868;NA;NA;0.829493087557604;"No"
29;"29_C11";"C11";"B329_LIKE+F16";705;0.125200003;"C";"11";"n";131.9514;868;NA;NA;0.81221198156682;"No"
29;"29_C2";"C2";"B329_LIKE+F16";762;0.132699996;"C";"2";"n";131.9514;868;NA;NA;0.877880184331797;"No"
29;"29_C3";"C3";"B329_LIKE+F16";1002;0.170699999;"C";"3";"n";131.9514;868;NA;NA;1.15437788018433;"No"
29;"29_C4";"C4";"B329_LIKE+F16";712;0.1237;"C";"4";"n";131.9514;868;NA;NA;0.820276497695853;"No"
29;"29_C5";"C5";"B329_LIKE+F16";704;0.1228;"C";"5";"n";131.9514;868;NA;NA;0.811059907834101;"No"
29;"29_C6";"C6";"B329_LIKE+F16";764;0.124799997;"C";"6";"n";131.9514;868;NA;NA;0.880184331797235;"No"
29;"29_C7";"C7";"B329_LIKE+F16";1613;0.151500002;"C";"7";"n";131.9514;868;NA;NA;1.85829493087558;"No"
29;"29_C8";"C8";"B329_LIKE+F16";779;0.125300005;"C";"8";"n";131.9514;868;NA;NA;0.897465437788018;"No"
29;"29_C9";"C9";"B329_LIKE+F16";732;0.1219;"C";"9";"n";131.9514;868;NA;NA;0.84331797235023;"No"
29;"29_D10";"D10";"B329_LIKE+F16";803;0.135900006;"D";"10";"n";131.9514;868;NA;NA;0.925115207373272;"No"
29;"29_D11";"D11";"B329_LIKE+F16";738;0.126300007;"D";"11";"n";131.9514;868;NA;NA;0.850230414746544;"No"
29;"29_D2";"D2";"B329_LIKE+F16";854;0.142499998;"D";"2";"n";131.9514;868;NA;NA;0.983870967741935;"No"
29;"29_D3";"D3";"B329_LIKE+F16";730;0.128700003;"D";"3";"n";131.9514;868;NA;NA;0.841013824884793;"No"
29;"29_D4";"D4";"B329_LIKE+F16";774;0.136600003;"D";"4";"n";131.9514;868;NA;NA;0.891705069124424;"No"
29;"29_D5";"D5";"B329_LIKE+F16";1015;0.162799999;"D";"5";"n";131.9514;868;NA;NA;1.16935483870968;"No"
29;"29_D6";"D6";"B329_LIKE+F16";908;0.149299994;"D";"6";"n";131.9514;868;NA;NA;1.04608294930876;"No"
29;"29_D7";"D7";"B329_LIKE+F16";888;0.147499993;"D";"7";"n";131.9514;868;NA;NA;1.02304147465438;"No"
29;"29_D8";"D8";"B329_LIKE+F16";1215;0.140100002;"D";"8";"n";131.9514;868;NA;NA;1.39976958525346;"No"
29;"29_D9";"D9";"B329_LIKE+F16";802;0.136600003;"D";"9";"n";131.9514;868;NA;NA;0.923963133640553;"No"
29;"29_E10";"E10";"B329_LIKE+F16";801;0.135900006;"E";"10";"n";131.9514;868;NA;NA;0.922811059907834;"No"
29;"29_E11";"E11";"B329_LIKE+F16";868;0.135700002;"E";"11";"n";131.9514;868;NA;NA;1;"No"
29;"29_E2";"E2";"B329_LIKE+F16";1057;0.160600007;"E";"2";"n";131.9514;868;NA;NA;1.21774193548387;"No"
29;"29_E3";"E3";"B329_LIKE+F16";1072;0.172600001;"E";"3";"n";131.9514;868;NA;NA;1.23502304147465;"No"
29;"29_E4";"E4";"B329_LIKE+F16";848;0.146899998;"E";"4";"n";131.9514;868;NA;NA;0.976958525345622;"No"
29;"29_E5";"E5";"B329_LIKE+F16";866;0.147799999;"E";"5";"n";131.9514;868;NA;NA;0.997695852534562;"No"
29;"29_E6";"E6";"B329_LIKE+F16";1030;0.164399996;"E";"6";"n";131.9514;868;NA;NA;1.18663594470046;"No"
29;"29_E7";"E7";"B329_LIKE+F16";998;0.161500007;"E";"7";"n";131.9514;868;NA;NA;1.14976958525346;"No"
29;"29_E8";"E8";"B329_LIKE+F16";942;0.151600003;"E";"8";"n";131.9514;868;NA;NA;1.0852534562212;"No"
29;"29_E9";"E9";"B329_LIKE+F16";985;0.149800003;"E";"9";"n";131.9514;868;NA;NA;1.13479262672811;"No"
29;"29_F10";"F10";"B329_LIKE+F16";1492;0.159600005;"F";"10";"n";131.9514;868;NA;NA;1.71889400921659;"No"
29;"29_F11";"F11";"B329_LIKE+F16";788;0.126599997;"F";"11";"n";131.9514;868;NA;NA;0.907834101382488;"No"
29;"29_F2";"F2";"B329_LIKE+F16";880;0.146200001;"F";"2";"n";131.9514;868;NA;NA;1.01382488479263;"No"
29;"29_F3";"F3";"B329_LIKE+F16";1042;0.136099994;"F";"3";"n";131.9514;868;NA;NA;1.20046082949309;"No"
29;"29_F4";"F4";"B329_LIKE+F16";952;0.163100004;"F";"4";"n";131.9514;868;NA;NA;1.09677419354839;"No"
29;"29_F5";"F5";"B329_LIKE+F16";973;0.145699993;"F";"5";"n";131.9514;868;NA;NA;1.12096774193548;"No"
29;"29_F6";"F6";"B329_LIKE+F16";871;0.146400005;"F";"6";"n";131.9514;868;NA;NA;1.00345622119816;"No"
29;"29_F7";"F7";"B329_LIKE+F16";806;0.135499999;"F";"7";"n";131.9514;868;NA;NA;0.928571428571429;"No"
29;"29_F8";"F8";"B329_LIKE+F16";715;0.127000004;"F";"8";"n";131.9514;868;NA;NA;0.823732718894009;"No"
29;"29_F9";"F9";"B329_LIKE+F16";800;0.1382;"F";"9";"n";131.9514;868;NA;NA;0.921658986175115;"No"
29;"29_G10";"G10";"B329_LIKE+F16";747;0.126800001;"G";"10";"n";131.9514;868;NA;NA;0.860599078341014;"No"
29;"29_G11";"G11";"B329_LIKE+F16";739;0.121100001;"G";"11";"n";131.9514;868;NA;NA;0.851382488479263;"No"
29;"29_G2";"G2";"B329_LIKE+F16";814;0.1426;"G";"2";"n";131.9514;868;NA;NA;0.93778801843318;"No"
29;"29_G3";"G3";"B329_LIKE+F16";948;0.144899994;"G";"3";"n";131.9514;868;NA;NA;1.09216589861751;"No"
29;"29_G4";"G4";"B329_LIKE+F16";944;0.147300005;"G";"4";"n";131.9514;868;NA;NA;1.08755760368664;"No"
29;"29_G5";"G5";"B329_LIKE+F16";771;0.130199999;"G";"5";"n";131.9514;868;NA;NA;0.888248847926267;"No"
29;"29_G6";"G6";"B329_LIKE+F16";894;0.138799995;"G";"6";"n";131.9514;868;NA;NA;1.02995391705069;"No"
29;"29_G7";"G7";"B329_LIKE+F16";855;0.135499999;"G";"7";"n";131.9514;868;NA;NA;0.985023041474654;"No"
29;"29_G8";"G8";"B329_LIKE+F16";794;0.125;"G";"8";"n";131.9514;868;NA;NA;0.914746543778802;"No"
29;"29_G9";"G9";"B329_LIKE+F16";829;0.137400001;"G";"9";"n";131.9514;868;NA;NA;0.955069124423963;"No"
30;"30_B10";"B10";"B329_LIKE+F16";900;0.136199996;"B";"10";"n";110.4537;914.5;NA;NA;0.984144341170038;"No"
30;"30_B11";"B11";"B329_LIKE+F16";962;0.136500001;"B";"11";"n";110.4537;914.5;NA;NA;1.05194095133953;"No"
30;"30_B2";"B2";"B329_LIKE+F16";882;0.153899997;"B";"2";"n";110.4537;914.5;NA;NA;0.964461454346638;"No"
30;"30_B3";"B3";"B329_LIKE+F16";1012;0.150600001;"B";"3";"n";110.4537;914.5;NA;NA;1.10661563696009;"No"
30;"30_B4";"B4";"B329_LIKE+F16";977;0.143000007;"B";"4";"n";110.4537;914.5;NA;NA;1.0683433570257;"No"
30;"30_B5";"B5";"B329_LIKE+F16";1206;0.184900001;"B";"5";"n";110.4537;914.5;NA;NA;1.31875341716785;"No"
30;"30_B6";"B6";"B329_LIKE+F16";977;0.146799996;"B";"6";"n";110.4537;914.5;NA;NA;1.0683433570257;"No"
30;"30_B7";"B7";"B329_LIKE+F16";958;0.136800006;"B";"7";"n";110.4537;914.5;NA;NA;1.04756697648989;"No"
30;"30_B8";"B8";"B329_LIKE+F16";922;0.137500003;"B";"8";"n";110.4537;914.5;NA;NA;1.00820120284308;"No"
30;"30_B9";"B9";"B329_LIKE+F16";825;0.127200007;"B";"9";"n";110.4537;914.5;NA;NA;0.902132312739202;"No"
30;"30_C10";"C10";"B329_LIKE+F16";836;0.128600001;"C";"10";"n";110.4537;914.5;NA;NA;0.914160743575724;"No"
30;"30_C11";"C11";"B329_LIKE+F16";1055;0.144899994;"C";"11";"n";110.4537;914.5;NA;NA;1.15363586659377;"No"
30;"30_C2";"C2";"B329_LIKE+F16";870;0.137999997;"C";"2";"n";110.4537;914.5;NA;NA;0.951339529797704;"No"
30;"30_C3";"C3";"B329_LIKE+F16";869;0.1303;"C";"3";"n";110.4537;914.5;NA;NA;0.950246036085292;"No"
30;"30_C4";"C4";"B329_LIKE+F16";863;0.138999999;"C";"4";"n";110.4537;914.5;NA;NA;0.943685073810826;"No"
30;"30_C5";"C5";"B329_LIKE+F16";1074;0.140400007;"C";"5";"n";110.4537;914.5;NA;NA;1.17441224712958;"No"
30;"30_C6";"C6";"B329_LIKE+F16";896;0.140400007;"C";"6";"n";110.4537;914.5;NA;NA;0.979770366320394;"No"
30;"30_C7";"C7";"B329_LIKE+F16";890;0.132400006;"C";"7";"n";110.4537;914.5;NA;NA;0.973209404045927;"No"
30;"30_C8";"C8";"B329_LIKE+F16";872;0.128999993;"C";"8";"n";110.4537;914.5;NA;NA;0.953526517222526;"No"
30;"30_C9";"C9";"B329_LIKE+F16";879;0.130600005;"C";"9";"n";110.4537;914.5;NA;NA;0.961180973209404;"No"
30;"30_D10";"D10";"B329_LIKE+F16";1517;0.146699995;"D";"10";"n";110.4537;914.5;NA;NA;1.65882996172772;"No"
30;"30_D11";"D11";"B329_LIKE+F16";1144;0.139799997;"D";"11";"n";110.4537;914.5;NA;NA;1.25095680699836;"No"
30;"30_D2";"D2";"B329_LIKE+F16";857;0.135800004;"D";"2";"n";110.4537;914.5;NA;NA;0.937124111536359;"No"
30;"30_D3";"D3";"B329_LIKE+F16";848;0.130500004;"D";"3";"n";110.4537;914.5;NA;NA;0.927282668124658;"No"
30;"30_D4";"D4";"B329_LIKE+F16";842;0.133699998;"D";"4";"n";110.4537;914.5;NA;NA;0.920721705850191;"No"
30;"30_D5";"D5";"B329_LIKE+F16";882;0.1294;"D";"5";"n";110.4537;914.5;NA;NA;0.964461454346638;"No"
30;"30_D6";"D6";"B329_LIKE+F16";818;0.122199997;"D";"6";"n";110.4537;914.5;NA;NA;0.894477856752324;"No"
30;"30_D7";"D7";"B329_LIKE+F16";1063;0.144299999;"D";"7";"n";110.4537;914.5;NA;NA;1.16238381629306;"No"
30;"30_D8";"D8";"B329_LIKE+F16";855;0.132599995;"D";"8";"n";110.4537;914.5;NA;NA;0.934937124111536;"No"
30;"30_D9";"D9";"B329_LIKE+F16";799;0.127100006;"D";"9";"n";110.4537;914.5;NA;NA;0.873701476216512;"No"
30;"30_E10";"E10";"B329_LIKE+F16";992;0.143299997;"E";"10";"n";110.4537;914.5;NA;NA;1.08474576271186;"No"
30;"30_E11";"E11";"B329_LIKE+F16";813;0.127800003;"E";"11";"n";110.4537;914.5;NA;NA;0.889010388190268;"No"
30;"30_E2";"E2";"B329_LIKE+F16";1035;0.154499993;"E";"2";"n";110.4537;914.5;NA;NA;1.13176599234554;"No"
30;"30_E3";"E3";"B329_LIKE+F16";911;0.147699997;"E";"3";"n";110.4537;914.5;NA;NA;0.996172772006561;"No"
30;"30_E4";"E4";"B329_LIKE+F16";944;0.146699995;"E";"4";"n";110.4537;914.5;NA;NA;1.03225806451613;"No"
30;"30_E5";"E5";"B329_LIKE+F16";929;0.156299993;"E";"5";"n";110.4537;914.5;NA;NA;1.01585565882996;"No"
30;"30_E6";"E6";"B329_LIKE+F16";980;0.1417;"E";"6";"n";110.4537;914.5;NA;NA;1.07162383816293;"No"
30;"30_E7";"E7";"B329_LIKE+F16";1080;0.143700004;"E";"7";"n";110.4537;914.5;NA;NA;1.18097320940405;"No"
30;"30_E8";"E8";"B329_LIKE+F16";1071;0.153600007;"E";"8";"n";110.4537;914.5;NA;NA;1.17113176599235;"No"
30;"30_E9";"E9";"B329_LIKE+F16";1136;0.147699997;"E";"9";"n";110.4537;914.5;NA;NA;1.24220885729907;"No"
30;"30_F10";"F10";"B329_LIKE+F16";915;0.1294;"F";"10";"n";110.4537;914.5;NA;NA;1.00054674685621;"No"
30;"30_F11";"F11";"B329_LIKE+F16";838;0.129199997;"F";"11";"n";110.4537;914.5;NA;NA;0.916347731000547;"No"
30;"30_F2";"F2";"B329_LIKE+F16";859;0.145400003;"F";"2";"n";110.4537;914.5;NA;NA;0.939311098961181;"No"
30;"30_F3";"F3";"B329_LIKE+F16";946;0.150299996;"F";"3";"n";110.4537;914.5;NA;NA;1.03444505194095;"No"
30;"30_F4";"F4";"B329_LIKE+F16";946;0.136800006;"F";"4";"n";110.4537;914.5;NA;NA;1.03444505194095;"No"
30;"30_F5";"F5";"B329_LIKE+F16";833;0.128399998;"F";"5";"n";110.4537;914.5;NA;NA;0.910880262438491;"No"
30;"30_F6";"F6";"B329_LIKE+F16";885;0.125599995;"F";"6";"n";110.4537;914.5;NA;NA;0.967741935483871;"No"
30;"30_F7";"F7";"B329_LIKE+F16";871;0.132699996;"F";"7";"n";110.4537;914.5;NA;NA;0.952433023510115;"No"
30;"30_F8";"F8";"B329_LIKE+F16";908;0.127599999;"F";"8";"n";110.4537;914.5;NA;NA;0.992892290869328;"No"
30;"30_F9";"F9";"B329_LIKE+F16";819;0.123099998;"F";"9";"n";110.4537;914.5;NA;NA;0.895571350464735;"No"
30;"30_G10";"G10";"B329_LIKE+F16";826;0.128299996;"G";"10";"n";110.4537;914.5;NA;NA;0.903225806451613;"No"
30;"30_G11";"G11";"B329_LIKE+F16";896;0.128999993;"G";"11";"n";110.4537;914.5;NA;NA;0.979770366320394;"No"
30;"30_G2";"G2";"B329_LIKE+F16";974;0.148200005;"G";"2";"n";110.4537;914.5;NA;NA;1.06506287588846;"No"
30;"30_G3";"G3";"B329_LIKE+F16";1150;0.161400005;"G";"3";"n";110.4537;914.5;NA;NA;1.25751776927283;"No"
30;"30_G4";"G4";"B329_LIKE+F16";914;0.142199993;"G";"4";"n";110.4537;914.5;NA;NA;0.999453253143794;"No"
30;"30_G5";"G5";"B329_LIKE+F16";1063;0.153099999;"G";"5";"n";110.4537;914.5;NA;NA;1.16238381629306;"No"
30;"30_G6";"G6";"B329_LIKE+F16";1100;0.1655;"G";"6";"n";110.4537;914.5;NA;NA;1.20284308365227;"No"
30;"30_G7";"G7";"B329_LIKE+F16";1085;0.152899995;"G";"7";"n";110.4537;914.5;NA;NA;1.1864406779661;"No"
30;"30_G8";"G8";"B329_LIKE+F16";1022;0.142900005;"G";"8";"n";110.4537;914.5;NA;NA;1.1175505740842;"No"
30;"30_G9";"G9";"B329_LIKE+F16";1423;0.157600001;"G";"9";"n";110.4537;914.5;NA;NA;1.55604155276107;"No"
31;"31_B10";"B10";"B329_LIKE+F16";794;0.119499996;"B";"10";"n";93.4038;846;NA;NA;0.938534278959811;"No"
31;"31_B11";"B11";"B329_LIKE+F16";1249;0.133000001;"B";"11";"n";93.4038;846;NA;NA;1.47635933806147;"No"
31;"31_B2";"B2";"B329_LIKE+F16";1032;0.1602;"B";"2";"n";93.4038;846;NA;NA;1.21985815602837;"No"
31;"31_B3";"B3";"B329_LIKE+F16";784;0.126300007;"B";"3";"n";93.4038;846;NA;NA;0.926713947990544;"No"
31;"31_B4";"B4";"B329_LIKE+F16";779;0.128000006;"B";"4";"n";93.4038;846;NA;NA;0.92080378250591;"No"
31;"31_B5";"B5";"B329_LIKE+F16";784;0.124600001;"B";"5";"n";93.4038;846;NA;NA;0.926713947990544;"No"
31;"31_B6";"B6";"B329_LIKE+F16";738;0.119800001;"B";"6";"n";93.4038;846;NA;NA;0.872340425531915;"No"
31;"31_B7";"B7";"B329_LIKE+F16";781;0.122599997;"B";"7";"n";93.4038;846;NA;NA;0.923167848699764;"No"
31;"31_B8";"B8";"B329_LIKE+F16";792;0.122299999;"B";"8";"n";93.4038;846;NA;NA;0.936170212765957;"No"
31;"31_B9";"B9";"B329_LIKE+F16";739;0.120099999;"B";"9";"n";93.4038;846;NA;NA;0.873522458628842;"No"
31;"31_C10";"C10";"B329_LIKE+F16";810;0.124499999;"C";"10";"n";93.4038;846;NA;NA;0.957446808510638;"No"
31;"31_C11";"C11";"B329_LIKE+F16";806;0.132499993;"C";"11";"n";93.4038;846;NA;NA;0.952718676122931;"No"
31;"31_C2";"C2";"B329_LIKE+F16";823;0.136500001;"C";"2";"n";93.4038;846;NA;NA;0.972813238770686;"No"
31;"31_C3";"C3";"B329_LIKE+F16";744;0.127299994;"C";"3";"n";93.4038;846;NA;NA;0.879432624113475;"No"
31;"31_C4";"C4";"B329_LIKE+F16";783;0.128099993;"C";"4";"n";93.4038;846;NA;NA;0.925531914893617;"No"
31;"31_C5";"C5";"B329_LIKE+F16";814;0.125400007;"C";"5";"n";93.4038;846;NA;NA;0.962174940898345;"No"
31;"31_C6";"C6";"B329_LIKE+F16";731;0.118600003;"C";"6";"n";93.4038;846;NA;NA;0.864066193853428;"No"
31;"31_C7";"C7";"B329_LIKE+F16";758;0.121200003;"C";"7";"n";93.4038;846;NA;NA;0.895981087470449;"No"
31;"31_C8";"C8";"B329_LIKE+F16";782;0.123000003;"C";"8";"n";93.4038;846;NA;NA;0.92434988179669;"No"
31;"31_C9";"C9";"B329_LIKE+F16";736;0.1197;"C";"9";"n";93.4038;846;NA;NA;0.869976359338062;"No"
31;"31_D10";"D10";"B329_LIKE+F16";765;0.118500002;"D";"10";"n";93.4038;846;NA;NA;0.904255319148936;"No"
31;"31_D3";"D3";"B329_LIKE+F16";743;0.127299994;"D";"3";"n";93.4038;846;NA;NA;0.878250591016548;"No"
31;"31_D4";"D4";"B329_LIKE+F16";714;0.123599999;"D";"4";"n";93.4038;846;NA;NA;0.843971631205674;"No"
31;"31_D5";"D5";"B329_LIKE+F16";790;0.122000001;"D";"5";"n";93.4038;846;NA;NA;0.933806146572104;"No"
31;"31_D6";"D6";"B329_LIKE+F16";947;0.124200001;"D";"6";"n";93.4038;846;NA;NA;1.1193853427896;"No"
31;"31_D7";"D7";"B329_LIKE+F16";744;0.118299998;"D";"7";"n";93.4038;846;NA;NA;0.879432624113475;"No"
31;"31_D8";"D8";"B329_LIKE+F16";759;0.1215;"D";"8";"n";93.4038;846;NA;NA;0.897163120567376;"No"
31;"31_D9";"D9";"B329_LIKE+F16";983;0.137500003;"D";"9";"n";93.4038;846;NA;NA;1.16193853427896;"No"
31;"31_E10";"E10";"B329_LIKE+F16";913;0.128800005;"E";"10";"n";93.4038;846;NA;NA;1.07919621749409;"No"
31;"31_E11";"E11";"B329_LIKE+F16";1051;0.155699998;"E";"11";"n";93.4038;846;NA;NA;1.24231678486998;"No"
31;"31_E2";"E2";"B329_LIKE+F16";839;0.142700002;"E";"2";"n";93.4038;846;NA;NA;0.991725768321513;"No"
31;"31_E3";"E3";"B329_LIKE+F16";853;0.138999999;"E";"3";"n";93.4038;846;NA;NA;1.00827423167849;"No"
31;"31_E4";"E4";"B329_LIKE+F16";913;0.1417;"E";"4";"n";93.4038;846;NA;NA;1.07919621749409;"No"
31;"31_E5";"E5";"B329_LIKE+F16";837;0.134900004;"E";"5";"n";93.4038;846;NA;NA;0.98936170212766;"No"
31;"31_E6";"E6";"B329_LIKE+F16";823;0.135000005;"E";"6";"n";93.4038;846;NA;NA;0.972813238770686;"No"
31;"31_E7";"E7";"B329_LIKE+F16";877;0.136999995;"E";"7";"n";93.4038;846;NA;NA;1.03664302600473;"No"
31;"31_E8";"E8";"B329_LIKE+F16";868;0.136500001;"E";"8";"n";93.4038;846;NA;NA;1.02600472813239;"No"
31;"31_E9";"E9";"B329_LIKE+F16";843;0.136399999;"E";"9";"n";93.4038;846;NA;NA;0.99645390070922;"No"
31;"31_F10";"F10";"B329_LIKE+F16";955;0.142000005;"F";"10";"n";93.4038;846;NA;NA;1.12884160756501;"No"
31;"31_F11";"F11";"B329_LIKE+F16";919;0.140100002;"F";"11";"n";93.4038;846;NA;NA;1.08628841607565;"No"
31;"31_F2";"F2";"B329_LIKE+F16";979;0.144500002;"F";"2";"n";93.4038;846;NA;NA;1.15721040189125;"No"
31;"31_F3";"F3";"B329_LIKE+F16";1129;0.164800003;"F";"3";"n";93.4038;846;NA;NA;1.33451536643026;"No"
31;"31_F4";"F4";"B329_LIKE+F16";909;0.145899996;"F";"4";"n";93.4038;846;NA;NA;1.07446808510638;"No"
31;"31_F5";"F5";"B329_LIKE+F16";1022;0.149399996;"F";"5";"n";93.4038;846;NA;NA;1.2080378250591;"No"
31;"31_F6";"F6";"B329_LIKE+F16";908;0.146400005;"F";"6";"n";93.4038;846;NA;NA;1.07328605200946;"No"
31;"31_F7";"F7";"B329_LIKE+F16";1301;0.148200005;"F";"7";"n";93.4038;846;NA;NA;1.53782505910165;"No"
31;"31_F8";"F8";"B329_LIKE+F16";863;0.128800005;"F";"8";"n";93.4038;846;NA;NA;1.02009456264775;"No"
31;"31_F9";"F9";"B329_LIKE+F16";862;0.135199994;"F";"9";"n";93.4038;846;NA;NA;1.01891252955083;"No"
31;"31_G10";"G10";"B329_LIKE+F16";849;0.130600005;"G";"10";"n";93.4038;846;NA;NA;1.00354609929078;"No"
31;"31_G11";"G11";"B329_LIKE+F16";862;0.131799996;"G";"11";"n";93.4038;846;NA;NA;1.01891252955083;"No"
31;"31_G2";"G2";"B329_LIKE+F16";808;0.135299996;"G";"2";"n";93.4038;846;NA;NA;0.955082742316785;"No"
31;"31_G3";"G3";"B329_LIKE+F16";1490;0.157600001;"G";"3";"n";93.4038;846;NA;NA;1.7612293144208;"No"
31;"31_G4";"G4";"B329_LIKE+F16";823;0.131500006;"G";"4";"n";93.4038;846;NA;NA;0.972813238770686;"No"
31;"31_G5";"G5";"B329_LIKE+F16";836;0.145099998;"G";"5";"n";93.4038;846;NA;NA;0.988179669030733;"No"
31;"31_G6";"G6";"B329_LIKE+F16";856;0.129899994;"G";"6";"n";93.4038;846;NA;NA;1.01182033096927;"No"
31;"31_G7";"G7";"B329_LIKE+F16";908;0.136399999;"G";"7";"n";93.4038;846;NA;NA;1.07328605200946;"No"
31;"31_G8";"G8";"B329_LIKE+F16";907;0.135299996;"G";"8";"n";93.4038;846;NA;NA;1.07210401891253;"No"
31;"31_G9";"G9";"B329_LIKE+F16";851;0.127800003;"G";"9";"n";93.4038;846;NA;NA;1.00591016548463;"No"
32;"32_B10";"B10";"B329_LIKE+F16";850;0.128999993;"B";"10";"n";114.1602;838;NA;NA;1.01431980906921;"No"
32;"32_B11";"B11";"B329_LIKE+F16";991;0.135700002;"B";"11";"n";114.1602;838;NA;NA;1.18257756563246;"No"
32;"32_B2";"B2";"B329_LIKE+F16";757;0.129700005;"B";"2";"n";114.1602;838;NA;NA;0.903341288782816;"No"
32;"32_B3";"B3";"B329_LIKE+F16";1758;0.167199999;"B";"3";"n";114.1602;838;NA;NA;2.09785202863962;"No"
32;"32_B4";"B4";"B329_LIKE+F16";836;0.1347;"B";"4";"n";114.1602;838;NA;NA;0.997613365155131;"No"
32;"32_B5";"B5";"B329_LIKE+F16";793;0.133699998;"B";"5";"n";114.1602;838;NA;NA;0.946300715990454;"No"
32;"32_B6";"B6";"B329_LIKE+F16";1178;0.156599998;"B";"6";"n";114.1602;838;NA;NA;1.40572792362768;"No"
32;"32_B7";"B7";"B329_LIKE+F16";763;0.122000001;"B";"7";"n";114.1602;838;NA;NA;0.910501193317422;"No"
32;"32_B8";"B8";"B329_LIKE+F16";847;0.128700003;"B";"8";"n";114.1602;838;NA;NA;1.01073985680191;"No"
32;"32_B9";"B9";"B329_LIKE+F16";795;0.131099999;"B";"9";"n";114.1602;838;NA;NA;0.948687350835322;"No"
32;"32_C10";"C10";"B329_LIKE+F16";840;0.123400003;"C";"10";"n";114.1602;838;NA;NA;1.00238663484487;"No"
32;"32_C11";"C11";"B329_LIKE+F16";793;0.126100004;"C";"11";"n";114.1602;838;NA;NA;0.946300715990454;"No"
32;"32_C2";"C2";"B329_LIKE+F16";893;0.137500003;"C";"2";"n";114.1602;838;NA;NA;1.06563245823389;"No"
32;"32_C3";"C3";"B329_LIKE+F16";766;0.132200003;"C";"3";"n";114.1602;838;NA;NA;0.914081145584726;"No"
32;"32_C4";"C4";"B329_LIKE+F16";773;0.130400002;"C";"4";"n";114.1602;838;NA;NA;0.922434367541766;"No"
32;"32_C5";"C5";"B329_LIKE+F16";812;0.131999999;"C";"5";"n";114.1602;838;NA;NA;0.968973747016706;"No"
32;"32_C6";"C6";"B329_LIKE+F16";784;0.1259;"C";"6";"n";114.1602;838;NA;NA;0.935560859188544;"No"
32;"32_C7";"C7";"B329_LIKE+F16";862;0.1338;"C";"7";"n";114.1602;838;NA;NA;1.02863961813842;"No"
32;"32_C8";"C8";"B329_LIKE+F16";799;0.123999998;"C";"8";"n";114.1602;838;NA;NA;0.95346062052506;"No"
32;"32_C9";"C9";"B329_LIKE+F16";803;0.122000001;"C";"9";"n";114.1602;838;NA;NA;0.958233890214797;"No"
32;"32_D10";"D10";"B329_LIKE+F16";900;0.132200003;"D";"10";"n";114.1602;838;NA;NA;1.07398568019093;"No"
32;"32_D11";"D11";"B329_LIKE+F16";898;0.140300006;"D";"11";"n";114.1602;838;NA;NA;1.07159904534606;"No"
32;"32_D2";"D2";"B329_LIKE+F16";747;0.135499999;"D";"2";"n";114.1602;838;NA;NA;0.891408114558473;"No"
32;"32_D3";"D3";"B329_LIKE+F16";832;0.137099996;"D";"3";"n";114.1602;838;NA;NA;0.992840095465394;"No"
