"Plate";"Plate_Well";"Well";"Condition";"475nm/510nm";"600nm";"row";"col";"borders";"mad_475nm_510nm";"median_475nm_510nm";"TH_low";"TH_high";"adj475nm/510nm";"Interest"
63;"63_C11";"C11";"B329_LIKE+F16";849;0.153899997;"C";"11";"n";101.5581;856;NA;NA;0.991822429906542;"No"
63;"63_C2";"C2";"B329_LIKE+F16";803;0.144299999;"C";"2";"n";101.5581;856;NA;NA;0.938084112149533;"No"
63;"63_C3";"C3";"B329_LIKE+F16";815;0.148599997;"C";"3";"n";101.5581;856;NA;NA;0.952102803738318;"No"
63;"63_C4";"C4";"B329_LIKE+F16";851;0.155699998;"C";"4";"n";101.5581;856;NA;NA;0.994158878504673;"No"
63;"63_C5";"C5";"B329_LIKE+F16";707;0.133900002;"C";"5";"n";101.5581;856;NA;NA;0.825934579439252;"No"
63;"63_C6";"C6";"B329_LIKE+F16";751;0.141800001;"C";"6";"n";101.5581;856;NA;NA;0.877336448598131;"No"
63;"63_C7";"C7";"B329_LIKE+F16";823;0.144999996;"C";"7";"n";101.5581;856;NA;NA;0.961448598130841;"No"
63;"63_C8";"C8";"B329_LIKE+F16";829;0.151999995;"C";"8";"n";101.5581;856;NA;NA;0.968457943925234;"No"
63;"63_C9";"C9";"B329_LIKE+F16";833;0.198300004;"C";"9";"n";101.5581;856;NA;NA;0.973130841121495;"No"
63;"63_D10";"D10";"B329_LIKE+F16";927;0.165800005;"D";"10";"n";101.5581;856;NA;NA;1.08294392523364;"No"
63;"63_D11";"D11";"B329_LIKE+F16";1048;0.176899999;"D";"11";"n";101.5581;856;NA;NA;1.22429906542056;"No"
63;"63_D2";"D2";"B329_LIKE+F16";1071;0.171700001;"D";"2";"n";101.5581;856;NA;NA;1.25116822429907;"No"
63;"63_D3";"D3";"B329_LIKE+F16";907;0.163599998;"D";"3";"n";101.5581;856;NA;NA;1.05957943925234;"No"
63;"63_D4";"D4";"B329_LIKE+F16";1278;0.168599993;"D";"4";"n";101.5581;856;NA;NA;1.49299065420561;"No"
63;"63_D5";"D5";"B329_LIKE+F16";824;0.149499997;"D";"5";"n";101.5581;856;NA;NA;0.962616822429907;"No"
63;"63_D6";"D6";"B329_LIKE+F16";896;0.163100004;"D";"6";"n";101.5581;856;NA;NA;1.04672897196262;"No"
63;"63_D7";"D7";"B329_LIKE+F16";980;0.162499994;"D";"7";"n";101.5581;856;NA;NA;1.14485981308411;"No"
63;"63_D8";"D8";"B329_LIKE+F16";927;0.255699992;"D";"8";"n";101.5581;856;NA;NA;1.08294392523364;"No"
63;"63_D9";"D9";"B329_LIKE+F16";882;0.158199996;"D";"9";"n";101.5581;856;NA;NA;1.0303738317757;"No"
63;"63_E10";"E10";"B329_LIKE+F16";837;0.151700005;"E";"10";"n";101.5581;856;NA;NA;0.977803738317757;"No"
63;"63_E11";"E11";"B329_LIKE+F16";756;0.143299997;"E";"11";"n";101.5581;856;NA;NA;0.883177570093458;"No"
63;"63_E2";"E2";"B329_LIKE+F16";921;0.1602;"E";"2";"n";101.5581;856;NA;NA;1.07593457943925;"No"
63;"63_E3";"E3";"B329_LIKE+F16";823;0.1505;"E";"3";"n";101.5581;856;NA;NA;0.961448598130841;"No"
63;"63_E4";"E4";"B329_LIKE+F16";799;0.149700001;"E";"4";"n";101.5581;856;NA;NA;0.933411214953271;"No"
63;"63_E5";"E5";"B329_LIKE+F16";783;0.141000003;"E";"5";"n";101.5581;856;NA;NA;0.914719626168224;"No"
63;"63_E6";"E6";"B329_LIKE+F16";804;0.145799994;"E";"6";"n";101.5581;856;NA;NA;0.939252336448598;"No"
63;"63_E7";"E7";"B329_LIKE+F16";805;0.145999998;"E";"7";"n";101.5581;856;NA;NA;0.940420560747664;"No"
63;"63_E8";"E8";"B329_LIKE+F16";771;0.174600005;"E";"8";"n";101.5581;856;NA;NA;0.900700934579439;"No"
63;"63_E9";"E9";"B329_LIKE+F16";804;0.146500006;"E";"9";"n";101.5581;856;NA;NA;0.939252336448598;"No"
63;"63_F10";"F10";"B329_LIKE+F16";909;0.157900006;"F";"10";"n";101.5581;856;NA;NA;1.06191588785047;"No"
63;"63_F11";"F11";"B329_LIKE+F16";869;0.154499993;"F";"11";"n";101.5581;856;NA;NA;1.01518691588785;"No"
63;"63_F2";"F2";"B329_LIKE+F16";751;0.136700004;"F";"2";"n";101.5581;856;NA;NA;0.877336448598131;"No"
63;"63_F3";"F3";"B329_LIKE+F16";768;0.141299993;"F";"3";"n";101.5581;856;NA;NA;0.897196261682243;"No"
63;"63_F4";"F4";"B329_LIKE+F16";764;0.147100002;"F";"4";"n";101.5581;856;NA;NA;0.892523364485981;"No"
63;"63_F5";"F5";"B329_LIKE+F16";781;0.148200005;"F";"5";"n";101.5581;856;NA;NA;0.912383177570093;"No"
63;"63_F6";"F6";"B329_LIKE+F16";943;0.159799993;"F";"6";"n";101.5581;856;NA;NA;1.10163551401869;"No"
63;"63_F7";"F7";"B329_LIKE+F16";763;0.136899993;"F";"7";"n";101.5581;856;NA;NA;0.891355140186916;"No"
63;"63_F8";"F8";"B329_LIKE+F16";853;0.144800007;"F";"8";"n";101.5581;856;NA;NA;0.996495327102804;"No"
63;"63_F9";"F9";"B329_LIKE+F16";1002;0.176499993;"F";"9";"n";101.5581;856;NA;NA;1.17056074766355;"No"
63;"63_G10";"G10";"B329_LIKE+F16";887;0.161799997;"G";"10";"n";101.5581;856;NA;NA;1.03621495327103;"No"
63;"63_G11";"G11";"B329_LIKE+F16";975;0.163399994;"G";"11";"n";101.5581;856;NA;NA;1.13901869158878;"No"
63;"63_G2";"G2";"B329_LIKE+F16";793;0.146400005;"G";"2";"n";101.5581;856;NA;NA;0.926401869158878;"No"
63;"63_G3";"G3";"B329_LIKE+F16";880;0.156200007;"G";"3";"n";101.5581;856;NA;NA;1.02803738317757;"No"
63;"63_G4";"G4";"B329_LIKE+F16";769;0.142100006;"G";"4";"n";101.5581;856;NA;NA;0.898364485981308;"No"
63;"63_G5";"G5";"B329_LIKE+F16";799;0.143000007;"G";"5";"n";101.5581;856;NA;NA;0.933411214953271;"No"
63;"63_G6";"G6";"B329_LIKE+F16";945;0.213799998;"G";"6";"n";101.5581;856;NA;NA;1.10397196261682;"No"
63;"63_G7";"G7";"B329_LIKE+F16";842;0.149000004;"G";"7";"n";101.5581;856;NA;NA;0.983644859813084;"No"
63;"63_G8";"G8";"B329_LIKE+F16";1029;0.211400002;"G";"8";"n";101.5581;856;NA;NA;1.20210280373832;"No"
63;"63_G9";"G9";"B329_LIKE+F16";913;0.155100003;"G";"9";"n";101.5581;856;NA;NA;1.06658878504673;"No"
64;"64_B10";"B10";"B329_LIKE+F16";794;0.155699998;"B";"10";"n";127.5036;920;NA;NA;0.86304347826087;"No"
64;"64_B11";"B11";"B329_LIKE+F16";856;0.164700001;"B";"11";"n";127.5036;920;NA;NA;0.930434782608696;"No"
64;"64_B2";"B2";"B329_LIKE+F16";817;0.145300001;"B";"2";"n";127.5036;920;NA;NA;0.88804347826087;"No"
64;"64_B3";"B3";"B329_LIKE+F16";792;0.139500007;"B";"3";"n";127.5036;920;NA;NA;0.860869565217391;"No"
64;"64_B4";"B4";"B329_LIKE+F16";844;0.160799995;"B";"4";"n";127.5036;920;NA;NA;0.917391304347826;"No"
64;"64_B5";"B5";"B329_LIKE+F16";748;0.139400005;"B";"5";"n";127.5036;920;NA;NA;0.81304347826087;"No"
64;"64_B6";"B6";"B329_LIKE+F16";825;0.148599997;"B";"6";"n";127.5036;920;NA;NA;0.896739130434783;"No"
64;"64_B7";"B7";"B329_LIKE+F16";892;0.154100001;"B";"7";"n";127.5036;920;NA;NA;0.969565217391304;"No"
64;"64_B8";"B8";"B329_LIKE+F16";806;0.141399994;"B";"8";"n";127.5036;920;NA;NA;0.876086956521739;"No"
64;"64_B9";"B9";"B329_LIKE+F16";795;0.146799996;"B";"9";"n";127.5036;920;NA;NA;0.864130434782609;"No"
64;"64_C10";"C10";"B329_LIKE+F16";844;0.163699999;"C";"10";"n";127.5036;920;NA;NA;0.917391304347826;"No"
64;"64_C11";"C11";"B329_LIKE+F16";919;0.168599993;"C";"11";"n";127.5036;920;NA;NA;0.998913043478261;"No"
64;"64_C2";"C2";"B329_LIKE+F16";959;0.161599994;"C";"2";"n";127.5036;920;NA;NA;1.04239130434783;"No"
64;"64_C3";"C3";"B329_LIKE+F16";908;0.166700006;"C";"3";"n";127.5036;920;NA;NA;0.98695652173913;"No"
64;"64_C4";"C4";"B329_LIKE+F16";887;0.158999994;"C";"4";"n";127.5036;920;NA;NA;0.964130434782609;"No"
64;"64_C6";"C6";"B329_LIKE+F16";904;0.153200001;"C";"6";"n";127.5036;920;NA;NA;0.982608695652174;"No"
64;"64_C7";"C7";"B329_LIKE+F16";891;0.164399996;"C";"7";"n";127.5036;920;NA;NA;0.968478260869565;"No"
64;"64_C8";"C8";"B329_LIKE+F16";962;0.157000005;"C";"8";"n";127.5036;920;NA;NA;1.04565217391304;"No"
64;"64_C9";"C9";"B329_LIKE+F16";890;0.167500004;"C";"9";"n";127.5036;920;NA;NA;0.967391304347826;"No"
64;"64_D10";"D10";"B329_LIKE+F16";834;0.158500001;"D";"10";"n";127.5036;920;NA;NA;0.906521739130435;"No"
64;"64_D11";"D11";"B329_LIKE+F16";864;0.156599998;"D";"11";"n";127.5036;920;NA;NA;0.939130434782609;"No"
64;"64_D2";"D2";"B329_LIKE+F16";941;0.1558;"D";"2";"n";127.5036;920;NA;NA;1.02282608695652;"No"
64;"64_D3";"D3";"B329_LIKE+F16";1034;0.199200004;"D";"3";"n";127.5036;920;NA;NA;1.12391304347826;"No"
64;"64_D4";"D4";"B329_LIKE+F16";986;0.152899995;"D";"4";"n";127.5036;920;NA;NA;1.07173913043478;"No"
64;"64_D5";"D5";"B329_LIKE+F16";760;0.138099998;"D";"5";"n";127.5036;920;NA;NA;0.826086956521739;"No"
64;"64_D6";"D6";"B329_LIKE+F16";772;0.140699998;"D";"6";"n";127.5036;920;NA;NA;0.839130434782609;"No"
64;"64_D7";"D7";"B329_LIKE+F16";890;0.152799994;"D";"7";"n";127.5036;920;NA;NA;0.967391304347826;"No"
64;"64_D8";"D8";"B329_LIKE+F16";840;0.152099997;"D";"8";"n";127.5036;920;NA;NA;0.91304347826087;"No"
64;"64_D9";"D9";"B329_LIKE+F16";851;0.160699993;"D";"9";"n";127.5036;920;NA;NA;0.925;"No"
64;"64_E10";"E10";"B329_LIKE+F16";1112;0.200100005;"E";"10";"n";127.5036;920;NA;NA;1.20869565217391;"No"
64;"64_E11";"E11";"B329_LIKE+F16";1194;0.202700004;"E";"11";"n";127.5036;920;NA;NA;1.29782608695652;"No"
64;"64_E2";"E2";"B329_LIKE+F16";784;0.161200002;"E";"2";"n";127.5036;920;NA;NA;0.852173913043478;"No"
64;"64_E3";"E3";"B329_LIKE+F16";909;0.155900002;"E";"3";"n";127.5036;920;NA;NA;0.98804347826087;"No"
64;"64_E4";"E4";"B329_LIKE+F16";871;0.152099997;"E";"4";"n";127.5036;920;NA;NA;0.946739130434783;"No"
64;"64_E5";"E5";"B329_LIKE+F16";728;0.142000005;"E";"5";"n";127.5036;920;NA;NA;0.791304347826087;"No"
64;"64_E6";"E6";"B329_LIKE+F16";882;0.158000007;"E";"6";"n";127.5036;920;NA;NA;0.958695652173913;"No"
64;"64_E7";"E7";"B329_LIKE+F16";895;0.166600004;"E";"7";"n";127.5036;920;NA;NA;0.972826086956522;"No"
64;"64_E8";"E8";"B329_LIKE+F16";1040;0.176300004;"E";"8";"n";127.5036;920;NA;NA;1.1304347826087;"No"
64;"64_E9";"E9";"B329_LIKE+F16";1092;0.189400002;"E";"9";"n";127.5036;920;NA;NA;1.18695652173913;"No"
64;"64_F10";"F10";"B329_LIKE+F16";1248;0.201900005;"F";"10";"n";127.5036;920;NA;NA;1.35652173913043;"No"
64;"64_F11";"F11";"B329_LIKE+F16";1183;0.198599994;"F";"11";"n";127.5036;920;NA;NA;1.28586956521739;"No"
64;"64_F2";"F2";"B329_LIKE+F16";875;0.152199998;"F";"2";"n";127.5036;920;NA;NA;0.951086956521739;"No"
64;"64_F3";"F3";"B329_LIKE+F16";885;0.156200007;"F";"3";"n";127.5036;920;NA;NA;0.96195652173913;"No"
64;"64_F4";"F4";"B329_LIKE+F16";850;0.158500001;"F";"4";"n";127.5036;920;NA;NA;0.923913043478261;"No"
64;"64_F5";"F5";"B329_LIKE+F16";938;0.163900003;"F";"5";"n";127.5036;920;NA;NA;1.0195652173913;"No"
64;"64_F6";"F6";"B329_LIKE+F16";1062;0.186100006;"F";"6";"n";127.5036;920;NA;NA;1.15434782608696;"No"
64;"64_F7";"F7";"B329_LIKE+F16";1028;0.180199996;"F";"7";"n";127.5036;920;NA;NA;1.11739130434783;"No"
64;"64_F8";"F8";"B329_LIKE+F16";1103;0.178900003;"F";"8";"n";127.5036;920;NA;NA;1.19891304347826;"No"
64;"64_F9";"F9";"B329_LIKE+F16";1084;0.187099993;"F";"9";"n";127.5036;920;NA;NA;1.17826086956522;"No"
64;"64_G10";"G10";"B329_LIKE+F16";1072;0.176200002;"G";"10";"n";127.5036;920;NA;NA;1.16521739130435;"No"
64;"64_G11";"G11";"B329_LIKE+F16";1006;0.166700006;"G";"11";"n";127.5036;920;NA;NA;1.09347826086957;"No"
64;"64_G2";"G2";"B329_LIKE+F16";883;0.149800003;"G";"2";"n";127.5036;920;NA;NA;0.959782608695652;"No"
64;"64_G3";"G3";"B329_LIKE+F16";949;0.167600006;"G";"3";"n";127.5036;920;NA;NA;1.03152173913043;"No"
64;"64_G4";"G4";"B329_LIKE+F16";884;0.156200007;"G";"4";"n";127.5036;920;NA;NA;0.960869565217391;"No"
64;"64_G5";"G5";"B329_LIKE+F16";1063;0.165299997;"G";"5";"n";127.5036;920;NA;NA;1.1554347826087;"No"
64;"64_G6";"G6";"B329_LIKE+F16";984;0.163699999;"G";"6";"n";127.5036;920;NA;NA;1.0695652173913;"No"
64;"64_G7";"G7";"B329_LIKE+F16";917;0.156399995;"G";"7";"n";127.5036;920;NA;NA;0.996739130434783;"No"
64;"64_G8";"G8";"B329_LIKE+F16";1023;0.167500004;"G";"8";"n";127.5036;920;NA;NA;1.11195652173913;"No"
64;"64_G9";"G9";"B329_LIKE+F16";990;0.162100002;"G";"9";"n";127.5036;920;NA;NA;1.07608695652174;"No"
65;"65_B10";"B10";"B329_LIKE+F16";972;0.1388;"B";"10";"n";206.0814;1024.5;NA;NA;0.948755490483163;"No"
65;"65_B11";"B11";"B329_LIKE+F16";875;0.1351;"B";"11";"n";206.0814;1024.5;NA;NA;0.854075158613958;"No"
65;"65_B2";"B2";"B329_LIKE+F16";1296;0.223;"B";"2";"n";206.0814;1024.5;NA;NA;1.26500732064422;"No"
65;"65_B3";"B3";"B329_LIKE+F16";1401;0.2105;"B";"3";"n";206.0814;1024.5;NA;NA;1.36749633967789;"No"
65;"65_B4";"B4";"B329_LIKE+F16";1067;0.1661;"B";"4";"n";206.0814;1024.5;NA;NA;1.04148365056125;"No"
65;"65_B5";"B5";"B329_LIKE+F16";1292;0.1922;"B";"5";"n";206.0814;1024.5;NA;NA;1.26110297706198;"No"
65;"65_B6";"B6";"B329_LIKE+F16";985;0.155;"B";"6";"n";206.0814;1024.5;NA;NA;0.961444607125427;"No"
65;"65_B7";"B7";"B329_LIKE+F16";863;0.1354;"B";"7";"n";206.0814;1024.5;NA;NA;0.842362127867252;"No"
65;"65_B8";"B8";"B329_LIKE+F16";911;0.1371;"B";"8";"n";206.0814;1024.5;NA;NA;0.889214250854075;"No"
65;"65_B9";"B9";"B329_LIKE+F16";899;0.1251;"B";"9";"n";206.0814;1024.5;NA;NA;0.877501220107369;"No"
65;"65_C10";"C10";"B329_LIKE+F16";761;0.1417;"C";"10";"n";206.0814;1024.5;NA;NA;0.742801366520254;"No"
65;"65_C11";"C11";"B329_LIKE+F16";863;0.1442;"C";"11";"n";206.0814;1024.5;NA;NA;0.842362127867252;"No"
65;"65_C2";"C2";"B329_LIKE+F16";1172;0.147;"C";"2";"n";206.0814;1024.5;NA;NA;1.14397266959492;"No"
65;"65_C3";"C3";"B329_LIKE+F16";857;0.295;"C";"3";"n";206.0814;1024.5;NA;NA;0.836505612493899;"No"
65;"65_C4";"C4";"B329_LIKE+F16";577;0.3237;"C";"4";"n";206.0814;1024.5;NA;NA;0.563201561737433;"No"
65;"65_C5";"C5";"B329_LIKE+F16";746;0.2114;"C";"5";"n";206.0814;1024.5;NA;NA;0.728160078086872;"No"
65;"65_C6";"C6";"B329_LIKE+F16";662;0.1918;"C";"6";"n";206.0814;1024.5;NA;NA;0.646168862859932;"No"
65;"65_C7";"C7";"B329_LIKE+F16";790;0.1436;"C";"7";"n";206.0814;1024.5;NA;NA;0.771107857491459;"No"
65;"65_C8";"C8";"B329_LIKE+F16";778;0.1925;"C";"8";"n";206.0814;1024.5;NA;NA;0.759394826744754;"No"
65;"65_C9";"C9";"B329_LIKE+F16";1087;0.1577;"C";"9";"n";206.0814;1024.5;NA;NA;1.06100536847243;"No"
65;"65_D10";"D10";"B329_LIKE+F16";823;0.1341;"D";"10";"n";206.0814;1024.5;NA;NA;0.8033186920449;"No"
65;"65_D11";"D11";"B329_LIKE+F16";939;0.1406;"D";"11";"n";206.0814;1024.5;NA;NA;0.916544655929722;"No"
65;"65_D2";"D2";"B329_LIKE+F16";818;0.1244;"D";"2";"n";206.0814;1024.5;NA;NA;0.798438262567106;"No"
65;"65_D3";"D3";"B329_LIKE+F16";680;0.2104;"D";"3";"n";206.0814;1024.5;NA;NA;0.66373840897999;"No"
65;"65_D4";"D4";"B329_LIKE+F16";702;0.2881;"D";"4";"n";206.0814;1024.5;NA;NA;0.685212298682284;"No"
65;"65_D5";"D5";"B329_LIKE+F16";929;0.2008;"D";"5";"n";206.0814;1024.5;NA;NA;0.906783796974134;"No"
65;"65_D6";"D6";"B329_LIKE+F16";1051;0.209;"D";"6";"n";206.0814;1024.5;NA;NA;1.02586627623231;"No"
65;"65_D7";"D7";"B329_LIKE+F16";942;0.1507;"D";"7";"n";206.0814;1024.5;NA;NA;0.919472913616398;"No"
65;"65_D8";"D8";"B329_LIKE+F16";1401;0.2376;"D";"8";"n";206.0814;1024.5;NA;NA;1.36749633967789;"No"
65;"65_D9";"D9";"B329_LIKE+F16";825;0.1448;"D";"9";"n";206.0814;1024.5;NA;NA;0.805270863836018;"No"
65;"65_E10";"E10";"B329_LIKE+F16";881;0.1357;"E";"10";"n";206.0814;1024.5;NA;NA;0.859931673987311;"No"
65;"65_E11";"E11";"B329_LIKE+F16";1006;0.1619;"E";"11";"n";206.0814;1024.5;NA;NA;0.981942410932162;"No"
65;"65_E2";"E2";"B329_LIKE+F16";866;0.1391;"E";"2";"n";206.0814;1024.5;NA;NA;0.845290385553929;"No"
65;"65_E3";"E3";"B329_LIKE+F16";939;0.1358;"E";"3";"n";206.0814;1024.5;NA;NA;0.916544655929722;"No"
65;"65_E4";"E4";"B329_LIKE+F16";842;0.1876;"E";"4";"n";206.0814;1024.5;NA;NA;0.821864324060517;"No"
65;"65_E5";"E5";"B329_LIKE+F16";966;0.1469;"E";"5";"n";206.0814;1024.5;NA;NA;0.94289897510981;"No"
65;"65_E6";"E6";"B329_LIKE+F16";973;0.1418;"E";"6";"n";206.0814;1024.5;NA;NA;0.949731576378721;"No"
65;"65_E7";"E7";"B329_LIKE+F16";858;0.1382;"E";"7";"n";206.0814;1024.5;NA;NA;0.837481698389458;"No"
65;"65_E8";"E8";"B329_LIKE+F16";836;0.1372;"E";"8";"n";206.0814;1024.5;NA;NA;0.816007808687164;"No"
65;"65_E9";"E9";"B329_LIKE+F16";816;0.1423;"E";"9";"n";206.0814;1024.5;NA;NA;0.796486090775988;"No"
65;"65_F10";"F10";"B329_LIKE+F16";955;0.1581;"F";"10";"n";206.0814;1024.5;NA;NA;0.932162030258663;"No"
65;"65_F11";"F11";"B329_LIKE+F16";1181;0.1674;"F";"11";"n";206.0814;1024.5;NA;NA;1.15275744265495;"No"
65;"65_F2";"F2";"B329_LIKE+F16";1114;0.1707;"F";"2";"n";206.0814;1024.5;NA;NA;1.08735968765251;"No"
65;"65_F3";"F3";"B329_LIKE+F16";1019;0.1677;"F";"3";"n";206.0814;1024.5;NA;NA;0.994631527574427;"No"
65;"65_F4";"F4";"B329_LIKE+F16";1164;0.176;"F";"4";"n";206.0814;1024.5;NA;NA;1.13616398243045;"No"
65;"65_F5";"F5";"B329_LIKE+F16";1534;0.1949;"F";"5";"n";206.0814;1024.5;NA;NA;1.49731576378721;"No"
65;"65_F6";"F6";"B329_LIKE+F16";1268;0.2009;"F";"6";"n";206.0814;1024.5;NA;NA;1.23767691556857;"No"
65;"65_F7";"F7";"B329_LIKE+F16";1121;0.1834;"F";"7";"n";206.0814;1024.5;NA;NA;1.09419228892143;"No"
65;"65_F8";"F8";"B329_LIKE+F16";1091;0.1912;"F";"8";"n";206.0814;1024.5;NA;NA;1.06490971205466;"No"
65;"65_F9";"F9";"B329_LIKE+F16";1027;0.1591;"F";"9";"n";206.0814;1024.5;NA;NA;1.0024402147389;"No"
65;"65_G10";"G10";"B329_LIKE+F16";1159;0.1788;"G";"10";"n";206.0814;1024.5;NA;NA;1.13128355295266;"No"
65;"65_G11";"G11";"B329_LIKE+F16";1088;0.1885;"G";"11";"n";206.0814;1024.5;NA;NA;1.06198145436798;"No"
65;"65_G2";"G2";"B329_LIKE+F16";1197;0.1975;"G";"2";"n";206.0814;1024.5;NA;NA;1.16837481698389;"No"
65;"65_G3";"G3";"B329_LIKE+F16";1233;0.1622;"G";"3";"n";206.0814;1024.5;NA;NA;1.20351390922401;"No"
65;"65_G4";"G4";"B329_LIKE+F16";1041;0.1858;"G";"4";"n";206.0814;1024.5;NA;NA;1.01610541727672;"No"
65;"65_G5";"G5";"B329_LIKE+F16";1197;0.1728;"G";"5";"n";206.0814;1024.5;NA;NA;1.16837481698389;"No"
65;"65_G6";"G6";"B329_LIKE+F16";1163;0.1784;"G";"6";"n";206.0814;1024.5;NA;NA;1.1351878965349;"No"
65;"65_G7";"G7";"B329_LIKE+F16";1177;0.1807;"G";"7";"n";206.0814;1024.5;NA;NA;1.14885309907272;"No"
65;"65_G8";"G8";"B329_LIKE+F16";1072;0.1805;"G";"8";"n";206.0814;1024.5;NA;NA;1.04636408003904;"No"
65;"65_G9";"G9";"B329_LIKE+F16";1140;0.1798;"G";"9";"n";206.0814;1024.5;NA;NA;1.11273792093704;"No"
66;"66_B10";"B10";"B329_LIKE+F16";821;0.1291;"B";"10";"n";157.8969;937.5;NA;NA;0.875733333333333;"No"
66;"66_B11";"B11";"B329_LIKE+F16";624;0.1027;"B";"11";"n";157.8969;937.5;NA;NA;0.6656;"No"
66;"66_B2";"B2";"B329_LIKE+F16";846;0.1266;"B";"2";"n";157.8969;937.5;NA;NA;0.9024;"No"
66;"66_B3";"B3";"B329_LIKE+F16";773;0.1201;"B";"3";"n";157.8969;937.5;NA;NA;0.824533333333333;"No"
66;"66_B4";"B4";"B329_LIKE+F16";826;0.1233;"B";"4";"n";157.8969;937.5;NA;NA;0.881066666666667;"No"
66;"66_B5";"B5";"B329_LIKE+F16";725;0.1167;"B";"5";"n";157.8969;937.5;NA;NA;0.773333333333333;"No"
66;"66_B6";"B6";"B329_LIKE+F16";883;0.1217;"B";"6";"n";157.8969;937.5;NA;NA;0.941866666666667;"No"
66;"66_B7";"B7";"B329_LIKE+F16";802;0.1162;"B";"7";"n";157.8969;937.5;NA;NA;0.855466666666667;"No"
66;"66_B8";"B8";"B329_LIKE+F16";729;0.1236;"B";"8";"n";157.8969;937.5;NA;NA;0.7776;"No"
66;"66_B9";"B9";"B329_LIKE+F16";926;0.1276;"B";"9";"n";157.8969;937.5;NA;NA;0.987733333333333;"No"
66;"66_C10";"C10";"B329_LIKE+F16";813;0.1259;"C";"10";"n";157.8969;937.5;NA;NA;0.8672;"No"
66;"66_C11";"C11";"B329_LIKE+F16";1161;0.1669;"C";"11";"n";157.8969;937.5;NA;NA;1.2384;"No"
66;"66_C2";"C2";"B329_LIKE+F16";779;0.1291;"C";"2";"n";157.8969;937.5;NA;NA;0.830933333333333;"No"
66;"66_C3";"C3";"B329_LIKE+F16";810;0.1308;"C";"3";"n";157.8969;937.5;NA;NA;0.864;"No"
66;"66_C4";"C4";"B329_LIKE+F16";896;0.1506;"C";"4";"n";157.8969;937.5;NA;NA;0.955733333333333;"No"
66;"66_C5";"C5";"B329_LIKE+F16";954;0.1342;"C";"5";"n";157.8969;937.5;NA;NA;1.0176;"No"
66;"66_C6";"C6";"B329_LIKE+F16";884;0.1303;"C";"6";"n";157.8969;937.5;NA;NA;0.942933333333333;"No"
66;"66_C7";"C7";"B329_LIKE+F16";980;0.1332;"C";"7";"n";157.8969;937.5;NA;NA;1.04533333333333;"No"
66;"66_C8";"C8";"B329_LIKE+F16";827;0.1447;"C";"8";"n";157.8969;937.5;NA;NA;0.882133333333333;"No"
66;"66_C9";"C9";"B329_LIKE+F16";876;0.1275;"C";"9";"n";157.8969;937.5;NA;NA;0.9344;"No"
66;"66_D10";"D10";"B329_LIKE+F16";792;0.1214;"D";"10";"n";157.8969;937.5;NA;NA;0.8448;"No"
66;"66_D11";"D11";"B329_LIKE+F16";1142;0.1523;"D";"11";"n";157.8969;937.5;NA;NA;1.21813333333333;"No"
66;"66_D2";"D2";"B329_LIKE+F16";787;0.1293;"D";"2";"n";157.8969;937.5;NA;NA;0.839466666666667;"No"
66;"66_D3";"D3";"B329_LIKE+F16";892;0.1361;"D";"3";"n";157.8969;937.5;NA;NA;0.951466666666667;"No"
66;"66_D4";"D4";"B329_LIKE+F16";840;0.1289;"D";"4";"n";157.8969;937.5;NA;NA;0.896;"No"
66;"66_D5";"D5";"B329_LIKE+F16";1006;0.141;"D";"5";"n";157.8969;937.5;NA;NA;1.07306666666667;"No"
66;"66_D6";"D6";"B329_LIKE+F16";1010;0.1379;"D";"6";"n";157.8969;937.5;NA;NA;1.07733333333333;"No"
66;"66_D7";"D7";"B329_LIKE+F16";920;0.1176;"D";"7";"n";157.8969;937.5;NA;NA;0.981333333333333;"No"
66;"66_D8";"D8";"B329_LIKE+F16";888;0.1296;"D";"8";"n";157.8969;937.5;NA;NA;0.9472;"No"
66;"66_D9";"D9";"B329_LIKE+F16";941;0.1326;"D";"9";"n";157.8969;937.5;NA;NA;1.00373333333333;"No"
66;"66_E10";"E10";"B329_LIKE+F16";799;0.1305;"E";"10";"n";157.8969;937.5;NA;NA;0.852266666666667;"No"
66;"66_E11";"E11";"B329_LIKE+F16";976;0.1379;"E";"11";"n";157.8969;937.5;NA;NA;1.04106666666667;"No"
66;"66_E2";"E2";"B329_LIKE+F16";1076;0.1815;"E";"2";"n";157.8969;937.5;NA;NA;1.14773333333333;"No"
66;"66_E3";"E3";"B329_LIKE+F16";921;0.1547;"E";"3";"n";157.8969;937.5;NA;NA;0.9824;"No"
66;"66_E4";"E4";"B329_LIKE+F16";989;0.1695;"E";"4";"n";157.8969;937.5;NA;NA;1.05493333333333;"No"
66;"66_E5";"E5";"B329_LIKE+F16";1122;0.1685;"E";"5";"n";157.8969;937.5;NA;NA;1.1968;"No"
66;"66_E6";"E6";"B329_LIKE+F16";1006;0.1493;"E";"6";"n";157.8969;937.5;NA;NA;1.07306666666667;"No"
66;"66_E7";"E7";"B329_LIKE+F16";955;0.1415;"E";"7";"n";157.8969;937.5;NA;NA;1.01866666666667;"No"
66;"66_E8";"E8";"B329_LIKE+F16";878;0.133;"E";"8";"n";157.8969;937.5;NA;NA;0.936533333333333;"No"
66;"66_E9";"E9";"B329_LIKE+F16";830;0.1255;"E";"9";"n";157.8969;937.5;NA;NA;0.885333333333333;"No"
