,Strain1,Strain2,Host,Media,Growth,OD600,Phylum,Class,Order,Phylum_alternative
8701,Bn_30,Bn_30,B_napus,3OMG,3-O-MG [Tf-T0],0.224166667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
8741,Bn_31,Bn_31,B_napus,3OMG,3-O-MG [Tf-T0],0.152322222,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
8751,Bn_31,Bn_31,B_napus,3OMG,3-O-MG [Tf-T0],0.116555555,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
8761,Bn_31,Bn_31,B_napus,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
8801,Bn_32,Bn_32,B_napus,3OMG,3-O-MG [Tf-T0],0.153655556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
8811,Bn_32,Bn_32,B_napus,3OMG,3-O-MG [Tf-T0],0.172411111,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
8821,Bn_32,Bn_32,B_napus,3OMG,3-O-MG [Tf-T0],0.284977777,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
8861,Bn_33,Bn_33,B_napus,3OMG,3-O-MG [Tf-T0],0.204411111,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
8871,Bn_33,Bn_33,B_napus,3OMG,3-O-MG [Tf-T0],0.214944444,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
8881,Bn_33,Bn_33,B_napus,3OMG,3-O-MG [Tf-T0],0.149722222,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
8921,Bn_34,Bn_34,B_napus,3OMG,3-O-MG [Tf-T0],0.136133333,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
8931,Bn_34,Bn_34,B_napus,3OMG,3-O-MG [Tf-T0],0.124455555,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
8941,Bn_34,Bn_34,B_napus,3OMG,3-O-MG [Tf-T0],0.113844444,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
8981,Bn_35,Bn_35,B_napus,3OMG,3-O-MG [Tf-T0],0.179311111,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
8991,Bn_35,Bn_35,B_napus,3OMG,3-O-MG [Tf-T0],0.180944444,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9001,Bn_35,Bn_35,B_napus,3OMG,3-O-MG [Tf-T0],0.1997,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
904,Bn_37,Bn_37,B_napus,3OMG,3-O-MG [Tf-T0],0,NA,NA,NA,NA
905,Bn_37,Bn_37,B_napus,3OMG,3-O-MG [Tf-T0],0,NA,NA,NA,NA
906,Bn_37,Bn_37,B_napus,3OMG,3-O-MG [Tf-T0],0.074933333,NA,NA,NA,NA
9101,Bn_38,Bn_38,B_napus,3OMG,3-O-MG [Tf-T0],0.162377777,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
9111,Bn_38,Bn_38,B_napus,3OMG,3-O-MG [Tf-T0],0.086511112,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
9121,Bn_38,Bn_38,B_napus,3OMG,3-O-MG [Tf-T0],0.090255555,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
9221,Bn_41,Bn_41,B_napus,3OMG,3-O-MG [Tf-T0],0.097233333,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9231,Bn_41,Bn_41,B_napus,3OMG,3-O-MG [Tf-T0],0.128577778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9241,Bn_41,Bn_41,B_napus,3OMG,3-O-MG [Tf-T0],0.140055556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9281,Bn_43,Bn_43,B_napus,3OMG,3-O-MG [Tf-T0],0.034088889,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
9291,Bn_43,Bn_43,B_napus,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
9301,Bn_43,Bn_43,B_napus,3OMG,3-O-MG [Tf-T0],0.198455556,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
9341,Bn_44,Bn_44,B_napus,3OMG,3-O-MG [Tf-T0],0.163377778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9351,Bn_44,Bn_44,B_napus,3OMG,3-O-MG [Tf-T0],0.198166667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9361,Bn_44,Bn_44,B_napus,3OMG,3-O-MG [Tf-T0],0.176111111,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9401,Bn_46,Bn_46,B_napus,3OMG,3-O-MG [Tf-T0],0.154188889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
9411,Bn_46,Bn_46,B_napus,3OMG,3-O-MG [Tf-T0],0.128788889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
9421,Bn_46,Bn_46,B_napus,3OMG,3-O-MG [Tf-T0],0.126355555,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
9461,Bn_47,Bn_47,B_napus,3OMG,3-O-MG [Tf-T0],0.107855555,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9471,Bn_47,Bn_47,B_napus,3OMG,3-O-MG [Tf-T0],0.155977778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9481,Bn_47,Bn_47,B_napus,3OMG,3-O-MG [Tf-T0],0.139844445,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
9641,Bn_50,Bn_50,B_napus,Glucose,Glucose [Tf-T0],0.353455556,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9651,Bn_50,Bn_50,B_napus,Glucose,Glucose [Tf-T0],0.319311111,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9661,Bn_50,Bn_50,B_napus,Glucose,Glucose [Tf-T0],0.325855556,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9701,Bn_52,Bn_52,B_napus,Glucose,Glucose [Tf-T0],0.337777778,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9711,Bn_52,Bn_52,B_napus,Glucose,Glucose [Tf-T0],0.331555556,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9721,Bn_52,Bn_52,B_napus,Glucose,Glucose [Tf-T0],0.333311111,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9761,Bn_53,Bn_53,B_napus,Glucose,Glucose [Tf-T0],0.386022222,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9771,Bn_53,Bn_53,B_napus,Glucose,Glucose [Tf-T0],0.422755556,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9781,Bn_53,Bn_53,B_napus,Glucose,Glucose [Tf-T0],0.404044444,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
9821,Bn_54,Bn_54,B_napus,Glucose,Glucose [Tf-T0],0.376455556,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
9831,Bn_54,Bn_54,B_napus,Glucose,Glucose [Tf-T0],0.334477778,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
9841,Bn_54,Bn_54,B_napus,Glucose,Glucose [Tf-T0],0.602966667,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
9881,Bn_56,Bn_56,B_napus,Glucose,Glucose [Tf-T0],0.254266667,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
9891,Bn_56,Bn_56,B_napus,Glucose,Glucose [Tf-T0],0.278533333,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
9901,Bn_56,Bn_56,B_napus,Glucose,Glucose [Tf-T0],0.325422222,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
9941,Bn_57,Bn_57,B_napus,Glucose,Glucose [Tf-T0],0.5614,NA,NA,NA,NA
9951,Bn_57,Bn_57,B_napus,Glucose,Glucose [Tf-T0],0.643422222,NA,NA,NA,NA
9961,Bn_57,Bn_57,B_napus,Glucose,Glucose [Tf-T0],0.502488889,NA,NA,NA,NA
1000,Bn_59,Bn_59,B_napus,Glucose,Glucose [Tf-T0],0.679711111,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
1001,Bn_59,Bn_59,B_napus,Glucose,Glucose [Tf-T0],0.470744444,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
1002,Bn_59,Bn_59,B_napus,Glucose,Glucose [Tf-T0],0.628555556,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
10061,Bn_60,Bn_60,B_napus,Glucose,Glucose [Tf-T0],0.877766667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
10071,Bn_60,Bn_60,B_napus,Glucose,Glucose [Tf-T0],0.669677778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
10081,Bn_60,Bn_60,B_napus,Glucose,Glucose [Tf-T0],0.826655556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
10181,Bn_62,Bn_62,B_napus,Glucose,Glucose [Tf-T0],0.567755556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
10191,Bn_62,Bn_62,B_napus,Glucose,Glucose [Tf-T0],0.593655556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
10201,Bn_62,Bn_62,B_napus,Glucose,Glucose [Tf-T0],0.579466667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
10241,Bn_63,Bn_63,B_napus,Glucose,Glucose [Tf-T0],0.6459,Ascomycota,Leotiomycetes,Thelebolales,Ascomycota
10251,Bn_63,Bn_63,B_napus,Glucose,Glucose [Tf-T0],0.593355556,Ascomycota,Leotiomycetes,Thelebolales,Ascomycota
10261,Bn_63,Bn_63,B_napus,Glucose,Glucose [Tf-T0],0.713377778,Ascomycota,Leotiomycetes,Thelebolales,Ascomycota
10301,Bn_64,Bn_64,B_napus,Glucose,Glucose [Tf-T0],0.8016,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
10311,Bn_64,Bn_64,B_napus,Glucose,Glucose [Tf-T0],0.703477778,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
10321,Bn_64,Bn_64,B_napus,Glucose,Glucose [Tf-T0],0.642644444,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
10361,Bn_67,Bn_67,B_napus,Glucose,Glucose [Tf-T0],0.603388889,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
10371,Bn_67,Bn_67,B_napus,Glucose,Glucose [Tf-T0],0.5458,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
10381,Bn_67,Bn_67,B_napus,Glucose,Glucose [Tf-T0],0.643255556,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1042,Bn_68,Bn_68,B_napus,Glucose,Glucose [Tf-T0],0.692577778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1043,Bn_68,Bn_68,B_napus,Glucose,Glucose [Tf-T0],0.7392,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1044,Bn_68,Bn_68,B_napus,Glucose,Glucose [Tf-T0],0.655266667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1060,Bn_50,Bn_50,B_napus,3OMG,3-O-MG [Tf-T0],0.234155556,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1061,Bn_50,Bn_50,B_napus,3OMG,3-O-MG [Tf-T0],0.224133333,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1062,Bn_50,Bn_50,B_napus,3OMG,3-O-MG [Tf-T0],0.2414,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1066,Bn_52,Bn_52,B_napus,3OMG,3-O-MG [Tf-T0],0.1607,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1067,Bn_52,Bn_52,B_napus,3OMG,3-O-MG [Tf-T0],0.219322222,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1068,Bn_52,Bn_52,B_napus,3OMG,3-O-MG [Tf-T0],0.051688889,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1072,Bn_53,Bn_53,B_napus,3OMG,3-O-MG [Tf-T0],0.196411111,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1073,Bn_53,Bn_53,B_napus,3OMG,3-O-MG [Tf-T0],0.140833333,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1074,Bn_53,Bn_53,B_napus,3OMG,3-O-MG [Tf-T0],0.198311111,Mucoromycota,Mucoromycetes,Mucorales,Mucoromycota
1078,Bn_54,Bn_54,B_napus,3OMG,3-O-MG [Tf-T0],0.208833333,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1079,Bn_54,Bn_54,B_napus,3OMG,3-O-MG [Tf-T0],0.245677778,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1080,Bn_54,Bn_54,B_napus,3OMG,3-O-MG [Tf-T0],0.165777778,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1084,Bn_56,Bn_56,B_napus,3OMG,3-O-MG [Tf-T0],0.158366667,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1085,Bn_56,Bn_56,B_napus,3OMG,3-O-MG [Tf-T0],0.158455556,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1086,Bn_56,Bn_56,B_napus,3OMG,3-O-MG [Tf-T0],0.196077778,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
1090,Bn_57,Bn_57,B_napus,3OMG,3-O-MG [Tf-T0],0.215133333,NA,NA,NA,NA
1091,Bn_57,Bn_57,B_napus,3OMG,3-O-MG [Tf-T0],0.276644444,NA,NA,NA,NA
1092,Bn_57,Bn_57,B_napus,3OMG,3-O-MG [Tf-T0],0.253422222,NA,NA,NA,NA
1096,Bn_59,Bn_59,B_napus,3OMG,3-O-MG [Tf-T0],0.034377778,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
1097,Bn_59,Bn_59,B_napus,3OMG,3-O-MG [Tf-T0],0.086322222,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
1098,Bn_59,Bn_59,B_napus,3OMG,3-O-MG [Tf-T0],0.047277778,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
1102,Bn_60,Bn_60,B_napus,3OMG,3-O-MG [Tf-T0],0.268044444,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1103,Bn_60,Bn_60,B_napus,3OMG,3-O-MG [Tf-T0],0.196755556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1104,Bn_60,Bn_60,B_napus,3OMG,3-O-MG [Tf-T0],0.168877778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1114,Bn_62,Bn_62,B_napus,3OMG,3-O-MG [Tf-T0],0.1762,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1115,Bn_62,Bn_62,B_napus,3OMG,3-O-MG [Tf-T0],0.144555556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1116,Bn_62,Bn_62,B_napus,3OMG,3-O-MG [Tf-T0],0.163044444,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1120,Bn_63,Bn_63,B_napus,3OMG,3-O-MG [Tf-T0],0.307644444,Ascomycota,Leotiomycetes,Thelebolales,Ascomycota
1121,Bn_63,Bn_63,B_napus,3OMG,3-O-MG [Tf-T0],0.281766667,Ascomycota,Leotiomycetes,Thelebolales,Ascomycota
1122,Bn_63,Bn_63,B_napus,3OMG,3-O-MG [Tf-T0],0.020922222,Ascomycota,Leotiomycetes,Thelebolales,Ascomycota
1126,Bn_64,Bn_64,B_napus,3OMG,3-O-MG [Tf-T0],0.388544444,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1127,Bn_64,Bn_64,B_napus,3OMG,3-O-MG [Tf-T0],0.265511111,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1128,Bn_64,Bn_64,B_napus,3OMG,3-O-MG [Tf-T0],0.272288889,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1132,Bn_67,Bn_67,B_napus,3OMG,3-O-MG [Tf-T0],0.104211111,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1133,Bn_67,Bn_67,B_napus,3OMG,3-O-MG [Tf-T0],0.136777778,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1134,Bn_67,Bn_67,B_napus,3OMG,3-O-MG [Tf-T0],0.094766667,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
1138,Bn_68,Bn_68,B_napus,3OMG,3-O-MG [Tf-T0],0.0583,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1139,Bn_68,Bn_68,B_napus,3OMG,3-O-MG [Tf-T0],0.040044444,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1140,Bn_68,Bn_68,B_napus,3OMG,3-O-MG [Tf-T0],0.132988889,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
1150,Fusarium,Fusarium,T_aestivum,Glucose,Glucose [Tf-T0],0.675455556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1151,Fusarium,Fusarium,T_aestivum,Glucose,Glucose [Tf-T0],0.647844444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1152,Fusarium,Fusarium,T_aestivum,Glucose,Glucose [Tf-T0],0.533611111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1168,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,Glucose,Glucose [Tf-T0],0.725088889,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1169,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,Glucose,Glucose [Tf-T0],0.7931,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1170,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,Glucose,Glucose [Tf-T0],0.737211111,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1180,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,Glucose,Glucose [Tf-T0],0.579266667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1181,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,Glucose,Glucose [Tf-T0],0.590333333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1182,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,Glucose,Glucose [Tf-T0],0.587833333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1186,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,Glucose,Glucose [Tf-T0],0.5845,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1187,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,Glucose,Glucose [Tf-T0],0.568322222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1188,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,Glucose,Glucose [Tf-T0],0.599022222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1192,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,Glucose,Glucose [Tf-T0],0.4793,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1193,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,Glucose,Glucose [Tf-T0],0.493422222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1194,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,Glucose,Glucose [Tf-T0],0.5108,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1198,F7374,Truncatella_angustata_MPI-SDFR-AT-0073,A_thaliana,Glucose,Glucose [Tf-T0],0.500888889,Ascomycota,Sordariomycetes,Xylariales,Ascomycota
1199,F7374,Truncatella_angustata_MPI-SDFR-AT-0073,A_thaliana,Glucose,Glucose [Tf-T0],0.597811111,Ascomycota,Sordariomycetes,Xylariales,Ascomycota
1200,F7374,Truncatella_angustata_MPI-SDFR-AT-0073,A_thaliana,Glucose,Glucose [Tf-T0],0.557,Ascomycota,Sordariomycetes,Xylariales,Ascomycota
1204,F83,Sordaria_sp._MPI-SDFR-AT-0083,A_thaliana,Glucose,Glucose [Tf-T0],0.6827,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1205,F83,Sordaria_sp._MPI-SDFR-AT-0083,A_thaliana,Glucose,Glucose [Tf-T0],0.7819,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1206,F83,Sordaria_sp._MPI-SDFR-AT-0083,A_thaliana,Glucose,Glucose [Tf-T0],0.761133333,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1222,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,Glucose,Glucose [Tf-T0],0.720722222,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1223,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,Glucose,Glucose [Tf-T0],0.716611111,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1224,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,Glucose,Glucose [Tf-T0],0.693866667,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1228,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,Glucose,Glucose [Tf-T0],0.500722222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1229,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,Glucose,Glucose [Tf-T0],0.440566667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1230,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,Glucose,Glucose [Tf-T0],0.469577778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1234,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,Glucose,Glucose [Tf-T0],0.527466667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1235,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,Glucose,Glucose [Tf-T0],0.536022222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1236,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,Glucose,Glucose [Tf-T0],0.569588889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1247,Fusarium,Fusarium,T_aestivum,3OMG,3-O-MG [Tf-T0],0.252055556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1248,Fusarium,Fusarium,T_aestivum,3OMG,3-O-MG [Tf-T0],0.220655556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1249,Fusarium,Fusarium,T_aestivum,3OMG,3-O-MG [Tf-T0],0.213944444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1265,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,3OMG,3-O-MG [Tf-T0],0.230777778,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1266,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,3OMG,3-O-MG [Tf-T0],0.012155556,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1267,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,3OMG,3-O-MG [Tf-T0],0.435944444,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
1277,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,3OMG,3-O-MG [Tf-T0],0.253211111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1278,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,3OMG,3-O-MG [Tf-T0],0.212011111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1279,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,3OMG,3-O-MG [Tf-T0],0.206155556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1283,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,3OMG,3-O-MG [Tf-T0],0.068755556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1284,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,3OMG,3-O-MG [Tf-T0],0.071466667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1285,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,3OMG,3-O-MG [Tf-T0],0.1486,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1289,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,3OMG,3-O-MG [Tf-T0],0.225077778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1290,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,3OMG,3-O-MG [Tf-T0],0.267255556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1291,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,3OMG,3-O-MG [Tf-T0],0.240911111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1295,F7374,Truncatella_angustata_MPI-SDFR-AT-0073,A_thaliana,3OMG,3-O-MG [Tf-T0],0.115411111,Ascomycota,Sordariomycetes,Xylariales,Ascomycota
1296,F7374,Truncatella_angustata_MPI-SDFR-AT-0073,A_thaliana,3OMG,3-O-MG [Tf-T0],0.174566667,Ascomycota,Sordariomycetes,Xylariales,Ascomycota
1297,F7374,Truncatella_angustata_MPI-SDFR-AT-0073,A_thaliana,3OMG,3-O-MG [Tf-T0],0.199266667,Ascomycota,Sordariomycetes,Xylariales,Ascomycota
1301,F83,Sordaria_sp._MPI-SDFR-AT-0083,A_thaliana,3OMG,3-O-MG [Tf-T0],0.314066667,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1302,F83,Sordaria_sp._MPI-SDFR-AT-0083,A_thaliana,3OMG,3-O-MG [Tf-T0],0.0519,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1303,F83,Sordaria_sp._MPI-SDFR-AT-0083,A_thaliana,3OMG,3-O-MG [Tf-T0],0.109,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1319,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,3OMG,3-O-MG [Tf-T0],0.318977778,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1320,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,3OMG,3-O-MG [Tf-T0],0.105266667,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1321,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,3OMG,3-O-MG [Tf-T0],0.256644444,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
1325,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,3OMG,3-O-MG [Tf-T0],0.218444444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1326,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,3OMG,3-O-MG [Tf-T0],0.2244,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1327,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,3OMG,3-O-MG [Tf-T0],0.256633333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1331,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,3OMG,3-O-MG [Tf-T0],0.218366667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1332,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,3OMG,3-O-MG [Tf-T0],0.229911111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
1333,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,3OMG,3-O-MG [Tf-T0],0.236311111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
