	Expe	Plant	System	Bio_rep	Tech_Rep	Microbes	Treatment	Time	Element	Weight_length	Nb	Weight_length_Per_Plant
424	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	3	MF	Water	1 week	Roots	17.597	1	17.597
425	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	40	MF	Water	1 week	Roots	18.102	1	18.102
2994	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	1	MF	3OMG	1 week	Roots	15.546	1	15.546
2995	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	2	MF	3OMG	1 week	Roots	3.187	1	3.187
2996	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	3	MF	3OMG	1 week	Roots	8.41	1	8.41
2997	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	4	MF	3OMG	1 week	Roots	10.543	1	10.543
2998	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	5	MF	3OMG	1 week	Roots	14.116	1	14.116
2999	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	1 week	Roots	3.626	1	3.626
3000	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	7	MF	3OMG	1 week	Roots	4.471	1	4.471
3001	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	8	MF	3OMG	1 week	Roots	2.159	1	2.159
3002	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	9	MF	3OMG	1 week	Roots	10.583	1	10.583
3003	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	10	MF	3OMG	1 week	Roots	10.502	1	10.502
3004	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	11	MF	3OMG	1 week	Roots	17.605	1	17.605
3005	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	12	MF	3OMG	1 week	Roots	14.867	1	14.867
3006	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	13	MF	3OMG	1 week	Roots	4.3	1	4.3
3007	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	14	MF	3OMG	1 week	Roots	14.409	1	14.409
3008	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	15	MF	3OMG	1 week	Roots	13.186	1	13.186
3009	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	16	MF	3OMG	1 week	Roots	13.055	1	13.055
3010	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	17	MF	3OMG	1 week	Roots	14.523	1	14.523
3011	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	18	MF	3OMG	1 week	Roots	9.43	1	9.43
3012	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	19	MF	3OMG	1 week	Roots	11.861	1	11.861
3013	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	20	MF	3OMG	1 week	Roots	13.49	1	13.49
3014	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	21	MF	3OMG	1 week	Roots	12.87	1	12.87
3015	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	22	MF	3OMG	1 week	Roots	11.815	1	11.815
3016	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	23	MF	3OMG	1 week	Roots	11.662	1	11.662
3017	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	24	MF	3OMG	1 week	Roots	11.804	1	11.804
3018	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	25	MF	3OMG	1 week	Roots	12.95	1	12.95
3019	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	26	MF	3OMG	1 week	Roots	13.124	1	13.124
3020	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	27	MF	3OMG	1 week	Roots	13.121	1	13.121
3021	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	28	MF	3OMG	1 week	Roots	6.268	1	6.268
3022	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	29	MF	3OMG	1 week	Roots	11.421	1	11.421
3023	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	30	MF	3OMG	1 week	Roots	2.247	1	2.247
3024	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	31	MF	3OMG	1 week	Roots	3.731	1	3.731
3025	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	32	MF	3OMG	1 week	Roots	12.047	1	12.047
3026	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	33	MF	3OMG	1 week	Roots	10.504	1	10.504
3027	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	34	MF	3OMG	1 week	Roots	12.599	1	12.599
3028	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	35	MF	3OMG	1 week	Roots	13.978	1	13.978
3029	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	36	MF	3OMG	1 week	Roots	12.766	1	12.766
3030	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	37	MF	3OMG	1 week	Roots	12.299	1	12.299
3031	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	38	MF	3OMG	1 week	Roots	10.011	1	10.011
3032	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	39	MF	3OMG	1 week	Roots	12.821	1	12.821
3033	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	40	MF	3OMG	1 week	Roots	9.582	1	9.582
3034	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	41	MF	3OMG	1 week	Roots	11.91	1	11.91
3035	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	42	MF	3OMG	1 week	Roots	11.986	1	11.986
3036	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	43	MF	3OMG	1 week	Roots	12.834	1	12.834
3037	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	44	MF	3OMG	1 week	Roots	12.205	1	12.205
3038	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	45	MF	3OMG	1 week	Roots	11.458	1	11.458
3039	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	46	MF	3OMG	1 week	Roots	14.194	1	14.194
3040	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	47	MF	3OMG	1 week	Roots	14.545	1	14.545
3041	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	48	MF	3OMG	1 week	Roots	12.335	1	12.335
3042	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	49	MF	3OMG	1 week	Roots	15.922	1	15.922
3043	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	50	MF	3OMG	1 week	Roots	2.222	1	2.222
301	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	21	MF	Glucose	72h	Roots	1.7575	1	1.7575
302	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	13	MF	Glucose	72h	Roots	1.7851	1	1.7851
303	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	25	MF	Glucose	72h	Roots	1.8742	1	1.8742
304	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	7	MF	Glucose	72h	Roots	1.8846	1	1.8846
305	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	12	MF	Glucose	72h	Roots	2.1092	1	2.1092
306	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	11	MF	Glucose	72h	Roots	2.1158	1	2.1158
307	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	8	MF	Glucose	72h	Roots	2.1641	1	2.1641
308	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	4	MF	Glucose	72h	Roots	2.1648	1	2.1648
309	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	15	MF	Glucose	72h	Roots	2.1687	1	2.1687
310	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	16	MF	Glucose	72h	Roots	2.1719	1	2.1719
311	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	18	MF	Glucose	72h	Roots	2.2183	1	2.2183
312	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	14	MF	Glucose	72h	Roots	2.2264	1	2.2264
313	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	10	MF	Glucose	72h	Roots	2.2341	1	2.2341
314	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	23	MF	Glucose	72h	Roots	2.2386	1	2.2386
315	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	1	MF	Glucose	72h	Roots	2.2711	1	2.2711
316	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	17	MF	Glucose	72h	Roots	2.3891	1	2.3891
317	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	6	MF	Glucose	72h	Roots	2.4464	1	2.4464
318	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	2	MF	Glucose	72h	Roots	2.548	1	2.548
319	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	19	MF	Glucose	72h	Roots	2.5973	1	2.5973
320	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	5	MF	Glucose	72h	Roots	2.598	1	2.598
321	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	24	MF	Glucose	72h	Roots	2.6612	1	2.6612
322	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	3	MF	Glucose	72h	Roots	2.7375	1	2.7375
323	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	22	MF	Glucose	72h	Roots	2.8394	1	2.8394
324	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	9	MF	Glucose	72h	Roots	2.9204	1	2.9204
325	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	20	MF	Glucose	72h	Roots	3.2736	1	3.2736
326	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	43	MF	Water	72h	Roots	0.927	1	0.927
327	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	30	MF	Water	72h	Roots	1.42	1	1.42
328	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	31	MF	Water	72h	Roots	1.425	1	1.425
329	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	29	MF	Water	72h	Roots	1.673	1	1.673
330	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	18	MF	Water	72h	Roots	1.694	1	1.694
331	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	44	MF	Water	72h	Roots	1.721	1	1.721
332	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	27	MF	Water	72h	Roots	1.793	1	1.793
333	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	34	MF	Water	72h	Roots	2.063	1	2.063
335	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	2	MF	Water	72h	Roots	2.215	1	2.215
336	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	25	MF	Water	72h	Roots	2.233	1	2.233
337	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	26	MF	Water	72h	Roots	2.258	1	2.258
338	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	35	MF	Water	72h	Roots	2.28	1	2.28
339	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	22	MF	Water	72h	Roots	2.282	1	2.282
340	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	13	MF	Water	72h	Roots	2.361	1	2.361
341	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	9	MF	Water	72h	Roots	2.382	1	2.382
342	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	21	MF	Water	72h	Roots	2.502	1	2.502
343	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	48	MF	Water	72h	Roots	2.558	1	2.558
344	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	20	MF	Water	72h	Roots	2.587	1	2.587
346	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	15	MF	Water	72h	Roots	2.721	1	2.721
347	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	19	MF	Water	72h	Roots	2.728	1	2.728
348	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	42	MF	Water	72h	Roots	2.757	1	2.757
349	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	10	MF	Water	72h	Roots	2.773	1	2.773
350	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	39	MF	Water	72h	Roots	2.807	1	2.807
351	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	38	MF	Water	72h	Roots	2.869	1	2.869
352	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	16	MF	Water	72h	Roots	2.873	1	2.873
353	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	28	MF	Water	72h	Roots	2.886	1	2.886
354	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	14	MF	Water	72h	Roots	2.888	1	2.888
355	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	5	MF	Water	72h	Roots	2.977	1	2.977
356	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	41	MF	Water	72h	Roots	2.986	1	2.986
357	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	8	MF	Water	72h	Roots	3.092	1	3.092
358	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	32	MF	Water	72h	Roots	3.093	1	3.093
359	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	1	MF	Water	72h	Roots	3.097	1	3.097
360	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	50	MF	Water	72h	Roots	3.106	1	3.106
361	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	45	MF	Water	72h	Roots	3.119	1	3.119
362	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	46	MF	Water	72h	Roots	3.128	1	3.128
363	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	49	MF	Water	72h	Roots	3.182	1	3.182
364	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	40	MF	Water	72h	Roots	3.259	1	3.259
365	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	33	MF	Water	72h	Roots	3.274	1	3.274
366	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	11	MF	Water	72h	Roots	3.284	1	3.284
367	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	12	MF	Water	72h	Roots	3.285	1	3.285
368	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	23	MF	Water	72h	Roots	3.304	1	3.304
369	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	17	MF	Water	72h	Roots	3.308	1	3.308
370	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	6	MF	Water	72h	Roots	3.316	1	3.316
371	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	24	MF	Water	72h	Roots	3.338	1	3.338
372	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	47	MF	Water	72h	Roots	3.355	1	3.355
373	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	4	MF	Water	72h	Roots	3.52	1	3.52
374	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	7	MF	Water	72h	Roots	3.577	1	3.577
377	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	3	MF	Water	72h	Roots	3.854	1	3.854
379	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	37	MF	Water	72h	Roots	4.02	1	4.02
382	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	36	MF	Water	72h	Roots	4.101	1	4.101
2944	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	1	MF	3OMG	72h	Roots	2.06	1	2.06
2945	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	2	MF	3OMG	72h	Roots	2.997	1	2.997
2946	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	3	MF	3OMG	72h	Roots	2.963	1	2.963
2947	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	4	MF	3OMG	72h	Roots	5.317	1	5.317
2948	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	5	MF	3OMG	72h	Roots	2.91	1	2.91
2949	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	72h	Roots	3.091	1	3.091
2950	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	7	MF	3OMG	72h	Roots	3.032	1	3.032
2951	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	8	MF	3OMG	72h	Roots	2.776	1	2.776
2952	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	9	MF	3OMG	72h	Roots	2.865	1	2.865
2953	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	10	MF	3OMG	72h	Roots	3.159	1	3.159
2954	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	11	MF	3OMG	72h	Roots	3.287	1	3.287
2955	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	12	MF	3OMG	72h	Roots	3.091	1	3.091
2956	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	13	MF	3OMG	72h	Roots	2.444	1	2.444
2957	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	14	MF	3OMG	72h	Roots	2.736	1	2.736
2958	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	15	MF	3OMG	72h	Roots	0.807	1	0.807
2959	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	16	MF	3OMG	72h	Roots	3.006	1	3.006
2960	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	17	MF	3OMG	72h	Roots	2.891	1	2.891
2961	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	18	MF	3OMG	72h	Roots	2.772	1	2.772
2962	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	19	MF	3OMG	72h	Roots	2.442	1	2.442
2963	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	20	MF	3OMG	72h	Roots	1.722	1	1.722
2964	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	21	MF	3OMG	72h	Roots	2.652	1	2.652
2965	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	22	MF	3OMG	72h	Roots	1.534	1	1.534
2966	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	23	MF	3OMG	72h	Roots	2.739	1	2.739
2967	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	24	MF	3OMG	72h	Roots	2.445	1	2.445
2968	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	25	MF	3OMG	72h	Roots	2.81	1	2.81
2969	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	26	MF	3OMG	72h	Roots	2.728	1	2.728
2970	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	27	MF	3OMG	72h	Roots	2.79	1	2.79
2971	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	28	MF	3OMG	72h	Roots	1.621	1	1.621
2972	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	29	MF	3OMG	72h	Roots	1.657	1	1.657
2973	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	30	MF	3OMG	72h	Roots	2.078	1	2.078
2974	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	31	MF	3OMG	72h	Roots	1.609	1	1.609
2975	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	32	MF	3OMG	72h	Roots	1.957	1	1.957
2976	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	33	MF	3OMG	72h	Roots	2.668	1	2.668
2977	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	34	MF	3OMG	72h	Roots	2.384	1	2.384
2978	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	35	MF	3OMG	72h	Roots	1.939	1	1.939
2979	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	36	MF	3OMG	72h	Roots	3.788	1	3.788
2980	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	37	MF	3OMG	72h	Roots	1.835	1	1.835
2981	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	38	MF	3OMG	72h	Roots	2.622	1	2.622
2982	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	39	MF	3OMG	72h	Roots	2.122	1	2.122
2983	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	40	MF	3OMG	72h	Roots	2.378	1	2.378
2984	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	41	MF	3OMG	72h	Roots	0.871	1	0.871
2985	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	42	MF	3OMG	72h	Roots	1.885	1	1.885
2986	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	43	MF	3OMG	72h	Roots	3.266	1	3.266
2987	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	44	MF	3OMG	72h	Roots	2.006	1	2.006
2988	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	45	MF	3OMG	72h	Roots	2.753	1	2.753
2989	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	46	MF	3OMG	72h	Roots	1.463	1	1.463
2990	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	47	MF	3OMG	72h	Roots	2.247	1	2.247
2991	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	48	MF	3OMG	72h	Roots	2.5	1	2.5
2992	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	49	MF	3OMG	72h	Roots	2.606	1	2.606
2993	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R1	50	MF	3OMG	72h	Roots	2.593	1	2.593
3044	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	1	MF	3OMG	72h	Roots	2.0311	1	2.0311
3045	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	2	MF	3OMG	72h	Roots	2.1713	1	2.1713
3046	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	3	MF	3OMG	72h	Roots	2.3355	1	2.3355
3047	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	4	MF	3OMG	72h	Roots	2.1802	1	2.1802
3048	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	5	MF	3OMG	72h	Roots	2.1429	1	2.1429
3049	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	6	MF	3OMG	72h	Roots	1.8507	1	1.8507
3050	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	7	MF	3OMG	72h	Roots	2.0868	1	2.0868
3051	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	8	MF	3OMG	72h	Roots	2.3589	1	2.3589
3052	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	9	MF	3OMG	72h	Roots	2.7978	1	2.7978
3053	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	10	MF	3OMG	72h	Roots	2.276	1	2.276
3054	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	11	MF	3OMG	72h	Roots	1.7953	1	1.7953
3055	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	12	MF	3OMG	72h	Roots	1.9338	1	1.9338
3056	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	13	MF	3OMG	72h	Roots	2.2494	1	2.2494
3057	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	14	MF	3OMG	72h	Roots	2.2282	1	2.2282
3058	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	15	MF	3OMG	72h	Roots	2.3897	1	2.3897
3059	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	16	MF	3OMG	72h	Roots	2.3158	1	2.3158
3060	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	17	MF	3OMG	72h	Roots	2.7796	1	2.7796
3061	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	18	MF	3OMG	72h	Roots	2.2127	1	2.2127
3062	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	19	MF	3OMG	72h	Roots	2.7027	1	2.7027
3063	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	20	MF	3OMG	72h	Roots	1.922	1	1.922
3064	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	21	MF	3OMG	72h	Roots	1.6675	1	1.6675
3065	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	22	MF	3OMG	72h	Roots	1.9634	1	1.9634
3066	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	23	MF	3OMG	72h	Roots	1.6098	1	1.6098
3067	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	24	MF	3OMG	72h	Roots	1.7465	1	1.7465
3068	Methyl_Sugar_Screen	Arabidopsis_thaliana	Agar	R2	25	MF	3OMG	72h	Roots	2.4053	1	2.4053
426	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R2	8	MF	3OMG	5 weeks	Shoots	19.1	5	3.82
427	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R2	7	MF	3OMG	5 weeks	Shoots	20.5	5	4.1
428	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R1	4	MF	3OMG	5 weeks	Shoots	21.5	5	4.3
429	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R2	6	MF	3OMG	5 weeks	Shoots	21.7	5	4.34
430	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R2	2	MF	3OMG	5 weeks	Shoots	22.8	5	4.56
431	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R2	5	MF	3OMG	5 weeks	Shoots	22.8	5	4.56
432	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R1	8	MF	3OMG	5 weeks	Shoots	23.3	5	4.66
433	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R1	7	MF	3OMG	5 weeks	Shoots	24.8	5	4.96
434	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R2	3	MF	3OMG	5 weeks	Shoots	25.3	5	5.06
435	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R2	1	MF	3OMG	5 weeks	Shoots	25.7	5	5.14
436	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R2	4	MF	3OMG	5 weeks	Shoots	25.8	5	5.16
437	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R1	6	MF	3OMG	5 weeks	Shoots	26.1	5	5.22
438	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R1	2	MF	3OMG	5 weeks	Shoots	28.5	5	5.7
439	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R1	5	MF	3OMG	5 weeks	Shoots	30.7	5	6.14
440	Mutant_Plant_FP	Arabidopsis_thaliana	Flowpot	R1	3	MF	3OMG	5 weeks	Shoots	34.8	5	6.96
