	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S3	S4	S5	S6	S7	S8	S9
f0c1a3a2d9a11a4ceb939a01b36ae546	12268.0	97761.0	26576.0	33919.0	13426.0	6526.0	7450.0	7549.0	1071.0	54598.0	79329.0	76551.0	7372.0	14137.0	36244.0	144846.0	27839.0	30.0	51129.0	9409.0	20384.0	40745.0	40148.0	20857.0	12117.0
66fc536374a8cb736235ff6cc165a912	15230.0	22402.0	66555.0	26382.0	18790.0	7954.0	8085.0	7889.0	228.0	143859.0	42460.0	99272.0	1561.0	17302.0	116385.0	24108.0	30997.0	0.0	29955.0	14701.0	28711.0	36574.0	18614.0	8461.0	3313.0
eae24287f917b14fd2b985132d79a4c2	3232.0	7156.0	606.0	101629.0	524.0	533.0	457.0	114.0	31.0	1433.0	273959.0	13726.0	136.0	466.0	691.0	48966.0	7011.0	0.0	3828.0	977.0	1089.0	8458.0	752.0	2440.0	4482.0
6b8c123f247f39f5a41a2d282b1628e3	6009.0	13917.0	6675.0	9886.0	3971.0	5324.0	64694.0	4898.0	301.0	98632.0	12545.0	38331.0	631.0	4688.0	30492.0	13519.0	11992.0	0.0	8522.0	4954.0	10385.0	27651.0	28309.0	3315.0	5485.0
b3d5afe656db169e4554496443a5b075	1100.0	31109.0	40410.0	5310.0	1577.0	2723.0	3557.0	3629.0	33.0	2058.0	1690.0	6408.0	348.0	2358.0	2665.0	66085.0	9895.0	0.0	13077.0	369.0	2436.0	2092.0	1932.0	9665.0	659.0
b46e320af4d2da78ad95c8ef7f24a863	81.0	227.0	152.0	133.0	112.0	99955.0	8653.0	51.0	24.0	272.0	308.0	149.0	234.0	390.0	15492.0	2936.0	27164.0	0.0	184.0	583.0	320.0	1331.0	21961.0	262.0	189.0
18d0ad1e0242c39f3f648c9cfb90cc27	297.0	331.0	507.0	139221.0	741.0	268.0	206.0	0.0	0.0	654.0	2699.0	4982.0	0.0	160.0	551.0	9441.0	7259.0	0.0	544.0	841.0	394.0	1597.0	236.0	470.0	130.0
e5aa9e77823c2a43d1d7fb008367f2bf	20149.0	1756.0	147.0	688.0	20917.0	44022.0	574.0	113.0	11.0	84.0	454.0	1610.0	0.0	1193.0	155.0	294.0	178.0	0.0	667.0	497.0	4474.0	1345.0	604.0	301.0	31763.0
2497f0a74199225a24a2d68c93bb40b5	1091.0	1930.0	122.0	10955.0	128.0	117.0	106.0	35.0	0.0	358.0	76824.0	3099.0	0.0	148.0	144.0	10986.0	337.0	0.0	1046.0	214.0	267.0	1733.0	188.0	2179.0	1140.0
aa6bdb008036184042dc06a30d15c1fb	349.0	1025.0	122.0	333.0	11920.0	5278.0	600.0	1921.0	30.0	278.0	125.0	328.0	581.0	812.0	2255.0	15842.0	10720.0	0.0	1530.0	400.0	293.0	17679.0	2983.0	7170.0	26358.0
565573c992a033884f18df23253529c3	74.0	141.0	137.0	101.0	82.0	42448.0	7214.0	33.0	35.0	334.0	288.0	145.0	170.0	319.0	6604.0	1456.0	26610.0	0.0	104.0	709.0	136.0	1057.0	19532.0	116.0	173.0
c52bb8d641dc99bdf32325057ff59505	1454.0	16546.0	4726.0	3294.0	1694.0	779.0	799.0	1056.0	87.0	3753.0	6491.0	9416.0	751.0	1380.0	3036.0	13178.0	2133.0	0.0	7932.0	1556.0	3771.0	5181.0	4542.0	3596.0	1816.0
bf0712e262575227049b617e74e2cf44	474.0	912.0	188.0	351.0	9635.0	4763.0	447.0	1215.0	0.0	268.0	128.0	425.0	0.0	619.0	1866.0	14588.0	9771.0	0.0	1474.0	485.0	289.0	17307.0	2787.0	6244.0	21927.0
f1da087de7834338f701cf8a4468ad6f	1874.0	3725.0	11552.0	3194.0	2475.0	1012.0	860.0	1122.0	22.0	7673.0	3421.0	11661.0	163.0	1744.0	9420.0	2140.0	2313.0	0.0	4710.0	2538.0	5273.0	4560.0	1997.0	1358.0	419.0
a84ef97cbd5757e24275cff44b846c0b	25139.0	5209.0	713.0	152.0	4463.0	9642.0	6014.0	2132.0	173.0	89.0	1786.0	1741.0	258.0	996.0	559.0	4258.0	5105.0	0.0	4754.0	364.0	1732.0	168.0	818.0	138.0	2340.0
816acacec24c7939d395a8b163b96278	4862.0	4045.0	7328.0	257.0	2315.0	697.0	708.0	4348.0	316.0	353.0	439.0	1395.0	1461.0	5092.0	1562.0	792.0	1059.0	0.0	2257.0	16696.0	3002.0	3455.0	347.0	5769.0	3626.0
ae5a5ddbd6f69024e2f1648f043dc6fb	7823.0	2947.0	1212.0	6336.0	315.0	1514.0	6671.0	445.0	26.0	3040.0	3538.0	1016.0	178.0	1342.0	4737.0	6021.0	3958.0	0.0	1150.0	1598.0	1124.0	1667.0	12995.0	1941.0	534.0
2ff1e1f2c8ddb55026a20d4edff8cd87	154.0	50.0	39.0	0.0	11195.0	1460.0	13234.0	0.0	0.0	392.0	56.0	110.0	0.0	65.0	217.0	1903.0	202.0	0.0	0.0	37699.0	110.0	411.0	207.0	0.0	2631.0
6415c79d208f7e1db5111efa029f18bb	7002.0	2045.0	2779.0	2146.0	3213.0	3690.0	2463.0	1111.0	225.0	2039.0	622.0	3533.0	540.0	5558.0	1040.0	3686.0	5768.0	0.0	1354.0	2028.0	1736.0	2715.0	3078.0	2767.0	2293.0
55a298112c9813fabef2f22fc4ece524	1838.0	605.0	6496.0	5648.0	234.0	126.0	17335.0	108.0	0.0	385.0	413.0	721.0	88.0	429.0	740.0	9999.0	2661.0	0.0	5522.0	260.0	186.0	997.0	273.0	239.0	6748.0
0b0bf54fef83fc9eb80a26378aad4e25	539.0	3862.0	976.0	2634.0	452.0	373.0	12424.0	630.0	53.0	3679.0	756.0	1167.0	593.0	15355.0	2282.0	615.0	2306.0	0.0	3535.0	743.0	3267.0	764.0	951.0	1461.0	293.0
e469c47e4fd3726ea9dfa68e58627f06	178.0	9400.0	518.0	146.0	966.0	1842.0	10963.0	49.0	0.0	132.0	457.0	1204.0	0.0	1426.0	1648.0	16585.0	1665.0	0.0	871.0	62.0	140.0	256.0	5629.0	2260.0	1363.0
cd5ebeddbae5ef443b721c35151f55ae	298.0	2344.0	1514.0	2009.0	568.0	462.0	6317.0	678.0	0.0	2367.0	567.0	2415.0	150.0	420.0	1446.0	4137.0	7066.0	0.0	2996.0	7071.0	1101.0	1948.0	3388.0	625.0	236.0
eb3fbb8238d63d17aae92891af6b5ff9	610.0	775.0	224.0	6961.0	274.0	112.0	263.0	0.0	0.0	480.0	7049.0	3763.0	99.0	237.0	260.0	5723.0	1076.0	0.0	4757.0	216.0	150.0	1086.0	274.0	4423.0	865.0
d93d2a2e7b0c2ed96ca6074a717a8a4d	688.0	439.0	133.0	138.0	486.0	810.0	1076.0	64.0	135.0	32.0	117.0	106.0	22.0	1856.0	1370.0	98.0	1093.0	0.0	400.0	503.0	10931.0	17207.0	662.0	303.0	164.0
05b2131b43687d66e2cb84c5563537f6	1317.0	67.0	39.0	577.0	41.0	27.0	0.0	0.0	0.0	705.0	40.0	1104.0	212.0	2642.0	32.0	59.0	13060.0	0.0	93.0	0.0	477.0	290.0	6578.0	0.0	4615.0
8eada08b3fdfb1f9706fe5240f37b1b8	498.0	942.0	4777.0	307.0	402.0	318.0	1301.0	305.0	37.0	155.0	531.0	543.0	1077.0	1116.0	587.0	535.0	944.0	0.0	1425.0	3101.0	1053.0	590.0	875.0	1220.0	1542.0
1d02d41a9291f77961829d2a40b2b3de	3842.0	506.0	44.0	0.0	4745.0	10676.0	59.0	14.0	0.0	10.0	76.0	440.0	0.0	344.0	0.0	46.0	0.0	0.0	179.0	69.0	939.0	408.0	118.0	114.0	78.0
3b34aa17d3cf1be28be06b78631e8d5f	0.0	0.0	30.0	19.0	16.0	2923.0	4097.0	0.0	0.0	44.0	73.0	0.0	41.0	73.0	2642.0	2265.0	7253.0	0.0	0.0	27.0	29.0	715.0	1703.0	35.0	16.0
9bb464e32233cce288e6f4046e27f78a	24.0	13.0	0.0	11.0	12567.0	27.0	16.0	0.0	0.0	24.0	27.0	3682.0	0.0	0.0	4013.0	326.0	0.0	0.0	16.0	50.0	0.0	24.0	14.0	0.0	40.0
4b5379f5ba8ac53b7f55293f56b4bfee	1090.0	534.0	304.0	693.0	539.0	179.0	721.0	121.0	15.0	1181.0	209.0	4079.0	90.0	975.0	958.0	1711.0	1070.0	0.0	1667.0	864.0	263.0	576.0	497.0	730.0	498.0
d6bdf5b3d2d326a4a843b02f04a7f15b	0.0	0.0	22.0	0.0	0.0	2609.0	2558.0	0.0	0.0	42.0	55.0	0.0	55.0	124.0	477.0	283.0	12749.0	0.0	33.0	159.0	48.0	0.0	173.0	0.0	0.0
07f947c1145a953463419f8c0c1a4f7b	176.0	1340.0	986.0	333.0	707.0	374.0	924.0	312.0	54.0	224.0	425.0	791.0	266.0	336.0	718.0	864.0	653.0	0.0	1557.0	729.0	523.0	300.0	790.0	1023.0	1323.0
d6aa45dd862c1b08141c2558cca202da	100.0	1722.0	301.0	778.0	526.0	89.0	557.0	38.0	13.0	1451.0	76.0	1266.0	201.0	1536.0	480.0	794.0	1364.0	0.0	243.0	537.0	548.0	412.0	1685.0	31.0	160.0
f21cbcb38c225c553e8deafb746f7468	108.0	2453.0	830.0	183.0	289.0	466.0	560.0	120.0	41.0	955.0	175.0	568.0	122.0	672.0	482.0	634.0	986.0	0.0	1167.0	483.0	176.0	265.0	1128.0	506.0	654.0
3f6ebf16ac5a60a76672936905e6d180	133.0	218.0	2580.0	142.0	210.0	277.0	608.0	159.0	0.0	98.0	171.0	427.0	104.0	630.0	340.0	270.0	774.0	0.0	2726.0	1366.0	515.0	251.0	476.0	457.0	508.0
39b581bfd219e622360b4d18a9a03604	222.0	256.0	1165.0	297.0	226.0	453.0	471.0	128.0	28.0	2199.0	147.0	375.0	114.0	542.0	231.0	73.0	428.0	0.0	1002.0	874.0	322.0	216.0	184.0	991.0	144.0
307d8f69f75c461262d618f1b47d3857	0.0	50.0	12.0	17.0	0.0	20.0	0.0	0.0	0.0	8.0	20.0	5.0	0.0	0.0	18.0	14.0	7.0	0.0	0.0	0.0	0.0	58.0	10828.0	0.0	0.0
8bfb00fee274592a86cde301b8c4e987	204.0	2260.0	575.0	792.0	54.0	136.0	333.0	0.0	0.0	275.0	164.0	857.0	0.0	123.0	186.0	539.0	598.0	0.0	2099.0	0.0	289.0	107.0	314.0	534.0	93.0
44acab81ad46c21a7088a1dbe54a0c5e	276.0	823.0	958.0	245.0	202.0	184.0	414.0	60.0	0.0	90.0	215.0	447.0	112.0	747.0	424.0	506.0	735.0	0.0	981.0	754.0	496.0	511.0	401.0	330.0	359.0
e3ec021309532068e30618f60ce2edf9	84.0	923.0	1020.0	465.0	197.0	62.0	345.0	61.0	12.0	634.0	159.0	145.0	71.0	556.0	571.0	1126.0	1014.0	0.0	78.0	95.0	218.0	410.0	1001.0	108.0	906.0
1d5ff67e70bd4d0e2b4c111492a38e72	403.0	4891.0	110.0	92.0	0.0	57.0	181.0	0.0	37.0	34.0	134.0	61.0	80.0	0.0	646.0	2375.0	0.0	0.0	0.0	0.0	69.0	45.0	829.0	36.0	0.0
caae9f0325175003708ee62ef90e4021	0.0	0.0	318.0	663.0	65.0	1611.0	1040.0	200.0	0.0	34.0	61.0	99.0	0.0	10.0	3228.0	2526.0	113.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	23.0
38b749a69b3f2f720938e57f88e0208b	373.0	516.0	362.0	209.0	634.0	117.0	357.0	123.0	57.0	822.0	179.0	656.0	99.0	1082.0	760.0	312.0	314.0	0.0	391.0	552.0	850.0	183.0	342.0	374.0	214.0
04bc8c98fca59d15f64a58c663eade4d	394.0	193.0	113.0	492.0	315.0	168.0	57.0	217.0	14.0	261.0	36.0	581.0	110.0	402.0	168.0	176.0	396.0	0.0	193.0	185.0	649.0	138.0	87.0	1739.0	2540.0
beb09fbe9cbe609128dd35c5a11c6c29	200.0	84.0	177.0	27.0	32.0	32.0	237.0	76.0	0.0	13.0	57.0	199.0	305.0	4768.0	52.0	37.0	543.0	0.0	544.0	622.0	725.0	27.0	47.0	144.0	180.0
b7875aa74e4989a8cf2ecab619fc4a24	54.0	576.0	45.0	530.0	91.0	33.0	176.0	366.0	0.0	423.0	531.0	140.0	0.0	12.0	300.0	920.0	65.0	0.0	4036.0	19.0	185.0	132.0	275.0	77.0	81.0
0bdbefad2c94c4df0b1edd3e74690134	682.0	76.0	2377.0	0.0	38.0	4129.0	209.0	60.0	0.0	28.0	20.0	189.0	0.0	0.0	156.0	0.0	20.0	0.0	0.0	39.0	161.0	16.0	531.0	40.0	117.0
41d2fb79bbe58a9e5e2be7e1308594fb	862.0	522.0	260.0	200.0	404.0	109.0	472.0	45.0	0.0	750.0	228.0	890.0	82.0	764.0	327.0	292.0	324.0	0.0	337.0	157.0	505.0	254.0	370.0	428.0	212.0
4d03578ea8ccff7b50256a1dff731562	97.0	404.0	612.0	104.0	176.0	403.0	409.0	145.0	0.0	527.0	85.0	282.0	76.0	444.0	340.0	195.0	464.0	0.0	399.0	505.0	620.0	185.0	254.0	333.0	1225.0
68518b27021b550b8ad485729e8782d8	0.0	223.0	479.0	0.0	87.0	572.0	458.0	21.0	0.0	19.0	42.0	532.0	0.0	0.0	511.0	3379.0	24.0	0.0	0.0	34.0	20.0	0.0	1122.0	0.0	21.0
1c0df0ece464ef1e20ccd0eeb8dbe35b	326.0	121.0	708.0	143.0	127.0	518.0	168.0	99.0	10.0	449.0	103.0	112.0	241.0	418.0	289.0	286.0	291.0	0.0	513.0	516.0	577.0	132.0	281.0	721.0	392.0
0e52d45ff402dbe30d682b9902a1a3ae	200.0	457.0	363.0	131.0	258.0	106.0	207.0	176.0	19.0	301.0	84.0	466.0	131.0	441.0	205.0	409.0	317.0	0.0	663.0	244.0	440.0	134.0	207.0	395.0	1117.0
f7ce02f79670e335e8af7eb622ae4d5e	97.0	356.0	569.0	91.0	593.0	71.0	419.0	108.0	17.0	155.0	96.0	301.0	182.0	415.0	238.0	168.0	700.0	0.0	381.0	588.0	544.0	113.0	405.0	382.0	359.0
25d2c373c57579ae9243daa8c3c4cb95	274.0	91.0	436.0	157.0	59.0	2131.0	122.0	13.0	0.0	129.0	137.0	159.0	66.0	251.0	98.0	106.0	377.0	0.0	57.0	134.0	165.0	219.0	1433.0	316.0	48.0
c21925b31ca3bf2923a9ff16afa1008c	890.0	113.0	54.0	27.0	185.0	51.0	122.0	364.0	0.0	12.0	37.0	1824.0	424.0	302.0	468.0	300.0	203.0	0.0	222.0	836.0	165.0	29.0	19.0	64.0	121.0
431fa6e0c8275fdd276bfbf8130701f1	91.0	1129.0	296.0	169.0	165.0	59.0	32.0	85.0	0.0	198.0	537.0	515.0	97.0	137.0	224.0	941.0	136.0	0.0	565.0	147.0	274.0	307.0	234.0	298.0	188.0
3c6a02050515ecc6b26a02517621ef1f	0.0	333.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	1687.0	327.0	0.0	0.0	0.0	0.0	0.0	276.0	0.0	1676.0	0.0	202.0	194.0	1241.0	0.0	547.0
b79658af3eda5797696cb68779915697	56.0	127.0	3154.0	83.0	41.0	99.0	396.0	34.0	15.0	46.0	110.0	78.0	79.0	184.0	72.0	84.0	239.0	0.0	221.0	753.0	231.0	123.0	104.0	185.0	153.0
391db0a3237e8a6fd11b7bdd03355c60	62.0	250.0	813.0	61.0	226.0	183.0	363.0	79.0	0.0	51.0	184.0	202.0	132.0	331.0	168.0	102.0	354.0	0.0	507.0	1295.0	309.0	237.0	199.0	306.0	250.0
e43f7173baab1621be9530cbe913353f	212.0	219.0	492.0	40.0	85.0	323.0	358.0	95.0	18.0	30.0	81.0	231.0	33.0	98.0	211.0	90.0	148.0	0.0	2264.0	453.0	509.0	99.0	65.0	328.0	163.0
0f3855b0be10cd2d7c0a5b61ba4daff0	0.0	0.0	0.0	117.0	3100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	3334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f7f59d9d4cc4bf22fbcec4d21a087c34	168.0	365.0	310.0	67.0	340.0	129.0	433.0	349.0	22.0	1133.0	77.0	210.0	65.0	161.0	240.0	121.0	415.0	0.0	315.0	201.0	617.0	129.0	195.0	190.0	241.0
416c036b02fb09a511d0fb98fbb9dcb4	180.0	293.0	206.0	34.0	134.0	188.0	249.0	0.0	0.0	0.0	95.0	139.0	145.0	334.0	172.0	54.0	91.0	0.0	2256.0	778.0	407.0	63.0	57.0	96.0	483.0
202aa98803293f1b34529efadfa81b32	988.0	20.0	99.0	263.0	658.0	278.0	158.0	66.0	20.0	743.0	139.0	70.0	46.0	410.0	311.0	65.0	154.0	0.0	189.0	122.0	1069.0	84.0	127.0	212.0	48.0
3c863cf67a014692d9f01d71cba0f7fb	219.0	125.0	516.0	79.0	145.0	201.0	199.0	91.0	19.0	70.0	102.0	404.0	41.0	437.0	121.0	42.0	263.0	0.0	639.0	829.0	486.0	104.0	230.0	741.0	169.0
cb882036dd967531f7a69936c54d3ae2	72.0	280.0	275.0	140.0	129.0	93.0	176.0	102.0	0.0	282.0	33.0	1128.0	12.0	392.0	127.0	69.0	272.0	0.0	1410.0	283.0	306.0	194.0	137.0	122.0	138.0
3979f6cdd11f17b7f4f6465b5ecefbdf	50.0	1014.0	550.0	146.0	259.0	83.0	176.0	141.0	20.0	100.0	141.0	216.0	50.0	240.0	137.0	442.0	439.0	0.0	338.0	225.0	155.0	87.0	475.0	230.0	379.0
bb61e5a7eb7b95337dfea574993f16eb	99.0	336.0	1274.0	60.0	92.0	73.0	210.0	41.0	14.0	58.0	121.0	274.0	72.0	239.0	185.0	236.0	321.0	0.0	534.0	429.0	183.0	303.0	296.0	267.0	224.0
fd3e5e00c2c9588bb2731c92935b66ec	147.0	471.0	415.0	58.0	297.0	86.0	194.0	129.0	18.0	187.0	78.0	449.0	109.0	342.0	154.0	380.0	329.0	0.0	366.0	504.0	154.0	293.0	237.0	250.0	105.0
5daf166406571f406ebb5d9de268e8dd	82.0	99.0	1226.0	60.0	85.0	136.0	260.0	63.0	13.0	36.0	105.0	240.0	79.0	247.0	148.0	265.0	380.0	0.0	542.0	595.0	185.0	113.0	207.0	396.0	190.0
98d90bc979ee14e6f62af80e676c6094	118.0	259.0	731.0	155.0	207.0	80.0	37.0	109.0	0.0	377.0	314.0	611.0	19.0	192.0	695.0	150.0	113.0	0.0	323.0	190.0	354.0	232.0	131.0	99.0	54.0
1a8bcf3bc31c73941158a059e24d14ae	136.0	194.0	391.0	26.0	153.0	134.0	242.0	103.0	34.0	82.0	105.0	308.0	74.0	448.0	175.0	172.0	135.0	0.0	601.0	655.0	460.0	63.0	116.0	469.0	272.0
2091cb3f1b7d29c95f4cad104941c59a	156.0	233.0	439.0	59.0	206.0	241.0	238.0	116.0	22.0	194.0	44.0	176.0	115.0	400.0	112.0	36.0	169.0	0.0	630.0	514.0	252.0	178.0	188.0	444.0	250.0
b8d4e5d2c98b48aef2cfcc3719b4f826	0.0	514.0	153.0	1047.0	0.0	126.0	1131.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	579.0	245.0	0.0	104.0	298.0	0.0	288.0	543.0	0.0	120.0
d9b2caf1da47e50dea18eae64ccce791	50.0	285.0	518.0	78.0	78.0	125.0	262.0	169.0	16.0	41.0	128.0	109.0	83.0	111.0	201.0	148.0	213.0	0.0	298.0	849.0	223.0	114.0	239.0	319.0	425.0
69451297f1008f9975fe8d5021c979a2	117.0	102.0	319.0	54.0	112.0	122.0	120.0	107.0	10.0	302.0	52.0	346.0	109.0	465.0	50.0	27.0	89.0	0.0	810.0	284.0	216.0	89.0	51.0	983.0	110.0
5412950044493bf76bf8bb1b9d213fa9	334.0	206.0	347.0	68.0	174.0	72.0	229.0	63.0	27.0	90.0	57.0	158.0	104.0	162.0	88.0	46.0	113.0	0.0	396.0	1244.0	310.0	45.0	47.0	193.0	328.0
0430342dd65b94e4f7c5e6e8ef13b536	232.0	231.0	375.0	16.0	277.0	130.0	143.0	47.0	22.0	18.0	66.0	204.0	130.0	542.0	81.0	66.0	69.0	0.0	462.0	388.0	455.0	35.0	59.0	288.0	556.0
426f51707b58b35be1f920b7ca96d131	0.0	0.0	473.0	118.0	0.0	1100.0	354.0	54.0	0.0	0.0	0.0	536.0	0.0	0.0	1248.0	220.0	42.0	0.0	0.0	0.0	0.0	0.0	537.0	0.0	0.0
452f8957b1e574d5d1dbc0ae81fec920	0.0	298.0	751.0	68.0	82.0	116.0	319.0	95.0	0.0	44.0	102.0	97.0	191.0	192.0	195.0	82.0	213.0	0.0	292.0	481.0	142.0	162.0	232.0	283.0	221.0
b3e2ebfbd4b08d812306f1c326c545b9	115.0	259.0	272.0	108.0	93.0	86.0	118.0	366.0	45.0	38.0	51.0	385.0	104.0	433.0	58.0	62.0	148.0	0.0	183.0	758.0	321.0	48.0	98.0	394.0	78.0
5949ae83c51d2501e47b878be066dcaa	148.0	184.0	475.0	133.0	91.0	56.0	256.0	76.0	16.0	68.0	62.0	200.0	92.0	138.0	145.0	100.0	190.0	0.0	494.0	452.0	265.0	64.0	263.0	401.0	223.0
02f8e851798aaf96a5e0c7ec7727ef69	50.0	148.0	373.0	64.0	136.0	192.0	248.0	77.0	22.0	88.0	23.0	172.0	45.0	87.0	148.0	303.0	209.0	0.0	374.0	438.0	265.0	91.0	256.0	231.0	347.0
8230eb5dc3bd61efc9d55144d53e6609	338.0	386.0	489.0	0.0	81.0	51.0	51.0	284.0	0.0	0.0	0.0	83.0	60.0	314.0	108.0	56.0	56.0	0.0	177.0	672.0	163.0	252.0	0.0	430.0	285.0
e86bf061b46e12b96393db6c0f1fb469	19.0	46.0	1593.0	43.0	20.0	10.0	3.0	32.0	0.0	175.0	52.0	38.0	0.0	153.0	390.0	42.0	32.0	0.0	1385.0	38.0	21.0	120.0	23.0	16.0	2.0
65221e226ead7cae7db381437e2e679d	150.0	426.0	298.0	133.0	33.0	51.0	451.0	58.0	0.0	110.0	103.0	346.0	70.0	197.0	75.0	210.0	125.0	0.0	436.0	99.0	137.0	147.0	203.0	253.0	75.0
1e0b8c93f7106b6f056d280247c784c6	149.0	669.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	501.0	0.0	635.0	0.0	0.0	0.0	0.0	0.0	0.0	852.0	0.0	925.0	369.0	0.0	0.0	0.0
ec771507e75c2f8daa39cdfa4becd5d2	0.0	108.0	0.0	24.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6e81b06247b9a5136571368b760c9205	19.0	339.0	599.0	149.0	90.0	38.0	15.0	61.0	16.0	139.0	64.0	92.0	100.0	165.0	371.0	258.0	558.0	0.0	125.0	89.0	173.0	109.0	345.0	139.0	69.0
18df74c8fca9edbc6e5ed851d247318d	38.0	40.0	62.0	15.0	24.0	94.0	59.0	47.0	0.0	7.0	17.0	39.0	31.0	0.0	31.0	31.0	41.0	0.0	156.0	181.0	61.0	34.0	16.0	65.0	3022.0
2e9ac04aa3ed9b17650a602a63492b7f	66.0	410.0	349.0	64.0	140.0	141.0	483.0	0.0	32.0	22.0	41.0	170.0	61.0	342.0	392.0	199.0	225.0	0.0	198.0	174.0	112.0	63.0	75.0	239.0	93.0
689242f2e690e41c6945d77bf2ea9989	40.0	1052.0	452.0	351.0	38.0	132.0	246.0	64.0	0.0	0.0	53.0	35.0	0.0	156.0	325.0	86.0	470.0	0.0	173.0	140.0	41.0	0.0	0.0	100.0	132.0
b9ddf07886474ca3ea4e25fa76344c88	77.0	457.0	314.0	104.0	154.0	105.0	296.0	0.0	0.0	42.0	135.0	50.0	76.0	406.0	188.0	277.0	380.0	0.0	125.0	93.0	156.0	98.0	138.0	93.0	133.0
bdc54dc4a353eff1f35f91bd20e21672	27.0	51.0	2507.0	14.0	0.0	104.0	0.0	78.0	0.0	10.0	51.0	85.0	0.0	90.0	41.0	5.0	0.0	0.0	7.0	99.0	15.0	478.0	28.0	46.0	23.0
8e56db2fbdb58f02eb3980ed2a80a2c6	13.0	113.0	398.0	16.0	282.0	269.0	149.0	303.0	0.0	60.0	31.0	106.0	25.0	57.0	118.0	192.0	71.0	0.0	1252.0	58.0	34.0	43.0	74.0	70.0	14.0
dba8dbca1179a1e8affc6c0e44d244ef	162.0	570.0	199.0	0.0	27.0	0.0	19.0	0.0	0.0	223.0	17.0	240.0	0.0	2.0	0.0	984.0	45.0	0.0	1029.0	72.0	37.0	78.0	20.0	19.0	0.0
587a8f3d9c1c1e909a2773b0bac9ae1b	24.0	2682.0	0.0	0.0	22.0	0.0	29.0	269.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	197.0	21.0	0.0	63.0	0.0	36.0	51.0	239.0	0.0	27.0
9f441d4713bab1636c8f1f6239b1173c	2298.0	24.0	23.0	82.0	113.0	73.0	0.0	50.0	19.0	16.0	10.0	24.0	0.0	0.0	28.0	13.0	13.0	0.0	173.0	29.0	641.0	6.0	0.0	74.0	0.0
92ea90933b4f9b50124427d7c0f7f1da	0.0	41.0	0.0	15.0	0.0	0.0	502.0	0.0	0.0	1059.0	0.0	84.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	298.0	44.0	0.0	897.0	686.0	20.0
67373dfbad4e231d0312f2268f2018a8	168.0	114.0	16.0	26.0	0.0	4.0	95.0	0.0	4.0	11.0	33.0	6.0	55.0	82.0	0.0	11.0	13.0	0.0	2.0	1754.0	278.0	0.0	111.0	0.0	779.0
98f3ea4b26a52ca9656cd30176fa34b8	161.0	142.0	353.0	107.0	0.0	23.0	139.0	0.0	0.0	43.0	102.0	122.0	49.0	156.0	52.0	0.0	185.0	0.0	173.0	679.0	369.0	49.0	163.0	97.0	312.0
fa06748f758ac871214defdefef92c68	22.0	0.0	21.0	4.0	248.0	330.0	14.0	297.0	24.0	15.0	0.0	232.0	0.0	38.0	0.0	20.0	0.0	0.0	1771.0	178.0	160.0	10.0	13.0	0.0	76.0
ff9be2a895797919a2925476b9fc3128	119.0	538.0	172.0	83.0	51.0	36.0	62.0	44.0	8.0	80.0	159.0	252.0	126.0	130.0	86.0	199.0	93.0	0.0	341.0	74.0	138.0	107.0	137.0	221.0	91.0
e621b79c8016ecf8583888afaee27322	87.0	96.0	174.0	38.0	45.0	71.0	201.0	99.0	0.0	0.0	0.0	236.0	78.0	426.0	50.0	67.0	80.0	0.0	353.0	351.0	327.0	0.0	66.0	258.0	241.0
5fac7c21326567c676459d575d0a78c7	55.0	128.0	370.0	88.0	69.0	43.0	121.0	81.0	14.0	40.0	63.0	89.0	59.0	294.0	124.0	97.0	293.0	0.0	215.0	228.0	125.0	216.0	119.0	236.0	113.0
a16179606f88c6a60d560b17c0431748	0.0	0.0	0.0	7.0	2391.0	0.0	0.0	0.0	0.0	0.0	36.0	126.0	0.0	443.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	0.0	0.0	0.0
c268adbecbbd7dec882d51b5d3d62357	0.0	4.0	1.0	43.0	34.0	0.0	4.0	0.0	28.0	5.0	66.0	1393.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	28.0	497.0	344.0	9.0	787.0	2.0
a5f2c474c22571619423b6cf6047a0b8	0.0	0.0	327.0	0.0	20.0	0.0	85.0	0.0	0.0	0.0	57.0	182.0	0.0	0.0	800.0	1150.0	0.0	0.0	0.0	0.0	0.0	0.0	586.0	0.0	0.0
3a7d72390e54d35900518537da469529	88.0	13.0	178.0	75.0	90.0	206.0	346.0	0.0	0.0	17.0	74.0	184.0	11.0	245.0	108.0	62.0	208.0	0.0	34.0	253.0	563.0	286.0	34.0	54.0	40.0
