	ID2	System	Plant	Experiment	Bio_rep	Tech_Rep	Microbes	Treatment	Element	Weight	Tube	Tube+element	Microbial ID	Primers	CT	UBQ10	Kingdom
1431	Flowpots_Arabidopsis_thaliana_Pu1_1_7_MF_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	7	MF	3OMG	Plant	6.4	1851.4	1857.8	Pathogens	RS		29.12	Bacteria
1432	Flowpots_Arabidopsis_thaliana_Pu1_1_8_MF_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	8	MF	3OMG	Plant	4.4	1773	1777.4	Pathogens	RS		28.65	Bacteria
1433	Flowpots_Arabidopsis_thaliana_Pu1_1_1_Pu_Water_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	1	Pu	Water	Plant	0.8	1762.3	1763.1	Pathogens	RS		30.01	Bacteria
1434	Flowpots_Arabidopsis_thaliana_Pu1_1_2_Pu_Water_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	2	Pu	Water	Plant	0.7	1781.1	1781.8	Pathogens	RS		27.62	Bacteria
1435	Flowpots_Arabidopsis_thaliana_Pu1_1_3_Pu_Water_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	3	Pu	Water	Plant	2.9	1855.2	1858.1	Pathogens	RS		28.12	Bacteria
1436	Flowpots_Arabidopsis_thaliana_Pu1_1_4_Pu_Water_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	4	Pu	Water	Plant	2.9	1915.5	1918.4	Pathogens	RS		26.08	Bacteria
1437	Flowpots_Arabidopsis_thaliana_Pu1_1_5_Pu_Water_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	5	Pu	Water	Plant	0	1774.6	1774.6	Pathogens	RS			Bacteria
1438	Flowpots_Arabidopsis_thaliana_Pu1_1_6_Pu_Water_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	6	Pu	Water	Plant	2.6	1815.4	1818	Pathogens	RS		25.17	Bacteria
1439	Flowpots_Arabidopsis_thaliana_Pu1_1_7_Pu_Water_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	7	Pu	Water	Plant	6.1	1886.8	1892.9	Pathogens	RS		26.82	Bacteria
1440	Flowpots_Arabidopsis_thaliana_Pu1_1_8_Pu_Water_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	8	Pu	Water	Plant	1.4	1879.6	1881	Pathogens	RS		25.2	Bacteria
1441	Flowpots_Arabidopsis_thaliana_Pu1_1_1_Pu_Glucose_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	1	Pu	Glucose	Plant	0	1845.9	1845.9	Pathogens	RS			Bacteria
1442	Flowpots_Arabidopsis_thaliana_Pu1_1_2_Pu_Glucose_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	2	Pu	Glucose	Plant	0.3	1779.8	1780.1	Pathogens	RS			Bacteria
1443	Flowpots_Arabidopsis_thaliana_Pu1_1_3_Pu_Glucose_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	3	Pu	Glucose	Plant	-0.1	1792.5	1792.4	Pathogens	RS			Bacteria
1444	Flowpots_Arabidopsis_thaliana_Pu1_1_4_Pu_Glucose_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	4	Pu	Glucose	Plant	0.1	1773.4	1773.5	Pathogens	RS			Bacteria
1445	Flowpots_Arabidopsis_thaliana_Pu1_1_5_Pu_Glucose_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	5	Pu	Glucose	Plant	0.3	1887.7	1888	Pathogens	RS			Bacteria
1446	Flowpots_Arabidopsis_thaliana_Pu1_1_6_Pu_Glucose_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	6	Pu	Glucose	Plant	0	1801.7	1801.7	Pathogens	RS			Bacteria
1447	Flowpots_Arabidopsis_thaliana_Pu1_1_7_Pu_Glucose_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	7	Pu	Glucose	Plant	-0.5	1882.3	1881.8	Pathogens	RS			Bacteria
1448	Flowpots_Arabidopsis_thaliana_Pu1_1_8_Pu_Glucose_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	8	Pu	Glucose	Plant	0	1813	1813	Pathogens	RS			Bacteria
1449	Flowpots_Arabidopsis_thaliana_Pu1_1_1_Pu_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	1	Pu	3OMG	Plant	-0.2	1802.5	1802.3	Pathogens	RS			Bacteria
1450	Flowpots_Arabidopsis_thaliana_Pu1_1_2_Pu_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	2	Pu	3OMG	Plant	0	1751.1	1751.1	Pathogens	RS			Bacteria
1451	Flowpots_Arabidopsis_thaliana_Pu1_1_3_Pu_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	3	Pu	3OMG	Plant	-0.1	1881.5	1881.4	Pathogens	RS			Bacteria
1452	Flowpots_Arabidopsis_thaliana_Pu1_1_4_Pu_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	4	Pu	3OMG	Plant	0	1740.4	1740.4	Pathogens	RS			Bacteria
1453	Flowpots_Arabidopsis_thaliana_Pu1_1_5_Pu_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	5	Pu	3OMG	Plant	8.8	1675.5	1684.3	Pathogens	RS		30.15	Bacteria
1454	Flowpots_Arabidopsis_thaliana_Pu1_1_6_Pu_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	6	Pu	3OMG	Plant	8.9	1814.9	1823.8	Pathogens	RS		30.54	Bacteria
1455	Flowpots_Arabidopsis_thaliana_Pu1_1_7_Pu_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	7	Pu	3OMG	Plant	2.8	1772.8	1775.6	Pathogens	RS		27.85	Bacteria
1456	Flowpots_Arabidopsis_thaliana_Pu1_1_8_Pu_3OMG_Plant	Flowpots	Arabidopsis_thaliana	Pu1	1	8	Pu	3OMG	Plant	0.7	1783	1783.7	Pathogens	RS		27.16	Bacteria
1457	Flowpots_Hordeum_vulgare_F16_1_5_MF_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	5	MF	Water	Plant	27.9	1797.3	1825.2	Pathogens	RS		30.14	Bacteria
1458	Flowpots_Hordeum_vulgare_F16_1_6_MF_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	6	MF	Water	Plant	41	1814.3	1855.3	Pathogens	RS		29.13	Bacteria
1459	Flowpots_Hordeum_vulgare_F16_1_7_MF_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	7	MF	Water	Plant	44.1	1768.5	1812.6	Pathogens	RS		29.19	Bacteria
1460	Flowpots_Hordeum_vulgare_F16_1_8_MF_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	8	MF	Water	Plant	48.5	1788.2	1836.7	Pathogens	RS		30.23	Bacteria
1461	Flowpots_Hordeum_vulgare_F16_1_1_MF_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	1	MF	Glucose	Plant	38.2	1888.3	1926.5	Pathogens	RS		30.27	Bacteria
1462	Flowpots_Hordeum_vulgare_F16_1_2_MF_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	2	MF	Glucose	Plant	32.4	1830.5	1862.9	Pathogens	RS		29.85	Bacteria
1463	Flowpots_Hordeum_vulgare_F16_1_3_MF_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	3	MF	Glucose	Plant	44.1	1857.3	1901.4	Pathogens	RS		30.53	Bacteria
1464	Flowpots_Hordeum_vulgare_F16_1_4_MF_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	4	MF	Glucose	Plant	82.4	1864.3	1946.7	Pathogens	RS			Bacteria
1465	Flowpots_Hordeum_vulgare_F16_1_5_MF_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	5	MF	Glucose	Plant	55.5	1866.8	1922.3	Pathogens	RS		31.23	Bacteria
1466	Flowpots_Hordeum_vulgare_F16_1_6_MF_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	6	MF	Glucose	Plant	79	1772.7	1851.7	Pathogens	RS		33.55	Bacteria
1467	Flowpots_Hordeum_vulgare_F16_1_7_MF_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	7	MF	Glucose	Plant	73	1821.9	1894.9	Pathogens	RS		28.36	Bacteria
1468	Flowpots_Hordeum_vulgare_F16_1_8_MF_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	8	MF	Glucose	Plant	72.7	1805.2	1877.9	Pathogens	RS		30.33	Bacteria
1469	Flowpots_Hordeum_vulgare_F16_1_1_MF_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	1	MF	3OMG	Plant	72.8	1812.1	1884.9	Pathogens	RS		31.73	Bacteria
1470	Flowpots_Hordeum_vulgare_F16_1_2_MF_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	2	MF	3OMG	Plant	37	1819	1856	Pathogens	RS		31.47	Bacteria
1471	Flowpots_Hordeum_vulgare_F16_1_3_MF_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	3	MF	3OMG	Plant	38.6	1787.8	1826.4	Pathogens	RS		30.79	Bacteria
1472	Flowpots_Hordeum_vulgare_F16_1_4_MF_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	4	MF	3OMG	Plant	64.6	1764.2	1828.8	Pathogens	RS		38.05	Bacteria
1473	Flowpots_Hordeum_vulgare_F16_1_5_MF_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	5	MF	3OMG	Plant	39	1829.1	1868.1	Pathogens	RS		28.05	Bacteria
1474	Flowpots_Hordeum_vulgare_F16_1_6_MF_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	6	MF	3OMG	Plant	49.9	1825.4	1875.3	Pathogens	RS		27.32	Bacteria
1475	Flowpots_Hordeum_vulgare_F16_1_7_MF_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	7	MF	3OMG	Plant	42.1	1862.9	1905	Pathogens	RS		27.32	Bacteria
1476	Flowpots_Hordeum_vulgare_F16_1_8_MF_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	8	MF	3OMG	Plant	52.4	1887.1	1939.5	Pathogens	RS		30.95	Bacteria
1477	Flowpots_Hordeum_vulgare_F16_1_1_F16_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	1	F16	Water	Plant	52.5	1826	1878.5	Pathogens	RS		24.57	Bacteria
1478	Flowpots_Hordeum_vulgare_F16_1_2_F16_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	2	F16	Water	Plant	70.3	1791.6	1861.9	Pathogens	RS		24.35	Bacteria
1479	Flowpots_Hordeum_vulgare_F16_1_3_F16_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	3	F16	Water	Plant	124.7	1784.8	1909.5	Pathogens	RS		27.23	Bacteria
1480	Flowpots_Hordeum_vulgare_F16_1_4_F16_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	4	F16	Water	Plant	0.1	1792.6	1792.7	Pathogens	RS			Bacteria
1481	Flowpots_Hordeum_vulgare_F16_1_5_F16_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	5	F16	Water	Plant	63.2	1845.6	1908.8	Pathogens	RS		31.75	Bacteria
1482	Flowpots_Hordeum_vulgare_F16_1_6_F16_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	6	F16	Water	Plant	59.1	1792.6	1851.7	Pathogens	RS		29.94	Bacteria
1483	Flowpots_Hordeum_vulgare_F16_1_7_F16_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	7	F16	Water	Plant	73.6	1851.8	1925.4	Pathogens	RS		30.23	Bacteria
1484	Flowpots_Hordeum_vulgare_F16_1_8_F16_Water_Plant	Flowpots	Hordeum_vulgare	F16	1	8	F16	Water	Plant	35.6	1800.1	1835.7	Pathogens	RS		30.02	Bacteria
1485	Flowpots_Hordeum_vulgare_F16_1_1_F16_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	1	F16	Glucose	Plant	116.1	1767.5	1883.6	Pathogens	RS		27.41	Bacteria
1486	Flowpots_Hordeum_vulgare_F16_1_2_F16_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	2	F16	Glucose	Plant	44.4	1778.1	1822.5	Pathogens	RS		26.23	Bacteria
1487	Flowpots_Hordeum_vulgare_F16_1_3_F16_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	3	F16	Glucose	Plant	65.9	1829.6	1895.5	Pathogens	RS		24.63	Bacteria
1488	Flowpots_Hordeum_vulgare_F16_1_4_F16_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	4	F16	Glucose	Plant	41.2	1880.3	1921.5	Pathogens	RS		25.57	Bacteria
1489	Flowpots_Hordeum_vulgare_F16_1_5_F16_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	5	F16	Glucose	Plant	87.1	1764	1851.1	Pathogens	RS		25.37	Bacteria
1490	Flowpots_Hordeum_vulgare_F16_1_6_F16_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	6	F16	Glucose	Plant	43.1	1780.2	1823.3	Pathogens	RS		30.32	Bacteria
1491	Flowpots_Hordeum_vulgare_F16_1_7_F16_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	7	F16	Glucose	Plant	77.7	1814.3	1892	Pathogens	RS		27.12	Bacteria
1492	Flowpots_Hordeum_vulgare_F16_1_8_F16_Glucose_Plant	Flowpots	Hordeum_vulgare	F16	1	8	F16	Glucose	Plant	89.9	1890.2	1980.1	Pathogens	RS		27.3	Bacteria
1493	Flowpots_Hordeum_vulgare_F16_1_1_F16_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	1	F16	3OMG	Plant	41.5	1848.7	1890.2	Pathogens	RS		33.28	Bacteria
1494	Flowpots_Hordeum_vulgare_F16_1_2_F16_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	2	F16	3OMG	Plant	56.4	1861.4	1917.8	Pathogens	RS		25.77	Bacteria
1495	Flowpots_Hordeum_vulgare_F16_1_3_F16_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	3	F16	3OMG	Plant	38.7	1898.6	1937.3	Pathogens	RS		27.56	Bacteria
1496	Flowpots_Hordeum_vulgare_F16_1_4_F16_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	4	F16	3OMG	Plant	0.1	1801.7	1801.8	Pathogens	RS			Bacteria
1497	Flowpots_Hordeum_vulgare_F16_1_5_F16_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	5	F16	3OMG	Plant	43.4	1864.3	1907.7	Pathogens	RS		33.4	Bacteria
1498	Flowpots_Hordeum_vulgare_F16_1_6_F16_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	6	F16	3OMG	Plant	54.7	1837.3	1892	Pathogens	RS		33.11	Bacteria
1499	Flowpots_Hordeum_vulgare_F16_1_7_F16_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	7	F16	3OMG	Plant	50.6	1861.7	1912.3	Pathogens	RS		33.31	Bacteria
1500	Flowpots_Hordeum_vulgare_F16_1_8_F16_3OMG_Plant	Flowpots	Hordeum_vulgare	F16	1	8	F16	3OMG	Plant	51.1	1998.7	2049.8	Pathogens	RS		32.37	Bacteria
1501	Flowpots_Hordeum_vulgare_F16_1_1_MF_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	1	MF	Water	Matrix	284.7	1809.4	2094.1	Pathogens	RS			Bacteria
1502	Flowpots_Hordeum_vulgare_F16_1_2_MF_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	2	MF	Water	Matrix	689.4	1751.4	2440.8	Pathogens	RS			Bacteria
1503	Flowpots_Hordeum_vulgare_F16_1_3_MF_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	3	MF	Water	Matrix	475	1794.4	2269.4	Pathogens	RS			Bacteria
1504	Flowpots_Hordeum_vulgare_F16_1_4_MF_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	4	MF	Water	Matrix	579.5	1904.2	2483.7	Pathogens	RS			Bacteria
1505	Flowpots_Hordeum_vulgare_F16_1_5_MF_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	5	MF	Water	Matrix	551.6	1821.1	2372.7	Pathogens	RS			Bacteria
1506	Flowpots_Hordeum_vulgare_F16_1_6_MF_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	6	MF	Water	Matrix	652.9	1858.4	2511.3	Pathogens	RS			Bacteria
1507	Flowpots_Hordeum_vulgare_F16_1_7_MF_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	7	MF	Water	Matrix	552.4	1849.6	2402	Pathogens	RS			Bacteria
1508	Flowpots_Hordeum_vulgare_F16_1_8_MF_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	8	MF	Water	Matrix	628.4	1866.8	2495.2	Pathogens	RS			Bacteria
1509	Flowpots_Hordeum_vulgare_F16_1_1_MF_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	1	MF	Glucose	Matrix	506.5	1816.7	2323.2	Pathogens	RS			Bacteria
1510	Flowpots_Hordeum_vulgare_F16_1_2_MF_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	2	MF	Glucose	Matrix	289.4	1804.3	2093.7	Pathogens	RS			Bacteria
1511	Flowpots_Hordeum_vulgare_F16_1_3_MF_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	3	MF	Glucose	Matrix	410	1781.2	2191.2	Pathogens	RS			Bacteria
1512	Flowpots_Hordeum_vulgare_F16_1_4_MF_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	4	MF	Glucose	Matrix	629.6	1842.3	2471.9	Pathogens	RS			Bacteria
1513	Flowpots_Hordeum_vulgare_F16_1_5_MF_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	5	MF	Glucose	Matrix	597.7	1838	2435.7	Pathogens	RS			Bacteria
1514	Flowpots_Hordeum_vulgare_F16_1_6_MF_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	6	MF	Glucose	Matrix	682.4	1830.3	2512.7	Pathogens	RS			Bacteria
1515	Flowpots_Hordeum_vulgare_F16_1_7_MF_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	7	MF	Glucose	Matrix	453.4	1865.3	2318.7	Pathogens	RS			Bacteria
1516	Flowpots_Hordeum_vulgare_F16_1_8_MF_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	8	MF	Glucose	Matrix	559.2	1787.5	2346.7	Pathogens	RS			Bacteria
1517	Flowpots_Hordeum_vulgare_F16_1_1_MF_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	1	MF	3OMG	Matrix	668.7	1814	2482.7	Pathogens	RS			Bacteria
1518	Flowpots_Hordeum_vulgare_F16_1_2_MF_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	2	MF	3OMG	Matrix	558.2	1821.6	2379.8	Pathogens	RS			Bacteria
1519	Flowpots_Hordeum_vulgare_F16_1_3_MF_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	3	MF	3OMG	Matrix	476.8	1889.9	2366.7	Pathogens	RS			Bacteria
1520	Flowpots_Hordeum_vulgare_F16_1_4_MF_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	4	MF	3OMG	Matrix	820	1738.6	2558.6	Pathogens	RS			Bacteria
1521	Flowpots_Hordeum_vulgare_F16_1_5_MF_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	5	MF	3OMG	Matrix	520.7	1811.2	2331.9	Pathogens	RS			Bacteria
1522	Flowpots_Hordeum_vulgare_F16_1_6_MF_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	6	MF	3OMG	Matrix	462.4	1793	2255.4	Pathogens	RS			Bacteria
1523	Flowpots_Hordeum_vulgare_F16_1_7_MF_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	7	MF	3OMG	Matrix	554.8	1832.6	2387.4	Pathogens	RS			Bacteria
1524	Flowpots_Hordeum_vulgare_F16_1_8_MF_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	8	MF	3OMG	Matrix	549.3	1777.3	2326.6	Pathogens	RS			Bacteria
1525	Flowpots_Hordeum_vulgare_F16_1_1_F16_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	1	F16	Water	Matrix	574.7	1812.7	2387.4	Pathogens	RS			Bacteria
1526	Flowpots_Hordeum_vulgare_F16_1_2_F16_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	2	F16	Water	Matrix	543	1836.4	2379.4	Pathogens	RS			Bacteria
1527	Flowpots_Hordeum_vulgare_F16_1_3_F16_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	3	F16	Water	Matrix	505.1	1856.5	2361.6	Pathogens	RS			Bacteria
1528	Flowpots_Hordeum_vulgare_F16_1_4_F16_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	4	F16	Water	Matrix	467.2	1844.1	2311.3	Pathogens	RS			Bacteria
1529	Flowpots_Hordeum_vulgare_F16_1_5_F16_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	5	F16	Water	Matrix	457.4	1763.4	2220.8	Pathogens	RS			Bacteria
1530	Flowpots_Hordeum_vulgare_F16_1_6_F16_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	6	F16	Water	Matrix	351.7	1821.1	2172.8	Pathogens	RS			Bacteria
1531	Flowpots_Hordeum_vulgare_F16_1_7_F16_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	7	F16	Water	Matrix	399.3	1912.9	2312.2	Pathogens	RS			Bacteria
1532	Flowpots_Hordeum_vulgare_F16_1_8_F16_Water_Matrix	Flowpots	Hordeum_vulgare	F16	1	8	F16	Water	Matrix	368.5	1764.6	2133.1	Pathogens	RS			Bacteria
1533	Flowpots_Hordeum_vulgare_F16_1_1_F16_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	1	F16	Glucose	Matrix	660.8	1771.9	2432.7	Pathogens	RS			Bacteria
1534	Flowpots_Hordeum_vulgare_F16_1_2_F16_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	2	F16	Glucose	Matrix	455.8	1846.4	2302.2	Pathogens	RS			Bacteria
1535	Flowpots_Hordeum_vulgare_F16_1_3_F16_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	3	F16	Glucose	Matrix	711.9	1769.2	2481.1	Pathogens	RS			Bacteria
1536	Flowpots_Hordeum_vulgare_F16_1_4_F16_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	4	F16	Glucose	Matrix	459.9	1834.9	2294.8	Pathogens	RS			Bacteria
1537	Flowpots_Hordeum_vulgare_F16_1_5_F16_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	5	F16	Glucose	Matrix	645.6	1790.1	2435.7	Pathogens	RS			Bacteria
1538	Flowpots_Hordeum_vulgare_F16_1_6_F16_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	6	F16	Glucose	Matrix	793.5	1762	2555.5	Pathogens	RS			Bacteria
1539	Flowpots_Hordeum_vulgare_F16_1_7_F16_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	7	F16	Glucose	Matrix	576.5	1879	2455.5	Pathogens	RS			Bacteria
1540	Flowpots_Hordeum_vulgare_F16_1_8_F16_Glucose_Matrix	Flowpots	Hordeum_vulgare	F16	1	8	F16	Glucose	Matrix	818.4	1795.3	2613.7	Pathogens	RS			Bacteria
1541	Flowpots_Hordeum_vulgare_F16_1_1_F16_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	1	F16	3OMG	Matrix	453.9	1857.1	2311	Pathogens	RS			Bacteria
1542	Flowpots_Hordeum_vulgare_F16_1_2_F16_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	2	F16	3OMG	Matrix	579.8	1829.6	2409.4	Pathogens	RS			Bacteria
1543	Flowpots_Hordeum_vulgare_F16_1_3_F16_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	3	F16	3OMG	Matrix	661.6	1749.7	2411.3	Pathogens	RS			Bacteria
1544	Flowpots_Hordeum_vulgare_F16_1_4_F16_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	4	F16	3OMG	Matrix	451.1	1861.8	2312.9	Pathogens	RS			Bacteria
1545	Flowpots_Hordeum_vulgare_F16_1_5_F16_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	5	F16	3OMG	Matrix	573.5	1789.2	2362.7	Pathogens	RS			Bacteria
1546	Flowpots_Hordeum_vulgare_F16_1_6_F16_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	6	F16	3OMG	Matrix	463.2	1825.1	2288.3	Pathogens	RS			Bacteria
1547	Flowpots_Hordeum_vulgare_F16_1_7_F16_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	7	F16	3OMG	Matrix	776.7	1755.3	2532	Pathogens	RS			Bacteria
1548	Flowpots_Hordeum_vulgare_F16_1_8_F16_3OMG_Matrix	Flowpots	Hordeum_vulgare	F16	1	8	F16	3OMG	Matrix	653.1	1731.2	2384.3	Pathogens	RS			Bacteria
1549	Flowpots_Micro_Tomato_F16_1_1_MF_Water_Matrix	Flowpots	Micro_Tomato	F16	1	1	MF	Water	Matrix	294.1	1814.7	2108.8	Pathogens	RS			Bacteria
1550	Flowpots_Micro_Tomato_F16_1_2_MF_Water_Matrix	Flowpots	Micro_Tomato	F16	1	2	MF	Water	Matrix	538.5	1813.7	2352.2	Pathogens	RS		32.49	Bacteria
1551	Flowpots_Micro_Tomato_F16_1_3_MF_Water_Matrix	Flowpots	Micro_Tomato	F16	1	3	MF	Water	Matrix	505.7	1821.3	2327	Pathogens	RS		38.72	Bacteria
1552	Flowpots_Micro_Tomato_F16_1_4_MF_Water_Matrix	Flowpots	Micro_Tomato	F16	1	4	MF	Water	Matrix	409.7	1764.8	2174.5	Pathogens	RS		31.06	Bacteria
1553	Flowpots_Micro_Tomato_F16_1_1_MF_Glucose_Matrix	Flowpots	Micro_Tomato	F16	1	1	MF	Glucose	Matrix	356.9	1811.5	2168.4	Pathogens	RS		35.47	Bacteria
1554	Flowpots_Micro_Tomato_F16_1_2_MF_Glucose_Matrix	Flowpots	Micro_Tomato	F16	1	2	MF	Glucose	Matrix	572.6	1843	2415.6	Pathogens	RS		33.11	Bacteria
1555	Flowpots_Micro_Tomato_F16_1_3_MF_Glucose_Matrix	Flowpots	Micro_Tomato	F16	1	3	MF	Glucose	Matrix	616.6	1897.5	2514.1	Pathogens	RS		35.73	Bacteria
1556	Flowpots_Micro_Tomato_F16_1_4_MF_Glucose_Matrix	Flowpots	Micro_Tomato	F16	1	4	MF	Glucose	Matrix	488.3	1852.6	2340.9	Pathogens	RS		25.54	Bacteria
1557	Flowpots_Micro_Tomato_F16_1_5_MF_Glucose_Matrix	Flowpots	Micro_Tomato	F16	1	5	MF	Glucose	Matrix	420.3	1840.7	2261	Pathogens	RS		32.45	Bacteria
1558	Flowpots_Micro_Tomato_F16_1_6_MF_Glucose_Matrix	Flowpots	Micro_Tomato	F16	1	6	MF	Glucose	Matrix	488.7	1843	2331.7	Pathogens	RS		33.59	Bacteria
1559	Flowpots_Micro_Tomato_F16_1_7_MF_Glucose_Matrix	Flowpots	Micro_Tomato	F16	1	7	MF	Glucose	Matrix	309	1817.7	2126.7	Pathogens	RS		33.48	Bacteria
1560	Flowpots_Micro_Tomato_F16_1_8_MF_Glucose_Matrix	Flowpots	Micro_Tomato	F16	1	8	MF	Glucose	Matrix	344.4	1815.8	2160.2	Pathogens	RS			Bacteria
