1	Well	Plate_ID	OD600	Plecto_ID	Plecto_ID2	Condition	Replicate
424	D3	Plecto_R329_1	0.104500003	P40	P40	R329	1
425	D4	Plecto_R329_1	0.091799997	P41	P41	R329	1
426	D5	Plecto_R329_1	0.094499998	P42	P42	R329	1
427	D6	Plecto_R329_1	0.105999999	P43	P43	R329	1
428	D7	Plecto_R329_1	0.101000004	P44	P44	R329	1
429	D8	Plecto_R329_1	0.099600002	P45	P45	R329	1
430	D9	Plecto_R329_1	0.157600001	P46	P46	R329	1
431	D10	Plecto_R329_1	0.111900002	P47	P47	R329	1
432	D11	Plecto_R329_1	0.1175	P48	P48	R329	1
433	D12	Plecto_R329_1	0.126200005	P49	P49	R329	1
434	E1	Plecto_R329_1	0.112800002	P50	P50	R329	1
435	E2	Plecto_R329_1	0.108499996	P51	P51	R329	1
436	E3	Plecto_R329_1	0.108199999	P52	P52	R329	1
437	E4	Plecto_R329_1	0.107799999	P54	P54	R329	1
438	E5	Plecto_R329_1	0.105700001	P55	P55	R329	1
439	E6	Plecto_R329_1	0.107799999	P56	P56	R329	1
440	E7	Plecto_R329_1	0.107600003	P57	P57	R329	1
441	E8	Plecto_R329_1	0.127399996	P58	P58	R329	1
442	E9	Plecto_R329_1	0.111299999	P59	P59	R329	1
443	E10	Plecto_R329_1	0.103399999	P60	P60	R329	1
444	E11	Plecto_R329_1	0.098800004	P61	P61	R329	1
445	E12	Plecto_R329_1	0.108800001	P62	P62	R329	1
446	F1	Plecto_R329_1	0.107699998	P63	P63	R329	1
447	F2	Plecto_R329_1	0.113499999	P64	P64	R329	1
448	F3	Plecto_R329_1	0.1061	P65	P65	R329	1
449	F4	Plecto_R329_1	0.111400001	P66	P66	R329	1
450	F5	Plecto_R329_1	0.103299998	P67	P67	R329	1
451	F6	Plecto_R329_1	0.109200001	P68	P68	R329	1
452	F7	Plecto_R329_1	0.1149	P117	P117	R329	1
453	F8	Plecto_R329_1	0.114	P143	P143	R329	1
454	F9	Plecto_R329_1	0.122299999	P340	P340	R329	1
455	F10	Plecto_R329_1	0.103399999	P421	P421	R329	1
456	F11	Plecto_R329_1	0.102300003	P455	P455	R329	1
457	F12	Plecto_R329_1	0.125799999	P612	P612	R329	1
458	G1	Plecto_R329_1	0.092100002	R329	R329	R329	1
459	G2	Plecto_R329_1	0.089400001	R329	R329	R329	1
460	G3	Plecto_R329_1	0.089599997	R329	R329	R329	1
461	G4	Plecto_R329_1	0.088299997	R329	R329	R329	1
462	G5	Plecto_R329_1	0.088799998	R329	R329	R329	1
463	G6	Plecto_R329_1	0.091300003	R329	R329	R329	1
464	G7	Plecto_R329_1	0.105899997	P1	P1	R329	1
465	G8	Plecto_R329_1	0.108099997	P2	P2	R329	1
466	G9	Plecto_R329_1	0.103500001	P3	P3	R329	1
467	G10	Plecto_R329_1	0.121399999	P4	P4	R329	1
468	G11	Plecto_R329_1	0.106600001	P5	P5	R329	1
469	G12	Plecto_R329_1	0.136999995	P6	P6	R329	1
470	H1	Plecto_R329_1	0.141200006	P7	P7	R329	1
471	H2	Plecto_R329_1	0.107199997	P8	P8	R329	1
472	H3	Plecto_R329_1	0.135700002	P9	P9	R329	1
473	H4	Plecto_R329_1	0.105300002	P10	P10	R329	1
474	H5	Plecto_R329_1	0.112499997	P11	P11	R329	1
475	H6	Plecto_R329_1	0.110699996	P12	P12	R329	1
476	H7	Plecto_R329_1	0.120300002	P13	P13	R329	1
477	H8	Plecto_R329_1	0.102600001	P14	P14	R329	1
478	H9	Plecto_R329_1	0.125300005	P15	P15	R329	1
479	H10	Plecto_R329_1	0.1175	P16	P16	R329	1
480	H11	Plecto_R329_1	0.113600001	P17	P17	R329	1
481	H12	Plecto_R329_1	0.134000003	P18	P18	R329	1
482	A1	Plecto_R329_2	0.135700002	P19	P19	R329	2
483	A2	Plecto_R329_2	0.1259	P20	P20	R329	2
484	A3	Plecto_R329_2	0.111100003	P21	P21	R329	2
485	A4	Plecto_R329_2	0.1105	P22	P22	R329	2
486	A5	Plecto_R329_2	0.108599998	P23	P23	R329	2
487	A6	Plecto_R329_2	0.117299996	P24	P24	R329	2
488	A7	Plecto_R329_2	0.124700002	P25	P25	R329	2
489	A8	Plecto_R329_2	0.1228	P26	P26	R329	2
490	A9	Plecto_R329_2	0.119000003	P27	P27	R329	2
491	A10	Plecto_R329_2	0.1175	P28	P28	R329	2
492	A11	Plecto_R329_2	0.105400003	P29	P29	R329	2
493	A12	Plecto_R329_2	0.136999995	P30	P30	R329	2
494	B1	Plecto_R329_2	0.120099999	P31	P31	R329	2
495	B2	Plecto_R329_2	0.1074	P32	P32	R329	2
496	B3	Plecto_R329_2	0.111199997	P33	P33	R329	2
497	B4	Plecto_R329_2	0.116099998	P34	P34	R329	2
498	B5	Plecto_R329_2	0.107500002	P35	P35	R329	2
499	B6	Plecto_R329_2	0.114500001	P36	P36	R329	2
500	B7	Plecto_R329_2	0.111400001	P38	P38	R329	2
501	B8	Plecto_R329_2	0.094700001	P39	P39	R329	2
502	B9	Plecto_R329_2	0.108400002	P40	P40	R329	2
503	B10	Plecto_R329_2	0.0942	P41	P41	R329	2
504	B11	Plecto_R329_2	0.109899998	P42	P42	R329	2
505	B12	Plecto_R329_2	0.100100003	P43	P43	R329	2
506	C1	Plecto_R329_2	0.101499997	P44	P44	R329	2
507	C2	Plecto_R329_2	0.0995	P45	P45	R329	2
508	C3	Plecto_R329_2	0.111599997	P46	P46	R329	2
509	C4	Plecto_R329_2	0.116300002	P47	P47	R329	2
510	C5	Plecto_R329_2	0.110699996	P48	P48	R329	2
511	C6	Plecto_R329_2	0.100900002	P49	P49	R329	2
512	C7	Plecto_R329_2	0.100400001	P50	P50	R329	2
513	C8	Plecto_R329_2	0.104999997	P51	P51	R329	2
514	C9	Plecto_R329_2	0.115199998	P52	P52	R329	2
515	C10	Plecto_R329_2	0.105599999	P54	P54	R329	2
516	C11	Plecto_R329_2	0.1039	P55	P55	R329	2
517	C12	Plecto_R329_2	0.126499996	P56	P56	R329	2
518	D1	Plecto_R329_2	0.134599999	P63	P63	R329	2
519	D2	Plecto_R329_2	0.118100002	P64	P64	R329	2
520	D3	Plecto_R329_2	0.107100002	P65	P65	R329	2
521	D4	Plecto_R329_2	0.1118	P66	P66	R329	2
522	D5	Plecto_R329_2	0.102799997	P67	P67	R329	2
523	D6	Plecto_R329_2	0.110100001	P68	P68	R329	2
524	D7	Plecto_R329_2	0.111000001	P57	P57	R329	2
525	D8	Plecto_R329_2	0.1021	P58	P58	R329	2
526	D9	Plecto_R329_2	0.106299996	P59	P59	R329	2
527	D10	Plecto_R329_2	0.1074	P60	P60	R329	2
528	D11	Plecto_R329_2	0.099299997	P61	P61	R329	2
529	D12	Plecto_R329_2	0.101899996	P62	P62	R329	2
530	E1	Plecto_R329_2	0.1294	P117	P117	R329	2
531	E2	Plecto_R329_2	0.118199997	P143	P143	R329	2
532	E3	Plecto_R329_2	0.112099998	P340	P340	R329	2
533	E4	Plecto_R329_2	0.107699998	P421	P421	R329	2
534	E5	Plecto_R329_2	0.110600002	P455	P455	R329	2
535	E6	Plecto_R329_2	0.108199999	P612	P612	R329	2
536	E7	Plecto_R329_2	0.089500003	R329	R329	R329	2
537	E8	Plecto_R329_2	0.089500003	R329	R329	R329	2
538	E9	Plecto_R329_2	0.089599997	R329	R329	R329	2
539	E10	Plecto_R329_2	0.0902	R329	R329	R329	2
540	E11	Plecto_R329_2	0.090899996	R329	R329	R329	2
541	E12	Plecto_R329_2	0.093400002	R329	R329	R329	2
542	F1	Plecto_R329_2	0.125499994	P1	P1	R329	2
543	F2	Plecto_R329_2	0.110799998	P2	P2	R329	2
544	F3	Plecto_R329_2	0.106799997	P3	P3	R329	2
545	F4	Plecto_R329_2	0.111400001	P4	P4	R329	2
546	F5	Plecto_R329_2	0.1061	P5	P5	R329	2
547	F6	Plecto_R329_2	0.107799999	P6	P6	R329	2
548	F7	Plecto_R329_2	0.108000003	P7	P7	R329	2
549	F8	Plecto_R329_2	0.094499998	P8	P8	R329	2
550	F9	Plecto_R329_2	0.105499998	P9	P9	R329	2
551	F10	Plecto_R329_2	0.097400002	P10	P10	R329	2
552	F11	Plecto_R329_2	0.1039	P11	P11	R329	2
553	F12	Plecto_R329_2	0.117899999	P12	P12	R329	2
554	G1	Plecto_R329_2	0.127900004	P13	P13	R329	2
555	G2	Plecto_R329_2	0.104199998	P14	P14	R329	2
556	G3	Plecto_R329_2	0.120099999	P15	P15	R329	2
557	G4	Plecto_R329_2	0.114799999	P16	P16	R329	2
558	G5	Plecto_R329_2	0.112999998	P17	P17	R329	2
559	G6	Plecto_R329_2	0.1061	P18	P18	R329	2
560	G7	Plecto_R329_2	0.112800002	P19	P19	R329	2
561	G8	Plecto_R329_2	0.109499998	P20	P20	R329	2
562	G9	Plecto_R329_2	0.099600002	P21	P21	R329	2
563	G10	Plecto_R329_2	0.102399997	P22	P22	R329	2
564	G11	Plecto_R329_2	0.105300002	P23	P23	R329	2
565	G12	Plecto_R329_2	0.126900002	P24	P24	R329	2
566	H1	Plecto_R329_2	0.139300004	P25	P25	R329	2
567	H2	Plecto_R329_2	0.128000006	P26	P26	R329	2
568	H3	Plecto_R329_2	0.119400002	P27	P27	R329	2
569	H4	Plecto_R329_2	0.120700002	P28	P28	R329	2
570	H5	Plecto_R329_2	0.109099999	P29	P29	R329	2
571	H6	Plecto_R329_2	0.129700005	P30	P30	R329	2
572	H7	Plecto_R329_2	0.123199999	P31	P31	R329	2
573	H8	Plecto_R329_2	0.117299996	P32	P32	R329	2
574	H9	Plecto_R329_2	0.123899996	P33	P33	R329	2
575	H10	Plecto_R329_2	0.129899994	P34	P34	R329	2
576	H11	Plecto_R329_2	0.138300002	P35	P35	R329	2
577	H12	Plecto_R329_2	0.138099998	P36	P36	R329	2
578	A1	Plecto_R329_3	0.1417	P38	P38	R329	3
579	A2	Plecto_R329_3	0.114600003	P39	P39	R329	3
580	A3	Plecto_R329_3	0.125100002	P40	P40	R329	3
581	A4	Plecto_R329_3	0.115099996	P41	P41	R329	3
582	A5	Plecto_R329_3	0.120700002	P42	P42	R329	3
583	A6	Plecto_R329_3	0.110699996	P43	P43	R329	3
584	A7	Plecto_R329_3	0.103100002	P44	P44	R329	3
585	A8	Plecto_R329_3	0.109800003	P45	P45	R329	3
586	A9	Plecto_R329_3	0.124200001	P46	P46	R329	3
587	A10	Plecto_R329_3	0.119599998	P47	P47	R329	3
588	A11	Plecto_R329_3	0.1303	P48	P48	R329	3
589	A12	Plecto_R329_3	0.130099997	P49	P49	R329	3
590	B1	Plecto_R329_3	0.111100003	P50	P50	R329	3
591	B2	Plecto_R329_3	0.111199997	P51	P51	R329	3
592	B3	Plecto_R329_3	0.109200001	P52	P52	R329	3
593	B4	Plecto_R329_3	0.115199998	P54	P54	R329	3
594	B5	Plecto_R329_3	0.102499999	P55	P55	R329	3
595	B6	Plecto_R329_3	0.1184	P56	P56	R329	3
596	B7	Plecto_R329_3	0.1083	P57	P57	R329	3
597	B8	Plecto_R329_3	0.1043	P58	P58	R329	3
598	B9	Plecto_R329_3	0.112899996	P59	P59	R329	3
599	B10	Plecto_R329_3	0.108900003	P60	P60	R329	3
600	B11	Plecto_R329_3	0.1039	P61	P61	R329	3
601	B12	Plecto_R329_3	0.110399999	P62	P62	R329	3
602	C1	Plecto_R329_3	0.130899996	P63	P63	R329	3
603	C2	Plecto_R329_3	0.112899996	P64	P64	R329	3
604	C3	Plecto_R329_3	0.271600008	P65	P65	R329	3
605	C4	Plecto_R329_3	0.317999989	P66	P66	R329	3
606	C5	Plecto_R329_3	0.267199993	P67	P67	R329	3
607	C6	Plecto_R329_3	0.250400007	P68	P68	R329	3
608	C7	Plecto_R329_3	0.196700007	P117	P117	R329	3
609	C8	Plecto_R329_3	0.228200004	P143	P143	R329	3
610	C9	Plecto_R329_3	0.252099991	P340	P340	R329	3
611	C10	Plecto_R329_3	0.199499995	P421	P421	R329	3
612	C11	Plecto_R329_3	0.112099998	P455	P455	R329	3
613	C12	Plecto_R329_3	0.119099997	P612	P612	R329	3
614	D1	Plecto_R329_3	0.093099996	R329	R329	R329	3
615	D2	Plecto_R329_3	0.089599997	R329	R329	R329	3
616	D3	Plecto_R329_3	0.206100002	R329	R329	R329	3
617	D4	Plecto_R329_3	0.244900003	R329	R329	R329	3
618	D5	Plecto_R329_3	0.230100006	R329	R329	R329	3
619	D6	Plecto_R329_3	0.224000007	R329	R329	R329	3
620	D7	Plecto_R329_3	0.177300006	P1	P1	R329	3
621	D8	Plecto_R329_3	0.171399996	P2	P2	R329	3
622	D9	Plecto_R329_3	0.2236	P3	P3	R329	3
623	D10	Plecto_R329_3	0.201399997	P4	P4	R329	3
624	D11	Plecto_R329_3	0.107000001	P5	P5	R329	3
625	D12	Plecto_R329_3	0.127200007	P6	P6	R329	3
626	E1	Plecto_R329_3	0.122100003	P7	P7	R329	3
627	E2	Plecto_R329_3	0.095899999	P8	P8	R329	3
628	E3	Plecto_R329_3	0.110200003	P9	P9	R329	3
629	E4	Plecto_R329_3	0.097199999	P10	P10	R329	3
630	E5	Plecto_R329_3	0.102499999	P11	P11	R329	3
631	E6	Plecto_R329_3	0.102200001	P12	P12	R329	3
632	E7	Plecto_R329_3	0.098999999	P13	P13	R329	3
633	E8	Plecto_R329_3	0.098200001	P14	P14	R329	3
634	E9	Plecto_R329_3	0.122400001	P15	P15	R329	3
635	E10	Plecto_R329_3	0.107299998	P16	P16	R329	3
636	E11	Plecto_R329_3	0.113399997	P17	P17	R329	3
637	E12	Plecto_R329_3	0.114200003	P18	P18	R329	3
638	F1	Plecto_R329_3	0.120399997	P19	P19	R329	3
639	F2	Plecto_R329_3	0.112899996	P20	P20	R329	3
640	F3	Plecto_R329_3	0.097400002	P21	P21	R329	3
641	F4	Plecto_R329_3	0.103299998	P22	P22	R329	3
642	F5	Plecto_R329_3	0.104599997	P23	P23	R329	3
643	F6	Plecto_R329_3	0.101000004	P24	P24	R329	3
644	F7	Plecto_R329_3	0.101999998	P25	P25	R329	3
645	F8	Plecto_R329_3	0.109300002	P26	P26	R329	3
646	F9	Plecto_R329_3	0.114399999	P27	P27	R329	3
647	F10	Plecto_R329_3	0.0986	P28	P28	R329	3
648	F11	Plecto_R329_3	0.1021	P29	P29	R329	3
649	F12	Plecto_R329_3	0.132200003	P30	P30	R329	3
650	G1	Plecto_R329_3	0.117200002	P31	P31	R329	3
651	G2	Plecto_R329_3	0.109700002	P32	P32	R329	3
652	G3	Plecto_R329_3	0.103100002	P33	P33	R329	3
653	G4	Plecto_R329_3	0.110200003	P34	P34	R329	3
654	G5	Plecto_R329_3	0.105599999	P35	P35	R329	3
655	G6	Plecto_R329_3	0.112000003	P36	P36	R329	3
656	G7	Plecto_R329_3	0.117899999	P38	P38	R329	3
657	G8	Plecto_R329_3	0.109899998	P39	P39	R329	3
658	G9	Plecto_R329_3	0.116800003	P40	P40	R329	3
659	G10	Plecto_R329_3	0.109200001	P41	P41	R329	3
660	G11	Plecto_R329_3	0.118299998	P42	P42	R329	3
661	G12	Plecto_R329_3	0.127200007	P43	P43	R329	3
662	H1	Plecto_R329_3	0.113600001	P44	P44	R329	3
663	H2	Plecto_R329_3	0.1131	P45	P45	R329	3
664	H3	Plecto_R329_3	0.123000003	P46	P46	R329	3
665	H4	Plecto_R329_3	0.127599999	P47	P47	R329	3
666	H5	Plecto_R329_3	0.123099998	P48	P48	R329	3
667	H6	Plecto_R329_3	0.119199999	P49	P49	R329	3
668	H7	Plecto_R329_3	0.101599999	P50	P50	R329	3
669	H8	Plecto_R329_3	0.131600007	P51	P51	R329	3
670	H9	Plecto_R329_3	0.139300004	P52	P52	R329	3
671	H10	Plecto_R329_3	0.141499996	P54	P54	R329	3
672	H11	Plecto_R329_3	0.134599999	P55	P55	R329	3
673	H12	Plecto_R329_3	0.139799997	P56	P56	R329	3
674	A1	Plecto_R329_4	0.131600007	P57	P57	R329	4
675	A2	Plecto_R329_4	0.128199995	P58	P58	R329	4
676	A3	Plecto_R329_4	0.1206	P59	P59	R329	4
677	A4	Plecto_R329_4	0.1083	P60	P60	R329	4
678	A5	Plecto_R329_4	0.105300002	P61	P61	R329	4
679	A6	Plecto_R329_4	0.095600002	P62	P62	R329	4
680	A7	Plecto_R329_4	0.128299996	P63	P63	R329	4
681	A8	Plecto_R329_4	0.121799998	P64	P64	R329	4
682	A9	Plecto_R329_4	0.108099997	P65	P65	R329	4
683	A10	Plecto_R329_4	0.121100001	P66	P66	R329	4
684	A11	Plecto_R329_4	0.100299999	P67	P67	R329	4
685	A12	Plecto_R329_4	0.128199995	P68	P68	R329	4
686	B1	Plecto_R329_4	0.129600003	P117	P117	R329	4
687	B2	Plecto_R329_4	0.1131	P143	P143	R329	4
688	B3	Plecto_R329_4	0.115000002	P340	P340	R329	4
689	B4	Plecto_R329_4	0.112099998	P421	P421	R329	4
690	B5	Plecto_R329_4	0.0973	P455	P455	R329	4
691	B6	Plecto_R329_4	0.115800001	P612	P612	R329	4
692	B7	Plecto_R329_4	0.091600001	R329	R329	R329	4
693	B8	Plecto_R329_4	0.089000002	R329	R329	R329	4
694	B9	Plecto_R329_4	0.089100003	R329	R329	R329	4
695	B10	Plecto_R329_4	0.089400001	R329	R329	R329	4
696	B11	Plecto_R329_4	0.089699998	R329	R329	R329	4
697	B12	Plecto_R329_4	0.092500001	R329	R329	R329	4
698	C1	Plecto_R329_4	0.094800003	Empty	Empty	R329	4
699	C2	Plecto_R329_4	0.089599997	Empty	Empty	R329	4
700	C3	Plecto_R329_4	0.089400001	Empty	Empty	R329	4
701	C4	Plecto_R329_4	0.091499999	Empty	Empty	R329	4
702	C5	Plecto_R329_4	0.090499997	Empty	Empty	R329	4
703	C6	Plecto_R329_4	0.0889	Empty	Empty	R329	4
704	C7	Plecto_R329_4	0.089299999	Empty	Empty	R329	4
705	C8	Plecto_R329_4	0.0898	Empty	Empty	R329	4
706	C9	Plecto_R329_4	0.089699998	Empty	Empty	R329	4
707	C10	Plecto_R329_4	0.089599997	Empty	Empty	R329	4
708	C11	Plecto_R329_4	0.093900003	Empty	Empty	R329	4
709	C12	Plecto_R329_4	0.093800001	Empty	Empty	R329	4
710	D1	Plecto_R329_4	0.095799997	Empty	Empty	R329	4
711	D2	Plecto_R329_4	0.092900001	Empty	Empty	R329	4
712	D3	Plecto_R329_4	0.091700003	Empty	Empty	R329	4
713	D4	Plecto_R329_4	0.092500001	Empty	Empty	R329	4
714	D5	Plecto_R329_4	0.0911	Empty	Empty	R329	4
715	D6	Plecto_R329_4	0.091200002	Empty	Empty	R329	4
716	D7	Plecto_R329_4	0.091200002	Empty	Empty	R329	4
717	D8	Plecto_R329_4	0.091799997	Empty	Empty	R329	4
718	D9	Plecto_R329_4	0.092200004	Empty	Empty	R329	4
719	D10	Plecto_R329_4	0.092799999	Empty	Empty	R329	4
720	D11	Plecto_R329_4	0.092900001	Empty	Empty	R329	4
721	D12	Plecto_R329_4	0.094700001	Empty	Empty	R329	4
722	E1	Plecto_R329_4	0.084700003	Empty	Empty	R329	4
723	E2	Plecto_R329_4	0.088699996	Empty	Empty	R329	4
724	E3	Plecto_R329_4	0.085299999	Empty	Empty	R329	4
725	E4	Plecto_R329_4	0.0858	Empty	Empty	R329	4
726	E5	Plecto_R329_4	0.085299999	Empty	Empty	R329	4
727	E6	Plecto_R329_4	0.085500002	Empty	Empty	R329	4
728	E7	Plecto_R329_4	0.084299996	Empty	Empty	R329	4
729	E8	Plecto_R329_4	0.085000001	Empty	Empty	R329	4
730	E9	Plecto_R329_4	0.085900001	Empty	Empty	R329	4
731	E10	Plecto_R329_4	0.088	Empty	Empty	R329	4
732	E11	Plecto_R329_4	0.0845	Empty	Empty	R329	4
733	E12	Plecto_R329_4	0.084200002	Empty	Empty	R329	4
734	F1	Plecto_R329_4	0.085699998	Empty	Empty	R329	4
735	F2	Plecto_R329_4	0.0867	Empty	Empty	R329	4
736	F3	Plecto_R329_4	0.084700003	Empty	Empty	R329	4
737	F4	Plecto_R329_4	0.0845	Empty	Empty	R329	4
738	F5	Plecto_R329_4	0.0854	Empty	Empty	R329	4
739	F6	Plecto_R329_4	0.086300001	Empty	Empty	R329	4
740	F7	Plecto_R329_4	0.086800002	Empty	Empty	R329	4
741	F8	Plecto_R329_4	0.085900001	Empty	Empty	R329	4
742	F9	Plecto_R329_4	0.085500002	Empty	Empty	R329	4
743	F10	Plecto_R329_4	0.085000001	Empty	Empty	R329	4
744	F11	Plecto_R329_4	0.088500001	Empty	Empty	R329	4
745	F12	Plecto_R329_4	0.086400002	Empty	Empty	R329	4
746	G1	Plecto_R329_4	0.084899999	Empty	Empty	R329	4
747	G2	Plecto_R329_4	0.086000003	Empty	Empty	R329	4
748	G3	Plecto_R329_4	0.086000003	Empty	Empty	R329	4
749	G4	Plecto_R329_4	0.084899999	Empty	Empty	R329	4
750	G5	Plecto_R329_4	0.085299999	Empty	Empty	R329	4
751	G6	Plecto_R329_4	0.084299996	Empty	Empty	R329	4
752	G7	Plecto_R329_4	0.084700003	Empty	Empty	R329	4
753	G8	Plecto_R329_4	0.085199997	Empty	Empty	R329	4
754	G9	Plecto_R329_4	0.088100001	Empty	Empty	R329	4
755	G10	Plecto_R329_4	0.085699998	Empty	Empty	R329	4
756	G11	Plecto_R329_4	0.087300003	Empty	Empty	R329	4
757	G12	Plecto_R329_4	0.085199997	Empty	Empty	R329	4
758	H1	Plecto_R329_4	0.085100003	Empty	Empty	R329	4
759	H2	Plecto_R329_4	0.084899999	Empty	Empty	R329	4
760	H3	Plecto_R329_4	0.0854	Empty	Empty	R329	4
761	H4	Plecto_R329_4	0.085000001	Empty	Empty	R329	4
762	H5	Plecto_R329_4	0.085000001	Empty	Empty	R329	4
763	H6	Plecto_R329_4	0.085199997	Empty	Empty	R329	4
764	H7	Plecto_R329_4	0.085699998	Empty	Empty	R329	4
765	H8	Plecto_R329_4	0.0854	Empty	Empty	R329	4
766	H9	Plecto_R329_4	0.0854	Empty	Empty	R329	4
767	H10	Plecto_R329_4	0.086000003	Empty	Empty	R329	4
768	H11	Plecto_R329_4	0.084899999	Empty	Empty	R329	4
769	H12	Plecto_R329_4	0.084799998	Empty	Empty	R329	4
